no,username,testId,topic,Favorite Class,School Improvement,Questions ,School Routine,Project,POP_CULTURE,THEATER,TRAVEL,ANIMALS,COMMUNICATIONS,CAREERS,DIRECTIONS,SCIENCE,
11,A2054024,1345238,School Improvement,0.04983783730890381,0.08824279317786993,0.02956366090834839,0.0343751715234801,0.03351732814907127,0.06303222833494626,0.03950622730713598,0.028873168471134705,0.052854746534400324,0.04406194494592926,0.027970694221317545,0.022053297600883526,0.030152265173880838,
12,A2054024,1345238,Questions ,0.046377791865208566,0.06206206363823249,0.13628060098551645,0.0324597970299927,0.039239308281657545,0.03731158395135147,0.042024382293672266,0.027788813726069332,0.030645181681404097,0.035460878426823356,0.03162547490463792,0.048565674837946896,0.0305123768528874,
13,A2062098,1352741,Favorite Class,0.13167945836774644,0.11532583615834929,0.06839986932657127,0.07585025006615098,0.08273258786133089,0.0877444355509518,0.07225918933941514,0.06031086438488551,0.052334502539039734,0.07444624034430104,0.0544732981263041,0.04392765037265682,0.07482950291802663,
14,A2062098,1352741,School Improvement,0.11357696378985492,0.17110729744428063,0.06822100901256614,0.08905111036614088,0.0767412402687665,0.1094013057339597,0.0912695184398651,0.0774538925868968,0.06915719573638829,0.09934627370556628,0.06018787406485926,0.05553640816098756,0.08420905332110327,
15,A2062098,1352741,Questions ,0.029875605864295777,0.028880352944462652,0.059777053734876566,0.02646442665366602,0.03222343917086773,0.0257789608042155,0.03862117260591539,0.030090553262452052,0.02438201489644038,0.026694602129674214,0.026874486367991925,0.026413000925537153,0.022996329451913704,
16,A2071278,1360573,Favorite Class,0.15219954137855138,0.07962669218681986,0.044607319024324125,0.043422122726163664,0.06855440747348003,0.07474940058116211,0.07143224350976618,0.06798380972842445,0.05130116307531443,0.06619062891629308,0.039357634353673426,0.034677884693444,0.06816551521874936,
17,A2071278,1360573,School Improvement,0.09493750386619723,0.14378801270121297,0.04253475980486336,0.03212933755529428,0.06443630103027231,0.1079980753319843,0.0864126683313017,0.07664513007017244,0.06936050506587171,0.07313515651154934,0.04430576457065646,0.0385451222864549,0.061569608878913225,
18,A2071278,1360573,Questions ,0.030732689276681338,0.02475011500383882,0.1199238250577673,0.01932666612720249,0.03867570547504112,0.032249867336800804,0.04015450925980521,0.03518536663793787,0.030989464461282888,0.0340196696306173,0.026778344260980337,0.040245725392942654,0.026713210812282378,
19,A2083345,1372304,Favorite Class,0.19179833186707104,0.08530655038516453,0.05012930275870556,0.09579671668147982,0.08362385019234168,0.06816754372050175,0.0868685006264776,0.04145836432677297,0.03520719159523416,0.07989692481087111,0.04764021507185401,0.05963652164977453,0.14108851852077534,
20,A2083345,1372304,School Improvement,0.14088531137391358,0.16181871199272416,0.057804738610281584,0.07314157970205896,0.07351645559203027,0.0903291333109809,0.09352371523885772,0.06661622591424428,0.06118185987598819,0.07570170535295032,0.05383043162466086,0.057286622663326806,0.08433218925736623,
21,A2083345,1372304,Questions ,0.08955931637782658,0.10298205764817078,0.11818241589966232,0.04669757069112721,0.06501347355273683,0.07352806921979031,0.09127313338324594,0.08131401570872906,0.05752694608580501,0.07167348352691066,0.04240799419375475,0.05539382548609872,0.05823670778774065,
22,A2086310,1375101,Favorite Class,0.11695440527765706,0.07417960178101357,0.04085161704161435,0.04443537949133844,0.07249466757053337,0.07266252350380317,0.07211809619237836,0.06382782566336435,0.04404257454043245,0.06243080316534355,0.03703590426079192,0.043155942239142056,0.07249515107466,
23,A2086310,1375101,School Improvement,0.05339750466614403,0.09994555990978653,0.029461120819180224,0.024711926316718823,0.0324309102552454,0.05135574462342173,0.04710990434254101,0.04239208090028172,0.03702518325159418,0.03879936365417627,0.03508230111242636,0.023308400582986014,0.030972653309821265,
24,A2086310,1375101,Questions ,0.0259858415775413,0.05567410004973758,0.06922080359992253,0.010976383934516052,0.01563667806549046,0.04376970318567053,0.029065335237662554,0.02428693019960077,0.024116354561011754,0.03816237403301312,0.014841562126192013,0.035095002881249324,0.01493674819523091,
25,A2086370,1375161,Favorite Class,0.12153612487714598,0.13218352999233712,0.05191702931880398,0.045367505789694146,0.07730730075301136,0.0702741999618004,0.058417680390987284,0.08182774556276534,0.06842106719978067,0.06786580719575011,0.06860289704885264,0.03313528821236275,0.06898347875356363,
26,A2086370,1375161,School Improvement,0.1038017160437843,0.1981356247382223,0.05779569992775071,0.052000680678311005,0.0730730776043793,0.1073944041870203,0.07351876330418054,0.07520152759672158,0.069850537208569,0.07251679774572753,0.06247107899304373,0.046310625465022716,0.0637270804467409,
27,A2086370,1375161,Questions ,0.06472280219354959,0.07002537598312335,0.1978036427024297,0.041119282109195646,0.06717312830036701,0.06618997399247663,0.05942269879145158,0.056664166637053925,0.05149539144910818,0.0689945646901718,0.04852092171347981,0.07012295550042433,0.0497150365923133,
28,A2096567,1384482,Favorite Class,0.2010383108079633,0.08427697393004724,0.0524020096627624,0.08044708615373769,0.06982285677139577,0.0693674379179865,0.06656437267456929,0.04827761217631325,0.04425396336312501,0.08181147838140947,0.0448782093041087,0.04681709374951057,0.14237518557490106,
29,A2096567,1384482,School Improvement,0.08294179512130101,0.1696445555059594,0.0588767320724282,0.07561669428023154,0.07618735951854405,0.12169248049356307,0.08721265826395341,0.062377989695593807,0.07017464038138573,0.09609157293583154,0.06316180776194166,0.06654666396941018,0.07731436597539457,
30,A2096567,1384482,Questions ,0.0644056090518692,0.08917443679050639,0.1959166122946134,0.054807191110576484,0.06217238102352976,0.09254012353892496,0.06742361104089034,0.04925605921282769,0.04662341154125579,0.08240784668664611,0.04045460815083891,0.05828979482199341,0.05364419938096245,
31,A2097154,1385069,Favorite Class,0.2680206203570892,0.16359409081355616,0.0905048992220647,0.10260164623214348,0.12775389110032648,0.1177229383441059,0.1030493112838188,0.09606416379628932,0.09010069192255277,0.128074370514154,0.09371247884093492,0.08442546796035186,0.138980625590823,
32,A2097154,1385069,School Improvement,0.1388095220584968,0.2171981249821201,0.10564871596158046,0.09673826595058946,0.13266564506099043,0.15745275717100568,0.11869801560857222,0.09978023114603199,0.11193270068282964,0.14093617297393957,0.1274368881531841,0.0809708018388254,0.13269780659552005,
33,A2097154,1385069,Questions ,0.08421958518047917,0.11390893085239161,0.1809171250818074,0.059276372237393155,0.0854475435954131,0.10569206663917154,0.07575629551240595,0.06284459033224016,0.06306447105356333,0.09111515395287056,0.07145773809267032,0.06738957937723572,0.06498968522289764,
34,A2098926,1386776,Favorite Class,0.044642555834781494,0.02816695015163314,0.019523453183494747,0.02278276742354932,0.031608176836083475,0.028269186691383466,0.023625188546456448,0.021210245660813875,0.023641907584745294,0.024568367679152815,0.01990584052965584,0.012543631631865039,0.027257644535274232,
35,A2098926,1386776,School Improvement,0.022407259996885292,0.058369421189181606,0.028106270366277976,0.015158141543942088,0.027148972012653892,0.04081944577651791,0.016834270558307114,0.026385637041711724,0.044289176057736794,0.037510247246868016,0.027210237640433,0.01708495584425172,0.032041089389270166,
36,A2098926,1386776,Questions ,0.010309241235336514,0.010569447324315771,0.049099421147767844,0.0086620471426394,0.027421483084521345,0.013561515140398422,0.011570551048318205,0.01716336096096778,0.018192471326050383,0.013517810974546676,0.023435093147134968,0.013966501322998356,0.010426440287325235,
37,A2110632,1398193,Favorite Class,0.10009407133701047,0.06437793712684939,0.03839924475289422,0.04533031922638658,0.055467294150926015,0.06496220859734357,0.058539564804843,0.04856664621166096,0.046161735814621505,0.051912721749449414,0.05111290289757319,0.02699573722267102,0.06362997600995604,
38,A2110632,1398193,School Improvement,0.11124294125555209,0.12565062136305682,0.04859656697625793,0.04747298323861663,0.0702199690173306,0.06940265413147666,0.05823128010237934,0.06779168031936332,0.06324098591183963,0.06402083160570185,0.06900512722716634,0.02943142264718977,0.06180158068098316,
39,A2110632,1398193,Questions ,0.0024624705993510874,0.0035024513385435033,0.05517754825809647,0.0015460765229886992,0.0012877161015765746,0.004309065637097302,0.007244190217783797,0.004316879313976786,0.008859495122216555,0.005870761448762736,0.001782948427637159,0.010492639911895058,0.0006980000943230695,
40,A2111575,1398952,Favorite Class,0.06600459858061916,0.060879271405437994,0.030117247876056682,0.04054859721328986,0.05038026717782503,0.05714530974162584,0.05638119271367865,0.04802693638579643,0.05473674929494882,0.06139337742425224,0.03896351429754203,0.04323152824546396,0.04841148160108357,
41,A2111575,1398952,School Improvement,0.024597182849500583,0.03812906686754714,0.015863883565109337,0.01868027776241532,0.028460519040477014,0.04584758188351267,0.023455697065918577,0.024062049586173227,0.04364698915979366,0.04506374925527115,0.023725415224891022,0.01647197136441668,0.029007731298754814,
42,A2111575,1398952,Questions ,0.055873118955754635,0.06742793564783703,0.08625695100475844,0.04189512346725743,0.047243897118076444,0.06406204885080602,0.05078516667740984,0.04333356249973067,0.05718189797670015,0.06880259395231555,0.0471807820778015,0.040760827371677154,0.04575037298558686,
43,A2114874,1402196,Favorite Class,0.11182757697715942,0.074850436875074,0.04005086051013825,0.04623258411467064,0.053216158673691866,0.05982523569679864,0.057656410151844605,0.0465635502762695,0.03522221792119122,0.056717372770189275,0.03217764395564813,0.03715998646334228,0.06026349635732388,
44,A2114874,1402196,School Improvement,0.06619224789591964,0.15197827211675927,0.045534321681536066,0.04553918214738882,0.05025233028396398,0.10275261673205567,0.07442053365833277,0.05447834952358553,0.04644438844031653,0.07175011499350335,0.0429576109094812,0.04535343974925658,0.05274349742992292,
45,A2114874,1402196,Questions ,0.04136852382571321,0.03335838815441211,0.19747880507453233,0.024675955848944955,0.04207019667210135,0.039040882671010184,0.03754209495470335,0.034781050471822644,0.032134346930670264,0.0437276762151579,0.02291493712073543,0.04630254047047187,0.02910665469521668,
46,A2120627,1407581,Favorite Class,0.20312118644418956,0.08914802049273937,0.05890143880899792,0.06584385484604795,0.06907669365485575,0.06753402989018546,0.07678365329035942,0.06509525702547625,0.042500399183893166,0.07063651847286692,0.03962659889549329,0.03128984331670457,0.08164520467639831,
47,A2120627,1407581,School Improvement,0.08575773433212859,0.1501736628805988,0.06626992129481417,0.042865785622138775,0.049275837711820744,0.09182874821374412,0.06590436107421763,0.04316673444856757,0.032877796368147326,0.05545253573534507,0.039278788992909416,0.025568790937368833,0.03201983548339234,
48,A2120627,1407581,Questions ,0.0384921184741024,0.0370973635139158,0.15524548380601688,0.022030907403810095,0.03818615991827143,0.029905655295130562,0.024941949273661473,0.018392716932043248,0.025876784727812997,0.038212874014679876,0.03118041207870626,0.04003605557734633,0.023932555616243543,
49,A2124485,1411262,Favorite Class,0.1962982810953003,0.12278426346158519,0.09032350649947324,0.09393649616175535,0.09704265032592733,0.08541608858105014,0.0783964724685896,0.06565874091265685,0.05961409746479579,0.09077016339960192,0.08998126902808096,0.04710691573051118,0.09781570790507695,
50,A2124485,1411262,School Improvement,0.11970411922624592,0.18977624033728901,0.07576191149928882,0.060795073712405,0.08678514522092969,0.0869996481111594,0.05975786953521184,0.05114256350743936,0.06020549229381831,0.07429478519758322,0.08355821821060884,0.03420764580194697,0.05502675746538278,
51,A2124485,1411262,Questions ,0.039226237593619234,0.058099254095909256,0.2045224586329605,0.033637077856297236,0.049989371883625754,0.05368981245416728,0.04805115397089454,0.041075186792814425,0.046016764746381736,0.06370162966075342,0.041887385229324905,0.054425025290643206,0.04054831721280683,
52,A2125255,1412032,Favorite Class,0.10901471774550203,0.07856202422095886,0.09329919257476678,0.043655948725717576,0.06005077049108725,0.07256978628498992,0.06514264353921623,0.060088550397050196,0.043111024279749194,0.06500292742717231,0.03843704936022834,0.03589144715126531,0.05691817146289466,
53,A2125255,1412032,School Improvement,0.09118198057207853,0.18372412782833114,0.050605040258678104,0.04519788338984614,0.05341092513693363,0.12506765789842175,0.08455296831023666,0.054617450263431226,0.04432038847004397,0.0848669366380229,0.04331367202766782,0.03905418867426333,0.06847199188060461,
54,A2125255,1412032,Questions ,0.062214711484604515,0.05127501755761115,0.14659917424744956,0.03227784905420997,0.041975055041285195,0.044874778505681515,0.03917207542717946,0.03895512172513484,0.033964953311202806,0.041469136344655835,0.039699263709379415,0.03629387686955228,0.02738561582362968,
55,A2125743,1412516,Favorite Class,0.13668113369095597,0.08572025802541562,0.046619681856785854,0.043752995502067835,0.07336516554099258,0.060669041610914395,0.04846285907458464,0.045466532207340885,0.04864478074002567,0.055739311988744086,0.038868166601134055,0.08696412482777303,0.05827853988390223,
56,A2125743,1412516,School Improvement,0.08241923243941897,0.1707682850732491,0.048145049513474314,0.0521213736127531,0.047513199803485076,0.10126893043844538,0.06081921622434851,0.046604436292658334,0.051881261003772175,0.07072219604133397,0.04738547070514227,0.027359190271129676,0.046194561780265944,
57,A2125743,1412516,Questions ,0.021290013612353626,0.030535145176563937,0.08749776474314581,0.02575928305976388,0.03637111377543604,0.026659846394604628,0.02942378366618219,0.02713348020629055,0.02935343268922809,0.025336993757455434,0.030214907005433885,0.029026792392710905,0.0228707764838299,
58,A2125834,1412607,Favorite Class,0.08273046184557781,0.06683786032160445,0.044946388554311996,0.05844311158527478,0.06951802701423875,0.06447614554138327,0.06728776777437841,0.06573877170804651,0.049389449513783885,0.06737605298243733,0.04964752175043294,0.04054325813722639,0.05907211486715124,
59,A2125834,1412607,School Improvement,0.08537835535387313,0.1540394780816014,0.08201589779425426,0.07699172354165765,0.11758066745839334,0.1274532223396616,0.10527000660551486,0.09893415635160858,0.0910482578021155,0.11711077064278175,0.08810940019750195,0.07652950138247379,0.09713834086653411,
60,A2125834,1412607,Questions ,0.04914893374946207,0.09127960697977441,0.170031491838547,0.04823590638938966,0.0729191010650622,0.08096960023259656,0.059270506169024975,0.055674050436217634,0.05726641619390593,0.07627422186321334,0.050991869313136526,0.06375351054175468,0.05700884343322264,
61,A2125949,1412721,Favorite Class,0.18537725524291548,0.08403063308166933,0.04728567409720794,0.07036482063664803,0.05855792824158649,0.040395729821827334,0.045108087694229713,0.03319637540634145,0.028650893702263428,0.047590819660024444,0.03649152357458322,0.03261480319577353,0.08649952767171337,
62,A2125949,1412721,School Improvement,0.04612141090552569,0.06007517835654253,0.02945884007445604,0.025014536856405825,0.040894654715474016,0.04701577664887791,0.0468875103602023,0.05132097341100543,0.03383645346697758,0.03874802614166315,0.032428115038028824,0.02241750279197324,0.03426455097567348,
63,A2125949,1412721,Questions ,0.0444801142523486,0.04697888707108851,0.12968884873848735,0.04050233985890944,0.059569028505193355,0.05442533109330201,0.0591635837678371,0.04452325728676222,0.04625408699295541,0.05803459285828069,0.039695252352194545,0.04542056969832383,0.045790423712798324,
64,A2125958,1412730,Favorite Class,0.2043912465484363,0.10981640382812151,0.0497739844683591,0.07535067627764659,0.06948690056885859,0.08018331816079956,0.06804863234637702,0.05292410234964666,0.04116562112585592,0.08457375412528285,0.047019106523186825,0.04133615097235997,0.09475979089825086,
65,A2125958,1412730,School Improvement,0.10450524106751063,0.142739736107223,0.06881762188603566,0.05536713351707526,0.08013677134923779,0.10432119577836681,0.0721564691481959,0.05022565787678972,0.06199712000503653,0.08098138728248017,0.06939908316769962,0.047751258818001144,0.07339549456459338,
66,A2125958,1412730,Questions ,0.05191823047814043,0.05107967441458734,0.17693057339676105,0.0457721144201279,0.05659944708750434,0.05257450689813052,0.06036095036907542,0.04860255551449442,0.04046473007445474,0.06152926843858749,0.043367694383915245,0.05167810950210394,0.05290705999637528,
67,A2126316,1413090,Favorite Class,0.19773403254586566,0.10019579296910917,0.060340882454794326,0.09791132076321007,0.10358002582734488,0.07487109222879117,0.0924714814167078,0.057876512065808766,0.055142752520542064,0.08311680496768942,0.06607961500057927,0.05790456711435824,0.127162980377967,
68,A2126316,1413090,School Improvement,0.16998546939066037,0.26320589639156206,0.10631885057872945,0.14730294983290604,0.1367976856896641,0.14789424481552668,0.14862904139400274,0.09718739879801844,0.09596920123356192,0.12198835154606671,0.12404211666075593,0.09542211714548221,0.11796772175716608,
69,A2126316,1413090,Questions ,0.03918958401121142,0.04160567707100539,0.11549867271009676,0.030851515586830414,0.05330286810539019,0.0518440513532517,0.04509643141646182,0.03442352818568417,0.04395762411044636,0.04890332098399432,0.04167850528788736,0.039229021835213346,0.041587442640073274,
70,A2126593,1413367,Favorite Class,0.037613321178890935,0.03677317985655168,0.02637151341874781,0.02390112586746785,0.04214413378352937,0.033433602254389724,0.04795900962283425,0.04074952441242999,0.029965374039474614,0.027634712963241916,0.03681752307740238,0.02008592895738036,0.027477478666360872,
71,A2126593,1413367,School Improvement,0.04257236571256334,0.08741696391071471,0.04637437109935506,0.02838511614210188,0.03727032689885045,0.06292369355200927,0.04345063652461015,0.03216039507003561,0.02964738266010712,0.038676478456490526,0.0358410580924627,0.02513809335564053,0.024360747774122594,
72,A2126593,1413367,Questions ,0.028163175895069704,0.031873777351154535,0.07926029206557225,0.019405133862527558,0.02858013002313168,0.03531867513588893,0.03419934748916956,0.032836821685147635,0.03173263439517758,0.03969479480629525,0.021999752409512397,0.04363758057694289,0.02017120818523869,
73,A2127013,1413752,Favorite Class,0.08751951415852154,0.04850422527454105,0.033202133230624806,0.03539117516328305,0.038669494120348605,0.038756278239871836,0.03437983275447905,0.02437249971623244,0.01968012276667499,0.039067984179942956,0.029482906104212205,0.012748883509394234,0.038420216857232146,
74,A2127013,1413752,School Improvement,0.06767384437062136,0.0464561848362553,0.030766801864870588,0.028158565411675315,0.032943150788728115,0.030269230553203658,0.02232830768268275,0.019870794171218283,0.019175213716778418,0.0259063751117449,0.03401930669775529,0.009001099764210527,0.025565804654360647,
75,A2127013,1413752,Questions ,0.06117176067893901,0.045983615404394385,0.04134465358133327,0.035112943604000295,0.05383022720183419,0.0449421618813893,0.06228337809122538,0.048396851464317145,0.03331052243618811,0.04373226830742265,0.028836766040227266,0.03219683542243526,0.04303625775558491,
76,A2127225,1413961,School Routine,0.020203705492815124,0.018386920085068995,0.015457753837558597,0.07284054866055574,0.020604918741433553,0.01890691229278533,0.02934073016489966,0.022854253131466103,0.012866577295553416,0.014090337690319133,0.010734402228734403,0.010021151976963238,0.013780707512917094,
77,A2127225,1413961,Project,0.0588185888422522,0.06396031073694666,0.092800872729706,0.03672771884412365,0.1132471237608569,0.06859680952814713,0.07803780290083615,0.07720043665442769,0.05906972503527247,0.06895347632057604,0.05948260939950521,0.06083414250439078,0.05218514397897162,
78,A2127225,1413961,Questions ,0.018817240198120082,0.024420359258598583,0.09845885474306706,0.01617828469606962,0.028468377379654554,0.029146433657208756,0.026302616982958396,0.02398117998364422,0.022095230222034717,0.03024455853132559,0.016323386480182826,0.03239404274849754,0.019743530950844364,
79,A2127274,1414011,School Routine,0.08761966490447541,0.08559916592442089,0.07614719134661006,0.15050543558488172,0.10155488447762746,0.08972026332767896,0.09854181556799453,0.0697389722804583,0.05386993551368155,0.08204856239999113,0.059848441102783895,0.07686641549869798,0.09451904510517779,
80,A2127274,1414011,Project,0.03769013896541172,0.0346588069395671,0.034268331468001435,0.06774252918872595,0.08890761943278391,0.04387649474244147,0.06012847461704956,0.05031324619210388,0.03436830430890092,0.04455654676589241,0.043106019982481814,0.05195184706544203,0.05333276656427068,
81,A2127274,1414011,Questions ,0.03769013896541172,0.0346588069395671,0.034268331468001435,0.06774252918872595,0.08890761943278391,0.04387649474244147,0.06012847461704956,0.05031324619210388,0.03436830430890092,0.04455654676589241,0.043106019982481814,0.05195184706544203,0.05333276656427068,
82,A2128657,1415364,Favorite Class,0.05065383839194892,0.038721277934135837,0.034907669262350144,0.03405067538440209,0.03511595649533136,0.03601124861749205,0.023633962042341323,0.021253662903841584,0.027634450057402893,0.03649756327329382,0.042559390746472484,0.01706411916355582,0.029673503786243876,
83,A2128657,1415364,School Improvement,0.04839143652788565,0.10467685843963884,0.040546620096376405,0.052808516312857164,0.03493316986330263,0.06694839346220036,0.051035463018407924,0.03234129767737115,0.022284101979221062,0.04462929731200579,0.03676675487239259,0.03409913707828763,0.025030198572800477,
84,A2128657,1415364,Questions ,0.0221098578424763,0.028741917453529983,0.11096922969371521,0.01828663965917684,0.0340261013415257,0.025848224677266173,0.022015769713732845,0.020160657076161742,0.021713629235792578,0.030492322852897966,0.03288689218329097,0.023992551403083033,0.02506244570264694,
85,A2128686,1415393,Favorite Class,0.001663143990903007,0.003013733221721299,0.008276439534555487,0.004938756945910386,0.01156009760933085,0.015115636858689267,0.011497252576111236,0.007975766131637677,0.004881488568571572,0.006420288855740826,0.0,0.0006912472720009697,0.0,
86,A2128686,1415393,School Improvement,0.05115523810671458,0.08056308998360556,0.02845248691946803,0.04180511454770134,0.03929114540943834,0.05960987250975208,0.051670719180492944,0.05208340406012819,0.03345595626300254,0.03602910546814946,0.031786936129345876,0.02578592438369535,0.03473923739430043,
87,A2128686,1415393,Questions ,0.022847150923070172,0.03174971979547485,0.10893105352950708,0.020301713050277066,0.025756940480302977,0.029498312228138573,0.026651031120034023,0.02576894857615966,0.024248435684353253,0.02755333115331001,0.01990491017869844,0.03445303779519927,0.015619635036230007,
88,A2128797,1415504,Favorite Class,0.06512022889728108,0.04250434205150875,0.06305234818456724,0.036233202005211865,0.05856779489095779,0.043717245395115435,0.041639671007043084,0.03425031436558867,0.029551767229414515,0.041629514580519444,0.034357880660597584,0.0284413536633276,0.045559871372544115,
89,A2128797,1415504,School Improvement,0.07265953147222257,0.12811109132372947,0.050916141642991165,0.03709131258212114,0.059067267810769604,0.06080716354753569,0.041384280101466595,0.044179448979091096,0.05752334295093564,0.05638139974797647,0.054718773518775195,0.0313295845897252,0.04523565941567407,
90,A2128797,1415504,Questions ,0.03255467101846768,0.03184726600373195,0.12149187686983123,0.01865207763188942,0.03694172632747584,0.03569777456795925,0.03296980888304948,0.037451931705767515,0.03291903394724241,0.04123161800138968,0.02407661732546802,0.0383297957521049,0.020286943385903144,
91,A2128824,1415531,Favorite Class,0.07326907607793517,0.04557321980464012,0.03985703575219254,0.024876403410486227,0.053117818798673166,0.04315992098387838,0.0425023247675612,0.03544383726677431,0.028379420709349814,0.03480711994298015,0.03369199446683895,0.020807581620894716,0.032785549567174735,
92,A2128824,1415531,School Improvement,0.08351703634673599,0.11778581758159841,0.057160235475441024,0.03214268600882979,0.05167261764350235,0.06089642160784857,0.050159290413861406,0.058746559824159876,0.04607425743817037,0.05095879258332507,0.04272532891353107,0.02762220244802549,0.04722968846603341,
93,A2128824,1415531,Questions ,0.006137049116623702,0.00886452696535391,0.0706936705716535,0.00949076225175823,0.01448746481679157,0.01094988235430802,0.0073967262493041305,0.0072439626002877375,0.009343695404754068,0.016728877140386924,0.01365596242354629,0.012364102187185148,0.013979343735821053,
94,A2128930,1415639,Favorite Class,0.13929943684980614,0.1395689294198196,0.060045038526317346,0.07103878756232673,0.08064859004586944,0.09538164708977691,0.07864683159403431,0.07259240758282623,0.06099418160918046,0.0861341787801656,0.06644851356265329,0.045498134306361085,0.07293772093570548,
95,A2128930,1415639,School Improvement,0.08491770179440625,0.14891495297210486,0.06061491109842039,0.06445130396533855,0.06693158347266448,0.09524323469672853,0.07220777266359486,0.07067480210631848,0.060950662743023395,0.07739075847659148,0.06529699295557471,0.043580891419516765,0.05642010072597869,
96,A2128930,1415639,Questions ,0.04137012787000614,0.033773738474429126,0.11499776093636864,0.027104206842052822,0.03540555107847387,0.036192200045551445,0.027550407439278838,0.026781924805146472,0.03333372101247831,0.040993909531616364,0.0348815004651047,0.039585083011747804,0.02620342427837043,
97,A2129306,1416015,Favorite Class,0.21510806445761846,0.10844623576749897,0.05301969099902586,0.08694397509604629,0.07475203618819706,0.0708045675409451,0.0795691330347088,0.057578691356483025,0.04670021978614591,0.07832538458465946,0.05576564451288384,0.055303603278431174,0.10422213727817817,
98,A2129306,1416015,School Improvement,0.0782786033639908,0.12389142547485511,0.034831610530842404,0.04576835650865904,0.04234978077652818,0.08034451759500778,0.0628985676472351,0.04459988775871853,0.038084375937911724,0.06317430884183235,0.034197052102177765,0.033347496697061205,0.04216928590372598,
99,A2129306,1416015,Questions ,0.055476625669579074,0.07498312311286075,0.15552264507979696,0.0390460343965832,0.04702675894858501,0.05712953424597007,0.059539125910423554,0.05068382904986696,0.045386276839734015,0.05816312996732047,0.034756789750802285,0.06217170924541332,0.037125773312828896,
100,A2129341,1416050,Favorite Class,0.17388753323263964,0.18445282679486374,0.07041015480237806,0.07751808264522313,0.08389848803854374,0.10658302273237061,0.08375842006814074,0.08048010745217692,0.08326919198241699,0.10994746510696264,0.08761276613369853,0.047929068308271816,0.0787893827291549,
101,A2129341,1416050,School Improvement,0.11514895686424206,0.18962449572521864,0.058507475322494756,0.04601864809069109,0.06856875777587644,0.10555992172295314,0.0746319294353041,0.0852931031105746,0.07367592092250763,0.08552364402077407,0.06435722313466356,0.043969271368009,0.06519902995038956,
102,A2129341,1416050,Questions ,0.05670358823338563,0.06277019323610314,0.10855152750896872,0.026975814945763413,0.036537642194338006,0.04697754749453636,0.041572908473074946,0.04834260316680031,0.04039813129143413,0.051896941640336605,0.030592184491098455,0.039852889090171234,0.02946694094637708,
