no,username,testId,topic,Summer Break,Self Recommnedation,Social media,POP_CULTURE,EDUCATION,ENVIRONMENT,LANGUAGE ARTS,HEALTH,
18,A1987227,1287544,Social media,0.08889020605422193,0.06672453306753384,0.16280494491025665,0.06957938089479195,0.08514154103016798,0.07942311861031778,0.07723602835121218,0.036826556314900075,
19,A2019918,1314394,Summer Break,0.2497184718621598,0.13121171433145704,0.11544520325435004,0.09116058176303213,0.11955567338952668,0.10982313085002,0.1118539662978592,0.05184266892354819,
20,A2019918,1314394,Self Recommnedation,0.17129707121478716,0.2837906437681103,0.1510570299642621,0.09508832503247011,0.14614525311689108,0.1414199215348308,0.14220768760516744,0.0649691319212688,
21,A2019918,1314394,Social media,0.09357089782417502,0.09201321782481042,0.2811117788740037,0.08106956496778224,0.11398559887126154,0.124790775954989,0.0952951857926104,0.04275288615503825,
22,A2049082,1340539,Summer Break,0.22466569739804523,0.09229626093381921,0.09011872722335007,0.07390485619045689,0.10240933726556262,0.0908367325568597,0.09740295924271893,0.054940734198173496,
23,A2049082,1340539,Self Recommnedation,0.09090823158622577,0.18249856963788857,0.07811734125588353,0.059267268966083315,0.08814011111982634,0.08607987948289608,0.09236384199912429,0.04328489264693231,
24,A2049082,1340539,Social media,0.05651081489847107,0.05145192109619027,0.16106810508679797,0.06616309623854598,0.07688812555128541,0.06748057578169603,0.07955855111505296,0.04820840117991719,
25,A2051098,1342347,Summer Break,0.08413038141629503,0.03839062511087095,0.046329022840865784,0.030789135732822916,0.03734817124718272,0.035129579284769084,0.04097337494872813,0.017943037950653384,
26,A2051098,1342347,Self Recommnedation,0.05285942218933895,0.11322385579172062,0.044629435942845505,0.0311009594482322,0.04666815080146942,0.03888248986180731,0.04526413898130424,0.02089703910561195,
27,A2051098,1342347,Social media,0.06521340551890994,0.05962856918297018,0.08489039782785522,0.056807964660837346,0.06443755957966227,0.06387224285125467,0.06793661440153285,0.04450302511101242,
28,A2051138,1342387,Summer Break,0.1696570963389451,0.09228024847997061,0.09400389565146791,0.07322161509958482,0.09575403977504204,0.09379680933191462,0.09008023838562239,0.04122409928013274,
29,A2053320,1344542,Summer Break,0.15335552928983268,0.1013247505355152,0.0818973787005984,0.05533931276287312,0.07391453203083859,0.06688570267754522,0.07048981287885564,0.04972452280774241,
30,A2053320,1344542,Self Recommnedation,0.08636238666199733,0.14292789097793956,0.078868084691108,0.04915429155481289,0.07160840224867093,0.06952747884996932,0.06455756445545108,0.033235739126692726,
31,A2053320,1344542,Social media,0.05796735597115888,0.06484615704382247,0.09888822626487612,0.05052822720171497,0.06965073056282171,0.07609380216726433,0.08480205302384713,0.025788272015443404,
32,A2054420,1345634,Summer Break,0.1311218996022546,0.04720071044676718,0.04848703828983358,0.03075232497068567,0.04383087135686636,0.04942838566657752,0.054528096018941846,0.022645021594943127,
33,A2054420,1345634,Self Recommnedation,0.0487816686484293,0.15393235027246488,0.048134075743356736,0.033586321625317744,0.05510127311625247,0.05563048809144716,0.03662599151588068,0.019362399820987933,
34,A2054420,1345634,Social media,0.06411046846915662,0.050234359412601993,0.13189673311866246,0.042303791119266604,0.056110319310388804,0.05971686772780654,0.05103149475891797,0.029031662621743615,
35,A2054424,1345638,Summer Break,0.13531531062733393,0.06835638054083232,0.06496406688856274,0.04295032407606603,0.05461840195338388,0.050248182038863665,0.058069447750750854,0.03030364728564651,
36,A2054424,1345638,Self Recommnedation,0.036133435687446064,0.04833990677930198,0.0284255334962805,0.016298231753566168,0.02869660517637372,0.029146393191047892,0.03314982378516168,0.014573555198302775,
37,A2054424,1345638,Social media,0.037428630191048036,0.0240300711750086,0.11537199367681554,0.015016112321649634,0.016894617160318294,0.017404126915135903,0.013492183283436938,0.006317307605115482,
38,A2054496,1345710,Summer Break,0.18081985523063038,0.07222144639535868,0.07649081454998433,0.04338671980618524,0.057937048402820795,0.05432303772158025,0.06282106292630255,0.026660089808617754,
39,A2054496,1345710,Self Recommnedation,0.06518791381869424,0.15054343848742355,0.05250559965628794,0.034819338482603025,0.05106205583072902,0.04461607690093675,0.04696440795705771,0.024207785207680743,
40,A2054496,1345710,Social media,0.09017191567686601,0.06057842499725832,0.1751486300325954,0.04802285651132511,0.0644237064927367,0.05872630516684278,0.07640919494482734,0.02677240526358536,
41,A2056043,1347203,Summer Break,0.24063267069125877,0.1162485381372278,0.1101841014294281,0.09222604061481968,0.10124596290238036,0.11230890868956556,0.10580715074587163,0.050067278383447475,
42,A2056043,1347203,Self Recommnedation,0.09275368553079939,0.2112237527837378,0.08711275626863818,0.06805934617411423,0.10253671287435412,0.09537261040669502,0.09617377983248247,0.03960862652321684,
43,A2056043,1347203,Social media,0.11977546364156264,0.10608807224067313,0.2602179869973439,0.08415192034268551,0.10779242088231557,0.10869687866268368,0.1149141534704102,0.04877037880380375,
44,A2063186,1353768,Summer Break,0.17770921872877288,0.07040654358798604,0.06614322755440281,0.04942673676860374,0.06506794446188033,0.06254628945569454,0.07231304726690524,0.029106578868329125,
45,A2063186,1353768,Self Recommnedation,0.1004540664120961,0.1716565300734046,0.07037728712448976,0.044219993395656514,0.07315891134417853,0.07032105767785655,0.06365919153386794,0.029117826231834024,
46,A2063186,1353768,Social media,0.1119102704671905,0.0985211496873348,0.1588984154721957,0.06643091372825266,0.09688005024878649,0.08881383720285366,0.09962917661448195,0.04290292311637384,
47,A2065595,1356045,Summer Break,0.2711159778581139,0.12438328781178035,0.11796563067130525,0.09582059844870261,0.12903975600126313,0.11715504654580405,0.1295856020386512,0.04984036525147241,
48,A2065595,1356045,Self Recommnedation,0.12160545243485554,0.2935617013210792,0.10727780242259458,0.07291312100589456,0.11965928631699474,0.1074569858520335,0.0946357737255972,0.04695763842369133,
49,A2065595,1356045,Social media,0.08784534893923246,0.08313348385537082,0.24293158325683578,0.08026490992422652,0.09977196430614219,0.11261533316560578,0.10497174392288637,0.041104752611700345,
50,A2069488,1359190,Summer Break,0.09057853300397864,0.05087135687351883,0.060265955647173,0.0515762702515246,0.06176848753519859,0.0545427090067325,0.05680657438078773,0.036460977334763736,
51,A2069488,1359190,Self Recommnedation,0.06816769450763054,0.16144602993519228,0.06085981872243105,0.04075282378460813,0.060064367323485635,0.05869579758946153,0.06340762434904226,0.02469285588169418,
52,A2069488,1359190,Social media,0.0251197069493757,0.020647718702736136,0.06557693619918335,0.023559543324160645,0.025114745752834164,0.03242383299203405,0.029907950067139234,0.012613696764415296,
53,A2069988,1359621,Summer Break,0.22114292534802724,0.11003966643542473,0.10376046787218461,0.08674733199352115,0.10273384581941356,0.1036095385524098,0.11315309820270422,0.04233711524523265,
54,A2069988,1359621,Self Recommnedation,0.11213196118830257,0.2505371036565588,0.09294119484895108,0.060568541254674264,0.10328634320456308,0.09637648599326508,0.10184489789180659,0.04032396562602212,
55,A2071033,1360396,Summer Break,0.1803311575108166,0.07877665648759062,0.08923563831151203,0.06512785135366479,0.06926986005350251,0.06790139693215683,0.07272578081715028,0.036260280701928375,
56,A2071033,1360396,Self Recommnedation,0.11824812614567248,0.2648823939058395,0.10380118937582128,0.06612674060848288,0.09734374836193534,0.09027360071920398,0.08686584230665315,0.03746073044612198,
57,A2071033,1360396,Social media,0.08010717073564988,0.06659711490523997,0.15260790969569174,0.06648021976754641,0.07383998816880913,0.07727554911008366,0.10072185883781679,0.03506761868227962,
58,A2074284,1363507,Summer Break,0.24030693628692307,0.11119231736249788,0.1069658386713061,0.0786681073951189,0.09349022898806611,0.08280341325559239,0.08519398287533991,0.041546021425992195,
59,A2074284,1363507,Self Recommnedation,0.1290797757336872,0.2876679262318786,0.11565904477536737,0.08594558352102072,0.13196098719423496,0.12315093689939902,0.11423284728773658,0.04869268421495533,
60,A2074284,1363507,Social media,0.09143820787910929,0.08312015792202898,0.20843844783281948,0.07953352705631594,0.09619346879687854,0.09910103810139334,0.10667462120574549,0.04689597304825327,
61,A2080721,1369850,Summer Break,0.18322821404034131,0.08235492677816202,0.08695076358484202,0.09118457591755821,0.09741473959246844,0.08538134344104835,0.10251623357742759,0.05517620542557201,
62,A2080721,1369850,Self Recommnedation,0.08118427832390285,0.17224005987595004,0.08420209562455082,0.05804392060204007,0.08259884903467175,0.08400801588253941,0.0942987388795321,0.04283321355070994,
63,A2080721,1369850,Social media,0.05783969073421768,0.054316039547544936,0.12932860438645344,0.0729923419696763,0.06825309647360914,0.06277690195540642,0.06995274368725712,0.03841631265852493,
64,A2080859,1369977,Summer Break,0.18555044610215146,0.10769464793523725,0.0893151685078198,0.06993659038390392,0.09711524280083073,0.09732954259234544,0.09267044211179626,0.03967893771954072,
65,A2080859,1369977,Self Recommnedation,0.13097569743401338,0.2265085893321201,0.09659777184579284,0.07945503307655136,0.1231828852067821,0.10664632693480416,0.11295154698396317,0.04235498989285446,
66,A2080859,1369977,Social media,0.09381007877886782,0.09765917145851465,0.18597108909674692,0.08822192369204077,0.11664546170857655,0.11963559803634542,0.11525680133598928,0.048205769492267854,
67,A2080887,1370005,Summer Break,0.2078210973815901,0.09050132288582849,0.07795888779930109,0.06910045156104411,0.09032561502680056,0.08208038934378041,0.09539969062325981,0.03565845878389403,
68,A2080887,1370005,Self Recommnedation,0.08452647775660971,0.19769974362852813,0.06987220308841967,0.05729714962993283,0.09760901835387456,0.07667038570448342,0.08979811973826746,0.030378883059656185,
69,A2080887,1370005,Social media,0.08833327663257738,0.08202966004302915,0.20398436106255466,0.10576867335544991,0.11355359818923028,0.09356295827836703,0.1143381530553894,0.03916267308234316,
70,A2083801,1372759,Summer Break,0.1533779255088491,0.09048566475112507,0.08136896994087814,0.06004977606250329,0.07952502078688228,0.08047984021976326,0.089238654425434,0.043755154086046286,
71,A2083801,1372759,Self Recommnedation,0.09673777663814745,0.17150992439207552,0.07153435443112616,0.04731631213397142,0.07259018872234427,0.07299614349033674,0.06461123836084462,0.03407427498041907,
72,A2083801,1372759,Social media,0.07752704682770277,0.08097855340150868,0.15970475710829957,0.07005849978741163,0.08586708865212155,0.0957463613276153,0.09726528548780283,0.04504991786286292,
73,A2088385,1376986,Summer Break,0.1293704967385822,0.08537259337030005,0.08196302419470333,0.06812122815248384,0.09541318940094765,0.08071694981812741,0.09147443990417191,0.0447183432315686,
74,A2088385,1376986,Self Recommnedation,0.09906023019127275,0.16811200234111598,0.07069476276854268,0.04490214402920968,0.07108572860078348,0.0715801056777919,0.06930085089371792,0.030005293430573454,
75,A2088385,1376986,Social media,0.085436331969779,0.067844663104646,0.11430558817115422,0.04836820763365816,0.0683495303498449,0.06609995703602257,0.06928074889960044,0.029040745614370728,
76,A2089073,1377637,Summer Break,0.17804978920352937,0.08171935571907266,0.0722757284068404,0.06363373048284189,0.07870903179156676,0.07494582498867067,0.07722997746267728,0.04329707480765581,
77,A2089073,1377637,Self Recommnedation,0.09559311453522866,0.19756268314643885,0.09487044379145443,0.077716221706224,0.1107200817783276,0.1048583567333394,0.11160143281785373,0.0430605241280765,
78,A2089073,1377637,Social media,0.09421801524290578,0.08296218110972368,0.15409399494333484,0.06727176614659705,0.08864592090652434,0.09962097135280226,0.09902915728630747,0.04757527718420907,
79,A2089082,1377645,Summer Break,0.002791264020722716,0.003069576900380922,0.0028590841451490902,0.0,0.007587777198278305,0.007040465894356411,0.003609440867206287,0.0009042730380098676,
80,A2089082,1377645,Self Recommnedation,0.08929134127200598,0.18524999366301986,0.07149353910304285,0.050939003901568775,0.07269326432458414,0.10313693045926701,0.0762934332504165,0.03346665868043926,
81,A2089082,1377645,Social media,0.09434468347014942,0.09580507876707597,0.1983353797780848,0.07889376294648087,0.09942730820124936,0.0936955759690439,0.12367791365884234,0.04756754140782392,
82,A2089156,1377720,Summer Break,0.21216449071364518,0.13098265174812002,0.12253597316725441,0.10058169376799916,0.13571201091686563,0.13347989639663937,0.14763374668377124,0.06098168944192761,
83,A2089156,1377720,Self Recommnedation,0.10613707890079867,0.21865286331320044,0.10712750062450353,0.08015595449083178,0.12466824841416951,0.11688885910580882,0.12521175511471663,0.05210510163649016,
84,A2089156,1377720,Social media,0.10604508670074797,0.08587211357635868,0.1387643561526679,0.08162961033576768,0.10062880474150418,0.09960801837622693,0.09534493529678993,0.047464659727711134,
85,A2089188,1377752,Summer Break,0.3097243850496297,0.17235134522223633,0.13548981483240766,0.08063421072266191,0.12403679518787922,0.12057550079616834,0.12070871028400249,0.051756758063905915,
86,A2089188,1377752,Self Recommnedation,0.15616722469941693,0.35343884420706473,0.1159664680804855,0.08072091420213837,0.1261000737131302,0.12638034254250627,0.1097316808037182,0.048637450027066806,
87,A2089188,1377752,Social media,0.10040101577577584,0.09443275127197531,0.23818358367105935,0.09069883620486456,0.13858361435893846,0.13733985905160057,0.10878661008727095,0.03831529483738651,
88,A2089850,1378265,Summer Break,0.21702901345705564,0.10359825945269008,0.11358092717730539,0.07667584555264463,0.09816934781615257,0.09255578832791037,0.09489774044609253,0.04481040184401179,
89,A2089850,1378265,Self Recommnedation,0.1515813977113345,0.26235610742640475,0.11837311916093926,0.07765231142459075,0.12653008655450146,0.12288687473509267,0.12132560079440301,0.048850736630073804,
90,A2089874,1378289,Summer Break,0.17755238504148463,0.08669795184251378,0.08678570666658302,0.06884481495129194,0.08939779986833142,0.0812876597375402,0.099507672745987,0.040477833914884374,
91,A2089874,1378289,Self Recommnedation,0.12775466703421653,0.21934441622928338,0.11367841012810442,0.08618838351686658,0.12467244287268206,0.11009963896582713,0.12605682159372092,0.05762674749447415,
92,A2089874,1378289,Social media,0.10349239399274719,0.10490076982495558,0.19798607210703106,0.07363286261514396,0.0993169266176102,0.09886283140160385,0.1089403724960157,0.042975957113180384,
93,A2089894,1378309,Summer Break,0.24221648759240286,0.1234361969214574,0.12893945272442892,0.08789323485498664,0.11909461076496496,0.10988123279204429,0.11863365206618998,0.054092616897794384,
94,A2089894,1378309,Self Recommnedation,0.14484299737720016,0.2426067666649089,0.12489217332122461,0.08533616346093148,0.12870869837655802,0.1207198473822191,0.11997473126442049,0.04619935768086569,
95,A2089894,1378309,Social media,0.12119846473034045,0.12663694135732695,0.23616829901339595,0.10865066930057168,0.14737737386364017,0.1382408473497681,0.13261820611962621,0.04786234945780441,
96,A2090483,1378893,Summer Break,0.19198029707543618,0.13043405763325633,0.12239574068951162,0.09889447911602897,0.12631017821514667,0.11807163274458815,0.15570182523423848,0.06620971784502289,
97,A2090483,1378893,Self Recommnedation,0.12899258243847297,0.2178813310210736,0.10931870403022537,0.07457258776110773,0.10825981919915825,0.09774557464790329,0.13122333890551272,0.05249917505084749,
98,A2090483,1378893,Social media,0.11868666775679555,0.1112709731658638,0.14239270771624438,0.08556982210048514,0.11302912908895549,0.10892369831212617,0.12058357355457609,0.061270776601623125,
99,A2090767,1379177,Summer Break,0.13084835741132855,0.061239521070967126,0.07847795731930521,0.07465321892303715,0.08609398805383567,0.0690657675123535,0.09374789907624753,0.06088613974341128,
100,A2090767,1379177,Self Recommnedation,0.11300705260489183,0.19763317111346873,0.09875253716665533,0.07263294222449737,0.10082236657561874,0.09391051252363955,0.10992608329905432,0.0492975229517496,
101,A2090767,1379177,Social media,0.08130209201739966,0.077605149823512,0.13914332841883287,0.07368986039109635,0.09201082040822385,0.10284860914369504,0.08963558813634101,0.05432648385838447,
102,A2095253,1383181,Summer Break,0.26354084703650477,0.1490151667104304,0.12945588916472278,0.09168324585243905,0.11233253807084292,0.11681970054941065,0.11800944355093564,0.06289457747744934,
103,A2095253,1383181,Self Recommnedation,0.15403331117309024,0.3173427049307894,0.12263289567466704,0.07749220142397939,0.11023888622996594,0.1082252775274363,0.11918427440741541,0.04512423725199349,
104,A2095253,1383181,Social media,0.11042875279763426,0.08860595138960214,0.1720174606334556,0.06489857662614934,0.09054327605115066,0.08459166900032561,0.09498599596225539,0.0416467048997237,
105,A2095527,1383455,Summer Break,0.22000831048113773,0.10813039319924221,0.09213126537181579,0.0611095650027019,0.07946412407758582,0.07185715444391202,0.07367683432624167,0.03599604758543057,
106,A2095527,1383455,Self Recommnedation,0.08995867331491314,0.21996830604825532,0.07544498081565335,0.045744133879579,0.06774745684486821,0.06633175090146014,0.05810143717286563,0.026277974723322047,
107,A2095527,1383455,Social media,0.08529347362722392,0.07946395106809034,0.2017652557853066,0.060264482262371626,0.0804220907611623,0.08408065819822481,0.08023030769766767,0.03151179365164615,
108,A2096404,1384325,Summer Break,0.16805900538163415,0.08671685334405457,0.0836697749253771,0.07024795675584358,0.09345185101274273,0.0864411269197861,0.09916949866075633,0.044465643133941496,
109,A2096404,1384325,Self Recommnedation,0.11322525765840856,0.2083961182116077,0.11185378280455256,0.09662762427660691,0.14349502377549794,0.13246557037050152,0.13494032502528905,0.05716370139846734,
110,A2096404,1384325,Social media,0.08819173924686405,0.07499150095426485,0.20789517096058951,0.08283124101610985,0.09110354418951122,0.0871712084146603,0.10044175372348339,0.04171016006694454,
111,A2097273,1385191,Summer Break,0.13220607584275196,0.0678819967776578,0.06887910536874076,0.05461321818690505,0.07362414888147557,0.06537266899532897,0.0729727239823206,0.029829549398618215,
112,A2097273,1385191,Self Recommnedation,0.07149962755330183,0.13210592880722466,0.06610880788731563,0.040262265014495174,0.054797824394479756,0.06531888338472688,0.06601409636754063,0.026150122085336056,
113,A2097273,1385191,Social media,0.06491262174607108,0.05505265156711893,0.12448784772109386,0.046487785017533645,0.05945002523449635,0.06039649727794726,0.06640170249818193,0.027771940520226905,
114,A2097508,1385422,Summer Break,0.20312574693366425,0.09605410625473965,0.09971162935228597,0.08433766228320771,0.09663667205059584,0.09746287476018026,0.09760461298949256,0.05973217951831111,
115,A2099207,1387055,Summer Break,0.10385954569670733,0.04970162462728464,0.051634494515466145,0.04402817389950037,0.05234296850348189,0.054637367958465605,0.06120671073667838,0.02534585848086997,
116,A2100726,1388496,Summer Break,0.18235915163252409,0.10825618596966839,0.10704585143790854,0.09106186114320283,0.12360900789015508,0.11741045115439075,0.13022992757965596,0.05670968986780832,
117,A2100726,1388496,Self Recommnedation,0.10485961122071918,0.18328936009323443,0.10487946386193123,0.07149983874834212,0.10762145387456196,0.10633665220704697,0.09730168178920645,0.04500898675701517,
118,A2100726,1388496,Social media,0.08486341264729544,0.09763876980265603,0.13052674453376853,0.06474053938612181,0.08252537661508663,0.10484313034845,0.09158673057968796,0.038695163086718276,
119,A2100877,1388601,Summer Break,0.06830036179573917,0.03132253712239281,0.03398257126544628,0.019695231193070286,0.023649273262194164,0.02175890233482388,0.02852893534374118,0.014493175520769473,
120,A2100877,1388601,Self Recommnedation,0.05755017882431195,0.12586475558214302,0.04551751129982172,0.028483452486905172,0.04223656005817181,0.03433814343959399,0.045862174419046,0.016010969308348333,
121,A2100877,1388601,Social media,0.053783839278261206,0.03730251833065921,0.09549022096160278,0.02623901507613214,0.033181806974563036,0.026229384489094575,0.03781986428282015,0.015605785565995789,
122,A2101171,1388846,Summer Break,0.18701090990993302,0.07035940196415483,0.08281573133171559,0.05493888303998849,0.0625101969000896,0.06733438057540175,0.0657016336491488,0.02850274866807763,
123,A2101171,1388846,Self Recommnedation,0.08297190549418748,0.20351311432599062,0.07889379033102337,0.051387504705241546,0.07585126611675984,0.07551951524124292,0.08483555411052529,0.03553868917235717,
124,A2101171,1388846,Social media,0.0815147641226991,0.06755352589116587,0.17032351801623868,0.05241909048900518,0.06752445676735508,0.0674971702745303,0.07765072101490923,0.03658388894362028,
125,A2103334,1390981,Summer Break,0.15607987405315604,0.09001557351477221,0.07632889756998602,0.06595075135914483,0.07919725748688228,0.06929766796760473,0.08636489403427319,0.037482270646827,
126,A2103334,1390981,Self Recommnedation,0.0941088815875044,0.15371014565661884,0.08431719956998639,0.04696587727856375,0.06964064018357878,0.07427376307958156,0.07341510404064001,0.030806507588234673,
127,A2103334,1390981,Social media,0.05681808051072232,0.053608900772323664,0.13395727612964664,0.06150510452171814,0.06983492333736444,0.06456385364138985,0.08485985879158112,0.042047573337999945,
128,A2105700,1393337,Summer Break,0.18999740338613258,0.12368878997937874,0.12477784869627617,0.12176955569831688,0.14082697605143626,0.13841138841710643,0.15135901754459102,0.07241074154151318,
129,A2105700,1393337,Self Recommnedation,0.12308995185256763,0.21948963745063627,0.11232229212291453,0.08361675515458938,0.11287710012466443,0.11144415023792639,0.1252621592941635,0.05201087503245351,
130,A2105916,1393553,Summer Break,0.19392109503036742,0.11085311590954199,0.10371683559232173,0.0905682833978471,0.11194424722391774,0.1007205009614956,0.12091516046733992,0.07159450780186019,
131,A2105916,1393553,Self Recommnedation,0.14462302827816403,0.1816873974888325,0.1176158719723575,0.08347495021725009,0.11981330664089881,0.11547939374746369,0.11978908434939804,0.054429859495170915,
132,A2105990,1393628,Summer Break,0.14889418889157477,0.07626959318503558,0.08028257636464871,0.0630284370496343,0.08646645608412255,0.08619730441924664,0.0888049395405189,0.03981505580961878,
133,A2105990,1393628,Self Recommnedation,0.11520397313398745,0.19328860884238241,0.11416910997411785,0.07777682552493784,0.11450738566997823,0.11353521676585855,0.12488550719672152,0.05214650568700188,
134,A2105990,1393628,Social media,0.0958412777607407,0.0977123775980637,0.18081572371100538,0.07148665075237196,0.09440445790621578,0.10916166936781904,0.1103103194919069,0.04517366990398165,
135,A2106002,1393640,Summer Break,0.2687213185227212,0.12726240099639,0.10878813018066827,0.08909414747017083,0.12326189477490537,0.11254991756760974,0.10719849967174255,0.049025279711559344,
136,A2106002,1393640,Self Recommnedation,0.13602964595742723,0.26102884853810143,0.11824595669474608,0.10651109518752142,0.16087497430462347,0.14621128274116693,0.12324034425888497,0.05057662847805642,
137,A2106002,1393640,Social media,0.10095494062488189,0.09838490723362503,0.22244604888474817,0.09589123238451841,0.11901068315186603,0.11569401734530275,0.1292909632868667,0.05860611163172668,
138,A2106835,1394397,Summer Break,0.2084066577354459,0.07843235509872548,0.08558284418285284,0.05312296015118244,0.06481208456156984,0.0691304162666736,0.06640110299727277,0.032370148518432756,
139,A2106835,1394397,Self Recommnedation,0.08318914421527093,0.2520342517991926,0.08105544318028143,0.04935395625075682,0.07402455843762813,0.06612443151292605,0.07357280947046085,0.02921579894430354,
140,A2106835,1394397,Social media,0.07764155779758053,0.061684036664199984,0.15768178433753272,0.07022095579081215,0.07555718863730349,0.07496364069375694,0.09159854474988509,0.03165605122499489,
141,A2108319,1395881,Summer Break,0.1006285263873646,0.04612804212590361,0.0538368089804316,0.047837551098312364,0.05572945448574283,0.047305628961223645,0.05558130048112792,0.028953466002786192,
142,A2108319,1395881,Self Recommnedation,0.047601446125878404,0.11613643886091318,0.05137971677377942,0.033133568855210196,0.04882764667301679,0.043401314952549064,0.05130770142123418,0.023324021477004082,
143,A2108319,1395881,Social media,0.0520373724009599,0.051494841286790265,0.12825312194324162,0.04291368907689319,0.05017746264437475,0.064430758721231,0.056221332803450035,0.028034546880289994,
144,A2108880,1396441,Summer Break,0.07071086730364046,0.036642685384912756,0.03919262956657319,0.03320717163699091,0.039298169438007555,0.041700330557480084,0.04243349545620217,0.02229239743157226,
145,A2108880,1396441,Self Recommnedation,0.036947197690194764,0.04659560762650024,0.019530246181901377,0.018231774552870793,0.0279965157353776,0.01843905682900413,0.021326928731716877,0.008730198520584433,
146,A2108880,1396441,Social media,0.029877730588247872,0.024029097402973806,0.0868621238706217,0.03715774041660971,0.04125541603720738,0.034807337056748607,0.046294414848735144,0.016043496303489467,
147,A2108944,1396505,Summer Break,0.08357192009841279,0.05032062103443836,0.04133731693544452,0.03844716525951975,0.045167190328187244,0.039781479585194415,0.03845390426144499,0.03273252908140849,
148,A2108944,1396505,Self Recommnedation,0.03098351432382291,0.054881494776924056,0.022750691503524725,0.01043674003846613,0.020338117836708584,0.017247311545920768,0.014380485405864455,0.00914824532001343,
149,A2108944,1396505,Social media,0.043177959443825145,0.03828658136187561,0.0405526938137601,0.020801706822341302,0.027948451001988686,0.019864525138702425,0.025961354066636425,0.017914654372508835,
150,A2109164,1396725,Summer Break,0.17769205074608155,0.10426516019591431,0.09910048611835676,0.051410589776229754,0.07666491668103897,0.06905154128815802,0.07911465047176977,0.04389635652391616,
151,A2109164,1396725,Self Recommnedation,0.08323701324386598,0.20161073800060791,0.06263268101264043,0.03654636683024701,0.058870500940301614,0.05484595126993097,0.06025582498378136,0.02587598270332554,
152,A2109164,1396725,Social media,0.07521907607937786,0.05210761918570837,0.15463362960665142,0.05213707989791549,0.06302619584255571,0.06395348213238232,0.06260834413599954,0.02199414456510826,
153,A2110632,1398193,Summer Break,0.05439667408137777,0.03211556432599278,0.037101988967581066,0.02636779801805827,0.028665704873969772,0.0387078143133195,0.03513685168620931,0.008066867667407935,
