no,username,testId,topic,Wishlist,About Me,School Supplies,Things To Do,Best Friend,CITY_TOWN,WEATHER,FAMILY,CELEBRATIONS
33,K2607189,1841498,School Supplies,0.027331689,0.053688595,0.177250494,0.001605369,0.011719682,0.044148516,0.019972006,0.036489416,0.016704675
34,K2754060,1966632,Best Friend,0.005871515,0.031624331,0.005725557,0.028873128,0.182684253,0.049447334,0.063354074,0.046701294,0.063771052
35,K2754060,1966632,About Me,0.026256449,0.20026028,0.01946873,0.043314288,0.025160455,0.041767556,0.054849119,0.113649879,0.052385477
36,K2754060,1966632,Things To Do,0.023518464,0.062567157,0.009686839,0.292756059,0.024684752,0.067412197,0.084084485,0.06474197,0.073349174
37,L2365401,1642913,About Me,0.012591764,0.153437755,0.005458223,0.021347161,0.03042722,0.044347646,0.039049045,0.09019535,0.046349164
38,L2365401,1642913,School Supplies,0,0.008134244,0.184917436,0,0.00229442,0.017114993,0.000864413,0.002644083,0
39,L2365401,1642913,Wishlist,0.142149782,0.004426341,0.011548082,0.002228399,0.002033499,0.00585286,0.000962356,0.007707796,0.000984872
40,M2126970,1413708,Things To Do,0.034404505,0.094650537,0.008551737,0.353855453,0.058591944,0.109587035,0.147025974,0.086629903,0.103542862
41,M2126970,1413708,Best Friend,0.011388778,0.064990189,0.009014928,0.03215756,0.395474742,0.087258506,0.090229921,0.120281323,0.091624955
42,M2126970,1413708,About Me,0.019826565,0.278745881,0.00903401,0.112121079,0.061204264,0.075817332,0.123465819,0.108500119,0.087592894
43,M2247538,1530414,Wishlist,0.202728042,0.025191761,0.016635524,0.010205729,0.004391194,0.063744231,0.060195455,0.015457962,0.022494646
44,M2247538,1530414,About Me,0.010786802,0.157017199,0.012083053,0.006571212,0.027127681,0.02658072,0.006220047,0.06612451,0.003509937
45,M2247538,1530414,School Supplies,0.034643492,0.02175245,0.184813642,0.011151135,0.004797971,0.05312204,0.062807443,0.013468447,0.021037237
46,N2196111,1480932,Wishlist,0.284698136,0.009671719,0.001291219,0.004458631,0.015848937,0.026289623,0.006393001,0.015302295,0.012146615
47,N2196111,1480932,About Me,0.015881456,0.180816814,0.021488818,0.012710011,0.029480571,0.041885787,0.038970973,0.084473383,0.045250105
48,N2196111,1480932,School Supplies,0.005662395,0.012096409,0.299603905,0.001165564,0.007847616,0.028727856,0.004597,0.015826265,0.004482305
49,N2341802,1620683,Things To Do,0.038156222,0.026149564,0.066177975,0.047888123,0.01456658,0.043370188,0,0.003718034,0
50,N2341802,1620683,Best Friend,0.038156222,0.026149564,0.066177975,0.047888123,0.01456658,0.043370188,0,0.003718034,0
51,N2341802,1620683,About Me,0.025450835,0.173229776,0.011776942,0.052146275,0.020381869,0.037277596,0.064929505,0.041695239,0.029341456
52,N2686425,1910822,About Me,0.02308167,0.219822266,0.015141554,0.020916424,0.030914272,0.074210131,0.076646586,0.078643413,0.064277029
53,N2686425,1910822,School Supplies,0.018822371,0.004921049,0.264831231,0.002436847,0.002223716,0.004707544,0.002090874,0.015394517,0.003475205
54,N2686425,1910822,Wishlist,0.038156222,0.026149564,0.066177975,0.047888123,0.01456658,0.043370188,0,0.003718034,0
55,P2126713,1413487,About Me,0.010754095,0.108893565,0.010423062,0.037922637,0.022016047,0.021822041,0.030779765,0.029257518,0.015413389
56,P2126713,1413487,Things To Do,0.011710316,0.016733861,0.007894199,0.161498966,0.021310539,0.026095244,0.004250621,0.016993307,0.002822197
57,P2126713,1413487,Best Friend,0.020412206,0.015149961,0.001605486,0.007251855,0.202381456,0.036269731,0.004064284,0.025046626,0.003971765
58,P2310281,1589832,Things To Do,0.018949493,0.054507301,0.004911863,0.129052521,0.036126082,0.02828812,0.041457751,0.036100924,0.025557426
59,P2310281,1589832,About Me,0.019985368,0.166258114,0.007412645,0.026542888,0.0463115,0.022690822,0.038294992,0.031847497,0.023513533
60,P2310281,1589832,Best Friend,0.028806277,0.085895343,0.005841524,0.04153193,0.227683255,0.034719253,0.054865479,0.040228391,0.032073949
61,P2365297,1642809,School Supplies,0,0,0.028250957,0,0,0,0,0,0
62,P2365297,1642809,Wishlist,0.032577298,0,0,0,0,0,0,0,0
63,P2365297,1642809,About Me,0.038156222,0.026149564,0.066177975,0.047888123,0.01456658,0.043370188,0,0.003718034,0
64,P2445780,1722513,Wishlist,0.079797757,0,0,0,0,0,0,0,0
65,P2445780,1722513,About Me,0.001794141,0.070652515,0.008311056,0.003002326,0.005479473,0.012477346,0.002138495,0.011069063,0.00066346
66,P2445780,1722513,School Supplies,0.002860162,0.008820684,0.112209735,0.004786211,0.0087352,0.007946882,0.002066972,0.009475837,0.001057666
67,Q2195895,1480716,Wishlist,0.100592643,0.014532252,0.014145183,0,0,0.031312482,0.007662099,0.006993445,0.007238185
68,Q2195895,1480716,About Me,0.036109903,0.103113177,0.031314424,0,0.018380498,0.057765973,0.043492962,0.049260903,0.048961613
69,Q2195895,1480716,School Supplies,0.013637437,0,0.105433045,0,0,0,0,0,0
70,Q2242109,1524601,About Me,0.025065051,0.237300367,0.010832246,0.076204204,0.029434145,0.058833878,0.087415465,0.087394895,0.05813707
71,Q2242109,1524601,School Supplies,0.004334233,0,0.172087044,0,0,0,0,0,0
72,Q2242109,1524601,Wishlist,0.270763079,0.031557433,0.025698637,0.006885699,0.006131041,0.035465107,0.017454308,0.021638891,0.02076825
73,Q2363304,1640912,About Me,0.026713605,0.270937718,0.015613042,0.059121492,0.045137219,0.08042507,0.115704064,0.079977981,0.071267511
74,Q2363304,1640912,Best Friend,0.012597283,0.015044475,0.007430975,0.014784908,0.267663522,0.028637618,0.004965162,0.016354865,0.002258686
75,Q2363304,1640912,Things To Do,0.018220139,0.037732479,0.008714577,0.320518173,0.028953032,0.084520423,0.08192983,0.035988621,0.087508393
76,Q2599699,1834044,About Me,0.022338235,0.29086029,0.024042968,0.056621026,0.037624348,0.079681031,0.096607246,0.096340083,0.081100693
77,Q2599699,1834044,School Supplies,0.007733243,0.047256946,0.196830013,0.014414671,0.012613897,0.025068554,0.021678481,0.050151056,0.011184276
78,Q2599699,1834044,Wishlist,0.166544003,0.012881942,0.024980267,0,0.001713573,0.012610833,0.007874409,0.010789649,0.004564583
79,R2128864,1415571,Best Friend,0.008309343,0.062912615,0.009816909,0.048774148,0.428507126,0.047034672,0.046295572,0.071821642,0.033135096
80,R2128864,1415571,About Me,0.021055384,0.217298339,0.008266392,0.0828006,0.059709966,0.038951061,0.072550062,0.04639793,0.035453868
81,R2128864,1415571,Things To Do,0.01639748,0.098456307,0.008783045,0.338131261,0.035223741,0.057226533,0.105227423,0.033546058,0.048580457
82,R2185981,1470990,Wishlist,0.222524554,0.057310728,0.012306066,0.043945987,0.018529268,0.032876663,0.047096331,0.020660996,0.041028614
83,R2185981,1470990,About Me,0.010707227,0.18837828,0.015168048,0.086381127,0.029329316,0.033665617,0.073985715,0.037603511,0.042708151
84,R2185981,1470990,School Supplies,0.038156222,0.026149564,0.066177975,0.047888123,0.01456658,0.043370188,0,0.003718034,0
85,R2391182,1668029,About Me,0.037015922,0.306773322,0.031200237,0.061281037,0.045200333,0.107711511,0.11789205,0.090555082,0.116187974
86,R2391182,1668029,School Supplies,0.027666347,0.044675381,0.493740049,0.02137048,0.022164988,0.060046505,0.05255176,0.027315088,0.054326537
87,R2391182,1668029,Wishlist,0.284430245,0.011975668,0.002229165,0.003400152,0.012457681,0.014868689,0.004346342,0.007041325,0.002048921
88,R2403592,1679009,About Me,0.036737103,0.156011981,0.00469879,0.099765535,0.026095972,0.044640428,0.128425797,0.030086552,0.045165389
89,R2403592,1679009,Things To Do,0.013322388,0.088048252,0.002981888,0.203563862,0.024890224,0.022884486,0.07773344,0.023402893,0.030566833
90,R2403592,1679009,Best Friend,0.0072695,0.004981999,0,0,0.057506011,0.008459694,0,0.005666861,0
91,R2724169,1941964,Wishlist,0.478589149,0.06061169,0.023899634,0.045292207,0.026024313,0.096582826,0.118548757,0.049225195,0.065178455
92,R2724169,1941964,About Me,0.054868738,0.36451033,0.029644822,0.069208089,0.05624346,0.122309484,0.133212562,0.154500368,0.113750439
93,R2724169,1941964,School Supplies,0.017362079,0.013595579,0.453721155,0.004976783,0.003422818,0.017634175,0.009219372,0.00612752,0.022056325
94,S2062106,1352749,Things To Do,0.038156222,0.026149564,0.066177975,0.047888123,0.01456658,0.043370188,0,0.003718034,0
95,S2130424,1417092,About Me,0.021692172,0.196451743,0.00854154,0.020971905,0.036129311,0.037584704,0.049656903,0.072607449,0.032844647
96,S2130424,1417092,Things To Do,0.010867111,0.049340249,0.00419242,0.290083232,0.017078523,0.018337336,0.043061714,0.023294669,0.021531549
97,S2130424,1417092,Best Friend,0.007493224,0.06583059,0.006039829,0.018193822,0.247717313,0.067748568,0.065269837,0.079341883,0.040451868
98,S2572936,1808501,School Supplies,0.038156222,0.026149564,0.066177975,0.047888123,0.01456658,0.043370188,0,0.003718034,0
99,T2129422,1416131,Best Friend,0.01771694,0.065458194,0.005493566,0.089540863,0.292845,0.073313918,0.073887771,0.06011262,0.062648444
100,T2129422,1416131,About Me,0.011697392,0.187918494,0.007586926,0.038430547,0.041567756,0.042045453,0.055391716,0.054649534,0.035855581
101,T2129422,1416131,Things To Do,0.015494255,0.067116686,0.001755958,0.304490267,0.063252664,0.045643687,0.054559691,0.016154977,0.019982285
102,T2445801,1722534,About Me,0.011183599,0.170501186,0.008408828,0.015002888,0.032905583,0.043850341,0.048922517,0.086595397,0.054457102
103,T2445801,1722534,School Supplies,0.038156222,0.026149564,0.066177975,0.047888123,0.01456658,0.043370188,0,0.003718034,0
104,T2445801,1722534,Wishlist,0.209981805,0.029312455,0.001093299,0.024851651,0.005890987,0.013949987,0.020203045,0.016413883,0.016745863
105,U2215035,1499102,Wishlist,0.150805893,0.022586502,0.043222537,0.006359456,0.006528651,0.010069829,0.021620257,0.016179361,0.01252177
106,U2215035,1499102,About Me,0.012345814,0.212826262,0.022871925,0.015548038,0.03481486,0.059231263,0.063465008,0.110662326,0.062496602
107,U2215035,1499102,School Supplies,0.004994419,0.009232405,0.170932822,0.001613239,0.001472142,0.011175891,0.003135119,0.007021682,0.00213898
108,U2228777,1511783,About Me,0.038156222,0.026149564,0.066177975,0.047888123,0.01456658,0.043370188,0,0.003718034,0
109,U2403424,1678840,About Me,0.016245976,0.202490026,0.003520927,0.062532074,0.023344621,0.030482351,0.064956433,0.060880558,0.041378906
110,U2403424,1678840,Things To Do,0.007431296,0.031035678,0.000768336,0.245867824,0.019789903,0.012704953,0.027774677,0.011217314,0.012262437
111,U2403424,1678840,Best Friend,0,0.010301666,0.034761235,0,0.03920958,0.020249789,0,0.003905936,0
112,V2292297,1572364,About Me,0.020716251,0.191270905,0.018488914,0.024948821,0.037883521,0.0654858,0.051789086,0.108803299,0.059061186
113,V2292297,1572364,School Supplies,0.011911119,0.046302219,0.17489267,0.013741002,0.024267974,0.029742653,0.030142927,0.048576211,0.030080784
114,V2292297,1572364,Wishlist,0.213810673,0.027681801,0.003943086,0.007357339,0.005479809,0.029828835,0.036425522,0.03011463,0.024515525
115,V2732462,1948503,About Me,0.060154288,0.222238747,0.007294441,0.084977401,0.036701297,0.066295416,0.123071582,0.087467773,0.082614004
116,V2732462,1948503,School Supplies,0.038156222,0.026149564,0.066177975,0.047888123,0.01456658,0.043370188,0,0.003718034,0
117,V2732462,1948503,Wishlist,0.254259866,0.090201272,0.006821378,0.041618441,0.025174643,0.053969569,0.084011599,0.066635787,0.062642982
118,W2186138,1471146,About Me,0.010466861,0.152030739,0.011422838,0.008283335,0.010784836,0.031185643,0.012971963,0.013501792,0.004499006
119,W2186138,1471146,School Supplies,0.004190796,0.006792326,0.227037029,0,0,0.007409825,0.002271442,0.013058813,0.003092813
120,W2186138,1471146,Wishlist,0.121893087,0,0,0,0,0,0,0,0
121,W2402229,1677823,About Me,0.018117407,0.265385426,0.012549056,0.107989044,0.034954063,0.068501103,0.098965441,0.09145047,0.094972741
122,W2402229,1677823,Things To Do,0.017986534,0.094895798,0.013778775,0.364119123,0.043228311,0.068710244,0.097943535,0.086490959,0.089879051
123,W2402229,1677823,Best Friend,0.009893998,0.064403839,0.018255785,0.060738155,0.288039012,0.053374906,0.073528697,0.068661842,0.056307497
124,X2572951,1808516,About Me,0.034389431,0.242418853,0.016281305,0.071319596,0.054658812,0.092000535,0.122022603,0.10988512,0.084008487
125,X2572951,1808516,School Supplies,0.00508021,0.008202081,0.182901431,0.001455119,0.001327852,0.018207281,0.005581344,0.012273042,0.00192933
126,X2572951,1808516,Wishlist,0.038156222,0.026149564,0.066177975,0.047888123,0.01456658,0.043370188,0,0.003718034,0
127,Y2556512,1795431,Best Friend,0.017238643,0.044613513,0.013311312,0.015566377,0.249169598,0.058141575,0.050439767,0.070876721,0.050772678
128,Y2556512,1795431,About Me,0.00970134,0.182985527,0.007541139,0.069376107,0.033433748,0.02841732,0.052842552,0.053509978,0.025441069
129,Y2556512,1795431,Things To Do,0.011523065,0.065455138,0.003175749,0.270390287,0.038757025,0.033960573,0.086297304,0.022165717,0.031213274
130,Y2744833,1959012,About Me,0.038156222,0.026149564,0.066177975,0.047888123,0.01456658,0.043370188,0,0.003718034,0
131,Y2744833,1959012,Things To Do,0.038156222,0.026149564,0.066177975,0.047888123,0.01456658,0.043370188,0,0.003718034,0
132,Y2744833,1959012,Best Friend,0.018087144,0.032800063,0.005458095,0.024699799,0.171487732,0.060780638,0.085227867,0.037906654,0.042106672
133,Z2686461,1910858,About Me,0.021039018,0.150706145,0.007438337,0.02134611,0.02337322,0.029017102,0.042504832,0.071716536,0.031525935
134,Z2686461,1910858,School Supplies,0.016808598,0.006738833,0.207628837,0.001389527,0.001267997,0.012938979,0.004143815,0.020114944,0.009726444
135,Z2686461,1910858,Wishlist,0.208993932,0.021276746,0.012693608,0.007817179,0.006917508,0.023676278,0.01837673,0.009474874,0.024613171
136,A3243960,2425634,CITY_TOWN,0.038156222,0.026149564,0.066177975,0.047888123,0.01456658,0.043370188,0,0.003718034,0
137,A3243960,2425634,WEATHER,0.017447234,0.046739525,0.004278763,0.031247843,0.019750119,0.042905756,0.112476588,0.070818898,0.055614472
138,A3243960,2425634,FAMILY,0.007138679,0.050887527,0.002476185,0.016477397,0.010312282,0.023178171,0.031362782,0.167321456,0.045682573
139,C2979366,2178300,CITY_TOWN,0.016275594,0.04342918,0.005121993,0.020947422,0.022300352,0.117758422,0.071950127,0.042511141,0.04004073
140,C2979366,2178300,WEATHER,0.028876514,0.100348388,0.009494661,0.082827993,0.031051941,0.097421926,0.273036194,0.061386645,0.076998594
141,C2979366,2178300,FAMILY,0.029345472,0.130074772,0.021316512,0.059684817,0.093443551,0.096597529,0.11490795,0.32859221,0.07073803
142,C2987553,2186102,CELEBRATIONS,0.019689997,0.081184103,0.003201339,0.052243826,0.030704847,0.044465057,0.088541548,0.060186868,0.137610878
143,C2987553,2186102,CITY_TOWN,0.006494882,0.036592027,0.005825381,0.010868933,0.018128038,0.081808345,0.032255621,0.067262307,0.034376414
144,C2987553,2186102,WEATHER,0.017682192,0.058866555,0.005377366,0.069034812,0.022336742,0.05720585,0.125560652,0.033844914,0.048418378
145,D3082747,2277106,CELEBRATIONS,0.013875216,0.068697317,0.005706261,0.032729417,0.036403291,0.055594063,0.077063651,0.097279343,0.301180171
146,D3082747,2277106,CITY_TOWN,0.013646907,0.051448299,0.01322514,0.020037299,0.058795899,0.223533703,0.072201702,0.070638323,0.064600476
147,D3082747,2277106,WEATHER,0.021092872,0.067293392,0.007496635,0.039074111,0.038988832,0.048268828,0.128890532,0.062769917,0.05683657
148,E2824037,2030188,CITY_TOWN,0.036743759,0.050993849,0.023396799,0.037157825,0.035597145,0.237608515,0.066253595,0.056253489,0.055411951
149,E2824037,2030188,WEATHER,0.020755717,0.076219167,0.01247481,0.064970331,0.034085036,0.090153539,0.201256844,0.101395876,0.130237393
150,E2824037,2030188,FAMILY,0.020300978,0.094728612,0.028650987,0.035400445,0.045245908,0.101647589,0.091893649,0.259961034,0.111824335
151,E3115254,2308601,CITY_TOWN,0.012202475,0.074430047,0.014573077,0.017671066,0.037300736,0.118881205,0.061207406,0.063753658,0.048993727
152,E3115254,2308601,WEATHER,0.009834925,0.049810991,0.007354299,0.024022257,0.023927989,0.046468062,0.121847608,0.039565534,0.073715882
153,E3115254,2308601,FAMILY,0.026399187,0.136227964,0.01718677,0.025189379,0.05634622,0.082783483,0.079570912,0.271761747,0.084836077
154,E3243783,2425458,CITY_TOWN,0.014174433,0.037871659,0.001114485,0.0552441,0.008830319,0.093432277,0.052947195,0.053888432,0.033646626
155,E3243783,2425458,WEATHER,0.005543246,0.050135425,0.007884065,0.025445223,0.029980023,0.037517682,0.127320743,0.071234524,0.068722531
156,E3243783,2425458,FAMILY,0.017220682,0.082123301,0.01157673,0.047095262,0.029309882,0.067216057,0.077850612,0.231933481,0.08163589
157,F2824101,2030248,CITY_TOWN,0.045319554,0.069409728,0.021243488,0.057100842,0.029152734,0.32016754,0.153048323,0.072604171,0.110005712
158,F2824101,2030248,WEATHER,0.055398142,0.093581684,0.023897947,0.076716057,0.056903203,0.161825396,0.359768357,0.129062266,0.102109384
159,F2824101,2030248,FAMILY,0.027543076,0.083623898,0.024191971,0.034558914,0.069621686,0.105532864,0.091412225,0.330599886,0.074382187
160,F3088031,2282384,CELEBRATIONS,0.020814454,0.053852281,0.011235819,0.035823399,0.030359098,0.088668808,0.103550357,0.076812337,0.250514981
161,F3088031,2282384,CITY_TOWN,0.008280438,0.019820854,0.006043821,0.008267148,0.004841323,0.096558053,0.02934866,0.019463561,0.032991812
162,F3088031,2282384,WEATHER,0.02682397,0.089142172,0.013179904,0.061218498,0.044874086,0.113304553,0.219585651,0.0917403,0.112468698
163,F3242967,2424671,CITY_TOWN,0.02640482,0.032112527,0.01273569,0.033947393,0.021857285,0.170965002,0.127506723,0.040142031,0.065643179
164,F3242967,2424671,WEATHER,0.052951355,0.095587564,0.010570758,0.088925182,0.029378611,0.090129851,0.233036961,0.045862071,0.070675482
165,F3242967,2424671,FAMILY,0.027711826,0.105086641,0.018664123,0.030153837,0.040495961,0.09532266,0.156982555,0.27099709,0.072641609
166,F3242977,2424681,CITY_TOWN,0.038156222,0.026149564,0.066177975,0.047888123,0.01456658,0.043370188,0,0.003718034,0
167,F3242977,2424681,FAMILY,0.024170878,0.159099427,0.027962076,0.035372297,0.059811574,0.088134822,0.111084914,0.349727241,0.12996931
168,F3242977,2424681,WEATHER,0.00603017,0.031246113,0.002931666,0.007325561,0.019282343,0.036584741,0.096258602,0.044198161,0.036066048
169,G3091939,2286276,FAMILY,0.021614839,0.140320218,0.009087811,0.055034066,0.07154308,0.099891424,0.113291552,0.388202179,0.146850384
170,G3091939,2286276,CITY_TOWN,0.063874914,0.044437031,0.027054312,0.027295118,0.012315321,0.210878913,0.098270972,0.039961477,0.060907211
171,G3091939,2286276,WEATHER,0.033644532,0.078603433,0.008316822,0.077532974,0.031383838,0.097114747,0.22259004,0.068870016,0.083771948
172,G3146629,2337550,CELEBRATIONS,0.038024844,0.101186569,0.018286546,0.086645434,0.041434428,0.091923107,0.154459244,0.086603995,0.286348038
173,G3146629,2337550,CITY_TOWN,0.002988071,0.037172286,0.00756626,0.031012298,0.03176346,0.122225188,0.046270171,0.043896233,0.040515552
174,G3146629,2337550,WEATHER,0.019646699,0.073178764,0.007173479,0.05251201,0.032863143,0.083335907,0.27252745,0.058735978,0.104607577
175,H2903814,2106362,CELEBRATIONS,0.016731006,0.059679775,0.006437689,0.028641935,0.014939613,0.047297627,0.04662038,0.065290597,0.126481955
176,H2903814,2106362,CITY_TOWN,0.012986395,0.050789114,0.014823784,0.024729976,0.016489126,0.09620448,0.047566843,0.04292017,0.087335064
177,H2903814,2106362,WEATHER,0.035401904,0.08785531,0.006151681,0.050604926,0.018094498,0.053546389,0.1135407,0.06193323,0.100922207
178,H2937626,2138526,CITY_TOWN,0.023726858,0.051187978,0.010982568,0.045697543,0.04192675,0.235147803,0.132831251,0.054400166,0.092054781
179,H2937626,2138526,FAMILY,0.010691247,0.09416781,0.00827161,0.022181516,0.036807739,0.064865179,0.068443584,0.311981488,0.070657642
180,H2937626,2138526,WEATHER,0.031977588,0.06298133,0.008462467,0.047427978,0.026978559,0.12021544,0.267744673,0.057386633,0.070694147
181,H3219555,2403643,CITY_TOWN,0.017464532,0.026323281,0.010103011,0.027172276,0.010721639,0.118723471,0.069386814,0.043578982,0.038451567
182,H3219555,2403643,WEATHER,0.04179308,0.049118294,0.007369485,0.047211626,0.021388353,0.062928016,0.154295775,0.041548894,0.041359969
183,H3219555,2403643,FAMILY,0.007404319,0.078102344,0.006635396,0.017943488,0.035683195,0.061211227,0.051796561,0.242315339,0.054792898
184,K3240911,2422734,WEATHER,0.01097952,0.06783875,0.016872508,0.039565902,0.033808829,0.06632931,0.154816491,0.066172568,0.047901915
185,K3240911,2422734,CITY_TOWN,0.01150958,0.024165789,0.006990187,0.011680217,0.036843562,0.140251648,0.019845177,0.031167721,0.018870102
186,K3240911,2422734,FAMILY,0.030338707,0.101128089,0.022332871,0.031888958,0.0384973,0.078574906,0.086374757,0.285775097,0.110504726
187,L2982820,2181457,CITY_TOWN,0.005746922,0.015414961,0.00396496,0.011819517,0.007896819,0.126162548,0.029251924,0.011873018,0.034296481
188,L2982820,2181457,FAMILY,0.012613258,0.093927036,0.007664741,0.02676158,0.046565294,0.059504049,0.068515861,0.231256033,0.070660874
189,L2982820,2181457,WEATHER,0.010604816,0.028822638,0.003566289,0.007686783,0.01617003,0.044167479,0.094013713,0.028318097,0.027870465
190,M3005429,2203165,CELEBRATIONS,0.018776749,0.058562279,0.015033215,0.050871204,0.049452404,0.091663096,0.109519628,0.097847021,0.375869551
191,M3005429,2203165,CITY_TOWN,0.016568028,0.055278509,0.011978977,0.047184142,0.045266704,0.233467628,0.120752331,0.050227616,0.106528199
192,M3005429,2203165,WEATHER,0.025056102,0.102173041,0.008964989,0.083739893,0.046757745,0.096535499,0.275430942,0.068220004,0.097746233
193,M3206220,2391676,CELEBRATIONS,0.016167036,0.081521281,0.012648746,0.067272111,0.040290956,0.084452767,0.101989591,0.107477735,0.331731237
194,M3206220,2391676,CITY_TOWN,0.030332525,0.070854134,0.026971522,0.053746775,0.0336515,0.229519044,0.096944576,0.047201123,0.092677928
195,M3206220,2391676,WEATHER,0.02415552,0.109437624,0.013675068,0.070648285,0.043662189,0.117121944,0.263157307,0.100922456,0.091638983
196,M3243765,2425440,CITY_TOWN,0.016559269,0.104882207,0.009573178,0.020014142,0.066242266,0.055893209,0.071971104,0.108846606,0.103588229
197,M3243765,2425440,FAMILY,0.028737224,0.110171025,0.010204446,0.045738133,0.023044776,0.058405765,0.085704833,0.247289289,0.05919518
198,M3243765,2425440,WEATHER,0.03232112,0.08057499,0.013926456,0.065531849,0.041241098,0.101522867,0.241151034,0.081880922,0.102021189
199,N3222562,2406465,WEATHER,0.051210259,0.130979117,0.021792116,0.085930431,0.065702439,0.167060088,0.394620911,0.130689055,0.140267636
200,N3222562,2406465,CITY_TOWN,0.038156222,0.026149564,0.066177975,0.047888123,0.01456658,0.043370188,0,0.003718034,0
201,N3222562,2406465,FAMILY,0.040577794,0.145931801,0.026362401,0.084020309,0.100776543,0.143572511,0.178435068,0.336942684,0.175739546
202,N3243813,2425488,CITY_TOWN,0.024111161,0.025988793,0.011079802,0.010454681,0.012139417,0.102115348,0.03456776,0.023433629,0.016515475
203,N3243813,2425488,FAMILY,0.012539012,0.112389607,0.016291856,0.037214607,0.043900603,0.0599165,0.084310242,0.153487004,0.042541935
204,N3243813,2425488,WEATHER,0.006519189,0.048408381,0.006197723,0.01975836,0.046215482,0.033688572,0.101188408,0.046716783,0.040474596
