no,username,testId,topic,Favorite Class,School Improvement,Questions ,School Routine,Project,POP_CULTURE,THEATER,TRAVEL,ANIMALS,COMMUNICATIONS,DIRECTIONS,CAREERS,SCIENCE,
11,A1985304,1285624,School Improvement,0.035500506760269675,0.0423106533532371,0.025075762458634805,0.019757285949252027,0.029006916076131765,0.0335962391312151,0.03376315040882478,0.03165651341881243,0.02068617137436953,0.02608184453485428,0.03167308112050286,0.02143477854096516,0.013479161678040575,
12,A1985304,1285624,Questions ,0.020874298157302955,0.020462699183298072,0.040252781772480054,0.013454837224226784,0.01852332787240165,0.030576143559166442,0.03289559856823913,0.03141473669849667,0.0199901544090612,0.026463852513358817,0.018583793490749564,0.019812024802621515,0.01863016923865363,
13,A1985368,1285688,Favorite Class,0.1540058606539334,0.06302931618177927,0.05580799599142516,0.04817305406168392,0.055735685743692996,0.05365885826620995,0.053755961506002245,0.044280127790391394,0.0330132177283381,0.049717989185703755,0.03420226687857609,0.02936752007863665,0.05639454327360053,
14,A1985368,1285688,School Improvement,0.043219220193160914,0.06980153921806864,0.03556173062125194,0.025336399322283484,0.028586198696947028,0.042475557350021106,0.03616875684967352,0.036620382739517,0.03211679820939244,0.033222502533540435,0.01926001401861505,0.035682083689456426,0.020198915084292085,
15,A1985368,1285688,Questions ,0.050147208057601735,0.04912568603147229,0.22535950950502232,0.027910907543019038,0.046591284182293156,0.0593584681882217,0.04933372336587577,0.045037116619516815,0.046684469939448116,0.05605347559615195,0.07774759560572814,0.035244730366816815,0.04139905004669499,
16,A1985700,1286020,Favorite Class,0.09834586923445063,0.0818710883402595,0.04645389765192349,0.030432661895212362,0.05384714389365522,0.07492682027083829,0.07670500266393851,0.06855322761744058,0.05324432915510327,0.05540099683984044,0.03177570404070312,0.04069578110024943,0.04281143367205318,
17,A1985700,1286020,School Improvement,0.10642664018906677,0.2116745209847108,0.06280575373838353,0.03800229124692681,0.06069741856397768,0.12025913145414299,0.07636622931660063,0.08432948728880353,0.07733224151096735,0.0774385610953853,0.038485902777983645,0.06603246564902113,0.042047406260210626,
18,A1985700,1286020,Questions ,0.03844190094934333,0.05810575483827396,0.19776962105226675,0.02228659395672157,0.046487021300073525,0.05740000286941932,0.05672609963254216,0.04300905676841581,0.05065356169772281,0.06546360686095867,0.07654256076344684,0.04375684088928386,0.04970918572591573,
19,A1985752,1286072,Favorite Class,0.17746847598082893,0.07606098977046057,0.07232915084334657,0.06170085540284129,0.04945783273300965,0.08233573818631737,0.059120078368859866,0.04450560479825065,0.045928330602007815,0.07483149779707583,0.03473465560570543,0.03520394705599171,0.08298032912148903,
20,A1985752,1286072,School Improvement,0.061728859179577954,0.13002432466886427,0.06148991269732312,0.029081244150554644,0.04854647471138325,0.0976695821374222,0.07432068256192412,0.06083962699552865,0.06189310910950963,0.06855192284906901,0.05441461405906266,0.052534469630853495,0.04765025174844138,
21,A1985752,1286072,Questions ,0.030676051987425054,0.03525739264946032,0.10654879507186141,0.025117855893376857,0.026748766674395658,0.03897882213181054,0.03664622419326258,0.03680365426546825,0.030723255387136113,0.03801778589522739,0.03907458721235853,0.030597463146662687,0.02386626684247677,
22,A1985935,1286252,Favorite Class,0.18707072960055962,0.07684316940928212,0.05132580192870997,0.058898211836651004,0.047551980891768285,0.07696857663892097,0.07480470731853162,0.058805643738230315,0.043966455175786595,0.07450151065493893,0.03995214196244128,0.031824833325352846,0.07911629513499131,
23,A1985935,1286252,School Improvement,0.03460828426174229,0.0872322593049488,0.02733302806410764,0.016774691997608632,0.01868327532297128,0.0733278373853755,0.05015216541529373,0.03090188906524905,0.02260811731325537,0.0430412375204875,0.01833748806922801,0.011283050431546643,0.015894053385558823,
24,A1985935,1286252,Questions ,0.04773339895392356,0.06011793278747681,0.24600145550593888,0.019976668683664038,0.0404259255075915,0.05786965887538109,0.050644598824330124,0.054102351341392844,0.05237564607558761,0.060253045840850596,0.08083481175180679,0.03310389511209582,0.03353755499513224,
25,A1986003,1286320,Favorite Class,0.1250447658762322,0.12340017846860848,0.052849377829001266,0.03054203266992423,0.053476306514213076,0.0703497366710111,0.044226854526024616,0.07004641905376707,0.06207459762874132,0.045493263739434596,0.023836739846659512,0.04635360767060967,0.05515093958999965,
26,A1986003,1286320,School Improvement,0.07335697583170599,0.1243936972296544,0.05181975727348995,0.05196629185055115,0.041155464531655465,0.06176317481601165,0.08317005741359536,0.05403146650135839,0.05540578204805823,0.04902941663430896,0.06262325263704575,0.04633538677374843,0.04255724876188055,
27,A1986003,1286320,Questions ,0.0211515390432414,0.03641394731105137,0.19227715126120448,0.010311420574267713,0.024831621062088274,0.034103311361527874,0.02819051225655964,0.03760908423897561,0.033499971198418174,0.03640309169241009,0.05559130693852776,0.022236793619964945,0.01839077222697095,
28,A1986231,1286548,Favorite Class,0.16670979016301027,0.1077014815755926,0.05729901699562126,0.0676217645849094,0.05572457255838069,0.07881772658574487,0.05516198724777824,0.06153696281405874,0.05174117166776585,0.0630246944293685,0.04354362098863218,0.049667469141599446,0.06869889241436458,
29,A1986231,1286548,School Improvement,0.06963780345685446,0.18251558081238664,0.046909283237240425,0.04519473030712855,0.03802193410974373,0.13199181590348807,0.07623518863234217,0.04601064210888154,0.03863235016865884,0.07635872652970088,0.02680993998160685,0.04042486494780043,0.03437032596191054,
30,A1986231,1286548,Questions ,0.0310499627673195,0.047836881140294454,0.06110271725644942,0.030347154159001525,0.025870841529303294,0.04356681731860702,0.046477855495622514,0.023525174821073472,0.026661088184908893,0.04182474814028939,0.055110886737613954,0.02631005276993579,0.030192914214446233,
31,A1986391,1286708,Favorite Class,0.19370614492644245,0.13258391115001744,0.06657107647087263,0.044608024625862434,0.048390526281129415,0.06850758153472264,0.04542704586778222,0.05373675896333893,0.05324114992320987,0.051071757395857544,0.020487791576385816,0.05297807290238605,0.04775625339858956,
32,A1986391,1286708,School Improvement,0.06726870256569079,0.14212730302103843,0.065335569499047,0.026293327125620526,0.04508066985215917,0.09905292307813027,0.0768607927523172,0.09351818290774777,0.0496926095046065,0.06590190582943106,0.03789239391331302,0.030957239502177658,0.027320412708990476,
33,A1986391,1286708,Questions ,0.11768260813347557,0.10670964085709816,0.057495556001947085,0.031946834719440674,0.04139445853665763,0.09051840608698432,0.07513164408527725,0.06417952552482432,0.05457146517301423,0.06531161532923205,0.026576447224890058,0.034128097505209905,0.04415659732197008,
34,A2014750,1309974,School Improvement,0.020674359345117084,0.0340006645769217,0.029807141241061166,0.016817515156795974,0.027162062788603766,0.032870317048599676,0.03189790902463403,0.03620612369037088,0.03436470623446734,0.03955956027123053,0.03143941683078422,0.025495143163170295,0.024417435847458924,
35,A2014750,1309974,Favorite Class,0.03718306496261877,0.034163078830915176,0.032292868843386835,0.017913534644339903,0.024185813585789365,0.034935600832385755,0.03506854419676757,0.03308228251725425,0.022215800698330936,0.03049478612282965,0.019216192033846932,0.01794931843221734,0.02014467918019485,
36,A2014750,1309974,Questions ,0.011941281008015297,0.014064524032556036,0.03876262694710375,0.006313369103043236,0.014564226258819056,0.02054797868578792,0.016209952618130064,0.01871874058288839,0.012979614030747818,0.01894404862526513,0.022105011499038676,0.009707103685987841,0.012753000107297,
37,A2035221,1328029,Favorite Class,0.1737891691541725,0.10934802820300496,0.061964440075016586,0.05137144911090433,0.070096965673675,0.09749516260168416,0.08123238869738547,0.08381267082964704,0.07043121980784577,0.08870494084736752,0.06712022737467577,0.05155263056975981,0.07600232223664521,
38,A2035221,1328029,School Improvement,0.11271641030738408,0.20246318776102346,0.06485272065004921,0.07473633331025664,0.06680297470375904,0.11285928487486505,0.10619426694726608,0.07809522315592353,0.08669801532345826,0.09343274148174538,0.07026197614956475,0.06528469111964177,0.06984079694057935,
39,A2035221,1328029,Questions ,0.0684496565405742,0.06186155553105577,0.12456004268223378,0.03957293087748299,0.034357296189286665,0.048288751245289356,0.048205335307371665,0.042575657621672314,0.06778683982197875,0.04450767133700596,0.03632083305441788,0.03366322916832562,0.04111905326442521,
40,A2051098,1342347,Favorite Class,0.10981130425519978,0.06962661167599599,0.04402977261682352,0.038971497239549256,0.04941484695822265,0.05914660197646821,0.04050133941871981,0.03603142840075442,0.05863970119108572,0.06138626198672674,0.03256367236959076,0.04246576800680057,0.057669217183262254,
41,A2051098,1342347,School Improvement,0.05111753251376139,0.10887408776625808,0.048965951225498364,0.03237639070707055,0.04314730468534208,0.07423858819297373,0.04018828487205136,0.05377521265800712,0.08157546582398752,0.07297301741237872,0.03985810734551301,0.04886667090324952,0.05208292731581337,
42,A2051098,1342347,Questions ,0.011500974923706567,0.021356700859438412,0.1032231031544879,0.016625382289663426,0.022442459282225373,0.02983778207611606,0.0282373917645742,0.027964226615946445,0.03370389536981077,0.03643668359198503,0.050196993467889195,0.03212148168655437,0.023520239454503884,
43,A2053320,1344542,Favorite Class,0.23499570531008698,0.0893033087570686,0.09346956620652261,0.07379364144254337,0.06284187702113811,0.08895332886983617,0.09094658541381967,0.06930666513663652,0.05346781787364988,0.09138930868823959,0.06178509585455928,0.04435447243293762,0.10161839274264951,
44,A2053320,1344542,School Improvement,0.06649968642989704,0.11440210775211776,0.0952298389237152,0.03585992185806727,0.05740421643902314,0.07790131956561569,0.0677270949463658,0.07136694101908729,0.06431742412730228,0.07609619344178029,0.07465398467176648,0.052938441975436366,0.0502219479015478,
45,A2053320,1344542,Questions ,0.050724393788103395,0.05873636023380953,0.11967219643245322,0.037450392007561895,0.051373102868989676,0.0691054686607745,0.06650677130740228,0.054231826628771816,0.05000753097763906,0.07276959448464075,0.07468907480244252,0.041712775693639334,0.04626655611077479,
46,A2053932,1345146,Favorite Class,0.1827855806126504,0.06667015672674491,0.05461962485981571,0.0539108987992729,0.04678537915646416,0.06790101721733578,0.05350699674124628,0.04797283863210675,0.03632655528150048,0.0583462290321684,0.052750452002821635,0.024268582406664886,0.07511481494675859,
47,A2053932,1345146,School Improvement,0.1263806765773688,0.1976515276580705,0.058583410354595696,0.050977898167140434,0.06842248403256143,0.13583207786578513,0.09655050562915128,0.11848653674601117,0.07066727233842296,0.08218441617994199,0.04597043483464285,0.05453574230295013,0.0547754601613192,
48,A2053932,1345146,Questions ,0.08775875228648997,0.06295778484283429,0.11347559652029954,0.04814628108692193,0.04117028015772461,0.05513771088335023,0.049683399380411435,0.04236654283993622,0.04267369780604971,0.05608297942580373,0.06171282840458133,0.036781099880387455,0.0540567317281255,
49,A2054112,1345326,Favorite Class,0.16346006788509038,0.11091738799621224,0.07707313250579051,0.06392398508507968,0.08535729716042738,0.09578871173354883,0.09567640994174524,0.07845418813531695,0.07644041947616409,0.08866343317487418,0.06657038752561582,0.06792383819416685,0.07981524908395014,
50,A2054112,1345326,School Improvement,0.09835135489181404,0.22385141317117355,0.08029543938940759,0.042388196521539995,0.06277244281099398,0.12094892186718965,0.06341443849389937,0.08247382378313829,0.09255711115449858,0.09838778408266667,0.04141468564979599,0.07763706696779468,0.05454134785630088,
51,A2054112,1345326,Questions ,0.044848069304628514,0.0904317636963802,0.15826611668329188,0.03149844640241237,0.04040206628986989,0.09434224194429311,0.06736810708211491,0.05499489945907851,0.048044610820675425,0.074253900770046,0.07711269128031079,0.04614346525492588,0.033321351255093175,
52,A2054420,1345634,Favorite Class,0.12250244330858302,0.05112700273217809,0.03457832088797165,0.0313839095201329,0.025451300275093784,0.048362066268823625,0.028361060143625078,0.03109706216567735,0.03863258513060792,0.04475924246818405,0.01704197976094853,0.019089891558381963,0.04315197923916661,
53,A2054420,1345634,School Improvement,0.06091236247106682,0.08843000436569586,0.024920260390863844,0.024858237893836836,0.026415467887994083,0.0503244271009508,0.02333983756528989,0.029206610623034555,0.06537169124638689,0.0485809633776604,0.018674678193513608,0.02784841020940143,0.03336443744604008,
54,A2054420,1345634,Questions ,0.012718429898541675,0.02713398784957921,0.03751343120781162,0.006850660756444593,0.01939926695717185,0.0351577549516651,0.014559590740860367,0.01275915895123078,0.03417368718739024,0.04053913459068199,0.018132948683733614,0.013979439526275722,0.021899222414071124,
55,A2054424,1345638,Favorite Class,0.2120465752676752,0.10546566318224014,0.050641043296978154,0.0748822777057718,0.04940347588114078,0.09452161013722453,0.07372701144723184,0.04875026371279316,0.04631587028903133,0.09318820896936343,0.037803831035400796,0.038955900335146065,0.10778610609455394,
56,A2054424,1345638,School Improvement,0.0671902708153227,0.13208220225110107,0.04529454693151588,0.04906317657375811,0.04926818136323847,0.10848432573548125,0.09483487520362498,0.07260803715736294,0.056914710120112205,0.08342860982866532,0.0784881206355415,0.037017224318965064,0.04883280039472486,
57,A2054424,1345638,Questions ,0.0418324700204207,0.03396165904867683,0.12485168659962297,0.01822868377069146,0.04000747864275557,0.04771747685349445,0.040951111277879745,0.03987648840320923,0.034292369739875254,0.04485656556273403,0.04707779767626191,0.02474514768789888,0.03297272450770923,
58,A2054605,1345818,Favorite Class,0.20680665213784497,0.15423747477576918,0.09049158942112928,0.06565360973589139,0.07999918986294052,0.1185584968954622,0.08870856149273418,0.10280334222947257,0.1131565766405161,0.12459093205253098,0.07221826312114596,0.0793157682992317,0.11268460751091812,
59,A2054605,1345818,School Improvement,0.0833272068136977,0.18034160543326672,0.06387604706297494,0.04295170264385239,0.06346157629441361,0.12902609633157008,0.0903042185322214,0.08147639023574081,0.09251356678045167,0.10080388055175783,0.06532960368544533,0.05650398619048137,0.06525347363340703,
60,A2054605,1345818,Questions ,0.04087676635740833,0.04730090045165096,0.09690551917166529,0.019095336485800078,0.04090911571545968,0.04950040600627702,0.039579714657819086,0.029631931349715385,0.050620547978821054,0.05768064168569395,0.049300576036384776,0.04091453352301057,0.04729505592067741,
61,A2054749,1345962,Favorite Class,0.1525452572781625,0.11717459233307943,0.045889466940864716,0.06142576415708467,0.05172189956202421,0.08580002112595314,0.05930251318992533,0.06387959188553002,0.06723354110446096,0.0816569951490037,0.04243526974837875,0.03906773677256528,0.0878982202470547,
62,A2054749,1345962,School Improvement,0.05678416039415489,0.11815416204716503,0.0365393223789319,0.028522274851523418,0.03968581317695477,0.07934153569734693,0.03630462442477121,0.03992470924967356,0.055553859147190604,0.058374035102067075,0.02330575904228472,0.03836756539352604,0.07039411201328682,
63,A2054749,1345962,Questions ,0.05089374617071158,0.050311701382226806,0.13317962493189583,0.02352972084459488,0.04566899550271303,0.058380850250551876,0.056080420180777746,0.05076104121257893,0.050837411188802036,0.05691827612592698,0.049429671771765236,0.07902242922000073,0.03520182348152613,
64,A2055843,1347003,Favorite Class,0.15388233481016572,0.11180789647194536,0.06085273329160456,0.042453865102722116,0.10041086918800099,0.08886057404966641,0.09451499634435018,0.09511092029276501,0.08290741107017652,0.09105088523589289,0.05510849065496194,0.06569130443545532,0.08021073000433675,
65,A2055843,1347003,School Improvement,0.10045692173818568,0.20397645041033668,0.10438460164721755,0.065369269298529,0.08797670010024888,0.13872743110009753,0.11122535244787747,0.12339759206690132,0.10739582677833434,0.11359590934920386,0.08807923804328001,0.08855547759611482,0.07422858896763425,
66,A2055843,1347003,Questions ,0.04345233304540524,0.05488032386925683,0.13344450977120187,0.02998526447973624,0.046805927142862504,0.06789139716724546,0.05823223505220791,0.048571608410334935,0.07681126541247167,0.07562607494414636,0.06316337416414713,0.03315793232355904,0.04292352235924431,
67,A2055871,1347031,Favorite Class,0.18086579155092153,0.09155318783699339,0.0691975517835456,0.05542509957320843,0.0591355230344135,0.07628823527372411,0.059742235128815664,0.05258563306937769,0.050591554057580874,0.06760628810298708,0.03364704807917241,0.04190171351151109,0.06356481867000846,
68,A2055871,1347031,School Improvement,0.11496847356188458,0.25049111984888567,0.07440723378294864,0.06610132281208335,0.06984830328346565,0.1440172494051434,0.10544893706709327,0.0820746545298282,0.09593082564138108,0.08939671547573837,0.048095582976304146,0.06944214947587585,0.049016387849224165,
69,A2055871,1347031,Questions ,0.050160677911528416,0.05111934337165753,0.15060191138368456,0.02683042003592465,0.046151413485465226,0.05448121743985078,0.04118708465932177,0.046443729920547704,0.045416553995557635,0.046015625799520884,0.046152242352580315,0.042738766578038816,0.02611109071366265,
70,A2060370,1351257,Favorite Class,0.21492595135639633,0.09122490462116478,0.05811836827361402,0.06528342909516488,0.047530125358396916,0.07835150448438442,0.05497039359082201,0.056899182580329936,0.044037844770886805,0.0742266585606416,0.02593674445112655,0.0468129161880067,0.06889918754772087,
71,A2060370,1351257,School Improvement,0.057420471051251525,0.1679896566854969,0.043094484191383294,0.032704155036974256,0.03063855526738705,0.09346429440262714,0.05576469519369799,0.03992466245610573,0.04505503381157431,0.05817137213147244,0.026583187863975906,0.042042918043778535,0.028685623845722538,
72,A2060370,1351257,Questions ,0.0241022670038154,0.02182181009426104,0.08339197405810418,0.007696007421577144,0.014183394892254456,0.024064634268119577,0.029906234473813013,0.03487776516596043,0.017679835912572158,0.019042641452736445,0.02474961816225115,0.018837529130525475,0.00974944589209759,
73,A2061992,1352635,Favorite Class,0.13531103949619555,0.0858562536480966,0.049710480170621504,0.03234828009937624,0.04093569140914936,0.062154558992980266,0.045414767775364774,0.053238528033432396,0.05009535557300322,0.04713370136105284,0.01835215975608256,0.033438060559796735,0.03695108818911081,
74,A2061992,1352635,School Improvement,0.057475846273134644,0.09774440248565514,0.042223175837925155,0.023932572145201836,0.03278631586678704,0.03883136377752695,0.041184392707629344,0.04453568303539805,0.05396092891946102,0.03117253792419503,0.03026134722589429,0.03922843436742947,0.022753015105901934,
75,A2061992,1352635,Questions ,0.04423672570867177,0.047318505763387426,0.05695909656252742,0.01883575896396474,0.023802629312340128,0.046001362290863934,0.040390678691533455,0.041759332799637276,0.030160976582124004,0.03188552377284319,0.01916215871429748,0.023891867103651505,0.017095215265935045,
76,A2062054,1352697,Favorite Class,0.22208133962099574,0.08830753300398228,0.05668012337073073,0.07212582246565583,0.050864493456709584,0.0839016253270727,0.07762972910620115,0.05099529362675872,0.04448805517803855,0.09467907275728023,0.061357966971532285,0.03837300970203421,0.09577846130149223,
77,A2062054,1352697,School Improvement,0.08323564404196501,0.13255177984790215,0.04292811899906969,0.043244931211710524,0.04227757938898419,0.06795112459986259,0.05386293313273187,0.05198643708024047,0.05021196688577514,0.055990422670878975,0.030063452519903548,0.04721209598853319,0.038161091746583074,
78,A2062054,1352697,Questions ,0.03360929054209571,0.030368709317289785,0.08853336404545908,0.013767388350712704,0.020440958879377746,0.037154064955698944,0.03678571314291631,0.03601885767812673,0.02184818185867828,0.03224076303042492,0.029424713412713542,0.012111904872512808,0.01204264141006297,
79,A2062076,1352719,Favorite Class,0.25591486395814433,0.11802912994293999,0.06417268715622498,0.08320358930255566,0.07384537116477498,0.09461947076993653,0.09699147682524235,0.07524451076014646,0.06687537285045145,0.08747981207045064,0.08281466722645807,0.06384945940304962,0.11207140253243923,
80,A2062076,1352719,School Improvement,0.07708619958198411,0.17517849293947702,0.09794047606851745,0.04299236922986733,0.05568296318695812,0.11400637722368512,0.08637230578791978,0.06900152507780133,0.09704435921538389,0.08628559575482954,0.06922504497422584,0.048341422136782636,0.05023005517637344,
81,A2062076,1352719,Questions ,0.028200881717553285,0.036030256530364006,0.12253463043996464,0.020792780218852665,0.02654302234725637,0.03992711306171035,0.05198825604659834,0.04315886126162467,0.034622982336324465,0.04150964406068432,0.03833801993528545,0.03386552249661635,0.027640641565497295,
82,A2062098,1352741,Favorite Class,0.14481885540783215,0.12317125276473247,0.07551220399862321,0.06456698438763893,0.06948133877911597,0.10277071753623096,0.08070877574367208,0.07193399778217954,0.06171485645434933,0.08306890945311493,0.05072987976402011,0.052291680985690155,0.07187317517940833,
83,A2062098,1352741,School Improvement,0.11305778936001325,0.182363036066625,0.07188940585874762,0.07537636365391556,0.0571735836416325,0.12340538385940394,0.0981570044085486,0.08269209850919854,0.07954848125139724,0.10566573986334432,0.06180352238116218,0.04995768028325027,0.07460362178970882,
84,A2062098,1352741,Questions ,0.02786149752117833,0.02722099235020125,0.07223833987980689,0.02201027387080383,0.019346729682981928,0.027247931583741895,0.03669252512924798,0.0310663657621532,0.025131458325088864,0.028437439901493167,0.029157348776952592,0.02258563341423108,0.015606593710988239,
85,A2062901,1353493,Favorite Class,0.2068432945023285,0.09974289286730088,0.06063158386316964,0.058520691320617664,0.05503591402811363,0.0715450910338441,0.08479664226848746,0.059571007070805856,0.051631129162926205,0.06987977799452917,0.04334658187782512,0.050281980525227886,0.09354518559612594,
86,A2062901,1353493,School Improvement,0.05941014310518561,0.1310980141537193,0.03618980439857751,0.03254459108535822,0.034974487190941456,0.06846542132699959,0.04147900436471984,0.04814021519296694,0.059141034294445775,0.05666697903111903,0.024191431689335116,0.04343407598074072,0.027811062482269222,
87,A2062901,1353493,Questions ,0.05147714291576018,0.04266291801327933,0.2134576890876621,0.02992207421044214,0.04741473831673093,0.06122412533403001,0.05920440289486721,0.06530643724987946,0.04720025802624524,0.06397655382728698,0.06776358915114217,0.03409354107435391,0.041676906905575545,
88,A2062935,1353527,Favorite Class,0.12868565028308798,0.07086324241235478,0.052478629190759095,0.03505221609084719,0.03787696756010224,0.07301291447229624,0.04759531892128693,0.04441993096990949,0.0433255121293731,0.0599342743263605,0.023374477161491762,0.03352994378713362,0.05195009528278049,
89,A2062935,1353527,School Improvement,0.1055149427522241,0.17331996719146234,0.06038274948344206,0.05188054572592812,0.05212239265724325,0.10345957474512729,0.06897436487215297,0.058257190999641245,0.06696611464530784,0.09589802267392923,0.03774977004984695,0.06158254678584746,0.04412703324175518,
90,A2062935,1353527,Questions ,0.025161923890287416,0.039149369612828236,0.10728506475103987,0.01668455135540993,0.032165283174606506,0.04313311011230398,0.033348711313690174,0.03020346335615278,0.035051944806062454,0.042598019893879915,0.054274824753444785,0.026532850001860404,0.028631213154111275,
91,A2065595,1356045,Favorite Class,0.2230580863430996,0.178484109808486,0.08187751146392315,0.10115476553454575,0.07336650712076388,0.11933121938513847,0.10645123416973949,0.0807350654797169,0.08273462316801054,0.1011663662210617,0.07849685812462516,0.06961304373359252,0.11210221411041824,
92,A2065595,1356045,School Improvement,0.12172129820908524,0.22319323786052747,0.09479161246998934,0.07237586024179138,0.08017293633116837,0.1575498845773888,0.12555681154874843,0.11528636141675312,0.1145267262277557,0.12659427115289093,0.08662720759526502,0.09151844491664139,0.07496196045756104,
93,A2065595,1356045,Questions ,0.0873375067258329,0.10794466532397326,0.18238342500280413,0.056683216351710294,0.0726658814847285,0.13474115798814165,0.10677379268850594,0.11444301052679293,0.11357836191594455,0.12302050378042484,0.09298481373143383,0.07075250097217187,0.07316701124578884,
94,A2071278,1360573,Favorite Class,0.17733691526105314,0.07927743243199284,0.04914990529555319,0.040395307541090844,0.05423725316353437,0.08708059311712996,0.07345065091365122,0.07582743217657033,0.05060954085315641,0.06958672811972667,0.03549819888266327,0.027633412220893886,0.055113890888023875,
95,A2071278,1360573,School Improvement,0.08441613934194178,0.1496424168869659,0.04377611022649745,0.024648727059809562,0.05116971299423183,0.11801075955672634,0.09157373784528984,0.08445469252139873,0.07164865206058883,0.07510096824564766,0.039604484238348475,0.031651843639750515,0.040007560606616525,
96,A2071278,1360573,Questions ,0.030394731451186513,0.025244249502199313,0.1232742620525427,0.013076109309470627,0.02799724940397172,0.03547834673021305,0.04055481674702182,0.03977240306691784,0.03156980280477533,0.036563925382011954,0.04660884098470531,0.0191594267167889,0.018468264810610556,
97,A2071294,1360589,Favorite Class,0.17849410697975301,0.11804648609523119,0.05628058197760885,0.08444396026030829,0.0567252113708804,0.07987665667278289,0.05230441423741068,0.05207070055191076,0.08059108325751466,0.08463784051762333,0.04999205261220575,0.04781920067715164,0.06844401815050052,
98,A2071294,1360589,School Improvement,0.0999383507218822,0.20262216344221648,0.065722743255896,0.0742999636181851,0.05881612394761632,0.13061286972446529,0.09913698820101813,0.0746018556977872,0.09124211432900169,0.10061482670143976,0.058810012941269627,0.05627067964968572,0.07608260727151481,
99,A2071294,1360589,Questions ,0.02220906916188091,0.03265765795579785,0.154659291853727,0.01700987179833169,0.02180473055601487,0.040954442376623455,0.03334474764839602,0.043751261176237684,0.039426352736678286,0.04361025019164948,0.05986218054131642,0.022945132862006556,0.01878048284909376,
100,A2071338,1360633,Favorite Class,0.12549786803198237,0.09605896484331085,0.05272712713195098,0.042077534241420377,0.05008707282673755,0.06383632377638401,0.047443397145338156,0.056301055229914826,0.06653091275419212,0.06167028266618107,0.03200367452355418,0.05346869960092986,0.04959873934913292,
101,A2071338,1360633,School Improvement,0.1080671143263367,0.2747165858098245,0.07063766704023713,0.049369439482805595,0.06507684802757778,0.14792241242634135,0.09539638290557448,0.0806165094143442,0.09179158018655188,0.08870486095257603,0.09861131307771052,0.061729504156716464,0.05457942945420132,
102,A2071338,1360633,Questions ,0.030683798973686238,0.037646853625990455,0.19488714558488884,0.01061977956897504,0.02855928153306643,0.03558733910463082,0.03049503035712046,0.032821572664397336,0.03552404907496037,0.03756746714211251,0.06433191555704572,0.023318773786904442,0.020286912522618467,
