no,testId,topic,distIMF,distIMM,distISE,distINE,maxSim,predicted,expected,binary,distIMF-pos,distIMM-pos,distISE-pos,distINE-pos
27,1800143,Social media,0.1559148275,0.1256943108,0.1275768267,0.09102243587,0.1559148275,A-MF,A-MF,MMMF,0.6695733299,0.6658186688,0.6681597569,0.6473077074
28,1803904,Summer Break,0.1187698005,0.1136795635,0.1182396019,0.07231345493,0.1187698005,A-MF,A-SE,NESE,0.7296319486,0.7338819022,0.7348508459,0.7132078379
29,1803904,Self Recommnedation,0.1590757055,0.1687994016,0.1481445383,0.1021944073,0.1687994016,A-MM,A-MM,MMMF,0.8040923712,0.7977750729,0.7916920391,0.7765473739
30,1803904,Social media,0.1175385372,0.1139016243,0.1187632681,0.0739215443,0.1187632681,A-SE,A-SE,NESE,0.7579933459,0.7571798457,0.7514503738,0.7108365252
31,1816939,Summer Break,0.07820111516,0.08087707914,0.08462679329,0.05934943616,0.08462679329,A-SE,A-SE,NESE,0.620105491,0.6193175633,0.6182495291,0.6260753074
32,1816939,Self Recommnedation,0.135142027,0.1295540886,0.1411367915,0.1040087174,0.1411367915,A-SE,A-SE,NESE,0.6800985578,0.6770601303,0.6765039481,0.6741591068
33,1816939,Social media,0.0935148607,0.07765625663,0.09187512552,0.07191329998,0.0935148607,A-MF,A-SE,NESE,0.5695121942,0.5545685021,0.5553646842,0.5710072397
34,1861642,Summer Break,0.1402542002,0.1647558448,0.175993035,0.1189174068,0.175993035,A-SE,A-SE,NESE,0.7672077639,0.7792487591,0.7833941418,0.7689404753
35,1861642,Self Recommnedation,0.1648483324,0.1811821184,0.2005541315,0.138048922,0.2005541315,A-SE,A-SE,NESE,0.7857747067,0.7923994214,0.7946598255,0.7744849644
36,1861642,Social media,0.1128889853,0.1191803611,0.1391112493,0.1086429281,0.1391112493,A-SE,A-SE,NESE,0.7113923445,0.7204759495,0.7213966763,0.691099983
37,1887036,Summer Break,0.1541311469,0.140019903,0.1303751944,0.09161557401,0.1541311469,A-MF,A-MF,MMMF,0.7860419268,0.7806412789,0.7754203725,0.7658421316
38,1887036,Self Recommnedation,0.2026781796,0.1848517541,0.1873625387,0.1331738079,0.2026781796,A-MF,A-MF,MMMF,0.7745022512,0.7674245805,0.7706782804,0.7624454411
39,1887036,Social media,0.1836384342,0.1581956957,0.1651379908,0.1270199825,0.1836384342,A-MF,A-MF,MMMF,0.8335743676,0.8316898772,0.831978679,0.8105026776
40,1937361,Summer Break,0.1030198778,0.1064754749,0.1122672188,0.07629447501,0.1122672188,A-SE,A-SE,NESE,0.6095773566,0.6040461583,0.5997961323,0.5781252842
41,1937361,Self Recommnedation,0.1370839102,0.1326764957,0.147075617,0.1073140271,0.147075617,A-SE,A-SE,NESE,0.6623188876,0.6523949885,0.6548740049,0.6574224905
42,1937361,Social media,0.1200537033,0.1194061034,0.1257329099,0.07708976004,0.1257329099,A-SE,A-SE,NESE,0.7708439551,0.7657252051,0.7538592138,0.7203641717
43,1998978,Summer Break,0.1128232817,0.1283814053,0.1417910188,0.1033451978,0.1417910188,A-SE,A-SE,NESE,0.6933254028,0.7056573015,0.7116524688,0.7018073026
44,1998978,Self Recommnedation,0.109442019,0.1220744154,0.1331170224,0.1517827212,0.1517827212,A-NE,A-NE,NESE,0.7268244634,0.7260566257,0.7292374801,0.731404368
45,1998978,Social media,0,0,0,0.08769641761,0.08769641761,A-NE,A-NE,NESE,0.3345533186,0.3154172899,0.3152516857,0.3434130475
46,1999084,Summer Break,0.09842363535,0.1020382661,0.1053585527,0.06153044676,0.1053585527,A-SE,A-SE,NESE,0.6808836229,0.6863961672,0.6920123933,0.6809910904
47,1999084,Self Recommnedation,0.142451388,0.1410835132,0.1496112507,0.09894088466,0.1496112507,A-SE,A-SE,NESE,0.6926271917,0.6927989048,0.6980545462,0.7025495512
48,1999084,Social media,0.06169494405,0.05922184319,0.06469556743,0.04320959687,0.06469556743,A-SE,A-SE,NESE,0.5062896537,0.5055369428,0.5071624093,0.507386066
49,2000862,Summer Break,0.1814111093,0.1564261576,0.1462513935,0.1002705008,0.1814111093,A-MF,A-MF,MMMF,0.8579243755,0.8498871251,0.8454326118,0.8268376182
50,2000862,Self Recommnedation,0.1948799006,0.1623114273,0.1540058561,0.1046525847,0.1948799006,A-MF,A-MF,MMMF,0.8166024077,0.8067391665,0.803754912,0.7986124629
51,2000862,Social media,0.1705909072,0.1339237951,0.1287455821,0.09103999983,0.1705909072,A-MF,A-MF,MMMF,0.756023319,0.7455945048,0.7444589618,0.7452544502
52,2006622,Summer Break,0.1532284823,0.1850897977,0.163852936,0.1149794268,0.1850897977,A-MM,A-MM,MMMF,0.8364157896,0.8442278138,0.847520079,0.8320152313
53,2006622,Self Recommnedation,0.1775417308,0.1980168681,0.1849639264,0.126721523,0.1980168681,A-MM,A-MM,MMMF,0.8037737533,0.8022777439,0.8016332463,0.7919351561
54,2006622,Social media,0.1505736111,0.1691761912,0.1617652296,0.1247924227,0.1691761912,A-MM,A-MM,MMMF,0.7372676499,0.7351963102,0.7371559925,0.7353963693
55,1287324,Summer Break,0.1206901002,0.1384176024,0.1580856838,0.09760751928,0.1580856838,A-SE,A-SE,NESE,0.6915454653,0.7083186553,0.7177484712,0.7093172139
56,1287324,Self Recommnedation,0.1076970892,0.1258391429,0.1580327697,0.1338703212,0.1580327697,A-SE,A-SE,NESE,0.578042228,0.5800674453,0.5920660137,0.6113533324
57,1287324,Social media,0.09279241554,0.09829511249,0.122310882,0.08678145858,0.122310882,A-SE,A-SE,NESE,0.6270424869,0.636275182,0.6485843666,0.647882545
58,1287436,Summer Break,0.08107003314,0.08123670092,0.08319114761,0.1009109468,0.1009109468,A-NE,A-NE,NESE,0.5543782716,0.5552553244,0.5536890061,0.5429156935
59,1287436,Self Recommnedation,0.07255380624,0.07209671723,0.07628427238,0.1047983872,0.1047983872,A-NE,A-NE,NESE,0.4484426352,0.4440582656,0.4512382043,0.4713056844
60,1287436,Social media,0,0,0,0,0,A-MF,A-NE,NESE,0,0,0,0
61,1342279,Summer Break,0.1645133107,0.177376013,0.1968083051,0.1378053369,0.1968083051,A-SE,A-SE,NESE,0.8564976024,0.8643181146,0.8613042586,0.831529246
62,1342279,Self Recommnedation,0.1803299217,0.1895266717,0.2142443734,0.1552403604,0.2142443734,A-SE,A-SE,NESE,0.8188391372,0.8178992607,0.8206383729,0.8155833613
63,1342279,Social media,0.1668058507,0.1626609678,0.196659751,0.1501524154,0.196659751,A-SE,A-SE,NESE,0.8014103108,0.8044208526,0.8118145042,0.7964942665
64,1359202,Summer Break,0.1219630351,0.1116418445,0.1063872883,0.06686547021,0.1219630351,A-MF,A-MF,MMMF,0.7856039953,0.7836940313,0.7819304696,0.7550317925
65,1359202,Self Recommnedation,0.1437138046,0.131618618,0.1334072062,0.1008863957,0.1437138046,A-MF,A-MF,MMMF,0.7236270395,0.7129977222,0.7089682782,0.7044902744
66,1359202,Social media,0.1094220319,0.0977751326,0.09999044112,0.07047125555,0.1094220319,A-MF,A-MF,MMMF,0.6753687402,0.6663007945,0.6608425297,0.6409359912
67,1378889,Summer Break,0.1791672034,0.2204346937,0.2005134951,0.1425686313,0.2204346937,A-MM,A-MM,MMMF,0.8825737942,0.8954855662,0.8913135695,0.8576542625
68,1378889,Self Recommnedation,0.1987592514,0.2257979438,0.217242694,0.1569261129,0.2257979438,A-MM,A-MM,MMMF,0.8069275208,0.8145280024,0.8126007131,0.8067287264
69,1378889,Social media,0.1411474777,0.1384654808,0.1513327827,0.1044660735,0.1513327827,A-SE,A-SE,NESE,0.7268920299,0.7325203089,0.7336824494,0.7209744688
70,1392541,Summer Break,0.1772847877,0.1991837453,0.2134013103,0.1486871356,0.2134013103,A-SE,A-SE,NESE,0.8080028079,0.8084226828,0.8125791238,0.7893379632
71,1392541,Self Recommnedation,0.1445510332,0.1638965334,0.1621789015,0.1167477139,0.1638965334,A-MM,A-MM,MMMF,0.6328110342,0.6257095579,0.6284420966,0.6376992686
72,1392541,Social media,0.1276624189,0.1288165619,0.1470649319,0.1056103364,0.1470649319,A-SE,A-SE,NESE,0.7552612757,0.7572929878,0.7620217074,0.7529266092
73,1394069,Summer Break,0.1314222281,0.1248137116,0.1309492074,0.08408221073,0.1314222281,A-MF,A-SE,NESE,0.752537416,0.7526953434,0.7518534945,0.7322582327
74,1394069,Self Recommnedation,0.166537319,0.1567935888,0.1670886028,0.1196350164,0.1670886028,A-SE,A-SE,NESE,0.8002123625,0.7941252769,0.7884936585,0.7675906676
75,1394069,Social media,0.1464008936,0.1379878447,0.148075036,0.1174530097,0.148075036,A-SE,A-SE,NESE,0.6871516137,0.6817406,0.6745625494,0.6623935932
76,1400590,Summer Break,0.1189975515,0.1251605384,0.1295884201,0.08506991174,0.1295884201,A-SE,A-SE,NESE,0.781383838,0.7839278981,0.7810502815,0.7592850371
77,1400590,Self Recommnedation,0.1243267794,0.1314377449,0.1421298075,0.1014999728,0.1421298075,A-SE,A-SE,NESE,0.7077388346,0.6982457059,0.6970435689,0.6892030381
78,1400590,Social media,0.1311414231,0.1200033045,0.1321990088,0.09548014677,0.1321990088,A-SE,A-SE,NESE,0.648804352,0.646097535,0.6495048471,0.6460964375
79,1400686,Summer Break,0.05154452432,0.05669037641,0.06345687574,0.07314871455,0.07314871455,A-NE,A-NE,NESE,0.3999431127,0.400880813,0.4011136554,0.3909994222
80,1400686,Self Recommnedation,0.05200157887,0.06275702624,0.06464634474,0.05930751321,0.06464634474,A-SE,A-NE,NESE,0.4418373755,0.4444577205,0.4386515798,0.4213147696
81,1400686,Social media,0.05211746668,0.0544812382,0.06763822556,0.06637836216,0.06763822556,A-SE,A-NE,NESE,0.2826013382,0.2866167453,0.2873087077,0.285955401
82,1425836,Summer Break,0.156258666,0.1728756469,0.1500339513,0.1049776151,0.1728756469,A-MM,A-MM,MMMF,0.7926842251,0.7875188012,0.7814044447,0.7638476068
83,1425836,Self Recommnedation,0.2377333033,0.2155687821,0.2101441695,0.1504325387,0.2377333033,A-MF,A-MF,MMMF,0.8297029276,0.8212351955,0.816238029,0.8058223992
84,1425836,Social media,0.1826619328,0.1519569638,0.1545628404,0.104836015,0.1826619328,A-MF,A-MF,MMMF,0.8193319742,0.8109769911,0.8054673609,0.7745056322
85,1448941,Summer Break,0.1951122176,0.2271846909,0.1986359032,0.13064098,0.2271846909,A-MM,A-MM,MMMF,0.8850649792,0.8942674875,0.8875710248,0.8489990425
86,1448941,Self Recommnedation,0.2309013872,0.2579023749,0.2361793004,0.1619954058,0.2579023749,A-MM,A-MM,MMMF,0.8782065603,0.8836812015,0.8797249989,0.8559669842
87,1448941,Social media,0.1653023875,0.1649769377,0.1840175638,0.1213271316,0.1840175638,A-SE,A-SE,NESE,0.7938291187,0.7957456557,0.7951770004,0.763634592
88,1469820,Summer Break,0.1245622284,0.1394571955,0.1155932402,0.07804458988,0.1394571955,A-MM,A-MM,MMMF,0.7741388773,0.776274391,0.7781737745,0.7701211451
89,1469820,Self Recommnedation,0.1000625117,0.1057822099,0.1236229162,0.09048600988,0.1236229162,A-SE,A-SE,NESE,0.6211727572,0.6256820221,0.6265840148,0.6054498029
90,1469820,Social media,0.07486699882,0.06868730612,0.07080563868,0.08979781606,0.08979781606,A-NE,A-NE,NESE,0.4785588681,0.478621848,0.4773136004,0.4642637359
91,1472675,Summer Break,0.1873880382,0.1630938128,0.1488468614,0.1021094506,0.1873880382,A-MF,A-MF,MMMF,0.853025847,0.8427747868,0.8369936647,0.8199716804
92,1472675,Self Recommnedation,0.237701371,0.2100539665,0.2005445551,0.1408301266,0.237701371,A-MF,A-MF,MMMF,0.8595858332,0.8541705288,0.8504787993,0.8387594372
93,1472675,Social media,0.1517047557,0.1293889471,0.1304270354,0.09282394756,0.1517047557,A-MF,A-MF,MMMF,0.7813016823,0.7749880888,0.7709941522,0.759968447
94,1479558,Summer Break,0.1966170046,0.1750245945,0.1649860632,0.1202874339,0.1966170046,A-MF,A-MF,MMMF,0.8449131068,0.8361341343,0.8288520655,0.8191648662
95,1479558,Self Recommnedation,0,0,0,0.08769641761,0.08769641761,A-NE,A-NE,NESE,0.3345533186,0.3154172899,0.3152516857,0.3434130475
96,1479558,Social media,0.1862825491,0.1496622086,0.1498663041,0.1037047064,0.1862825491,A-MF,A-MF,MMMF,0.8237956956,0.8172208819,0.8134613504,0.7985351195
97,1482956,Summer Break,0.1205575181,0.1344539184,0.1554176584,0.1102760029,0.1554176584,A-SE,A-SE,NESE,0.7692719205,0.7690619115,0.7744081039,0.7715363386
98,1482956,Self Recommnedation,0.1121819419,0.13050332,0.159454476,0.1291682832,0.159454476,A-SE,A-SE,NESE,0.7149852323,0.7213607215,0.7297760538,0.737152803
99,1482956,Social media,0.1275382127,0.1335527775,0.1556437177,0.1113109381,0.1556437177,A-SE,A-SE,NESE,0.7619292665,0.7637453727,0.7659932665,0.7455635709
100,1494197,Summer Break,0.1541151595,0.1842985397,0.1606204456,0.1109148882,0.1842985397,A-MM,A-MM,MMMF,0.8042516269,0.8149746129,0.8152618985,0.7927412
101,1494197,Self Recommnedation,0.1314392729,0.1367637616,0.1488897523,0.09540796513,0.1488897523,A-SE,A-SE,NESE,0.6938224375,0.695472651,0.6963319908,0.6848841124
102,1494197,Social media,0.1147764535,0.1086308274,0.1249304563,0.08561099991,0.1249304563,A-SE,A-SE,NESE,0.6492993328,0.646109412,0.650527302,0.6444329218
103,1535870,Summer Break,0.1119419354,0.1241259381,0.1380837566,0.09665036161,0.1380837566,A-SE,A-SE,NESE,0.7297181941,0.7372292226,0.7460274645,0.7321537203
104,1535870,Self Recommnedation,0.1451062307,0.1532155149,0.1630441124,0.1025241694,0.1630441124,A-SE,A-SE,NESE,0.7970184795,0.802614373,0.8031459695,0.7700390703
105,1535870,Social media,0.1224551191,0.1246279828,0.1470800684,0.1105001015,0.1470800684,A-SE,A-SE,NESE,0.7500378005,0.7584667932,0.7603556994,0.741327295
106,1580451,Summer Break,0.1804642789,0.1522673732,0.1393878242,0.09133273879,0.1804642789,A-MF,A-MF,MMMF,0.831094865,0.8222891623,0.8171491677,0.7991311602
107,1580451,Self Recommnedation,0.2119213304,0.1807032354,0.1690123273,0.1081162047,0.2119213304,A-MF,A-MF,MMMF,0.8787636199,0.8739805398,0.8708820105,0.8497676225
108,1580451,Social media,0.1653306918,0.1374286987,0.1292488797,0.08387942911,0.1653306918,A-MF,A-MF,MMMF,0.8429677474,0.8405409796,0.8365879137,0.8073475847
109,1624445,Summer Break,0.1648072536,0.1818100997,0.1984297654,0.136270463,0.1984297654,A-SE,A-SE,NESE,0.8140857007,0.8246117326,0.8285159641,0.8087095961
110,1624445,Self Recommnedation,0.1464290992,0.1527290514,0.1685296191,0.1065879675,0.1685296191,A-SE,A-SE,NESE,0.7022524474,0.7037841562,0.710416737,0.7015774566
111,1624445,Social media,0.1565011804,0.1545487341,0.1735305571,0.1206244403,0.1735305571,A-SE,A-SE,NESE,0.759445772,0.7665635178,0.7675053025,0.7439030646
112,1646804,Summer Break,0.1258440693,0.1380348745,0.1407882302,0.08661065119,0.1407882302,A-SE,A-SE,NESE,0.7899219228,0.7980586577,0.7946774356,0.747532428
113,1646804,Self Recommnedation,0.1422168626,0.1414999596,0.1465956044,0.08997759033,0.1465956044,A-SE,A-SE,NESE,0.7321126681,0.7351886319,0.7338419294,0.7004310381
114,1646804,Social media,0.1103103514,0.116994598,0.130366769,0.1049296072,0.130366769,A-SE,A-SE,NESE,0.6422653714,0.6439510661,0.6479892821,0.6211172326
115,1699386,Summer Break,0.1456770426,0.1383957536,0.1311766737,0.0865515885,0.1456770426,A-MF,A-MF,MMMF,0.8058168323,0.8120035199,0.8160524966,0.7876654331
116,1699386,Self Recommnedation,0.1845799132,0.1561985792,0.1487535955,0.09498225033,0.1845799132,A-MF,A-MF,MMMF,0.8349119456,0.8262561497,0.8239374825,0.7968618199
117,1699386,Social media,0.1738172929,0.1340124914,0.1325175776,0.08608388723,0.1738172929,A-MF,A-MF,MMMF,0.803474515,0.7954767742,0.7932403166,0.7844358024
118,1699854,Summer Break,0.1300764361,0.1453053262,0.1615991826,0.106446586,0.1615991826,A-SE,A-SE,NESE,0.8256930686,0.8308427275,0.8332050471,0.8110813959
119,1699854,Self Recommnedation,0.1374643811,0.1510518491,0.1710068229,0.1201543605,0.1710068229,A-SE,A-SE,NESE,0.7346558504,0.7326648187,0.7348434742,0.7371531882
120,1699854,Social media,0.1292112569,0.135790342,0.161272054,0.1229270619,0.161272054,A-SE,A-SE,NESE,0.7198655793,0.72531657,0.729729319,0.7163813343
121,1761041,Summer Break,0.2003882411,0.1954147252,0.1817859913,0.1177316373,0.2003882411,A-MF,A-MF,MMMF,0.8666051728,0.8767470008,0.8704170535,0.8238415412
122,1761041,Self Recommnedation,0.1948903866,0.1877282648,0.1824520436,0.1166113639,0.1948903866,A-MF,A-MF,MMMF,0.8572098414,0.8561021563,0.8530777098,0.8268092231
123,1761041,Social media,0.1631760639,0.1464219471,0.1452470477,0.09583962594,0.1631760639,A-MF,A-MF,MMMF,0.7884480614,0.7911816376,0.7968137274,0.7777706944
124,1779315,Summer Break,0.2299820615,0.2008000385,0.1885743349,0.1301294302,0.2299820615,A-MF,A-MF,MMMF,0.8946567225,0.8920783621,0.8887224553,0.8560107995
125,1779315,Self Recommnedation,0.2598899496,0.2207801489,0.2132584888,0.1540515192,0.2598899496,A-MF,A-MF,MMMF,0.8711831859,0.8667367981,0.8628099409,0.8392772108
126,1779315,Social media,0.2069326085,0.1637341684,0.1645639427,0.1210979739,0.2069326085,A-MF,A-MF,MMMF,0.835084686,0.829258425,0.8303894662,0.8100610955
127,1831798,Summer Break,0.1200871307,0.128204721,0.1370706379,0.1743842255,0.1743842255,A-NE,A-NE,NESE,0.7134532525,0.7252237119,0.7313645917,0.7352942531
128,1831798,Self Recommnedation,0.1072859009,0.1166306722,0.1279153626,0.1564090388,0.1564090388,A-NE,A-NE,NESE,0.5870577162,0.5893831014,0.6012899044,0.6346964534
129,1831798,Social media,0.1253081794,0.1239731657,0.1410867506,0.1858316448,0.1858316448,A-NE,A-NE,NESE,0.622484918,0.6228995965,0.6265003364,0.6436078954
130,1836361,Summer Break,0.1499733685,0.1783751008,0.2010193541,0.1464808698,0.2010193541,A-SE,A-SE,NESE,0.8059630806,0.8139884894,0.8157715238,0.8008161411
131,1836361,Self Recommnedation,0.1765806298,0.1930697697,0.2288652508,0.1712473894,0.2288652508,A-SE,A-SE,NESE,0.8511353516,0.8517753161,0.856478486,0.8496288525
132,1836361,Social media,0.1707822607,0.1657898839,0.1897204198,0.1254076328,0.1897204198,A-SE,A-SE,NESE,0.7852966352,0.7826446713,0.7864150157,0.7703574134
133,1856237,Summer Break,0,0,0,0.08769641761,0.08769641761,A-NE,A-NE,NESE,0.3345533186,0.3154172899,0.3152516857,0.3434130475
134,1856237,Self Recommnedation,0,0,0,0.08769641761,0.08769641761,A-NE,A-NE,NESE,0.3345533186,0.3154172899,0.3152516857,0.3434130475
135,1856237,Social media,0,0,0,0.08769641761,0.08769641761,A-NE,A-NE,NESE,0.3345533186,0.3154172899,0.3152516857,0.3434130475
136,1860582,Summer Break,0.1758068029,0.1562683726,0.1451365584,0.09807312047,0.1758068029,A-MF,A-MF,MMMF,0.8300052256,0.8264737505,0.8232757723,0.8055201505
137,1860582,Self Recommnedation,0.1589088967,0.1393521624,0.1328009612,0.08705014068,0.1589088967,A-MF,A-MF,MMMF,0.6997549393,0.6896493868,0.6870558643,0.6784977764
138,1860582,Social media,0.1410076142,0.1274762435,0.1292392559,0.09728654408,0.1410076142,A-MF,A-MF,MMMF,0.7545731506,0.753138985,0.7470842781,0.7229247166
139,1886432,Summer Break,0.1498742103,0.1346866042,0.1275426083,0.08480748679,0.1498742103,A-MF,A-MF,MMMF,0.8258854715,0.8222177958,0.8164092752,0.7844794462
140,1886432,Self Recommnedation,0.2007609021,0.1766350062,0.1696446856,0.1156043237,0.2007609021,A-MF,A-MF,MMMF,0.8220753591,0.8131923594,0.807596507,0.781973846
141,1886432,Social media,0.1709398462,0.1351153622,0.1282513857,0.0871863419,0.1709398462,A-MF,A-MF,MMMF,0.7657573168,0.7472753554,0.7441703827,0.7435934739
142,1897459,Summer Break,0.1040107104,0.1273494144,0.1382402891,0.09637860662,0.1382402891,A-SE,A-SE,NESE,0.7260009118,0.7336840441,0.7374603713,0.7188378962
143,1897459,Self Recommnedation,0,0,0,0,0,A-MF,A-NE,NESE,0,0,0,0.01470229701
144,1897459,Social media,0,0,0,0,0,A-MF,A-NE,NESE,0,0,0,0.01470229701
145,1976798,Summer Break,0.08784632252,0.09935657828,0.1085954827,0.07381427266,0.1085954827,A-SE,A-SE,NESE,0.605842017,0.6183440519,0.6343462893,0.6349446437
146,1976798,Self Recommnedation,0.09107688024,0.09568298708,0.1095003234,0.07460474297,0.1095003234,A-SE,A-SE,NESE,0.6965164302,0.7021816688,0.7048410577,0.697098627
147,1976798,Social media,0.0834167042,0.08862874502,0.1047953079,0.07715193578,0.1047953079,A-SE,A-SE,NESE,0.5365473725,0.5384549374,0.544115544,0.5274500088
148,1296995,Summer Break,0.1170550182,0.1322313381,0.1106780602,0.07404382472,0.1322313381,A-MM,A-MM,MMMF,0.8123510711,0.8252509823,0.8259065938,0.7868922364
149,1296995,Self Recommnedation,0.1499207481,0.1608431484,0.1383720009,0.08994427934,0.1608431484,A-MM,A-MM,MMMF,0.8380827262,0.8437835907,0.8386518803,0.8044298877
150,1296995,Social media,0.1133984292,0.1188774394,0.1053848262,0.06970750555,0.1188774394,A-MM,A-MM,MMMF,0.7806857894,0.785147491,0.7809110222,0.7398628044
151,1404954,Summer Break,0.2026603566,0.1996772328,0.1879773396,0.1335070172,0.2026603566,A-MF,A-MF,MMMF,0.8636575324,0.8578467668,0.8526628975,0.8346301356
152,1404954,Self Recommnedation,0.2312931593,0.2291600312,0.236189589,0.1723153046,0.236189589,A-SE,A-MF,MMMF,0.8193037323,0.8107258481,0.8092298204,0.8200105276
153,1404954,Social media,0.1963600561,0.1723644471,0.1725689383,0.1299588424,0.1963600561,A-MF,A-MF,MMMF,0.8518274935,0.8454611093,0.84102683,0.8203576119
154,1406090,Summer Break,0.1401038783,0.1564241991,0.1698197211,0.1126713287,0.1698197211,A-SE,A-SE,NESE,0.6872089536,0.694235298,0.6983723026,0.680572294
155,1406090,Self Recommnedation,0.103975611,0.1195587264,0.1378788068,0.09478610071,0.1378788068,A-SE,A-SE,NESE,0.684035117,0.6854232988,0.6890949321,0.6837881915
156,1406090,Social media,0.1279767055,0.1274080278,0.1476732015,0.1002793005,0.1476732015,A-SE,A-SE,NESE,0.6839351133,0.692076449,0.6985425569,0.6845826887
157,1406134,Summer Break,0.1180962407,0.1380968097,0.1150411356,0.07741049694,0.1380968097,A-MM,A-MM,MMMF,0.7046345059,0.7105350399,0.7075102159,0.6799875675
158,1406134,Self Recommnedation,0.0970492216,0.1115621014,0.09885244191,0.07262710433,0.1115621014,A-MM,A-MM,MMMF,0.6869866247,0.6910428234,0.6924105187,0.6841087945
