Username,Gender,Grade,Grade Level,Year of study,Type of instruction,Relationship to language,Rating position,Testid,Test date,Version,FinalRating,R1,Rater1,R2,Rater2,R3,Rater3,R4,Rater4,Score,Topic,Prompt,Response,Totaltime,POS
K3417313,Female,12,Secondary / High School,4,AP,Foreign Language,1,2554400,10/24/19 7:37,B2,A,A,3911,A,4192,nan,nan,nan,nan,A-MF,EDUCATION,The students in your partner school in Madrid want to learn more about the education system in your community.Write an email of several paragraphs in length that explains the school system where you live.1. Tell a story about something that happened in your school system. This could be something you or someone you know experienced.2. Describe other schooling options that are available in your community.3. Make sure to explain the pros and the cons of the different schooling options in your community.,"<p>       Antes que nada, la sistema educacional de Fair Lawn es muy buena en comparacion con otros pueblos. Yo creo que la calidad de educacion aqui esta muy bien. Pero como siempre, tambiÃ©n hay cosas de la sistema que no son tÃ¡n buenas. Por ejemplo, los examenes que tenemos que hacer no son muy consistentes de edad a edad. En los tres primeros aÃ±os de mi carrera en el instituto, tenÃ­a que hacer la prueba del PSAT. Pero ahora que estoy en el clase mas mayor, los estudiantes de los clases menores solo tienen que hacer la prueba dos aÃ±os en vez de tres como mi clase. Aunque no es algo tan problematica, todavÃ­a es un poco molestoso que nuestro clase casi siempre ha sido el clase que usaron para experimentar algunos examenes. </p><p>       Otra cosa que pasÃ³ en la sistema de mi escuela era que nuestro clase tenÃ­a que hacer una prueba de ciencias en el primer aÃ±o del instituto, que tardÃ³ un rato bastante largo y no divertido, pero en el final no contaron la prueba para nada. En vez, vamos a tener que hacer otra prueba nueva de ciencias, pero no me sorprenderÃ­a si esta examen no contarÃ¡ para nada tampoco. Entiendo que tienen que tratar nuevas formas de hacer examenes, pero tambiÃ©n es un poco ridiculo que hemos gastado tanto tiempo y dinero en examenes que no van a contar para nada. </p><p>       En total, estas cosas que yo he mencionado no son problemas tÃ¡n grandes. No me fastidian mucho porque sÃ© que aunque nuestra sistema no es perfecta, sÃ­ es muy buena. Hay muchas programas especiales que los estudiantes pueden hacer sin pagar nada, que es una oportunidad buenÃ­sima para encontrar lo que te interesa y para estar participando en algo. TambiÃ©n, a casi todos los maestros les importan mucho su trabajo y sus estudiantes, que es muy notable y impacta a los estudiantes positivamente. </p><p>       Si estas buscando opciones diferentes de los colegios en mi comunidad, hay varios colegios primarios, medios, y si no quieres ir al instituto de Fair Lawn, puedes ir al instituto de St. Annes (que es mas religioso). </p><p>      Espero que esto te ayudÃ³ saber mas de la sistema educional en mi comunidad. </p>",71,ADV SCONJ PRON PUNCT DET NOUN ADJ ADP PROPN PROPN VERB ADV ADJ ADP NOUN ADP DET NOUN PUNCT PRON VERB SCONJ DET NOUN ADP NOUN ADV VERB ADV ADV PUNCT CONJ SCONJ ADV PUNCT PROPN NOUN NOUN VERB NOUN ADP DET NOUN PRON ADV VERB X PUNCT X ADJ PUNCT ADP NOUN PUNCT DET NOUN PRON VERB SCONJ VERB ADV AUX ADV ADJ ADP NOUN ADP NOUN PUNCT ADP DET NUM ADJ NOUN PROPN PRON VERB DET NOUN ADP DET NOUN PUNCT PROPN SCONJ VERB DET NOUN ADP DET PROPN PUNCT CONJ ADV SCONJ VERB ADP DET NOUN CONJ ADJ PUNCT DET NOUN ADP DET NOUN ADJ ADV VERB SCONJ VERB DET NOUN NUM NOUN VERB PRON ADP NOUN ADP NUM ADP DET NOUN PUNCT SCONJ ADV VERB PRON ADV NOUN PUNCT PROPN VERB DET PRON ADJ PRON DET NOUN ADV ADV AUX AUX DET NOUN SCONJ VERB ADP VERB DET NOUN PUNCT DET NOUN SCONJ X X ADP DET NOUN ADP DET NOUN AUX SCONJ DET NOUN ADJ SCONJ VERB DET NOUN ADP NOUN ADP DET ADJ NOUN NOUN CONJ ADP DET NOUN PUNCT CONJ X X DET NOUN PRON ADJ CONJ ADV ADJ PUNCT CONJ ADP DET NOUN ADV VERB DET NOUN ADP PRON PUNCT ADP NOUN PUNCT AUX ADP VERB SCONJ VERB DET NOUN ADJ ADP NOUN PUNCT CONJ ADV PRON X SCONJ DET NOUN ADV NOUN PUNCT ADP PRON ADV PUNCT VERB SCONJ VERB SCONJ VERB ADJ NOUN ADP VERB NOUN PUNCT CONJ PROPN NOUN NOUN VERB DET PRON AUX SCONJ AUX VERB DET NOUN CONJ NOUN ADP NOUN SCONJ ADV AUX ADP VERB ADP PRON PUNCT ADP NOUN PUNCT DET NOUN PRON PRON AUX VERB ADV VERB NOUN NOUN PUNCT X ADJ PUNCT ADV PRON VERB ADV SCONJ NOUN NOUN SCONJ SCONJ DET NOUN ADV AUX ADJ PUNCT NOUN VERB ADV ADJ PUNCT AUX DET NOUN ADJ SCONJ DET NOUN VERB VERB ADP VERB ADV PUNCT SCONJ VERB DET NOUN ADJ ADP VERB PRON SCONJ PRON VERB CONJ ADP AUX VERB ADP PRON PUNCT INTJ INTJ NOUN PUNCT ADP ADV DET DET NOUN PRON VERB ADV DET NOUN CONJ DET NOUN PUNCT PRON AUX ADV ADJ CONJ VERB ADP DET NOUN ADV PUNCT SCONJ AUX VERB NOUN ADJ ADP DET PROPN PRON PROPN DET NOUN PUNCT VERB DET PROPN PRON ADJ PUNCT PROPN PRON PUNCT CONJ SCONJ ADV VERB VERB ADP DET NOUN ADP PROPN PROPN PUNCT AUX AUX ADP DET NOUN ADP PROPN PROPN PROPN SCONJ VERB ADV ADJ X PUNCT VERB SCONJ PRON PROPN X X VERB ADV ADP DET NOUN ADJ ADP DET NOUN PUNCT
K3417313,Female,12,Secondary / High School,4,AP,Foreign Language,1,2554400,10/24/19 7:37,B2,A,A,3911,A,4192,nan,nan,nan,nan,A-MF,LANGUAGE ARTS,An international student who is coming to your school would like to know what movies and tv shows students in your school like.Youâve been asked to post a blog on your schoolâs website about a movie or television show you recently saw. Make sure your blog post has several paragraphs in which you: 1. Summarize the plot. Make sure you give enough detail that the student will be able to decide if he/she wants to watch the movie or show.2. Describe one of the characters in detail. What makes that person an interesting character?3. Explain what you liked about the movie/ show and what you think could be better. Help the international student decide if this movie/show is worth seeing or not.,"<p>       A mi me ha gustado mucho la serie de Stranger Things. En este serie, un grupo de niÃ±os estaban peleando un monstruo que estaba terrorizando su pueblo. Este monstruo se estaba metiendo en casi todos los lados de sus vidas, pero empezÃ³ todo cuando desapareciÃ³ uno de los niÃ±os del grupo, Will. Todo el pueblo estaba buscando este niÃ±o, pero al principio nadie sabÃ­a que un monstruo estaba detras de esto menos que el gobierno. El gobierno era el causo de este monstruo por un experimento cientifico que no terminÃ³ bien, y por eso no querÃ­a que el pueblo descubrÃ­a la realidad de lo que estaba pasando, o sea que lo trataba de cubrir cuando mintiÃ³ a todos que ha encontrado Will muerto. Pero la madre sabÃ­a que algo no estaba normal, o sea que no parÃ³ de buscar su hijo. Mientras que todo esto estaba pasando, Mike, un niÃ±o diferente del grupo, descubriÃ³ una niÃ±a que se llamaba Elle, que al momento no sabÃ­a como hablar. Esta niÃ±a era muy especial porque tenÃ­a poderes magicos, que tambien era producto de experimentos del gobierno, y el gobierno estaba buscando a ella. Mike y Elle se hicieron muy buen amigos, y por eso Elle empezÃ³ a ayudar el grupo a buscar su amigo, Will. <br></p><p>       La serie se pusÃ³ muy intenso cuando la madre de Will y su grupo de amigos se estaban cercando a la realidad del situaciÃ³n mucho. SabÃ­an que los intenciones del gobierno no eran para ayudarles, entonces paraban de conectar con ellos y en vez continuaron a buscar a Will solos. Esto es cuando la policia local tambiÃ©n dicidiÃ³ a ayudar la investigaciÃ³n privado del madre de Will y de los niÃ±os porque sabÃ­an que la situaciÃ³n era mucho mas grande que parecÃ­a. Usando sus poderes, Elle contactÃ³ a Will, quien estaba solo en el mundo del monstruo. Todos los niÃ±os se juntaron en la casa de Will y trabajaron con su madre a ayudar a Will a escapar de ese mundo. Pero cuando hicieron eso, el monstruo se enfadÃ³ mucho, y les atacÃ³. Pero como tenÃ­an mas fuerzo en numeros que el monstruo, los niÃ±os, Elle, el madre de Will, y la policÃ­a ganaron la pelea y el monstruo se marchÃ³. </p><p>     Finalmente, Will apareciÃ³, y todos estaban muy emocionados a verle. Esto era un situacion muy raro para el resto del pueblo que creÃ­an que Will ya estaba muerto para unos meses, y saliÃ³ en el correo. Despues de un rato, cosas se parecÃ­an normales otravez. Pero luego la serie te deja con el misterio que si el monstruo va a volver al pueblo o no.</p><p>     A mi me gustÃ³ esta serie mucho porque a mi me gustan los misterios y era muy intenso. TambiÃ©n a mi me gustaba al personaje de Elle porque era una niÃ±a muy poderosa que era muy guay de ver y los niÃ±os del grupo porque todos eran muy listos y simpaticos. Enserio no puedo pensar de algo que podÃ­an mejorar porque la serie era tan bueno. Yo creo que deberÃ­as verlo.</p><p>     Espero que esto te ayudÃ³ encontrar algo nuevo para ver. </p><p><br></p><p>     </p><p><br></p>",71,ADP PRON PRON AUX VERB PRON DET NOUN ADP PROPN PROPN PUNCT ADP DET NOUN PUNCT DET NOUN ADP X X PRON VERB VERB DET NOUN PRON AUX VERB DET NOUN PUNCT DET NOUN PRON AUX VERB ADP ADV DET DET NOUN ADP DET NOUN PUNCT CONJ NOUN X NOUN SCONJ X X X ADP DET X X PRON VERB DET NOUN PUNCT PROPN PUNCT DET DET NOUN AUX VERB DET X X X PUNCT CONJ ADP DET NOUN PRON PROPN SCONJ DET NOUN VERB NOUN ADP NOUN ADV SCONJ DET NOUN PUNCT DET NOUN VERB DET NOUN ADP DET NOUN ADP DET NOUN ADJ PRON ADV X X ADV PUNCT CONJ ADP PRON ADV NOUN CONJ DET NOUN VERB DET NOUN ADP DET PRON AUX VERB PUNCT CONJ AUX SCONJ PRON VERB ADP VERB ADV X X ADP DET PRON AUX VERB PROPN ADJ PUNCT CONJ DET NOUN PROPN SCONJ ADV ADV VERB ADJ PUNCT CONJ AUX SCONJ ADV X X ADP VERB DET NOUN PUNCT SCONJ CONJ DET PRON AUX VERB PUNCT PROPN PUNCT DET X X X NOUN ADP DET NOUN PUNCT X X X X X ADP PRON PRON VERB PROPN PUNCT PRON ADP DET NOUN ADV PROPN SCONJ VERB PUNCT DET NOUN NOUN ADP VERB ADV ADJ X VERB NOUN ADJ PUNCT SCONJ ADV VERB NOUN ADP NOUN ADP DET NOUN PUNCT CONJ DET NOUN AUX VERB ADP PRON PUNCT PROPN CONJ PROPN PRON VERB ADV ADJ NOUN PUNCT CONJ ADP PRON PROPN X X ADP VERB DET NOUN ADP VERB DET NOUN PUNCT PROPN PUNCT PROPN INTJ X DET NOUN PRON X X ADV ADJ SCONJ DET NOUN ADP PROPN CONJ DET NOUN ADP NOUN PRON VERB VERB ADP DET NOUN ADP DET X X X PRON PUNCT PROPN SCONJ DET NOUN ADP DET NOUN ADV VERB ADP VERB PRON PUNCT ADV VERB ADP VERB ADP PRON CONJ ADP NOUN AUX ADP VERB ADP PROPN NOUN PUNCT PRON AUX SCONJ DET NOUN ADJ PROPN NOUN NOUN X X ADP VERB DET X X X ADJ ADP DET NOUN ADP PROPN CONJ ADP DET X X PRON SCONJ PROPN CONJ DET X X X VERB ADV ADV ADJ PRON PROPN PUNCT VERB DET NOUN PUNCT PROPN X X ADP PROPN PUNCT PRON VERB ADV ADP DET NOUN ADP DET NOUN PUNCT DET DET X X PRON PRON VERB ADP DET NOUN ADP PROPN CONJ VERB ADP DET NOUN ADP VERB ADP PROPN ADP VERB ADP DET NOUN PUNCT CONJ SCONJ VERB PRON PUNCT DET NOUN PRON X X PRON PUNCT CONJ DET PROPN X PUNCT CONJ ADP PROPN ADV NOUN ADP ADJ SCONJ DET NOUN PUNCT DET X X PRON PUNCT PROPN PUNCT DET NOUN ADP PROPN PUNCT CONJ DET PROPN VERB DET NOUN CONJ DET NOUN PRON X X PUNCT ADV PUNCT PROPN X X PUNCT CONJ PRON VERB ADV ADJ ADP VERB PRON PUNCT PRON AUX DET NOUN ADV ADJ ADP DET NOUN ADP DET NOUN DET PROPN SCONJ PROPN ADV VERB ADJ ADP DET NOUN PUNCT CONJ X X ADP DET NOUN PUNCT ADV ADP DET NOUN PUNCT NOUN PRON X ADJ NOUN PUNCT CONJ ADV DET NOUN PRON VERB ADP DET NOUN SCONJ SCONJ DET NOUN VERB ADP AUX ADP DET NOUN CONJ ADV PUNCT ADP PRON PRON X X VERB NOUN PRON SCONJ ADP PRON PRON VERB DET NOUN CONJ VERB ADV ADJ PUNCT X NOUN NOUN ADP PRON PRON VERB ADP DET NOUN ADP PROPN SCONJ VERB DET X X ADP ADV ADJ SCONJ VERB ADV X ADP NOUN CONJ DET X X PRON VERB DET NOUN SCONJ PRON AUX ADV VERB CONJ ADJ PUNCT PROPN ADV AUX VERB ADP PRON PRON AUX VERB SCONJ DET NOUN VERB ADV ADJ PUNCT PRON VERB SCONJ X VERB DET PUNCT VERB SCONJ PRON PROPN X X VERB NOUN ADJ ADP VERB PUNCT SYM INTJ X X X X
L3319836,Male,10,Secondary / High School,1,Traditional classroom,Foreign Language,1,2478451,8/10/19 1:35,A2,N3,N3,4314,N3,3534,nan,nan,nan,nan,I-MM,THEATER,"The theater club at your school is putting on a play that will be streamed online. Your pen pal from Seville wants to know more about your event.Write an email telling him/her about the performance. Include important information about the show, such as when, where, and how to see it, as well as a brief description of what the show is about.","<p>Hola,</p><p>Mi escuela tiene un representaciÃ³n en el 22 de Octubre. Es en la gymnasio de mi escuela. AdemÃ¡s, el representacion es en YouTube tambiÃ¡n. Es muy bueno. </p><p>Zimo Tang</p>",28,PART PUNCT DET PROPN VERB DET X X X X DET NUM ADP PROPN PUNCT AUX ADP DET NOUN ADP DET NOUN PUNCT INTJ PUNCT X PUNCT DET NOUN VERB ADP PROPN PROPN PUNCT X PUNCT AUX ADV ADJ PUNCT PROPN PROPN
L3319836,Male,10,Secondary / High School,1,Traditional classroom,Foreign Language,1,2478451,8/10/19 1:35,A2,N3,N3,4314,N3,3534,nan,nan,nan,nan,N-MF,WEATHER,Your pen pal from Chile loves the winter! She builds a snowman when it snows. She wants to know about your favorite weather and what you do in that weather.Write an email and tell your pen pal about different weather and seasons where you are.  Tell her what you do in that weather and how you feel during that weather.,"<p>Hola,</p><p>CÃ³mo es Chile en el invierno? En ShanghÃ¡i, es muy frÃ­o pero nunca nevar. </p><p>En el invierno, celebramos la Navidad NavideÃ±o. Vamos de compras y comimos en los restaurantes. Vemos las pelÃ­culas a veces tambÃ­an.</p><p><br></p><p>Sinceramente,</p><p>Zimo Tang</p>",28,PART PUNCT X X X VERB PROPN ADP DET NOUN PUNCT ADP NOUN PUNCT X PUNCT VERB ADV ADJ CONJ ADV ADJ PUNCT ADP DET NOUN PUNCT VERB DET PROPN PROPN PROPN CONJ PUNCT AUX ADP NOUN CONJ VERB ADP DET NOUN PUNCT VERB DET X ADP NOUN PROPN PUNCT PROPN INTJ PUNCT ADV PUNCT PROPN PROPN
L3319836,Male,10,Secondary / High School,1,Traditional classroom,Foreign Language,1,2478451,8/10/19 1:35,A2,N3,N3,4314,N3,3534,nan,nan,nan,nan,N-MF,CITY_TOWN,"A teacher from Guadalajara will be visiting your school. He will be in town for only 3 days. He wants to visit interesting places in your town. Write an email to the teacher, including appropriate greeting and closing to your message. Provide information about things to do in different, popular places in your town. ","<p>Hola,<br></p><p>Como es tu viajar a Shanghai? Shanghai es un ciudad muy grande. Tiene muchos actividads para ir. Mi monumento favorito es la Bund. Es muy grande y bello. AdemÃ¡s, Shanghai es famoso por sus edificios altos. Tu puedes ver los edificios en Shanghai Tower. Es muy alto y grande porque tiene 120 pisos.</p><p><br></p><p>Sinceramente,</p><p>Zimo Tang</p>",28,PART PUNCT NOUN INTJ SYM ADP NOUN ADJ VERB SCONJ PROPN PUNCT PROPN VERB DET NOUN ADV ADJ PUNCT VERB PRON NOUN ADP VERB PUNCT DET NOUN ADJ VERB DET PROPN PUNCT AUX ADV ADJ CONJ ADJ PUNCT INTJ PUNCT X PUNCT PROPN VERB ADJ ADP DET NOUN ADJ PUNCT DET AUX VERB DET NOUN ADP PROPN PROPN PUNCT AUX ADV ADJ CONJ ADJ SCONJ VERB NUM NOUN PUNCT INTJ INTJ PUNCT ADV PUNCT PROPN PROPN
L3319836,Male,10,Secondary / High School,1,Traditional classroom,Foreign Language,1,2478451,8/10/19 1:35,A2,N3,N3,4314,N3,3534,nan,nan,nan,nan,N-MF,CELEBRATIONS,Your pen pal from Argentina is learning about holidays and cultural celebrations around the world. Your pen pal wants to know about your favorite holidays or celebrations.Write an email to your pen pal. Tell him or her about your favorite holiday or celebration that you and your family enjoy. Make sure to include some activities or things you do on that day to celebrate.,"<p>Hola,</p><p>CÃ³mo es Argentina? Me gusta las festivals muchas. Mi festival favorito es la Navidad de navideÃ±o. Normalmente, mi familia y yo comimos en un restaurante o vemos a la televisÃ­on. A veces, esquiamos en Japan.  </p><p><br></p><p>Sinceramente,</p><p>Zimo Tang<br></p>",28,PART PUNCT X X X VERB NOUN PUNCT PRON VERB DET X PRON PUNCT DET NOUN ADJ VERB DET PROPN ADP X X X PUNCT ADV PUNCT DET NOUN CONJ PRON VERB ADP DET NOUN CONJ VERB ADP DET NOUN PUNCT ADP NOUN PUNCT VERB ADP PROPN PUNCT PROPN INTJ PUNCT ADV PUNCT PROPN PROPN PROPN INTJ X
L3319836,Male,10,Secondary / High School,1,Traditional classroom,Foreign Language,1,2478451,8/10/19 1:35,A2,N3,N3,4314,N3,3534,nan,nan,nan,nan,I-NE,TRAVEL,"For your Spanish class, you are preparing a short report on travel.  Your teacher asks you to write about the following topic below for your report. Going on vacation is so much fun, but getting there isnât always easy.  Describe some different ways you can get to a vacation destination.  Then, describe what is positive or negative about each way to travel.",nan,28,VERB
L3319836,Male,10,Secondary / High School,1,Traditional classroom,Foreign Language,1,2478451,8/10/19 1:35,A2,N3,N3,4314,N3,3534,nan,nan,nan,nan,I-NE,POP_CULTURE,"Your pen pal from Barcelona wrote you a letter and describes the toy, ""Fidget Spinner,"" that is very popular in her school at the moment. It is very distracting, but everyone loves it. She asked you to tell her about something that is very popular in your school or community right now.Write an email in Spanish to your pen pal and describe something that is very popular in your school or community at the moment. Describe it with as much detail as you can and explain why you think it is so popular.",nan,28,VERB
L3325280,Female,9,Secondary / High School,1,Traditional classroom,Heritage Language,1,2479629,8/16/19 11:00,A2,I4,I4,3958,I4,460,nan,nan,nan,nan,I-MF,THEATER,"The theater club at your school is putting on a play that will be streamed online. Your pen pal from Seville wants to know more about your event.Write an email telling him/her about the performance. Include important information about the show, such as when, where, and how to see it, as well as a brief description of what the show is about.","<p>El lugar de la presentacion va a ser en la escuela, la imformacion mas importante es que comienza en la manana, lo vas a pueder mirara en un stream de online en el internet, lo vas a pueder a mirar a una computadora, o en el telephono, y en una tableta. En este show lo mas imortante es de lo que pasa con estudadientes y que puedemos a mejorar, vamos a tener mucha imformacion y opiniones en el set. </p>",34,DET NOUN ADP DET NOUN AUX ADP VERB ADP DET NOUN PUNCT DET NOUN ADV ADJ AUX SCONJ VERB ADP DET NOUN PUNCT DET AUX ADP VERB VERB ADP DET PROPN ADP X ADP DET NOUN PUNCT DET AUX ADP VERB ADP VERB ADP DET NOUN PUNCT CONJ ADP DET NOUN PUNCT CONJ ADP DET NOUN PUNCT ADP DET X PRON ADV NOUN VERB ADP DET PRON VERB ADP NOUN CONJ SCONJ VERB ADP VERB PUNCT AUX ADP VERB DET NOUN CONJ NOUN ADP DET NOUN PUNCT
L3325280,Female,9,Secondary / High School,1,Traditional classroom,Heritage Language,1,2479629,8/16/19 11:00,A2,I4,I4,3958,I4,460,nan,nan,nan,nan,I-MF,TRAVEL,"For your Spanish class, you are preparing a short report on travel.  Your teacher asks you to write about the following topic below for your report. Going on vacation is so much fun, but getting there isnât always easy.  Describe some different ways you can get to a vacation destination.  Then, describe what is positive or negative about each way to travel.","<p>Puedes ir a caro, atuobus, avion, o el tren. A ir al caro es bien, tienes tu lugar personal, pero es mas lento para llegar. En el atuobus no tienes tu lugar personal, avces el autobus se llena y no puedes movemiento, pero no es tan caro, y puedes y con jentes y comenzar una conversacion. En el avion es el mas rapido, en unas horas llegas a lugar para tu vacion, pero no tienes tan mucho lugar personal, si quieres algo mas personal tienes que pagar mas. El tren es una de los transportes no tan mejor, es como un atuobus, pero algo positivo es que puedes tener comida, y tienes mas lugar personal que un autobus, pero es muy lento como un caro y autobus. </p>",34,AUX VERB ADP ADJ PUNCT NOUN PUNCT NOUN PUNCT CONJ DET NOUN PUNCT ADP VERB ADP DET ADJ AUX CONJ PUNCT VERB DET NOUN ADJ PUNCT CONJ VERB ADV ADJ SCONJ VERB PUNCT ADP DET NOUN ADV VERB DET NOUN ADJ PUNCT NOUN DET NOUN PRON VERB CONJ ADV AUX NOUN PUNCT CONJ ADV AUX ADV ADJ PUNCT CONJ NOUN CONJ ADP NOUN CONJ VERB DET NOUN PUNCT ADP DET NOUN VERB DET ADV ADJ PUNCT ADP DET NOUN VERB ADP NOUN ADP PROPN NOUN PUNCT CONJ ADV VERB ADV DET NOUN ADJ PUNCT SCONJ VERB PRON ADV ADV AUX CONJ VERB ADV PUNCT DET NOUN VERB PRON ADP DET NOUN ADV ADV ADJ PUNCT AUX SCONJ DET NOUN PUNCT CONJ PRON ADJ AUX SCONJ AUX VERB NOUN PUNCT CONJ VERB CONJ NOUN ADJ SCONJ DET NOUN PUNCT CONJ VERB ADV ADJ SCONJ PRON ADJ CONJ NOUN PUNCT
L3325280,Female,9,Secondary / High School,1,Traditional classroom,Heritage Language,1,2479629,8/16/19 11:00,A2,I4,I4,3958,I4,460,nan,nan,nan,nan,I-MF,POP_CULTURE,"Your pen pal from Barcelona wrote you a letter and describes the toy, ""Fidget Spinner,"" that is very popular in her school at the moment. It is very distracting, but everyone loves it. She asked you to tell her about something that is very popular in your school or community right now.Write an email in Spanish to your pen pal and describe something that is very popular in your school or community at the moment. Describe it with as much detail as you can and explain why you think it is so popular.","<p>En mi escuela lo que es popular es la ropa. La ropa o como le llaman el ""fashion"" es muy popular en my escula, muhco estudiantes se ponen ropa muy bonita y cara. Yo pienso que esto esta bien popular porque la ropa es algo nuevo y de marca, y tienes que pagar mucho dinero por esa ropa, la ropa de marca cuesta mucho dinero y esta bonita, y los zapatos estan bien bonitos y caros. </p>",34,ADP DET NOUN DET PRON VERB ADJ AUX DET NOUN PUNCT DET NOUN CONJ SCONJ PRON VERB DET PUNCT X PUNCT VERB ADV ADJ ADP PROPN VERB PUNCT NOUN NOUN PRON VERB NOUN ADV ADJ CONJ ADJ PUNCT PRON VERB SCONJ PRON VERB ADV ADJ SCONJ DET NOUN VERB PRON ADJ CONJ ADP NOUN PUNCT CONJ VERB SCONJ VERB DET NOUN ADP DET NOUN PUNCT DET NOUN ADP NOUN VERB PRON NOUN CONJ VERB ADJ PUNCT CONJ DET NOUN VERB ADV ADJ CONJ ADJ PUNCT
L3344305,Female,9,Secondary / High School,Unknown,Other,Heritage Language,1,2491012,9/25/19 12:21,B2,A,A,4192,A,3534,nan,nan,nan,nan,A-MF,ENVIRONMENT,"Your pen pal in Spain has written an email to you. In her email, she described some of the changes her school is making to be more environmentally friendly. She wants to know what your school does to be green. Write an email, several paragraphs in length, in which you describe programs or initiatives in your school that promote taking care of our planet. Be sure to describe in detail the following:1. What your school and student groups have done in the past.2. What you and your school are currently doing.3. What you think you and your school could do better in the future.","<p>Â¡Hola! Yo leÃ­ en tu letra que tu escuela se cambiÃ³ para el benifÃ­cio de nuestra planeta, y yo tambiÃ©n quiero desirte unas cosas que mi escuela ha hecho para ayudar nuestra planeta. Lo que mi escuela ha hecho en el pasado es instalar mas machinas para secarse las manos en el baÃ±o. Esto ayuda nuestra planeta por que si nosotros usamos menos papel para secarnos las manos, podemos salvar los Ã¡rboles.<br></p><p>Lo que estamos tratando de hacer ahorita es usar menos papel. En el ultimo pÃ¡rafo, hable sobre usando menos papel de baÃ±o, pero tambien necesitamos que fijarnos en cuanto papel normal estamos gastando. Si usamos menos papel, podemos rescatar aÃºn mas Ã¡rboles.</p><p>Otras cosas que mi escuela puede hacer mejor en el futuro para ayudar a nuestra planeta es usar menos cosas que necesitan plastico para que no se lastimen las tortugas con el plastico. TambiÃ©n podemos usar menos cosas que necesitan madera para no afectar a los Ã¡rboles aÃºn mas que ya los estamos afectando. Ultimamente, podemos hacer mas programas que se tratan sobre salvando nuestro planeta.<br></p>",70,X PUNCT PROPN PUNCT PROPN X ADP DET NOUN SCONJ DET NOUN PRON X X ADP DET PROPN ADP DET NOUN PUNCT CONJ PRON PROPN NOUN NOUN VERB VERB DET NOUN PRON DET NOUN AUX VERB SCONJ VERB PRON NOUN PUNCT DET PRON DET NOUN AUX VERB ADP DET NOUN AUX VERB ADV NOUN ADP VERB PRON DET NOUN ADP DET NOUN NOUN CONJ PUNCT PRON VERB DET NOUN ADP SCONJ SCONJ PRON VERB ADV NOUN ADP VERB PRON DET NOUN PUNCT AUX VERB DET X PUNCT NOUN PUNCT INTJ INTJ PUNCT PRON SCONJ AUX VERB ADP VERB VERB VERB VERB ADP NOUN PUNCT ADP DET NOUN NOUN PUNCT NOUN PUNCT VERB ADP VERB ADV NOUN ADP NOUN NOUN CONJ PUNCT CONJ ADV VERB SCONJ VERB PRON ADP ADV NOUN ADJ VERB VERB PUNCT SCONJ VERB ADP NOUN PUNCT AUX VERB NOUN ADV X PUNCT NOUN PUNCT DET NOUN PRON DET NOUN AUX VERB ADJ ADP DET NOUN SCONJ VERB ADP DET NOUN VERB VERB ADP NOUN SCONJ VERB ADJ ADP SCONJ ADV PRON VERB DET NOUN ADP DET ADJ PUNCT X NOUN NOUN VERB VERB ADP NOUN SCONJ VERB NOUN SCONJ ADV VERB ADP DET X PUNCT NOUN NOUN ADV SCONJ X PRON X VERB PUNCT ADV PUNCT AUX VERB ADV NOUN PRON PRON VERB ADP VERB DET NOUN PUNCT INTJ INTJ X
