no,username,testId,topic,Summer Break,Self Recommnedation,Social media,LANGUAGE ARTS,EDUCATION,ENVIRONMENT,POP_CULTURE,HEALTH,
28,A2568017,1803904,Summer Break,0.14907974667244334,0.06970007068534079,0.07948447555136784,0.06801910416771875,0.0683519263055107,0.061825096061235284,0.05622204567545097,0.04725361919491937,
29,A2568017,1803904,Self Recommnedation,0.10309686669650625,0.19592522817693706,0.10153344265056138,0.10196115115467186,0.09391479056486465,0.09821086998616509,0.060810286590702804,0.05577748304544916,
30,A2568017,1803904,Social media,0.09266014677763738,0.0856637512671733,0.11712422913589449,0.08602042070326807,0.0864358303210328,0.08850998869710769,0.06053634167834061,0.043700401577499194,
31,A2581531,1816939,Summer Break,0.10579357202305703,0.0462099972703551,0.06077784204759978,0.05560173554344988,0.042141762871049024,0.034601140707785714,0.03820317368608763,0.029717112198098458,
32,A2581531,1816939,Self Recommnedation,0.0974023368231378,0.1862216647485644,0.07213971912800535,0.07034212630484854,0.07524795489435965,0.06426814302545969,0.049967196235571214,0.04241552081111563,
33,A2581531,1816939,Social media,0.0549316299074593,0.05173469696905897,0.12469794519389626,0.07773736009113538,0.06723539554598568,0.05976381098326371,0.054150112513714405,0.05594516024049978,
34,A2629531,1861642,Summer Break,0.19421806030891606,0.10661361688990262,0.10982257727565822,0.09409480678579257,0.08822793196197272,0.09232957128553143,0.06617486993031135,0.055733707750963105,
35,A2629531,1861642,Self Recommnedation,0.12384622177733909,0.24335525378284073,0.10273344730573475,0.0977729094300545,0.11647621214614051,0.10089035455601672,0.06480108620466177,0.053374676455260534,
36,A2629531,1861642,Social media,0.08853542986574572,0.08375055672003494,0.15415557455869044,0.09319389436926274,0.08800424802851746,0.08201025989606994,0.06745333733363808,0.044973815806912364,
37,A2658336,1887036,Summer Break,0.16845537076252892,0.1004464216575119,0.09601545207270296,0.09543049072748169,0.08848436454834249,0.0799260928697477,0.06062020581865029,0.05469526645614279,
38,A2658336,1887036,Self Recommnedation,0.14022860260530504,0.22118636797764868,0.12493554979722188,0.13142004048725256,0.12459589971108857,0.11919788659594904,0.08138988554400768,0.06650796276944046,
39,A2658336,1887036,Social media,0.12573697335178868,0.11162492767004098,0.210671535529561,0.11883607763338001,0.11694072611550749,0.11217177691859193,0.08355062715983919,0.07400406471354408,
40,A2717823,1937361,Summer Break,0.13430958690859968,0.0698605440992318,0.07193972059835839,0.06551008515947837,0.059865211469233244,0.05894188559934319,0.054518395279478625,0.04805019969487494,
41,A2717823,1937361,Self Recommnedation,0.11036832461447722,0.1495186034665692,0.10021181374115795,0.09319183118108887,0.08396165204087175,0.08232750145640896,0.06248368963502599,0.06047521908428869,
42,A2717823,1937361,Social media,0.11651927443625212,0.08060091503462755,0.11720248347589413,0.07773621652513224,0.07949204545243088,0.07717862970440888,0.06987886090530362,0.0463287610847625,
43,A2791258,1998978,Summer Break,0.14340768592990266,0.09840109146292869,0.08977582920379967,0.07966915637207769,0.06814852480419167,0.06257949414322497,0.04643260209060382,0.044759370201405295,
44,A2791258,1998978,Self Recommnedation,0.07826495538604168,0.17012032259018628,0.07898836571185261,0.06578396325245708,0.06537319348444079,0.0561427026951387,0.041585877140373484,0.03812359273179157,
45,A2791258,1998978,Social media,0.002277061165642337,0.004827285770073113,0.005149876673016609,0.0038051054167958158,0.006853753553325499,0.006577326551488577,0.009158411560725308,0.002398779049958703,
46,A2791364,1999084,Summer Break,0.11241243063118536,0.07453507257692664,0.06578847516477677,0.07109932032645117,0.06858020531955825,0.06260320448930441,0.04848705158680884,0.041425211448912314,
47,A2791364,1999084,Self Recommnedation,0.10203249817490216,0.17560976250639673,0.09268304457015716,0.08804868909744587,0.09192079557374686,0.08448482010990457,0.059623152920391505,0.05262180072086811,
48,A2791364,1999084,Social media,0.04619699756626696,0.03951567606651915,0.0744993806556556,0.04505553199530059,0.03838692910487344,0.04645297894810074,0.03670946798702247,0.024980177587172317,
49,A2793536,2000862,Summer Break,0.18490874069764993,0.10603814161500127,0.11992094560349711,0.11337228758502191,0.10284234467205111,0.09397013381314596,0.08027963800955686,0.07237747668149194,
50,A2793536,2000862,Self Recommnedation,0.11495145503723181,0.21579453653406888,0.10724950240864606,0.11340656750712239,0.10039479787125893,0.09085100351613451,0.06454764799064203,0.06568589581313893,
51,A2793536,2000862,Social media,0.10312378186710125,0.10614161814172582,0.16363727250687282,0.12222474978631456,0.09928512278226584,0.11254028820955547,0.07250331089631745,0.06668038765146915,
52,A2799996,2006622,Summer Break,0.18957948742423855,0.10931899948626385,0.11962643326485471,0.10889030540696275,0.10560162581256288,0.10367629779497291,0.08749919946777526,0.0676382921915193,
53,A2799996,2006622,Self Recommnedation,0.1312022134737454,0.22078087495284143,0.12275058297547434,0.1246323016022578,0.11158514591388531,0.09588459599688012,0.07508824512393542,0.07952983738968056,
54,A2799996,2006622,Social media,0.1156393831987018,0.12068795525559807,0.17508970617868191,0.12665681826400058,0.11650066010498347,0.09718427027376496,0.07442830202986116,0.08105793396695836,
55,B1987007,1287324,Summer Break,0.1878967106925576,0.08097962173396267,0.08277047880277537,0.07880428874609469,0.08331205910836219,0.09129380074740112,0.0629248023914534,0.057388731931896565,
56,B1987007,1287324,Self Recommnedation,0.09518570441071834,0.17421289967508882,0.07271521103656167,0.06748184377975895,0.06722949268115708,0.06366344977243761,0.03820419047094564,0.04384102314887314,
57,B1987007,1287324,Social media,0.0664442306209262,0.05473811416249638,0.17933314334422898,0.05507906149803787,0.051821128279799955,0.0527712510182332,0.03724176579923602,0.02686844056067357,
58,B1987119,1287436,Summer Break,0.09574318686038438,0.05805352908379551,0.06316260547537172,0.057458280403096584,0.05016742910211358,0.04486426098243214,0.03456450725609349,0.03376327943675744,
59,B1987119,1287436,Self Recommnedation,0.04798425504808744,0.08759938744153502,0.05394275962110322,0.05758173876399323,0.05173317865617144,0.05227828261706813,0.039739271498435855,0.033256818622741116,
60,B1987119,1287436,Social media,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
61,B2051030,1342279,Summer Break,0.2190562136229758,0.11912614843166339,0.12115494137133767,0.11322820318200089,0.10694193614906136,0.1011712840527387,0.0812621464322264,0.07511543896003439,
62,B2051030,1342279,Self Recommnedation,0.1507301712088918,0.2177069879475307,0.1290673905293559,0.12567038356847265,0.12645774379106883,0.1278225133963335,0.08650596417990516,0.08489808380335488,
63,B2051030,1342279,Social media,0.12805744401946026,0.11631106434906487,0.2171337678665943,0.13497720185542833,0.12999737002933426,0.11086293277336917,0.09205586547565336,0.08776000786025107,
64,B2069500,1359202,Summer Break,0.12659961503598804,0.07945361819398408,0.0801160226832175,0.08012804257781943,0.06840498081340503,0.07136758488689099,0.0494325010218499,0.040306910832845606,
65,B2069500,1359202,Self Recommnedation,0.09952235479692324,0.16404969938551395,0.08869023319847542,0.08609224899455581,0.0827050133861146,0.08016317509602774,0.04712582758410404,0.0531156916017001,
66,B2069500,1359202,Social media,0.08066847173103936,0.0664815411565568,0.1212411388943531,0.0763259222919716,0.0649010231471158,0.06847516086573222,0.054247420412551005,0.040634038596893955,
67,B2090479,1378889,Summer Break,0.2433839308060268,0.13724332334803135,0.12361923518148352,0.1058136967719919,0.10804133810875657,0.1094221232064719,0.07433265135739574,0.07391101501171526,
68,B2090479,1378889,Self Recommnedation,0.14125934108470006,0.2743773229156683,0.13418639160776039,0.11300720923937443,0.12666812076643746,0.11211997944435283,0.07042944662708914,0.06446446994190207,
69,B2090479,1378889,Social media,0.1115121327953481,0.10790376238610819,0.15096399555268838,0.10431414508177891,0.10040639965373356,0.10604340115941255,0.07342177703303866,0.06637145061560139,
70,B2104895,1392541,Summer Break,0.26670950088198003,0.11835911471064356,0.12875807757491967,0.1110674738674724,0.10346367350737248,0.09478030360213131,0.0899624893407501,0.07043864794425402,
71,B2104895,1392541,Self Recommnedation,0.08429313772254537,0.23690162509600804,0.09089521461224209,0.0847616345839903,0.07566259754343463,0.06688260458026059,0.04628018056211017,0.044182009797267774,
72,B2104895,1392541,Social media,0.10869375094379141,0.09204215982688481,0.1527576858293288,0.1026100603868179,0.08762179444613713,0.09176992909683124,0.07236123628408642,0.05634608981426256,
73,B2106492,1394069,Summer Break,0.14320222249670345,0.09413844109300804,0.08387967850608292,0.09784971002851714,0.0825984173626154,0.074947026579721,0.05956752411405983,0.06751750657120491,
74,B2106492,1394069,Self Recommnedation,0.11811777651088126,0.20946214741297667,0.0944347035135813,0.0918111186151724,0.08992540064542431,0.0938981419811149,0.05904828975118035,0.05376569770075974,
75,B2106492,1394069,Social media,0.11320938416174003,0.10809671857246769,0.16124132933308177,0.09839898551939424,0.08584293413702818,0.10004866409403988,0.06851935064763101,0.05660080363343778,
76,B2113265,1400590,Summer Break,0.16295988094522687,0.0838493208758195,0.07588458961648814,0.0637057448027697,0.06569414020493156,0.06161329346675339,0.0514626910449018,0.04021659679635843,
77,B2113265,1400590,Self Recommnedation,0.10253229694522878,0.15514907197015068,0.08180409837129923,0.07507150911501836,0.07170353573283432,0.07327600105494222,0.05196048908169315,0.04252612118766248,
78,B2113265,1400590,Social media,0.08235795326894607,0.0824349586043342,0.1774676364793326,0.09389809008967699,0.08031930487452746,0.08915594711057494,0.060166892095134976,0.05739606031106706,
79,B2113361,1400686,Summer Break,0.07802802956738339,0.0402225428375466,0.034546311646032585,0.0277904872307832,0.027631015989925786,0.027594246029262928,0.022610227372974148,0.0179191740407775,
80,B2113361,1400686,Self Recommnedation,0.047030306362661714,0.06618294129064159,0.03412297765451806,0.0324154431151528,0.042670044472505504,0.035729052370547444,0.019807752391611873,0.01617899577484157,
81,B2113361,1400686,Social media,0.043852237876487524,0.0198721453027957,0.11313397305073744,0.019727450703268458,0.024267174654805438,0.02074321818797182,0.02584185612626079,0.010573300044833773,
82,B2139640,1425836,Summer Break,0.20420938916681883,0.10699625227860712,0.09505730528210113,0.09076424174327635,0.07958601719502396,0.0754949981304755,0.0625198046692342,0.05027724310623309,
83,B2139640,1425836,Self Recommnedation,0.14934541330053655,0.2817241120633831,0.1403257548137417,0.13810444999043678,0.12913010343436365,0.1314308288989921,0.08589588162047254,0.07601891308374013,
84,B2139640,1425836,Social media,0.1085439786113803,0.10951468554935678,0.21230764873631067,0.12115958499991526,0.11829341321145186,0.12046294224579913,0.07832414681021713,0.06122035711262078,
85,B2163492,1448941,Summer Break,0.2433691261399628,0.14131844029272783,0.13455129094551802,0.12195537292625147,0.11674422382947282,0.12309761284506127,0.08814875276879432,0.07461199640771711,
86,B2163492,1448941,Self Recommnedation,0.1693750523350559,0.29599858020341596,0.14943563526195575,0.14122624878440815,0.13425438200482584,0.13463706023021044,0.08333388754325212,0.07320016536367212,
87,B2163492,1448941,Social media,0.1256787365621388,0.11620701123139585,0.2137813599463751,0.12303402455287422,0.10547338683382831,0.10758693562287779,0.08033220850394515,0.06390538478742698,
88,B2184901,1469820,Summer Break,0.1475767825295745,0.0797664052148021,0.08255896480740449,0.08726065160584402,0.08019949925814816,0.07272766646051773,0.07234580248879524,0.06098776817259413,
89,B2184901,1469820,Self Recommnedation,0.07432794728139512,0.13595376114577912,0.07155149243190463,0.06165479258655943,0.060610457497432366,0.07038254108444611,0.037102744352731774,0.03262492688919701,
90,B2184901,1469820,Social media,0.05310423687511791,0.04702451890370783,0.08464704665780981,0.062060097043296354,0.07019159679599073,0.06750667853003256,0.040108378413498236,0.030514470531666456,
91,B2187642,1472675,Summer Break,0.20026669857494273,0.11277124761746325,0.11294441327582895,0.10527600060981909,0.09728367467693014,0.09036143474390379,0.07203170424086466,0.07255050688493256,
92,B2187642,1472675,Self Recommnedation,0.15687840812060308,0.2585096220050991,0.13950831840880776,0.14784820323419878,0.1355466523526357,0.1295246362535098,0.08319417792820019,0.0785856337753805,
93,B2187642,1472675,Social media,0.09050862584910291,0.08914659586974455,0.1848840490184058,0.09681524352349002,0.08979584470659038,0.09452286657222184,0.06950344189512178,0.05544718234576704,
94,B2194750,1479558,Summer Break,0.20396229921643483,0.13035999506786342,0.11835435997023729,0.12994068780770812,0.11442445068485221,0.10432357754797553,0.08627958064982634,0.0715988437710766,
95,B2194750,1479558,Self Recommnedation,0.002277061165642337,0.004827285770073113,0.005149876673016609,0.0038051054167958158,0.006853753553325499,0.006577326551488577,0.009158411560725308,0.002398779049958703,
96,B2194750,1479558,Social media,0.09541058077746056,0.09981322099980197,0.23591833822729663,0.11432630381056189,0.12509566099009212,0.1107495534672465,0.08300245973804571,0.08403219472594578,
97,B2198153,1482956,Summer Break,0.14470076921589653,0.10796259477494435,0.09490648937367349,0.09464183139782718,0.08798111046592708,0.07777795006796373,0.06498803705506023,0.061732813588646386,
98,B2198153,1482956,Self Recommnedation,0.0967896619458626,0.15666574157997548,0.0932426667414523,0.08006219960204644,0.0866578815578684,0.079017869464646,0.0585121428655994,0.04868226850739732,
99,B2198153,1482956,Social media,0.10006395228561672,0.11039655062173961,0.14275239815268204,0.1173132350321776,0.10140973636631194,0.09607023477325088,0.07665771467695195,0.06365776037042492,
100,B2209843,1494197,Summer Break,0.2175293478537421,0.10038265080047143,0.10695652258941077,0.08886460975066739,0.08498745778453594,0.08456186026993424,0.05769452909888155,0.0466626742059765,
101,B2209843,1494197,Self Recommnedation,0.09021781728540693,0.18268924688787685,0.08717887248583217,0.09020921129748177,0.07655879017425203,0.0730978365433661,0.046997270804763736,0.044226210442948034,
102,B2209843,1494197,Social media,0.08038744279083825,0.07409471666452146,0.15739397543752892,0.07995357645863804,0.07020053233676324,0.0739793408455536,0.04935173732156809,0.04311544894025158,
103,B2253576,1535870,Summer Break,0.13899258422537403,0.09157972867919471,0.0885048544612165,0.08451391529033514,0.07440029047440307,0.06828126868362738,0.05636451363401161,0.049578892093924014,
104,B2253576,1535870,Self Recommnedation,0.12449565244938894,0.16692234970266506,0.09865115784721645,0.0952446471104353,0.09108310305848782,0.09813614759477562,0.06444172254591726,0.04794798864401907,
105,B2253576,1535870,Social media,0.10148208246687011,0.09218351207927436,0.15165679441942856,0.10717484433322852,0.09035514670525083,0.09332062693084049,0.0664368452770262,0.05103844823314479,
106,B2300484,1580451,Summer Break,0.17428069518918998,0.1116157138827017,0.114721137546251,0.11272828291481063,0.09912165978955653,0.0931927434159242,0.06452045525481892,0.06955446699067336,
107,B2300484,1580451,Self Recommnedation,0.1316523476443761,0.2217809027629471,0.11869809896952152,0.12943945807227303,0.11810408326080261,0.11993528818629506,0.07400163435211574,0.06360910904096159,
108,B2300484,1580451,Social media,0.10912744841729041,0.10311806512187967,0.15232408324752636,0.12688558754634607,0.10422119405391067,0.10583901884980237,0.07496379561978105,0.06355412371315597,
109,B2345951,1624445,Summer Break,0.22005159094485074,0.12817297690904833,0.1191386658199548,0.10120430915994724,0.10541911227487907,0.09930506733251657,0.07572520029862363,0.060243606864679056,
110,B2345951,1624445,Self Recommnedation,0.11082839884242353,0.19836209153199422,0.09498852716542514,0.08880651210691173,0.08843787903095415,0.08904207800460268,0.05560537045741812,0.056782916081092365,
111,B2345951,1624445,Social media,0.11638335170727238,0.11125318623427886,0.18921761581685834,0.12583111149744963,0.12303413222774427,0.12107340596599467,0.08724223715957458,0.06906913351533989,
112,B2369576,1646804,Summer Break,0.18236329102678417,0.07731595546233398,0.09023061933274112,0.06921330428060353,0.06333156521534088,0.07181493218960881,0.047766718791514104,0.037385236081798306,
113,B2369576,1646804,Self Recommnedation,0.0904127629369267,0.20420844261821217,0.07469191298378243,0.07502596321979522,0.07446210141525934,0.06825872640973867,0.04737228150238654,0.03326816453334859,
114,B2369576,1646804,Social media,0.09331532660780761,0.08673813382049776,0.1398910964786386,0.07106920403063915,0.06546584392065134,0.06059526822224114,0.04503818997892118,0.0396296577522244,
115,B2426787,1699386,Summer Break,0.1797692529920347,0.08512229933400586,0.08866448926832952,0.08733219902397728,0.08551838107237127,0.07237604171484088,0.05822947624549132,0.052739033256457665,
116,B2426787,1699386,Self Recommnedation,0.11322521311110532,0.2057904408992979,0.0954754952581717,0.08980081244707062,0.103042769375534,0.11035228611107317,0.06359286758410625,0.0510104864437275,
117,B2426787,1699386,Social media,0.09272790810951334,0.08856031100169727,0.2151317885326201,0.11063549716020646,0.09161908327132973,0.0876504401405154,0.06549863883359952,0.05828089168496681,
118,B2427519,1699854,Summer Break,0.16960448373721632,0.11082935215119107,0.09230113611832727,0.08649306444593079,0.08476595593749559,0.07348101577086785,0.062470596210016445,0.05496571418839638,
119,B2427519,1699854,Self Recommnedation,0.10958247954672193,0.19417346799870375,0.09462673700495167,0.08583549215003902,0.08782065724538803,0.07995435990346347,0.05758210758423915,0.04969742652837645,
120,B2427519,1699854,Social media,0.10235476969777459,0.10035776880902636,0.17701296563997126,0.10296796680911838,0.09223648416041186,0.08508853898334481,0.06664444419684684,0.05710740842968712,
121,B2512070,1761041,Summer Break,0.24742684321367736,0.12466267199089456,0.11724436921173807,0.11833046452705437,0.10273133393312121,0.10013073090332386,0.07225701908639488,0.06372737135827326,
122,B2512070,1761041,Self Recommnedation,0.13749003468824422,0.24113173109190955,0.10496596126122819,0.10507299615057147,0.10413619856763956,0.09978664761033963,0.06566852015609043,0.055972537085722085,
123,B2512070,1761041,Social media,0.11889324567622929,0.0954065621369676,0.1849171341564958,0.10648849288692228,0.09965313572127332,0.10852549220164107,0.07418051960596861,0.06397244507532462,
124,B2533826,1779315,Summer Break,0.23098536303121214,0.14092055195649408,0.14619072822500406,0.15414528354392085,0.14145015776749936,0.12807325962571886,0.09943323610478233,0.09257712585678077,
125,B2533826,1779315,Self Recommnedation,0.16399761167424243,0.2637228744266703,0.1570772625731213,0.17274317280382834,0.15677120293614502,0.15232408543831907,0.10354940964553559,0.09290858569956026,
126,B2533826,1779315,Social media,0.11485164588221744,0.12000045281216157,0.2339320389740214,0.1436699990156764,0.12752968001146453,0.12244881189834883,0.0913625007859375,0.08728251177553333,
127,B2597416,1831798,Summer Break,0.1628478698557691,0.09686771275354913,0.0802950956870707,0.0864535415347612,0.07076831495631702,0.05782223620575655,0.05918053106129524,0.044912891208374536,
128,B2597416,1831798,Self Recommnedation,0.08841744312984831,0.15145738543922968,0.07766901599512652,0.057170246933367294,0.06217212455955974,0.05667388228716482,0.03779046549940581,0.040458908025365774,
129,B2597416,1831798,Social media,0.08787516393575434,0.10058452325069284,0.16737325809512157,0.09822865081073377,0.10207838252271692,0.086613590266304,0.06892123537760542,0.06414712952182892,
130,B2602043,1836361,Summer Break,0.2288735095790984,0.12617166186577858,0.10739362133327454,0.09027241518613728,0.09439955936770733,0.08585684830318631,0.07381860561191628,0.06791944567644254,
131,B2602043,1836361,Self Recommnedation,0.15491081647861107,0.22381431010332647,0.14041574449600183,0.11362902031780164,0.13514275866085096,0.12285421692618845,0.08500687445895658,0.08040803318854886,
132,B2602043,1836361,Social media,0.1077628256479031,0.10762186560248774,0.25710005719097606,0.11147287676466744,0.1256351284102225,0.1154309962786208,0.08694792896096887,0.08600944395461588,
133,B2622364,1856237,Summer Break,0.002277061165642337,0.004827285770073113,0.005149876673016609,0.0038051054167958158,0.006853753553325499,0.006577326551488577,0.009158411560725308,0.002398779049958703,
134,B2622364,1856237,Self Recommnedation,0.002277061165642337,0.004827285770073113,0.005149876673016609,0.0038051054167958158,0.006853753553325499,0.006577326551488577,0.009158411560725308,0.002398779049958703,
135,B2622364,1856237,Social media,0.002277061165642337,0.004827285770073113,0.005149876673016609,0.0038051054167958158,0.006853753553325499,0.006577326551488577,0.009158411560725308,0.002398779049958703,
136,B2627926,1860582,Summer Break,0.19570379430255747,0.11185353270559864,0.09591933678354346,0.10001023243055342,0.0878968110303284,0.09262609863432943,0.06485881939914788,0.05432962764688953,
137,B2627926,1860582,Self Recommnedation,0.09646376127177748,0.18737334252670537,0.08411005679227873,0.09115049291135005,0.07847648507522746,0.08477863675068796,0.05048494432315761,0.04544873962629638,
138,B2627926,1860582,Social media,0.0970702682684098,0.10209669676025437,0.14481268476868653,0.09634612383852036,0.10562840790410523,0.10795397193726246,0.06406008212777697,0.05092524389509805,
139,B2657731,1886432,Summer Break,0.17118291741899969,0.08853768410181294,0.08993010091817388,0.08805859653621186,0.07980126755322703,0.07739988734395103,0.07192965074831502,0.05421253734190178,
140,B2657731,1886432,Self Recommnedation,0.11993190420445657,0.22574097715984548,0.11990887644399698,0.11532139284440879,0.13182693340729307,0.12722495103878761,0.07572185005411292,0.06415597545896937,
141,B2657731,1886432,Social media,0.09453029839178365,0.08944995381813554,0.20632655100797137,0.09321931245120628,0.08857496692862009,0.103073623489416,0.059914898804344516,0.05893279551900863,
142,B2670073,1897459,Summer Break,0.17093561639527174,0.08552514497782399,0.0714364416600134,0.053443502887034686,0.0507227131809994,0.04629709701363245,0.038587164301642204,0.03649778515193798,
143,B2670073,1897459,Self Recommnedation,0.002277061165642337,0.004827285770073113,0.005149876673016609,0.0038051054167958158,0.006853753553325499,0.006577326551488577,0.009158411560725308,0.002398779049958703,
144,B2670073,1897459,Social media,0.002277061165642337,0.004827285770073113,0.005149876673016609,0.0038051054167958158,0.006853753553325499,0.006577326551488577,0.009158411560725308,0.002398779049958703,
145,B2766111,1976798,Summer Break,0.1164720589566423,0.06713190299434973,0.07115254083855166,0.06985485429036985,0.05835354225910215,0.055704583528955055,0.04259078757756126,0.037910747892771345,
146,B2766111,1976798,Self Recommnedation,0.07038127299523386,0.13507307216120276,0.05343422287845766,0.05045779297854748,0.05139254806468781,0.04517396486391335,0.028209929646076305,0.029110588109918525,
147,B2766111,1976798,Social media,0.07119686288891586,0.055509824442493666,0.11932224559706218,0.06913885174724749,0.05387528107038589,0.05600095446583897,0.044549683401223214,0.034623147554922774,
148,C2000712,1296995,Summer Break,0.14169764387859796,0.07534910671788608,0.0833052799216736,0.08633033492429754,0.06894875044860692,0.06324763993170082,0.057719886476483705,0.04266127577842613,
149,C2000712,1296995,Self Recommnedation,0.10633457744490547,0.1896230172619829,0.08260019431561016,0.08512316649606211,0.08139824165666026,0.0758742597087125,0.05108699841339491,0.04566725515795424,
150,C2000712,1296995,Social media,0.08064213227615932,0.07853262418780226,0.12119020071278752,0.0923113701527114,0.08898428084996582,0.08904242801713227,0.06083848849650212,0.045740080712641795,
151,C2118005,1404954,Summer Break,0.236613100617231,0.14459474088809612,0.12263154087710491,0.11955693526403699,0.11015733801882877,0.11521774590236317,0.08235701461202816,0.08196305996525319,
152,C2118005,1404954,Self Recommnedation,0.15522247425190405,0.29842546336152853,0.14923826952291058,0.13147518495451532,0.12877872892204237,0.1190375815079645,0.07696588301016963,0.0791905561004423,
153,C2118005,1404954,Social media,0.13970101448799951,0.1285749664737544,0.20426536923033958,0.12853875366975065,0.14641769865694534,0.15576570201495457,0.09822941179672781,0.07729900133202428,
154,C2119248,1406090,Summer Break,0.19033391918302395,0.1068861295797494,0.10396424719588059,0.08946352625632015,0.07890974005482107,0.08155661146435002,0.05893019125828178,0.06218118626783056,
