no,username,testId,topic,Summer Break,Self Recommnedation,Social media,LANGUAGE ARTS,EDUCATION,ENVIRONMENT,POP_CULTURE,HEALTH
29,A2568017,1803904,Self Recommnedation,0.103096867,0.195925228,0.101533443,0.101961151,0.093914791,0.09821087,0.060810287,0.055777483
30,A2568017,1803904,Social media,0.092660147,0.085663751,0.117124229,0.086020421,0.08643583,0.088509989,0.060536342,0.043700402
31,A2581531,1816939,Summer Break,0.105793572,0.046209997,0.060777842,0.055601736,0.042141763,0.034601141,0.038203174,0.029717112
32,A2581531,1816939,Self Recommnedation,0.097402337,0.186221665,0.072139719,0.070342126,0.075247955,0.064268143,0.049967196,0.042415521
33,A2581531,1816939,Social media,0.05493163,0.051734697,0.124697945,0.07773736,0.067235396,0.059763811,0.054150113,0.05594516
34,A2629531,1861642,Summer Break,0.19421806,0.106613617,0.109822577,0.094094807,0.088227932,0.092329571,0.06617487,0.055733708
35,A2629531,1861642,Self Recommnedation,0.123846222,0.243355254,0.102733447,0.097772909,0.116476212,0.100890355,0.064801086,0.053374676
36,A2629531,1861642,Social media,0.08853543,0.083750557,0.154155575,0.093193894,0.088004248,0.08201026,0.067453337,0.044973816
37,A2658336,1887036,Summer Break,0.168455371,0.100446422,0.096015452,0.095430491,0.088484365,0.079926093,0.060620206,0.054695266
38,A2658336,1887036,Self Recommnedation,0.140228603,0.221186368,0.12493555,0.131420041,0.1245959,0.119197887,0.081389886,0.066507963
39,A2658336,1887036,Social media,0.125736973,0.111624928,0.210671536,0.118836078,0.116940726,0.112171777,0.083550627,0.074004065
40,A2717823,1937361,Summer Break,0.134309587,0.069860544,0.071939721,0.065510085,0.059865211,0.058941886,0.054518395,0.0480502
41,A2717823,1937361,Self Recommnedation,0.110368325,0.149518604,0.100211814,0.093191831,0.083961652,0.082327501,0.06248369,0.060475219
42,A2717823,1937361,Social media,0.116519274,0.080600915,0.117202484,0.077736217,0.079492045,0.07717863,0.069878861,0.046328761
43,A2791258,1998978,Summer Break,0.143407686,0.098401091,0.089775829,0.079669156,0.068148525,0.062579494,0.046432602,0.04475937
44,A2791258,1998978,Self Recommnedation,0.078264955,0.170120323,0.078988366,0.065783963,0.065373193,0.056142703,0.041585877,0.038123593
45,A2791258,1998978,Social media,0.002277061,0.004827286,0.005149877,0.003805105,0.006853754,0.006577327,0.009158412,0.002398779
46,A2791364,1999084,Summer Break,0.112412431,0.074535073,0.065788475,0.07109932,0.068580205,0.062603204,0.048487052,0.041425211
47,A2791364,1999084,Self Recommnedation,0.102032498,0.175609763,0.092683045,0.088048689,0.091920796,0.08448482,0.059623153,0.052621801
48,A2791364,1999084,Social media,0.046196998,0.039515676,0.074499381,0.045055532,0.038386929,0.046452979,0.036709468,0.024980178
49,A2793536,2000862,Summer Break,0.184908741,0.106038142,0.119920946,0.113372288,0.102842345,0.093970134,0.080279638,0.072377477
50,A2793536,2000862,Self Recommnedation,0.114951455,0.215794537,0.107249502,0.113406568,0.100394798,0.090851004,0.064547648,0.065685896
51,A2793536,2000862,Social media,0.103123782,0.106141618,0.163637273,0.12222475,0.099285123,0.112540288,0.072503311,0.066680388
52,A2799996,2006622,Summer Break,0.189579487,0.109319,0.119626433,0.108890305,0.105601626,0.103676298,0.087499199,0.067638292
53,A2799996,2006622,Self Recommnedation,0.131202214,0.220780875,0.122750583,0.124632302,0.111585146,0.095884596,0.075088245,0.079529837
54,A2799996,2006622,Social media,0.115639383,0.120687955,0.175089706,0.126656818,0.11650066,0.09718427,0.074428302,0.081057934
55,B1987007,1287324,Summer Break,0.187896711,0.080979622,0.082770479,0.078804289,0.083312059,0.091293801,0.062924802,0.057388732
56,B1987007,1287324,Self Recommnedation,0.095185704,0.1742129,0.072715211,0.067481844,0.067229493,0.06366345,0.03820419,0.043841023
57,B1987007,1287324,Social media,0.066444231,0.054738114,0.179333143,0.055079062,0.051821128,0.052771251,0.037241766,0.026868441
58,B1987119,1287436,Summer Break,0.095743187,0.058053529,0.063162605,0.05745828,0.050167429,0.044864261,0.034564507,0.033763279
59,B1987119,1287436,Self Recommnedation,0.047984255,0.087599387,0.05394276,0.057581739,0.051733179,0.052278283,0.039739272,0.033256819
60,B1987119,1287436,Social media,0,0,0,0,0,0,0,0
61,B2051030,1342279,Summer Break,0.219056214,0.119126148,0.121154941,0.113228203,0.106941936,0.101171284,0.081262146,0.075115439
62,B2051030,1342279,Self Recommnedation,0.150730171,0.217706988,0.129067391,0.125670384,0.126457744,0.127822513,0.086505964,0.084898084
63,B2051030,1342279,Social media,0.128057444,0.116311064,0.217133768,0.134977202,0.12999737,0.110862933,0.092055865,0.087760008
64,B2069500,1359202,Summer Break,0.126599615,0.079453618,0.080116023,0.080128043,0.068404981,0.071367585,0.049432501,0.040306911
65,B2069500,1359202,Self Recommnedation,0.099522355,0.164049699,0.088690233,0.086092249,0.082705013,0.080163175,0.047125828,0.053115692
66,B2069500,1359202,Social media,0.080668472,0.066481541,0.121241139,0.076325922,0.064901023,0.068475161,0.05424742,0.040634039
67,B2090479,1378889,Summer Break,0.243383931,0.137243323,0.123619235,0.105813697,0.108041338,0.109422123,0.074332651,0.073911015
68,B2090479,1378889,Self Recommnedation,0.141259341,0.274377323,0.134186392,0.113007209,0.126668121,0.112119979,0.070429447,0.06446447
69,B2090479,1378889,Social media,0.111512133,0.107903762,0.150963996,0.104314145,0.1004064,0.106043401,0.073421777,0.066371451
70,B2104895,1392541,Summer Break,0.266709501,0.118359115,0.128758078,0.111067474,0.103463674,0.094780304,0.089962489,0.070438648
71,B2104895,1392541,Self Recommnedation,0.084293138,0.236901625,0.090895215,0.084761635,0.075662598,0.066882605,0.046280181,0.04418201
72,B2104895,1392541,Social media,0.108693751,0.09204216,0.152757686,0.10261006,0.087621794,0.091769929,0.072361236,0.05634609
73,B2106492,1394069,Summer Break,0.143202223,0.094138441,0.083879679,0.09784971,0.082598417,0.074947027,0.059567524,0.067517507
74,B2106492,1394069,Self Recommnedation,0.118117777,0.209462147,0.094434704,0.091811119,0.089925401,0.093898142,0.05904829,0.053765698
75,B2106492,1394069,Social media,0.113209384,0.108096719,0.161241329,0.098398986,0.085842934,0.100048664,0.068519351,0.056600804
76,B2113265,1400590,Summer Break,0.162959881,0.083849321,0.07588459,0.063705745,0.06569414,0.061613293,0.051462691,0.040216597
77,B2113265,1400590,Self Recommnedation,0.102532297,0.155149072,0.081804098,0.075071509,0.071703536,0.073276001,0.051960489,0.042526121
78,B2113265,1400590,Social media,0.082357953,0.082434959,0.177467637,0.09389809,0.080319305,0.089155947,0.060166892,0.05739606
79,B2113361,1400686,Summer Break,0.07802803,0.040222543,0.034546312,0.027790487,0.027631016,0.027594246,0.022610227,0.017919174
80,B2113361,1400686,Self Recommnedation,0.047030306,0.066182941,0.034122978,0.032415443,0.042670044,0.035729052,0.019807752,0.016178996
81,B2113361,1400686,Social media,0.043852238,0.019872145,0.113133973,0.019727451,0.024267175,0.020743218,0.025841856,0.0105733
82,B2139640,1425836,Summer Break,0.204209389,0.106996252,0.095057305,0.090764242,0.079586017,0.075494998,0.062519805,0.050277243
83,B2139640,1425836,Self Recommnedation,0.149345413,0.281724112,0.140325755,0.13810445,0.129130103,0.131430829,0.085895882,0.076018913
84,B2139640,1425836,Social media,0.108543979,0.109514686,0.212307649,0.121159585,0.118293413,0.120462942,0.078324147,0.061220357
85,B2163492,1448941,Summer Break,0.243369126,0.14131844,0.134551291,0.121955373,0.116744224,0.123097613,0.088148753,0.074611996
86,B2163492,1448941,Self Recommnedation,0.169375052,0.29599858,0.149435635,0.141226249,0.134254382,0.13463706,0.083333888,0.073200165
87,B2163492,1448941,Social media,0.125678737,0.116207011,0.21378136,0.123034025,0.105473387,0.107586936,0.080332209,0.063905385
88,B2184901,1469820,Summer Break,0.147576783,0.079766405,0.082558965,0.087260652,0.080199499,0.072727666,0.072345802,0.060987768
89,B2184901,1469820,Self Recommnedation,0.074327947,0.135953761,0.071551492,0.061654793,0.060610458,0.070382541,0.037102744,0.032624927
90,B2184901,1469820,Social media,0.053104237,0.047024519,0.084647047,0.062060097,0.070191597,0.067506679,0.040108378,0.030514471
91,B2187642,1472675,Summer Break,0.200266699,0.112771248,0.112944413,0.105276001,0.097283675,0.090361435,0.072031704,0.072550507
92,B2187642,1472675,Self Recommnedation,0.156878408,0.258509622,0.139508318,0.147848203,0.135546652,0.129524636,0.083194178,0.078585634
93,B2187642,1472675,Social media,0.090508626,0.089146596,0.184884049,0.096815244,0.089795845,0.094522867,0.069503442,0.055447182
94,B2194750,1479558,Summer Break,0.203962299,0.130359995,0.11835436,0.129940688,0.114424451,0.104323578,0.086279581,0.071598844
95,B2194750,1479558,Self Recommnedation,0.002277061,0.004827286,0.005149877,0.003805105,0.006853754,0.006577327,0.009158412,0.002398779
96,B2194750,1479558,Social media,0.095410581,0.099813221,0.235918338,0.114326304,0.125095661,0.110749554,0.08300246,0.084032195
97,B2198153,1482956,Summer Break,0.144700769,0.107962595,0.094906489,0.094641831,0.08798111,0.07777795,0.064988037,0.061732814
98,B2198153,1482956,Self Recommnedation,0.096789662,0.156665742,0.093242667,0.0800622,0.086657882,0.079017869,0.058512143,0.048682269
99,B2198153,1482956,Social media,0.100063952,0.110396551,0.142752398,0.117313235,0.101409736,0.096070235,0.076657715,0.06365776
100,B2209843,1494197,Summer Break,0.217529348,0.100382651,0.106956523,0.08886461,0.084987458,0.08456186,0.057694529,0.046662674
101,B2209843,1494197,Self Recommnedation,0.090217817,0.182689247,0.087178872,0.090209211,0.07655879,0.073097837,0.046997271,0.04422621
102,B2209843,1494197,Social media,0.080387443,0.074094717,0.157393975,0.079953576,0.070200532,0.073979341,0.049351737,0.043115449
103,B2253576,1535870,Summer Break,0.138992584,0.091579729,0.088504854,0.084513915,0.07440029,0.068281269,0.056364514,0.049578892
104,B2253576,1535870,Self Recommnedation,0.124495652,0.16692235,0.098651158,0.095244647,0.091083103,0.098136148,0.064441723,0.047947989
105,B2253576,1535870,Social media,0.101482083,0.092183512,0.151656794,0.107174844,0.090355147,0.093320627,0.066436845,0.051038448
106,B2300484,1580451,Summer Break,0.174280695,0.111615714,0.114721138,0.112728283,0.09912166,0.093192743,0.064520455,0.069554467
107,B2300484,1580451,Self Recommnedation,0.131652348,0.221780903,0.118698099,0.129439458,0.118104083,0.119935288,0.074001634,0.063609109
108,B2300484,1580451,Social media,0.109127448,0.103118065,0.152324083,0.126885588,0.104221194,0.105839019,0.074963796,0.063554124
109,B2345951,1624445,Summer Break,0.220051591,0.128172977,0.119138666,0.101204309,0.105419112,0.099305067,0.0757252,0.060243607
110,B2345951,1624445,Self Recommnedation,0.110828399,0.198362092,0.094988527,0.088806512,0.088437879,0.089042078,0.05560537,0.056782916
111,B2345951,1624445,Social media,0.116383352,0.111253186,0.189217616,0.125831112,0.123034132,0.121073406,0.087242237,0.069069134
112,B2369576,1646804,Summer Break,0.182363291,0.077315955,0.090230619,0.069213304,0.063331565,0.071814932,0.047766719,0.037385236
113,B2369576,1646804,Self Recommnedation,0.090412763,0.204208443,0.074691913,0.075025963,0.074462101,0.068258726,0.047372282,0.033268165
114,B2369576,1646804,Social media,0.093315327,0.086738134,0.139891097,0.071069204,0.065465844,0.060595268,0.04503819,0.039629658
115,B2426787,1699386,Summer Break,0.179769253,0.085122299,0.088664489,0.087332199,0.085518381,0.072376042,0.058229476,0.052739033
116,B2426787,1699386,Self Recommnedation,0.113225213,0.205790441,0.095475495,0.089800812,0.103042769,0.110352286,0.063592868,0.051010486
117,B2426787,1699386,Social media,0.092727908,0.088560311,0.215131789,0.110635497,0.091619083,0.08765044,0.065498639,0.058280892
118,B2427519,1699854,Summer Break,0.169604484,0.110829352,0.092301136,0.086493064,0.084765956,0.073481016,0.062470596,0.054965714
119,B2427519,1699854,Self Recommnedation,0.10958248,0.194173468,0.094626737,0.085835492,0.087820657,0.07995436,0.057582108,0.049697427
120,B2427519,1699854,Social media,0.10235477,0.100357769,0.177012966,0.102967967,0.092236484,0.085088539,0.066644444,0.057107408
121,B2512070,1761041,Summer Break,0.247426843,0.124662672,0.117244369,0.118330465,0.102731334,0.100130731,0.072257019,0.063727371
122,B2512070,1761041,Self Recommnedation,0.137490035,0.241131731,0.104965961,0.105072996,0.104136199,0.099786648,0.06566852,0.055972537
123,B2512070,1761041,Social media,0.118893246,0.095406562,0.184917134,0.106488493,0.099653136,0.108525492,0.07418052,0.063972445
124,B2533826,1779315,Summer Break,0.230985363,0.140920552,0.146190728,0.154145284,0.141450158,0.12807326,0.099433236,0.092577126
125,B2533826,1779315,Self Recommnedation,0.163997612,0.263722874,0.157077263,0.172743173,0.156771203,0.152324085,0.10354941,0.092908586
126,B2533826,1779315,Social media,0.114851646,0.120000453,0.233932039,0.143669999,0.12752968,0.122448812,0.091362501,0.087282512
127,B2597416,1831798,Summer Break,0.16284787,0.096867713,0.080295096,0.086453542,0.070768315,0.057822236,0.059180531,0.044912891
128,B2597416,1831798,Self Recommnedation,0.088417443,0.151457385,0.077669016,0.057170247,0.062172125,0.056673882,0.037790466,0.040458908
129,B2597416,1831798,Social media,0.087875164,0.100584523,0.167373258,0.098228651,0.102078383,0.08661359,0.068921235,0.06414713
130,B2602043,1836361,Summer Break,0.22887351,0.126171662,0.107393621,0.090272415,0.094399559,0.085856848,0.073818606,0.067919446
131,B2602043,1836361,Self Recommnedation,0.154910817,0.22381431,0.140415745,0.11362902,0.135142759,0.122854217,0.085006874,0.080408033
132,B2602043,1836361,Social media,0.107762826,0.107621866,0.257100057,0.111472877,0.125635128,0.115430996,0.086947929,0.086009444
133,B2622364,1856237,Summer Break,0.002277061,0.004827286,0.005149877,0.003805105,0.006853754,0.006577327,0.009158412,0.002398779
134,B2622364,1856237,Self Recommnedation,0.002277061,0.004827286,0.005149877,0.003805105,0.006853754,0.006577327,0.009158412,0.002398779
135,B2622364,1856237,Social media,0.002277061,0.004827286,0.005149877,0.003805105,0.006853754,0.006577327,0.009158412,0.002398779
136,B2627926,1860582,Summer Break,0.195703794,0.111853533,0.095919337,0.100010232,0.087896811,0.092626099,0.064858819,0.054329628
137,B2627926,1860582,Self Recommnedation,0.096463761,0.187373343,0.084110057,0.091150493,0.078476485,0.084778637,0.050484944,0.04544874
138,B2627926,1860582,Social media,0.097070268,0.102096697,0.144812685,0.096346124,0.105628408,0.107953972,0.064060082,0.050925244
139,B2657731,1886432,Summer Break,0.171182917,0.088537684,0.089930101,0.088058597,0.079801268,0.077399887,0.071929651,0.054212537
140,B2657731,1886432,Self Recommnedation,0.119931904,0.225740977,0.119908876,0.115321393,0.131826933,0.127224951,0.07572185,0.064155975
141,B2657731,1886432,Social media,0.094530298,0.089449954,0.206326551,0.093219312,0.088574967,0.103073624,0.059914899,0.058932796
142,B2670073,1897459,Summer Break,0.170935616,0.085525145,0.071436442,0.053443503,0.050722713,0.046297097,0.038587164,0.036497785
143,B2670073,1897459,Self Recommnedation,0.002277061,0.004827286,0.005149877,0.003805105,0.006853754,0.006577327,0.009158412,0.002398779
144,B2670073,1897459,Social media,0.002277061,0.004827286,0.005149877,0.003805105,0.006853754,0.006577327,0.009158412,0.002398779
145,B2766111,1976798,Summer Break,0.116472059,0.067131903,0.071152541,0.069854854,0.058353542,0.055704584,0.042590788,0.037910748
146,B2766111,1976798,Self Recommnedation,0.070381273,0.135073072,0.053434223,0.050457793,0.051392548,0.045173965,0.02820993,0.029110588
147,B2766111,1976798,Social media,0.071196863,0.055509824,0.119322246,0.069138852,0.053875281,0.056000954,0.044549683,0.034623148
148,C2000712,1296995,Summer Break,0.141697644,0.075349107,0.08330528,0.086330335,0.06894875,0.06324764,0.057719886,0.042661276
149,C2000712,1296995,Self Recommnedation,0.106334577,0.189623017,0.082600194,0.085123167,0.081398242,0.07587426,0.051086998,0.045667255
150,C2000712,1296995,Social media,0.080642132,0.078532624,0.121190201,0.09231137,0.088984281,0.089042428,0.060838489,0.045740081
151,C2118005,1404954,Summer Break,0.236613101,0.144594741,0.122631541,0.119556935,0.110157338,0.115217746,0.082357015,0.08196306
152,C2118005,1404954,Self Recommnedation,0.155222474,0.298425463,0.14923827,0.131475185,0.128778729,0.119037582,0.076965883,0.079190556
153,C2118005,1404954,Social media,0.139701015,0.128574967,0.204265369,0.128538754,0.146417699,0.155765702,0.098229412,0.077299001
154,C2119248,1406090,Summer Break,0.190333919,0.10688613,0.103964247,0.089463526,0.07890974,0.081556611,0.058930191,0.062181186
155,C2119248,1406090,Self Recommnedation,0.092110819,0.153844154,0.068589563,0.059718537,0.071086771,0.060558091,0.04110083,0.038390206
156,C2119248,1406090,Social media,0.107042052,0.092073761,0.152061186,0.113073054,0.091289738,0.082324976,0.075956009,0.055239815
157,C2119292,1406134,Summer Break,0.151134307,0.078260536,0.076940303,0.072318891,0.072656231,0.065554091,0.048634353,0.043124532
158,C2119292,1406134,Self Recommnedation,0.072653076,0.129149121,0.063216436,0.053659184,0.055161614,0.042550783,0.03489552,0.027022187
159,C2119292,1406134,Social media,0.085246245,0.094429486,0.136474421,0.08494412,0.086381779,0.079060143,0.065141036,0.051066682
160,C2122358,1409223,Summer Break,0.184029056,0.115892881,0.114625282,0.110655005,0.11561432,0.106433554,0.079705493,0.072987444
161,C2122358,1409223,Self Recommnedation,0.144253038,0.246057529,0.122087925,0.127172744,0.12329807,0.120906037,0.076412821,0.068960611
162,C2122358,1409223,Social media,0.107730007,0.100407742,0.243771835,0.112492243,0.127704592,0.117054754,0.085871701,0.070059456
163,C2151713,1437508,Summer Break,0.146946782,0.089136925,0.09333503,0.102403024,0.088319223,0.08360711,0.082414613,0.05435383
164,C2151713,1437508,Self Recommnedation,0.127814383,0.226667049,0.115463561,0.101024398,0.105640433,0.093385438,0.063039697,0.062036199
165,C2151713,1437508,Social media,0.081244246,0.074731125,0.108319744,0.079147549,0.071372451,0.06376568,0.059110429,0.052542079
166,C2163852,1449301,Summer Break,0.144275345,0.080889486,0.088563549,0.077857946,0.06943793,0.067557846,0.060355828,0.044970141
167,C2163852,1449301,Self Recommnedation,0.121604711,0.157246348,0.091784391,0.073356942,0.076533895,0.068339265,0.047854541,0.044018399
168,C2163852,1449301,Social media,0.099892934,0.062825304,0.135631957,0.069654688,0.061250446,0.06029649,0.044227507,0.033999858
169,C2164997,1450446,Summer Break,0.169520893,0.089910249,0.085674795,0.073494273,0.070852584,0.070267149,0.057494083,0.047348787
170,C2164997,1450446,Self Recommnedation,0.091703714,0.165195261,0.09948527,0.093905752,0.097186494,0.081567571,0.058817279,0.053450984
171,C2164997,1450446,Social media,0.081834159,0.075943853,0.119455972,0.06388805,0.065643096,0.058130175,0.046058707,0.034453846
172,C2178148,1463302,Summer Break,0.134670411,0.058389619,0.055094142,0.05568304,0.053629107,0.048447135,0.045460456,0.034450884
173,C2178148,1463302,Self Recommnedation,0.109050777,0.220790452,0.084530544,0.082983761,0.086422561,0.077948596,0.047511685,0.04167417
174,C2178148,1463302,Social media,0.073153829,0.054814452,0.125738403,0.060372196,0.052443946,0.052591105,0.041460701,0.028096115
175,C2186918,1471938,Summer Break,0.217345415,0.121055832,0.126755418,0.115081553,0.106310369,0.099313622,0.081385412,0.069415779
176,C2186918,1471938,Self Recommnedation,0.113304178,0.179111084,0.095453133,0.099320294,0.086186637,0.08155619,0.058907001,0.051817704
177,C2186918,1471938,Social media,0.118134323,0.094604561,0.174498818,0.089782521,0.078226922,0.079331004,0.051807104,0.054245151
178,C2191208,1476135,Summer Break,0.163077211,0.084207387,0.082304924,0.083243425,0.076020564,0.07992037,0.057781439,0.058141595
179,C2191208,1476135,Self Recommnedation,0.110482413,0.160041321,0.106863394,0.104023729,0.094733349,0.093687458,0.061955464,0.064236335
180,C2191208,1476135,Social media,0.103488735,0.100296889,0.191643105,0.123861972,0.112370249,0.113063976,0.077544645,0.069272703
181,C2209743,1494097,Summer Break,0.183827078,0.092438472,0.099843783,0.087091412,0.08494386,0.080431321,0.062993487,0.052384559
182,C2209743,1494097,Self Recommnedation,0.116384938,0.188543894,0.096451964,0.092099741,0.093446669,0.089564055,0.060461492,0.05266034
183,C2209743,1494097,Social media,0.093744558,0.090435695,0.221129517,0.10699469,0.100429577,0.096983836,0.065960022,0.054531068
184,C2234133,1516621,Summer Break,0.142392237,0.052703043,0.045951138,0.053857683,0.037934491,0.048411728,0.036331426,0.024967924
185,C2234133,1516621,Self Recommnedation,0.083598697,0.150483618,0.055272723,0.047317655,0.045226307,0.0570929,0.029422035,0.021900756
186,C2234133,1516621,Social media,0.049406798,0.037675314,0.082661414,0.026560515,0.024637816,0.033507863,0.016706591,0.016454466
187,C2237026,1519465,Summer Break,0.160469206,0.096794442,0.096441896,0.089663589,0.075320151,0.078667584,0.062284753,0.05039299
188,C2237026,1519465,Self Recommnedation,0.125236153,0.213039615,0.118109971,0.102854748,0.102104651,0.100122956,0.059350689,0.054782161
189,C2237026,1519465,Social media,0.109843258,0.113285545,0.158783196,0.083373854,0.07517328,0.077341342,0.048055951,0.046028783
190,C2251896,1534205,Summer Break,0.189690133,0.108249852,0.090281396,0.095263959,0.101720403,0.086907203,0.061014923,0.041115912
191,C2251896,1534205,Self Recommnedation,0.10279204,0.167867139,0.065623476,0.05684044,0.060705228,0.053704084,0.036981237,0.031526181
192,C2251896,1534205,Social media,0.119193193,0.102877071,0.172293087,0.106852715,0.096739039,0.07941634,0.065373066,0.056431883
193,C2258192,1540305,Social media,0.063202144,0.062809525,0.173049846,0.063030288,0.077990988,0.069166152,0.047475393,0.036038095
194,C2258192,1540305,Summer Break,0.151309454,0.092543064,0.08276454,0.079160994,0.076538709,0.073497474,0.047466195,0.045823239
195,C2258192,1540305,Self Recommnedation,0.137000956,0.212864564,0.107292834,0.104512857,0.098855537,0.089488815,0.056936819,0.052552765
196,C2276317,1557471,Summer Break,0.222123402,0.129425782,0.140123041,0.135069088,0.125272363,0.127427574,0.097056848,0.097775203
197,C2276317,1557471,Self Recommnedation,0.146100755,0.207177523,0.137932252,0.141910793,0.128387608,0.127696626,0.087363678,0.074106386
198,C2276317,1557471,Social media,0.129023239,0.124396493,0.23403884,0.146287145,0.129959552,0.132139695,0.093467747,0.08938261
199,C2305977,1585634,Summer Break,0.140186355,0.080748781,0.073554305,0.066509804,0.065729877,0.058751667,0.049083792,0.039269793
200,C2305977,1585634,Self Recommnedation,0.073732846,0.138070949,0.071521813,0.053236521,0.056763069,0.053299096,0.034327368,0.034606842
201,C2305977,1585634,Social media,0.099069406,0.112203988,0.168283051,0.096153943,0.089331966,0.092966931,0.067503514,0.056066005
202,C2310146,1589699,Summer Break,0.174581584,0.096452279,0.077430745,0.076732012,0.062317769,0.053824656,0.045655948,0.044885888
203,C2310146,1589699,Self Recommnedation,0.088617745,0.190301374,0.09185505,0.06262727,0.063249799,0.07004529,0.041917246,0.035127844
204,C2310146,1589699,Social media,0.089816118,0.073995044,0.127676214,0.075305014,0.063154714,0.066025315,0.044785447,0.03552651
205,C2392386,1669122,Summer Break,0.078691133,0.036818936,0.038611033,0.033382631,0.034502715,0.034985825,0.027086245,0.032886314
206,C2392386,1669122,Self Recommnedation,0.037447674,0.062375451,0.021322818,0.01071206,0.023485345,0.022324697,0.013131407,0.014931461
207,C2392386,1669122,Social media,0.047079958,0.054764005,0.110793795,0.061730359,0.056804885,0.062317968,0.037032081,0.036788216
208,C2427710,1700041,Summer Break,0.095865067,0.045880825,0.044481724,0.033481936,0.032982509,0.035644478,0.032696575,0.026767898
209,C2427710,1700041,Self Recommnedation,0.062374258,0.135891724,0.062354306,0.055875991,0.051483332,0.054107126,0.035233914,0.04185985
210,C2427710,1700041,Social media,0.03727588,0.036726344,0.077457021,0.050757778,0.044235499,0.039170248,0.037564354,0.038311358
211,C2496210,1746859,Summer Break,0.183052419,0.107070016,0.103791753,0.104499811,0.092077753,0.08114082,0.073872847,0.062031993
212,C2496210,1746859,Self Recommnedation,0.130406955,0.220979051,0.109248287,0.121429752,0.113205041,0.100209884,0.068753786,0.058285881
213,C2496210,1746859,Social media,0.076715131,0.085295737,0.148809852,0.081132924,0.071927927,0.075189181,0.056048014,0.052335087
