no,username,testId,topic,About Me,Things To Do,Best Friend,School Supplies,Wishlist,CELEBRATIONS,CITY_TOWN,WEATHER,FAMILY,
16,A2111951,1399325,Things To Do,0.03352359803726257,0.08357866433343512,0.01978382801364189,0.01813673843757471,0.014668749713723424,0.052828981953251926,0.05078848719579353,0.041260522455319415,0.021693041914103876,
17,A2111951,1399325,Best Friend,0.04707030538947596,0.053863653356250346,0.1169920944174558,0.014038824637805406,0.016271430820808803,0.05696427208360971,0.06807443004179088,0.04803264370756585,0.03222854663968922,
18,A2112300,1399663,About Me,0.18564087363176912,0.04922351070767418,0.06703261035338406,0.021848505892677422,0.02335729813302887,0.07728769933868163,0.06985713665008349,0.04879055320856101,0.11650691783942518,
19,A2112300,1399663,Things To Do,0.06622260605436107,0.16890111029223095,0.05862582248000055,0.017274916729146012,0.018878361088173232,0.07580989456928718,0.0956801313890908,0.06298466073564724,0.06689073267768404,
20,A2112300,1399663,Best Friend,0.07894422339110749,0.07952015397957636,0.19959032150807385,0.010171163185717279,0.01637052291282237,0.06983331777634684,0.0693255743310936,0.06368096342988988,0.08672998799943041,
21,A2114749,1402072,About Me,0.23269986477221546,0.10332128421437531,0.07284496508049014,0.029562881883906208,0.05426992368569342,0.1575864576450696,0.1133179057010135,0.08705965919475864,0.16030173130443454,
22,A2114749,1402072,Things To Do,0.12486450868644511,0.21131978356272618,0.07017994410913149,0.013666780509266056,0.031064290392723716,0.08503410652947016,0.07027463854781986,0.09167678795173233,0.05315819592603901,
23,A2114749,1402072,Best Friend,0.05669547306222528,0.035633236188222714,0.15755335848154892,0.007145332845740931,0.012057470031076122,0.05128293032037848,0.049490012734374755,0.0390841576443495,0.047373832068702194,
24,A2120806,1407744,About Me,0.10306063651956203,0.055869933530914864,0.064212099234085,0.020295405819624957,0.013590738828694219,0.0389234568240277,0.049717526619283206,0.040183765265950924,0.045850090579697925,
25,A2120806,1407744,Things To Do,0.022987282688314768,0.08079573506336685,0.018041566698843985,0.005415427971651672,0.00785489255116833,0.011062176991778506,0.01538196902474565,0.013288276912511837,0.010145202339214666,
26,A2120806,1407744,Best Friend,0.03419876659843145,0.039919274633214624,0.11443659884722349,0.01273487184323838,0.011456120224158352,0.02300832394081591,0.03415522328587288,0.025063148025873488,0.024913013019153316,
27,A2125447,1412220,About Me,0.13735985241198378,0.07515478602594099,0.04917526426218302,0.016193211934565375,0.017830265495765486,0.043419550998956974,0.06906211636678924,0.0464304643103337,0.04217183248967041,
28,A2125447,1412220,Things To Do,0.134929222006774,0.1957873330785493,0.057371741369629,0.010861649681325004,0.026500123346664062,0.07413610424757527,0.08302464021354383,0.08534675209726397,0.04768015932533851,
29,A2125447,1412220,Best Friend,0.01104520510638348,0.015360284514281305,0.02344893572913228,0.03852413624032796,0.013362581571770985,0.010055317172098151,0.029784436203640165,0.009250390203131528,0.0032002078800347908,
30,A2125518,1412291,About Me,0.15214787686653372,0.08826671379092603,0.054967230462594906,0.013276880081405274,0.0254253548195373,0.07825568468594755,0.055966710786537,0.060625067308805694,0.07980650600647454,
31,A2125518,1412291,Things To Do,0.058901519432320464,0.15978765472085388,0.05267844879464741,0.004668943638485558,0.013778455644834249,0.03419364996793403,0.047548133613165976,0.03461530875424434,0.03307741929322846,
32,A2125518,1412291,Best Friend,0.07645932758566643,0.07316633739482632,0.16447013234524843,0.013450487505401405,0.02094620056435169,0.04550938897181288,0.05004741146408446,0.04676270018446888,0.046317157586621784,
33,A2126535,1413309,Things To Do,0.09843579685593183,0.28663942468032105,0.10393154534835945,0.036863518434132964,0.02447046232405984,0.13024446331817344,0.1708507654320887,0.08167975880792205,0.11179494291513042,
34,A2126535,1413309,Best Friend,0.09916401866586665,0.06104681600547619,0.21419687730867432,0.020272557357825405,0.03026151526064645,0.08672006559245826,0.0931421372923693,0.05741093824634606,0.10081494776945554,
35,A2126535,1413309,About Me,0.28437722569984003,0.15330598855647123,0.13169731015865724,0.05273639415540955,0.04971516322693767,0.17490912246922471,0.17087492504913676,0.1144210584403024,0.17875524150320415,
36,A2126565,1413339,About Me,0.29064824444221116,0.14860444096668368,0.10265773246938152,0.024039929631672178,0.05144334225350121,0.10599491908391889,0.10471248359967639,0.1012156968012459,0.14994607865988738,
37,A2126565,1413339,Things To Do,0.12573880688333564,0.1429505003875108,0.05954085751093591,0.013847960538214698,0.03860224658496128,0.05880883120541741,0.05040638509115968,0.05604423181032564,0.0379546830973383,
38,A2126565,1413339,Best Friend,0.11260347837258755,0.08592125179194594,0.24736110734003733,0.019381185433148325,0.027306159080077982,0.07420479961962895,0.09728459490132672,0.06197413104281292,0.09875844753702469,
39,A2126720,1413494,About Me,0.11660499927056805,0.0446271489736138,0.03476823580987806,0.04189796065588945,0.0308858040818119,0.011779079173054898,0.03175460891637565,0.018977958799245506,0.02657135013626843,
40,A2126720,1413494,Things To Do,0.04561187006800284,0.1498153516163786,0.03585695569577654,0.045708265404566115,0.033439161478386145,0.0051113887016665,0.04774613740593271,0.020449027792292546,0.021455570869911664,
41,A2126720,1413494,Best Friend,0.06017740905150059,0.03571772681450652,0.168193097937259,0.05362660411603208,0.040237413485528686,0.011389751448032608,0.04090673137479047,0.01921933603689245,0.03297946990751361,
42,A2126733,1413507,About Me,0.11962389118135798,0.06842286025741985,0.06589502728661563,0.011135840458110224,0.023128301095332884,0.06735581182563707,0.06539207908182978,0.04505047177366644,0.07885281735377879,
43,A2126733,1413507,Things To Do,0.06559229094204876,0.10762403636020508,0.041191402728330516,0.002513824356982504,0.024169186682162697,0.03740977765971347,0.03429002506547001,0.0335814851260762,0.0335213268997841,
44,A2126733,1413507,Best Friend,0.019233321990064858,0.04165561470411735,0.04889548272339944,0.01649585579524229,0.0047681626847514685,0.028704266681298003,0.04357465282977626,0.03180782168611751,0.02453740978233719,
45,A2126974,1413712,About Me,0.10297204360010373,0.03563000254945122,0.04178202005542975,0.007792791607490104,0.01579239725099413,0.05455594908386831,0.04595141162271791,0.03368565899082174,0.07358197380507897,
46,A2126974,1413712,Things To Do,0.023510035737153937,0.034134387416619956,0.03033097559093744,0.003679474995993892,0.004375790458980494,0.021300131701779485,0.028674630198858693,0.018175126853431034,0.03661307144995492,
47,A2126974,1413712,Best Friend,0.04234580133309139,0.020300818243346612,0.07289654218700262,0.02261108650738595,0.04384395876542073,0.044235619769979584,0.061555021542887486,0.03081136957990419,0.07635597664281277,
48,A2127026,1413765,About Me,0.1364874212710794,0.05637941266380419,0.04074271167617542,0.009634559570024808,0.0212429032753441,0.05584298680118564,0.04737042139312039,0.04540796181666831,0.05204803931570967,
49,A2127026,1413765,Things To Do,0.05843135003156935,0.047477615303317525,0.0482343554155928,0.008246933211755604,0.014329957004561895,0.062361993766307494,0.044899916000737145,0.036540279511132576,0.08733889035453538,
50,A2127026,1413765,Best Friend,0.01675353891591334,0.018031469662940877,0.0500319101837985,0.0019178931917017915,0.005477568029800443,0.02007797106478303,0.008479446328562183,0.008370326874066893,0.02146834033628698,
51,A2127039,1413778,About Me,0.23302956545834708,0.06706881943638178,0.08229485056595764,0.02082074030834996,0.03888052169518488,0.08497396742424887,0.08372124395100607,0.06550515103334033,0.13329113052011643,
52,A2127039,1413778,Things To Do,0.0918226398868871,0.09964314180696493,0.04302802312836281,0.00866713595167982,0.018615483451686603,0.04687405036973742,0.04574960485508433,0.033960088709775044,0.05055816441226191,
53,A2127039,1413778,Best Friend,0.08959564877223002,0.04861662663222913,0.20491435542335526,0.008943501710372448,0.01777020866618426,0.04946341644591903,0.06041891268543279,0.043723543335815886,0.08539774009144598,
54,A2128851,1415558,About Me,0.17359888382719968,0.08545251571290477,0.05715793784927626,0.01761739505359336,0.030220334455584894,0.08091455300405015,0.06873634070392047,0.05026373218849273,0.0845859740989919,
55,A2128851,1415558,Things To Do,0.09580581530073781,0.1738966440020388,0.05377392937529013,0.00757303140986201,0.02800855356002751,0.06894509524222703,0.04693252421316669,0.05618432401110953,0.058303551288424856,
56,A2128851,1415558,Best Friend,0.05005909189386379,0.0481572668674806,0.1655702012431573,0.007422658110555988,0.013438167183277536,0.03700771979133546,0.03459629409524982,0.027970714401426414,0.04050470472449755,
57,A2129241,1415950,Best Friend,0.07482899761121879,0.08405220754079067,0.2616616393079858,0.012232828262776592,0.01306602611272531,0.08510622434489944,0.09955968219767398,0.06319447137017098,0.11638188239890622,
58,A2129241,1415950,Things To Do,0.09675847463996361,0.26199314903615234,0.1048926784763798,0.029240579580038173,0.027616815484906004,0.10669503367822238,0.12360957084695394,0.0943724297328111,0.05371381697922245,
59,A2129241,1415950,About Me,0.25700029430452376,0.18264218398962065,0.12268267212827624,0.029525501213576073,0.04513926921603088,0.1417273316914197,0.144141022274831,0.1260155508620466,0.12725008341681257,
60,A2129354,1416063,About Me,0.2151466110819879,0.0935307974000604,0.07611772947610339,0.018269295968807258,0.032968854797850375,0.10587195313501976,0.07910869093112849,0.08158993515167574,0.14690040387491451,
61,A2129354,1416063,Things To Do,0.08078303782577019,0.17202318068857367,0.06521637852916294,0.004950024510869767,0.017533661384319423,0.05105675277404664,0.04799427723900915,0.05417418388540784,0.03653976212594889,
62,A2129354,1416063,Best Friend,0.07070730419833833,0.08399242087084213,0.13666275355207214,0.019654427131678812,0.012710683414793787,0.06898617300271193,0.07655638805043388,0.05885943699818071,0.05550046479756607,
63,A2129413,1416122,About Me,0.16831321923602732,0.06214250774596384,0.052307172025169435,0.018351149126652262,0.019284541195670565,0.09641217032251523,0.05182521168751614,0.0433843820220921,0.12347552447067173,
64,A2129413,1416122,Things To Do,0.07213628283209705,0.12846318196502818,0.04458516498232502,0.01190974522272914,0.007790590691352746,0.03478186837913985,0.05370134544095884,0.02700631526292934,0.04302772058571251,
65,A2129413,1416122,Best Friend,0.04191072643076443,0.03982162133144719,0.13121238012459985,0.0132867998710203,0.008975124761354829,0.02988852586686863,0.036795075498939504,0.019820766660476052,0.033704452768497685,
66,A2129423,1416132,About Me,0.1566187387592693,0.06589569599277156,0.05460928869377525,0.012405873155030918,0.015972279540638228,0.05109675455442812,0.06035920956623193,0.04029924666461125,0.06188418475309092,
67,A2129423,1416132,Things To Do,0.08661494159256143,0.2263105511906342,0.06223348846258556,0.026212859682577527,0.023706414599027326,0.07245429330530363,0.11731287300759013,0.0613453721905278,0.06618441366732113,
68,A2129423,1416132,Best Friend,0.09126220411044754,0.093794573531735,0.27221919694219543,0.020540631269219498,0.019267473087423066,0.09087539690429793,0.1117642740961596,0.08115414214948237,0.1107140330700281,
69,A2129431,1416140,About Me,0.02447834013281945,0.016271341442283205,0.009918271622647638,0.033928355255135906,0.03497109881799253,0.0,0.015341271948287442,0.004537566906604284,0.007941466628651155,
70,A2129431,1416140,Things To Do,0.01899475353272517,0.023631347615619545,0.006829216289922406,0.023361336048668954,0.024079316115822154,0.0,0.010563217895559779,0.003531709347263618,0.005468089131822155,
71,A2129431,1416140,Best Friend,0.0216536830629043,0.010247938306471872,0.009386671704465438,0.02954657184421848,0.034746216385306304,0.0,0.019308412218046644,0.006634271040595344,0.011524009172878037,
72,A2130393,1417062,About Me,0.07372671744434209,0.011391968380303596,0.006315939190896026,0.00462890327207606,0.004444957492462864,0.012560971635168994,0.018534173838612118,0.007978382825746751,0.01912201983110788,
73,A2130393,1417062,Things To Do,0.019784879276889517,0.08117609190864031,0.023114568611764457,0.024776192012319266,0.012808277382620092,0.010636264757742694,0.014620729974075887,0.00807448345184883,0.017049544833573713,
74,A2130393,1417062,Best Friend,0.022134910615150265,0.013147144231711646,0.06430565231907215,0.007816868452401666,0.00507823373462824,0.022589268043058126,0.023580542711696142,0.011994991321755117,0.030373848176902293,
75,A2130425,1417093,About Me,0.18242048390163934,0.09351091662864165,0.06509586674163109,0.018255130686063194,0.024185381128473696,0.06575525270347973,0.07773380508200543,0.06168324947063264,0.08620381733919151,
76,A2130425,1417093,Things To Do,0.13484753597602056,0.25532343279084113,0.07447240257663121,0.01279988159331738,0.03449984044265242,0.10131746531968926,0.10191953256978095,0.11285713430965588,0.05636196725225248,
77,A2130425,1417093,Best Friend,0.10183803259163975,0.0842247849919408,0.29741992007412515,0.022387896269136565,0.017143096985966996,0.10841275925500568,0.14314715442943968,0.08484625794013376,0.14231468807584527,
78,A2130474,1417142,About Me,0.23002307099207694,0.1101745963050424,0.17126282793619485,0.03292452273803015,0.03291201241256139,0.1373223317940253,0.16833839594014582,0.09685768340318862,0.1589873598349963,
79,A2130474,1417142,Things To Do,0.059525523841820076,0.14525311211814207,0.042957132285657486,0.014304888356117627,0.018277057811002747,0.03894281717841254,0.05879224221260416,0.03919816154310074,0.04361112303183707,
80,A2130474,1417142,Best Friend,0.062042845820608615,0.04622820612880188,0.1793568666525158,0.011005671266643579,0.016097824884743435,0.06043530716241464,0.07303118064601698,0.04319421149987628,0.08439280120321835,
81,A2130672,1417340,About Me,0.1487001980513841,0.05070398822542431,0.04902613112553139,0.03406310956804025,0.029608377287703942,0.057734927560113496,0.08005053992175709,0.04387994144547839,0.06488335030460889,
82,A2130672,1417340,Things To Do,0.05513197374052745,0.12066009539359566,0.031243071911359978,0.01725119860818922,0.015686861350363863,0.029787517605253534,0.03719719775448194,0.02288968857097093,0.024372850015631393,
83,A2130672,1417340,Best Friend,0.04559304681381871,0.029699252126337908,0.16372822480505134,0.011868041943481341,0.00789748661847176,0.03223734093320157,0.044412667893419376,0.028627273282586498,0.07413438031219031,
84,A2130804,1417472,About Me,0.17272516691214995,0.10040997296625638,0.0943603949162731,0.02301249881330636,0.02804986371025831,0.0924084858588953,0.09636491678547654,0.08767315208765729,0.08728814591921723,
85,A2130804,1417472,Things To Do,0.10000227563917291,0.12192854741680678,0.08827245003784809,0.005283788915232674,0.01944547866373888,0.08094286586198476,0.09096865968477172,0.07013643762858855,0.0698910572250242,
86,A2130804,1417472,Best Friend,0.08837622921671624,0.07252838417894658,0.18101683795048004,0.010181597563119808,0.016525199013904465,0.08186673319531415,0.08472664741827644,0.07013652874296732,0.08735957293858747,
87,A2132273,1418602,About Me,0.0951431297990901,0.010989014636365039,0.025899526762536568,0.027541538055512706,0.02723139201259875,0.005766383183539384,0.01773739655155441,0.01056282978750106,0.04540273294987166,
88,A2132273,1418602,School Supplies,0.030391253058367484,0.013753626774309302,0.016628229078708874,0.13547543117522598,0.0304376547982374,0.004355819292327417,0.015001334161588185,0.008103036207366953,0.018655412483009805,
89,A2132273,1418602,Wishlist,0.0540482336916071,0.0,0.005464010965244006,0.00748066299167512,0.007784286361173158,0.0,0.0,0.0,0.027963909241272577,
90,A2140363,1426542,About Me,0.12385974599947933,0.08413005301787102,0.04731858501173129,0.009873569418190885,0.03185463665035946,0.13889931195401028,0.06131590669071996,0.06735103066331963,0.08821628958904688,
91,A2140363,1426542,Things To Do,0.005396190748525343,0.02850197966790493,0.005728048000266614,0.0,0.0,0.0,0.0011368231844165108,0.003081357859912534,0.0,
92,A2140363,1426542,Best Friend,0.059157007831261876,0.039936629254407566,0.12425491236469982,0.007041650845038034,0.014457541210844953,0.04123761763741424,0.02924313586257505,0.03741952455615858,0.07038665588982176,
93,A2140395,1426574,About Me,0.16850594210233674,0.0491032358663075,0.06589796636270699,0.02142885997098245,0.032735050745780724,0.09813826382725707,0.07376528475892496,0.05875519510213251,0.14414160135557175,
94,A2140395,1426574,Things To Do,0.054189968768382814,0.09350158175014495,0.020762551832839704,0.018054090549372424,0.016454681701994874,0.038474930744252844,0.027188047426778796,0.02235253325787003,0.029631229524795008,
95,A2140395,1426574,Best Friend,0.05925725342196711,0.030449212186791565,0.10323394629564828,0.010998720909981458,0.01331404452681699,0.045171289723078156,0.02688976606696325,0.024441402833511816,0.06409345825487292,
96,A2141810,1427988,About Me,0.18392962768273402,0.09781502133410672,0.1491279329239754,0.030990517842083235,0.03662016350189504,0.09947189194554748,0.10383989479961435,0.07736773199829142,0.12715270204040213,
97,A2141810,1427988,Things To Do,0.10728800669814324,0.2744973228185462,0.12961056225802983,0.03361695156675079,0.039945675652163504,0.11038321305330552,0.14066102233575506,0.0933107322681766,0.0962963383091791,
98,A2141810,1427988,Best Friend,0.11439976915895794,0.11436476788638167,0.2433992030020176,0.02332776378056241,0.03395174810558377,0.08647081883531299,0.09920571933428399,0.0744665598752281,0.08961147663972943,
99,A2167480,1452911,School Supplies,0.04011780134555971,0.03802834834337152,0.03513588491680342,0.15181793513008424,0.020425481547657585,0.0524179065223166,0.05364845259610066,0.03281264481550678,0.04678274013457116,
100,A2167480,1452911,Wishlist,0.057454361645328016,0.042407668214362995,0.047055305402426875,0.02123879194436922,0.09790298496367829,0.06904770890278107,0.05311815122686338,0.04617286970743143,0.07238219231158696,
101,A2167480,1452911,About Me,0.18624951282132482,0.0837239621818616,0.09847311921673058,0.025569420525242272,0.03295203656234648,0.1281268007420719,0.11746894754969081,0.0835316188912093,0.13955266818675077,
102,A2167520,1452951,About Me,0.060461399349022615,0.011911503592447175,0.012894221234155113,0.009359969396775542,0.010759002941351988,0.024460551670927554,0.024680973969616396,0.017072531076662876,0.028279304818282107,
103,A2167520,1452951,School Supplies,0.011937955284924959,0.001586183188925393,0.004171186669902926,0.0655995358612112,0.008262985500603923,0.004845701275913215,0.007792072633939704,0.0031748174492784074,0.0050315100283010806,
104,A2167520,1452951,Wishlist,0.02964718238059213,0.014523234580369837,0.016782871748409877,0.01608862288182012,0.08341334412221005,0.013875131494860514,0.01688645314437299,0.013297307502631478,0.014042861455167904,
105,A2174665,1459947,About Me,0.210520877688505,0.09910673938143086,0.09068628990213531,0.059323274465007056,0.04733522433844263,0.13724578590568481,0.1376094866742854,0.09268365075945832,0.11432751220549187,
106,A2174665,1459947,Things To Do,0.1324109489579227,0.31329019035305505,0.10710251829021344,0.057175550772404014,0.04851777799014439,0.17466792247529916,0.20123210042245263,0.143502127006219,0.10755676805139185,
107,A2174665,1459947,Best Friend,0.07149855326752867,0.0824520755829201,0.20813493947176698,0.024936884320110913,0.023998693024042988,0.10618598687131067,0.11535288129913662,0.09732326039440799,0.08342030370910915,
108,A2177527,1462715,About Me,0.1007267094440177,0.06169026602912515,0.03931203460902248,0.011126572532617961,0.021181222778894445,0.04114220657265242,0.03719128472369888,0.035970846493355454,0.039579670441377716,
109,A2177527,1462715,Things To Do,0.037637716109593926,0.10786362966051685,0.031852049590514506,0.0066907507274782795,0.011784836161773556,0.04001768552885358,0.03237870751170342,0.03351232143705414,0.027773992018551144,
110,A2177527,1462715,Best Friend,0.04715521809262728,0.03108403456303756,0.1261118307092419,0.023280639089522076,0.017129137288887777,0.04600329443546042,0.0436286490684773,0.027567155975977205,0.044075966344145914,
111,A2185765,1470773,About Me,0.06719689591846517,0.021586432148650202,0.026533948557792685,0.004720472567758918,0.01310611366046839,0.07009028350349153,0.02281700640077241,0.03077441728950499,0.06714904062154477,
112,A2185765,1470773,School Supplies,0.04777952828851249,0.03208426977438997,0.022123719229661956,0.0745956256584801,0.013016908140092976,0.043683432307952574,0.024824600140385573,0.02684337973281163,0.04582351864697953,
113,A2185765,1470773,Wishlist,0.04224827793416197,0.03403862832702462,0.02472666670331735,0.006738053727917458,0.09385392170819043,0.048447031590339154,0.027252449168310093,0.03502427948988167,0.048514858388139716,
114,A2185881,1470889,About Me,0.08483658849761141,0.031085380212270003,0.018560894667678244,0.007493431074796218,0.011105000677724007,0.025073437732127647,0.03398177388342709,0.023975253575993512,0.02107650381757329,
115,A2185881,1470889,School Supplies,0.03442758350981048,0.019197231733874078,0.02320018459712386,0.11546594323300104,0.02590050991007523,0.03792856402645052,0.04570741755156727,0.01601612507507828,0.032811113147866874,
116,A2185881,1470889,Wishlist,0.01302584017020937,0.005234441849741435,0.0138557282803977,0.004695316762254525,0.06989043729756142,0.009060626243567705,0.013474337308728268,0.008650547500697364,0.016425389257818303,
117,A2189295,1474328,About Me,0.13023252226577703,0.07632821081574945,0.042404279134355,0.022474735778395084,0.029761799630549597,0.044398744624838934,0.047294237999166926,0.04403902116403095,0.04653555508901288,
118,A2189295,1474328,School Supplies,0.05239873717687184,0.024038574086129916,0.01630566414419741,0.13820852513657594,0.024247728502505526,0.027444243107355937,0.031192738913003448,0.02459099495933524,0.022307286842446865,
119,A2189295,1474328,Wishlist,0.06699963934465485,0.04714423481213544,0.03987725755122771,0.037029210656535166,0.14280562770556926,0.04543107932884392,0.04240824023050042,0.03611841531156495,0.04234899230022129,
120,A2191272,1476202,About Me,0.10500353386252352,0.030021289011392397,0.03308687235281996,0.046290053775619004,0.041557039534691045,0.003908990294743888,0.03583374939958102,0.015148823390752329,0.03178825221811815,
121,A2191272,1476202,School Supplies,0.032908742786677506,0.01238743086977413,0.019461714354605638,0.2143354512471109,0.03048049014258774,0.0036307122588231013,0.02870132640720744,0.008260616179529987,0.013866384771466709,
122,A2191272,1476202,Wishlist,0.03993945631918896,0.017529713082767396,0.029308923979696123,0.031458249119134606,0.17466898342073361,0.007001454014238495,0.018428430152647585,0.01156884226625738,0.029115664424322247,
123,A2191304,1476234,About Me,0.08291507100728612,0.00335453012495014,0.011416776406472155,0.007679624494588016,0.01172502349390093,0.0016450282205030242,0.006674970360387802,0.0038379940503091865,0.04212980584004279,
124,A2191304,1476234,School Supplies,0.04145805551054861,0.016153785208749633,0.028641971678075306,0.22259745982322243,0.0354565456529321,0.004854413328359831,0.03237257177973804,0.011075420141227837,0.02281019187418928,
125,A2191304,1476234,Wishlist,0.02082497420858325,0.017935180494532924,0.009833008543064028,0.015558964960810887,0.09038395238398268,0.027118524610481233,0.023864834779024027,0.012699968413548092,0.0204511171899974,
126,A2191420,1476352,About Me,0.046515493807557144,0.016304679897274077,0.012626954068900631,0.016628916794503318,0.012567807961720004,0.018146654792549802,0.018710835238614547,0.011151803931237304,0.014113072087179962,
127,A2191420,1476352,School Supplies,0.0,0.0,0.0,0.05660173059473401,0.0,0.0,0.0,0.0,0.0,
128,A2191420,1476352,Wishlist,0.0,0.0,0.0,0.0,0.020007018665692055,0.0,0.0,0.0,0.0,
129,A2191500,1476433,About Me,0.08523218724267217,0.0324790458385335,0.024993607236539366,0.013823886464356247,0.02165475849195311,0.05359898429012312,0.032990942080767346,0.028952882427880716,0.05752280804986697,
130,A2191500,1476433,School Supplies,0.006165337023697688,0.0007689296368960982,0.005157372753097217,0.104447316348879,0.004534829064453926,0.0002922821015302769,0.007277718690818028,0.001703350097344551,0.0023952970198707546,
131,A2191500,1476433,Wishlist,0.0206585410551737,0.013162501215341002,0.010797152030241484,0.0031420239038720613,0.12047442524733412,0.019081497718239394,0.01311504113667604,0.010127886791544742,0.024335053897038616,
132,A2191580,1476513,About Me,0.09617865544730071,0.007146014291745422,0.024149660594942966,0.012932977481318775,0.016017384157216742,0.011439482339760467,0.0197137704161537,0.011007829345473237,0.04663108943586027,
133,A2191580,1476513,School Supplies,0.0,0.0,0.0,0.0847844478866981,0.0,0.0,0.0,0.0,0.0,
134,A2191580,1476513,Wishlist,0.0,0.0,0.0,0.0,0.041195393859611115,0.018374446901434523,0.0,0.001117591706853818,0.0,
135,A2191724,1476657,About Me,0.042351635447281974,0.01038131064394101,0.007627908738207782,0.007420829355152332,0.006120150024445115,0.013360682388280835,0.009743449023308957,0.006168186573723461,0.016792652565357377,
136,A2191724,1476657,School Supplies,0.015676309082927803,0.008035694568338131,0.007064911422179492,0.060576238460777,0.006626697797013898,0.016059661566271415,0.009203217641047895,0.007742296540622537,0.030666782030477575,
137,A2191724,1476657,Wishlist,0.004928188441400193,0.0027156580673206015,0.0018404082287315057,0.0008398881221029494,0.08645864614876428,0.0037250611657407293,0.004896747593771994,0.0020960853346107793,0.018419195033018868,
138,A2191740,1476673,About Me,0.01104520510638348,0.015360284514281305,0.02344893572913228,0.03852413624032796,0.013362581571770985,0.010055317172098151,0.029784436203640165,0.009250390203131528,0.0032002078800347908,
139,A2191740,1476673,School Supplies,0.01104520510638348,0.015360284514281305,0.02344893572913228,0.03852413624032796,0.013362581571770985,0.010055317172098151,0.029784436203640165,0.009250390203131528,0.0032002078800347908,
140,A2191740,1476673,Wishlist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
141,A2195796,1480617,About Me,0.1579223651162609,0.03395740725712637,0.03231721224929386,0.016181271973226594,0.02197100268827236,0.07050936793750498,0.05202147818669947,0.04433030720303155,0.10386622303361939,
142,A2195796,1480617,School Supplies,0.026350545215837625,0.010684378975133283,0.00518566581555722,0.09261576130559498,0.0177958533057221,0.012590360859967072,0.01912849573388016,0.007235697726363795,0.019363614491512575,
143,A2195796,1480617,Wishlist,0.028379584275046478,0.012635965755816133,0.006164820828555806,0.03225695824825716,0.07918130973479998,0.02066037120301356,0.016544323475537203,0.01506544473864865,0.01737953502947534,
