maxSim,maxSim,label
0.106295265,0.44430178,I-MM
0.092494299,0.541891911,I-MM
0.154880268,0.372913852,I-MM
0.126322322,0.445264818,I-MM
0.086729797,0.250737104,I-MM
0.086729797,0.250737104,I-MM
0.126322322,0.445264818,I-MM
0.154880268,0.372913852,I-MM
0.16712798,0.609385871,I-MF
0.142007332,0.524646701,I-MF
0.103464259,0.420298534,I-MF
0.103464259,0.420298534,I-MF
0.142007332,0.524646701,I-MF
0.16712798,0.609385871,I-MF
0.120976043,0.418092901,I-MM
0.134723591,0.423910835,I-MM
0.100412625,0.347570089,I-MM
0.100412625,0.347570089,I-MM
0.134723591,0.423910835,I-MM
0.120976043,0.418092901,I-MM
0.082385806,0.467465067,I-MF
0.146665455,0.636511682,I-MF
0.120791633,0.542469324,I-MF
0.120791633,0.542469324,I-MF
0.146665455,0.636511682,I-MF
0.082385806,0.467465067,I-MF
0.053070235,0.325539858,I-SE
0.083341746,0.301368382,I-SE
0.061549044,0.336396253,I-SE
0.061549044,0.336396253,I-SE
0.083341746,0.301368382,I-SE
0.053070235,0.325539858,I-SE
0.076005237,0.30837627,I-SE
0.060153163,0.293234548,I-NE
0.063387338,0.249647768,I-NE
0.063387338,0.249647768,I-NE
0.060153163,0.293234548,I-NE
0.076005237,0.30837627,I-NE
0.041116265,0.228313926,I-SE
0.105730321,0.33944445,I-SE
0.064100758,0.327819858,I-SE
0.064100758,0.327819858,I-SE
0.105730321,0.33944445,I-SE
0.041116265,0.228313926,I-SE
0.068112514,0.291384781,I-SE
0.087203004,0.44987742,I-SE
0.065507429,0.24197858,I-MM
0.065507429,0.24197858,I-SE
0.087203004,0.44987742,I-SE
0.068112514,0.291384781,I-SE
0.072174745,0.263337238,I-SE
0.102721707,0.271208199,I-SE
0.030967697,0.193387676,I-MM
0.030967697,0.193387676,I-MM
0.102721707,0.271208199,I-SE
0.072174745,0.263337238,I-SE
0.128575651,0.550667423,I-MF
0.084697022,0.494954497,I-MF
0.106197479,0.433335929,I-MF
0.106197479,0.433335929,I-MF
0.084697022,0.494954497,I-MF
0.128575651,0.550667423,I-MF
0.153237044,0.593038621,I-MF
0.160945466,0.549731988,I-MF
0.157296885,0.512834342,I-MF
0.157296885,0.512834342,I-MF
0.160945466,0.549731988,I-MF
0.153237044,0.593038621,I-MF
0.100696318,0.293374984,I-MM
0.067570963,0.260817075,I-SE
0.069581381,0.346937392,I-SE
0.069581381,0.346937392,I-SE
0.067570963,0.260817075,I-SE
0.100696318,0.293374984,I-MM
0.154723454,0.738762803,I-MF
0.140271514,0.51301272,I-MF
0.068938663,0.510852893,I-MM
0.068938663,0.510852893,I-MM
0.140271514,0.51301272,I-MF
0.154723454,0.738762803,I-MF
0.127931783,0.490416778,I-MM
0.135370237,0.470111544,I-MM
0.100978215,0.367617031,I-MM
0.100978215,0.367617031,I-SE
0.135370237,0.470111544,I-MM
0.127931783,0.490416778,I-MM
0.07897119,0.32282979,I-MM
0.091516977,0.371990672,I-NE
0.105164505,0.477448178,I-MM
0.105164505,0.477448178,I-MM
0.091516977,0.371990672,I-NE
0.07897119,0.32282979,I-MM
0.160599586,0.633314487,I-MF
0.153608098,0.636226329,I-MM
0.064050575,0.380816123,I-MM
0.064050575,0.380816123,I-MM
0.153608098,0.636226329,I-MM
0.160599586,0.633314487,I-MF
0.226839917,0.728248803,I-MM
0.167339635,0.626249618,I-MF
0.100534104,0.489633004,I-MF
0.100534104,0.489633004,I-MM
0.167339635,0.626249618,I-MF
0.226839917,0.728248803,I-MF
0.065935447,0.27896668,I-SE
0.087216149,0.388165529,I-SE
0.063124422,0.314759451,I-SE
0.063124422,0.314759451,I-SE
0.087216149,0.388165529,I-SE
0.065935447,0.27896668,I-SE
0.163959656,0.552634462,I-MM
0.136733216,0.44925474,I-MM
0.064464175,0.333612019,I-MM
0.064464175,0.333612019,I-MM
0.136733216,0.44925474,I-MM
0.163959656,0.552634462,I-MM
0.083941143,0.368556472,I-MM
0.108157146,0.372911084,I-SE
0.095264142,0.394807777,I-MM
0.095264142,0.394807777,I-MM
0.108157146,0.372911084,I-MM
0.083941143,0.368556472,I-MM
0.11808653,0.527216135,I-MF
0.062659742,0.476541869,I-MF
0.097516405,0.600591129,I-MF
0.097516405,0.600591129,I-MF
0.062659742,0.476541869,I-MF
0.11808653,0.527216135,I-MF
0.074203726,0.443959624,I-MM
0.140465277,0.490160856,I-MM
0.115355186,0.457912979,I-MM
0.115355186,0.457912979,I-MM
0.140465277,0.490160856,I-MM
0.074203726,0.443959624,I-MM
0.053398651,0.383096958,I-MM
0.06533617,0.497302495,I-MM
0.097624859,0.418048096,I-MM
0.097624859,0.418048096,I-MM
0.06533617,0.497302495,I-MM
0.053398651,0.383096958,I-MM
0.162508738,0.494572237,I-MM
0.138585912,0.481671174,I-MM
0.080952966,0.252384588,I-SE
0.080952966,0.252384588,I-MM
0.138585912,0.481671174,I-MM
0.162508738,0.494572237,I-SE
0.18215981,0.555306015,I-MM
0.106403647,0.402143601,I-MM
0.069926936,0.412200423,I-MM
0.069926936,0.412200423,I-SE
0.106403647,0.402143601,I-MM
0.18215981,0.555306015,I-MM
0.16071536,0.477658177,I-MM
0.09940576,0.491833876,I-MM
0.108106182,0.340161483,I-SE
0.108106182,0.340161483,I-SE
0.09940576,0.491833876,I-MM
0.16071536,0.477658177,I-MM
0.088357669,0.584224276,I-MF
0.078070205,0.372775473,I-MM
0.12679996,0.527509261,I-MM
0.12679996,0.527509261,I-MF
0.078070205,0.372775473,I-SE
0.088357669,0.584224276,I-MF
0.102566152,0.509021106,I-MF
0.092667511,0.422679557,I-MF
0.126874173,0.553305863,I-MF
0.126874173,0.553305863,I-MF
0.092667511,0.422679557,I-MF
0.102566152,0.509021106,I-MF
0.137626952,0.545299231,I-MM
0.107673573,0.521991594,I-MM
0.063349723,0.402049166,I-MM
0.063349723,0.402049166,I-MM
0.107673573,0.521991594,I-MM
0.137626952,0.545299231,I-MM
0.08981428,0.417874184,I-MM
0.110843041,0.49966192,I-MM
0.118269422,0.364229813,I-MM
0.118269422,0.364229813,I-MM
0.110843041,0.49966192,I-MM
0.08981428,0.417874184,I-MM
0.107885945,0.552636705,I-MF
0.0630284,0.532921939,I-MF
0.120824801,0.548604229,I-MF
0.122434627,0.301311467,I-MM
0.145070553,0.387277925,I-MM
0.127007566,0.517825333,I-MF
0.127007566,0.517825333,I-MF
0.145070553,0.387277925,I-MM
0.122434627,0.301311467,I-MM
0.148391836,0.547447293,I-MM
0.153381047,0.449451526,I-MM
0.071536112,0.249274954,I-SE
0.071536112,0.249274954,I-SE
0.153381047,0.449451526,I-MM
0.148391836,0.547447293,I-MM
0.11647858,0.446091013,I-MM
0.07725747,0.49948418,I-MM
0.077647788,0.476775353,I-SE
0.077647788,0.476775353,I-MM
0.07725747,0.49948418,I-MM
0.11647858,0.446091013,I-MM
0.121351913,0.1248209,I-NE
0.104885573,0.277715238,I-NE
0.091137488,0.556941409,I-NE
0.091137488,0.556941409,I-NE
0.104885573,0.277715238,I-NE
0.121351913,0.1248209,I-NE
0.115453912,0.543929415,I-MF
0.08570127,0.522424693,I-MF
0.104129869,0.425223079,I-MF
0.193547939,0.646178591,I-MF
0.086164893,0.376379397,I-MM
0.200144895,0.638024516,I-MF
0.200144895,0.638024516,I-MF
0.086164893,0.376379397,I-MF
0.193547939,0.646178591,I-MF
0.06394443,0.279120936,I-MM
0.049785986,0.172003892,I-SE
0.057162878,0.245504595,I-SE
0.057162878,0.245504595,I-SE
0.049785986,0.172003892,I-SE
0.06394443,0.279120936,I-SE
0.12016867,0.371777859,I-MM
0.083138813,0.325301996,I-MM
0.052331285,0.246585674,I-SE
0.052331285,0.246585674,I-SE
0.083138813,0.325301996,I-MM
0.12016867,0.371777859,I-MM
0.15601361,0.49948646,I-MF
0.090717438,0.390301643,I-MF
0.073803483,0.390448537,I-MF
0.073803483,0.390448537,I-MF
0.090717438,0.390301643,I-MF
0.15601361,0.49948646,I-MF
0.018659848,0.158695413,I-NE
0.065339225,0.167391666,I-NE
0.03571104,0.359718623,I-NE
0.03571104,0.359718623,I-NE
0.065339225,0.167391666,I-NE
0.018659848,0.158695413,I-NE
0.143522337,0.52221313,I-MF
0.155541527,0.535083757,I-MF
0.10253826,0.450567662,I-MF
0.10253826,0.450567662,I-MF
0.155541527,0.535083757,I-MF
0.143522337,0.52221313,I-MF
0.062985384,0.420823331,I-MM
0.048986582,0.267279891,I-MM
0.068066853,0.236547115,I-MM
0.068066853,0.236547115,I-MM
0.048986582,0.267279891,I-MM
0.062985384,0.420823331,I-MM
0.037509142,0.313252866,I-MF
0.05728969,0.424790165,I-MF
0.083963423,0.401781037,I-MF
0.083963423,0.401781037,I-MF
0.05728969,0.424790165,I-MF
0.037509142,0.313252866,I-MM
0.115255337,0.482840071,I-MF
0.111909452,0.48080766,I-MF
0.091033398,0.437736756,I-MF
0.091033398,0.437736756,I-MF
0.111909452,0.48080766,I-MF
0.115255337,0.482840071,I-MF
0.113233902,0.481190865,I-MF
0.161237454,0.376763109,I-NE
0.124805378,0.106490937,I-NE
0.124805378,0.106490937,I-NE
0.161237454,0.376763109,I-NE
0.113233902,0.481190865,I-MF
0.10420113,0.600201734,I-MF
0.116291856,0.617503487,I-MF
0.095154141,0.582841771,I-MF
0.095154141,0.582841771,I-MF
0.116291856,0.617503487,I-MF
0.10420113,0.600201734,I-MF
0.143080582,0.426295486,I-MM
0.132491116,0.411747734,I-SE
0.123103748,0.387860323,I-MF
0.123103748,0.387860323,I-MM
0.132491116,0.411747734,I-MM
0.143080582,0.426295486,I-MM
0.118759867,0.31884108,I-MM
0.053783793,0.287998496,I-MM
0.098486851,0.289439566,I-SE
0.098486851,0.289439566,I-SE
0.053783793,0.287998496,I-MM
0.118759867,0.31884108,I-MM
0.133373331,0.643370003,I-MF
0.133266101,0.591082019,I-MF
0.085820994,0.43420297,I-MM
0.085820994,0.43420297,I-MM
0.133266101,0.591082019,I-MF
0.133373331,0.643370003,I-MF
0.149358142,0.503009585,I-MF
0.153658184,0.41033328,I-MF
0.118933898,0.255139581,I-MF
0.118933898,0.255139581,I-MF
0.153658184,0.41033328,I-MF
0.149358142,0.503009585,I-MF
0.011648421,0.188869666,I-NE
0,0.015450344,I-NE
0.018330121,0.214084292,I-SE
0.018330121,0.214084292,I-SE
0,0.015450344,I-NE
0.011648421,0.188869666,I-NE
0.107091116,0.517436061,I-MF
0.087322533,0.42557837,I-MF
0.087115248,0.421016209,I-MM
0.087115248,0.421016209,I-MM
0.087322533,0.42557837,I-MF
0.107091116,0.517436061,I-MF
0.144442451,0.584199989,I-MF
0.12330733,0.492370693,I-MF
0.06810969,0.340108744,I-MF
0.06810969,0.340108744,I-MF
0.12330733,0.492370693,I-MF
0.144442451,0.584199989,I-MF
0.142922025,0.576998813,I-MM
0.116523889,0.553466102,I-MM
0.054114882,0.118692431,I-SE
0.054114882,0.118692431,I-SE
0.116523889,0.553466102,I-MM
0.142922025,0.576998813,I-MM
0.037969754,0.212687548,I-MM
0.08041975,0.361165658,I-MM
0.117619159,0.415479396,I-SE
0.117619159,0.415479396,I-MM
0.08041975,0.361165658,I-MM
0.037969754,0.212687548,I-MM
0.117938065,0.429938913,I-MM
0.143683788,0.507633077,I-MF
0.106570961,0.347015974,I-MF
0.032101815,0.260299458,I-NE
0.032101815,0.260299458,I-MM
0.086000165,0.398471375,I-SE
0.053915602,0.455155315,I-MM
0.073420037,0.512181107,I-NE
0.073420037,0.512181107,I-NE
0.053915602,0.455155315,I-MM
0.086000165,0.398471375,I-SE
0.034801076,0.282885621,I-NE
0.034022042,0.135520019,I-NE
0.022360767,0.248667014,I-NE
0.022360767,0.248667014,I-NE
0.034022042,0.135520019,I-SE
0.034801076,0.282885621,I-SE
0.057344696,0.33615967,I-SE
0.089043188,0.459757386,I-MM
0.092746885,0.43033274,I-MM
0.092746885,0.43033274,I-MM
0.089043188,0.459757386,I-MM
0.057344696,0.33615967,I-SE
0.078865216,0.457439932,I-MF
0.106483894,0.439445382,I-MM
0.096942847,0.506195995,I-MF
0.096942847,0.506195995,I-MF
0.106483894,0.439445382,I-MF
0.078865216,0.457439932,I-MM
0.078661216,0.367624374,I-MM
0.152190789,0.519043765,I-MF
0.121751539,0.568783431,I-MF
0.083965795,0.52128003,I-MF
0.066766894,0.359733461,I-MF
0.078211807,0.473882259,I-MM
0.055613266,0.429238002,I-MF
0.068527458,0.433008933,I-MF
0.118878376,0.369694692,I-MF
0.118878376,0.369694692,I-MF
0.068527458,0.433008933,I-MF
0.055613266,0.429238002,I-MF
0.182780869,0.692383033,I-MM
0.145040708,0.482931352,I-MM
0.121608769,0.534945299,I-MM
0.121608769,0.534945299,I-MM
0.145040708,0.482931352,I-SE
0.182780869,0.692383033,I-MM
0.147755698,0.549082305,I-MF
0.11190488,0.602259704,I-MF
0.114533274,0.539517198,I-MF
0.114533274,0.539517198,I-MF
0.11190488,0.602259704,I-MF
0.147755698,0.549082305,I-MF
0.100953631,0.216020906,I-MM
0.049048877,0.147216434,I-SE
0.090137056,0.377873781,I-SE
0.090137056,0.377873781,I-SE
0.049048877,0.147216434,I-NE
0.100953631,0.216020906,I-MF
0.096896501,0.398129643,I-MM
0.099232168,0.408236755,I-MM
0.115714697,0.436413139,I-SE
0.115714697,0.436413139,I-MM
0.099232168,0.408236755,I-MM
0.096896501,0.398129643,I-MM
0.060540902,0.541947683,I-NE
0.026845671,0.541947683,I-NE
0.025018168,0.149760875,I-SE
0.025018168,0.149760875,I-SE
0.026845671,0.541947683,I-NE
0.060540902,0.541947683,I-NE
0.073461722,0.243964437,I-NE
0.058686775,0.150097975,I-NE
0.058686775,0.150097975,I-NE
0.073461722,0.243964437,I-NE
0.112427125,0.289825838,I-SE
0.116789981,0.422715351,I-MM
0.07331353,0.42828552,I-MM
0.07331353,0.42828552,I-MM
0.116789981,0.422715351,I-MM
0.112427125,0.289825838,I-MM
0.041746506,0.237159082,I-NE
0,0.026504976,I-NE
0,0.026504976,I-NE
0.041746506,0.237159082,I-NE
0.084253855,0.210300348,I-SE
0.058484755,0.236010223,I-SE
0.027828513,0.274119962,I-SE
0.027828513,0.274119962,I-NE
0.058484755,0.236010223,I-SE
0.084253855,0.210300348,I-MM
0.08369229,0.505463357,I-SE
0.088669,0.428364775,I-NE
0.112730771,0.503106973,I-MM
0.112730771,0.503106973,I-SE
0.088669,0.428364775,I-SE
0.08369229,0.505463357,I-MM
0.162935761,0.581922151,I-MF
0.152292551,0.500684657,I-MM
0.002043241,0.410625763,I-NE
0.002043241,0.410625763,I-NE
0.152292551,0.500684657,I-MM
0.162935761,0.581922151,I-MM
0.119574776,0.438782609,I-MF
0.106258964,0.452067112,I-MF
0.060024387,0.334571429,I-MF
0.060024387,0.334571429,I-MF
0.106258964,0.452067112,I-MF
0.119574776,0.438782609,I-MF
0.027726323,0.163380666,I-SE
0.062452142,0.263077818,I-MM
0.036077711,0.17266212,I-NE
0.036077711,0.17266212,I-NE
0.062452142,0.263077818,I-MM
0.027726323,0.163380666,I-SE
0.167876667,0.530566279,I-MF
0.124150183,0.754140006,I-MF
0.16368013,0.666583328,I-MF
0.101790124,0.357531705,I-SE
0.095935422,0.640028806,I-MM
0.077524361,0.451412016,I-SE
0.077524361,0.451412016,I-SE
0.095935422,0.640028806,I-SE
0.101790124,0.357531705,I-SE
0.082010838,0.509022974,I-MF
0.17302198,0.722509774,I-MF
0.135409242,0.689068128,I-MF
0.135409242,0.689068128,I-MF
0.17302198,0.722509774,I-MF
0.082010838,0.509022974,I-MF
0.060054241,0.417782997,I-NE
0.043958993,0.324699791,I-SE
0.043958993,0.324699791,I-SE
0.060054241,0.417782997,I-NE
0.138538845,0.552374146,I-MF
0.12649355,0.570694679,I-MF
0.140343799,0.603621187,I-MF
0.140343799,0.603621187,I-MF
0.12649355,0.570694679,I-MF
0.138538845,0.552374146,I-MF
0.100075407,0.561074301,I-MF
0.129647364,0.584441071,I-MF
0.135698923,0.593904718,I-MF
0.135698923,0.593904718,I-MF
0.129647364,0.584441071,I-MF
0.100075407,0.561074301,I-MF
0.080121744,0.239804221,I-SE
0.047312691,0.196543509,I-SE
0.094494594,0.317799664,I-MF
0.094494594,0.317799664,I-MM
0.047312691,0.196543509,I-SE
0.080121744,0.239804221,I-SE
0.096600671,0.34805592,I-MM
0.086761364,0.310717029,I-SE
0.086980855,0.315180558,I-MM
0.086980855,0.315180558,I-MM
0.086761364,0.310717029,I-SE
0.096600671,0.34805592,I-MM
0.137993352,0.553431103,I-MF
0.120852247,0.564092773,I-MF
0.175705806,0.567737441,I-MF
0.110571734,0.435989797,I-MM
0.119698166,0.472725082,I-SE
0.087736065,0.438225649,I-MM
0.087736065,0.438225649,I-MM
0.119698166,0.472725082,I-MM
0.110571734,0.435989797,I-MM
0.119813259,0.380537221,I-MM
0.119614453,0.47182108,I-MM
0.122840837,0.574626753,I-MF
0.122840837,0.574626753,I-MM
0.119614453,0.47182108,I-MM
0.119813259,0.380537221,I-MF
0.143993684,0.481387686,I-MM
0.068886577,0.408619689,I-MM
0.064907235,0.358250865,I-SE
0.064907235,0.358250865,I-MM
0.068886577,0.408619689,I-MM
0.143993684,0.481387686,I-MM
0.081956561,0.457478436,I-MM
0.101819019,0.484284303,I-MF
0.087658108,0.351707285,I-MF
0.087658108,0.351707285,I-MF
0.101819019,0.484284303,I-MF
0.081956561,0.457478436,I-MM
0.078262787,0.491880284,I-MF
0.117708794,0.542879391,I-MF
0.093844478,0.527105491,I-MF
0.093844478,0.527105491,I-MF
0.117708794,0.542879391,I-MF
0.078262787,0.491880284,I-MF
0.129447017,0.539808997,I-MF
0.119013691,0.502107589,I-MM
0.059013548,0.246672521,I-MM
0.059013548,0.246672521,I-MM
0.119013691,0.502107589,I-MM
0.129447017,0.539808997,I-MF
0.102454273,0.450919154,I-MM
0.10472477,0.41634856,I-MM
0.068422105,0.342819404,I-MM
0.068422105,0.342819404,I-MM
0.10472477,0.41634856,I-MM
0.102454273,0.450919154,I-MM
0.231154264,0.682946003,I-MF
0.198375405,0.654400244,I-MF
0.099917121,0.441326743,I-MF
0.099917121,0.441326743,I-MF
0.198375405,0.654400244,I-MF
0.231154264,0.682946003,I-MF
0.131431721,0.391866156,I-MM
0.175933203,0.311898082,I-MM
0.11691087,0.412707899,I-MM
0.11691087,0.412707899,I-MM
0.175933203,0.311898082,I-MM
0.131431721,0.391866156,I-SE
0.05634974,0.251940076,I-MM
0.044648803,0.336858731,I-MM
0.100757244,0.352327755,I-MM
0.100757244,0.352327755,I-MM
0.044648803,0.336858731,I-NE
0.05634974,0.251940076,I-MM
0.125031932,0.546747157,I-MF
0.18935538,0.595573791,I-MF
0.101566043,0.473124704,I-MF
0.101566043,0.473124704,I-MF
0.18935538,0.595573791,I-MF
0.125031932,0.546747157,I-MF
0.165823091,0.58998677,I-MM
0.115124142,0.501610612,I-MM
0.091575128,0.412453143,I-MM
0.091575128,0.412453143,I-MM
0.115124142,0.501610612,I-MM
0.165823091,0.58998677,I-MM
0.114523467,0.630558373,I-MF
0.189681925,0.600716522,I-MF
0.098764774,0.519127482,I-MF
0.059117067,0.223741383,I-SE
0.051014781,0.281573402,I-SE
0.026878234,0.298213239,I-SE
0.026878234,0.298213239,I-SE
0.051014781,0.281573402,I-SE
0.059117067,0.223741383,I-SE
0.065453305,0.296080945,I-SE
0.070405805,0.24625174,I-NE
0.078514347,0.330531442,I-MM
0.078514347,0.330531442,I-SE
0.070405805,0.24625174,I-SE
0.065453305,0.296080945,I-SE
0.167068647,0.710888213,I-MF
0.127834535,0.545114534,I-MF
0.111380349,0.607261902,I-MF
0.111380349,0.607261902,I-MF
0.127834535,0.545114534,I-MF
0.167068647,0.710888213,I-MF
0.11744266,0.631257482,I-MF
0.166878315,0.731669381,I-MF
0.11573994,0.542440131,I-MF
0.11573994,0.542440131,I-MF
0.166878315,0.731669381,I-MF
0.11744266,0.631257482,I-MF
0.108364564,0.5736805,I-MM
0.161444761,0.528851199,I-MM
0.064075331,0.433847623,I-SE
0.064075331,0.433847623,I-MM
0.161444761,0.528851199,I-MM
0.108364564,0.5736805,I-MM
0.099768529,0.391563764,I-MF
0.086589989,0.313109355,I-SE
0.068652768,0.312325816,I-MM
0.068652768,0.312325816,I-MM
0.086589989,0.313109355,I-SE
0.099768529,0.391563764,I-MF
0.139300294,0.440462122,I-MM
0.109990048,0.475981111,I-SE
0.08692641,0.441885808,I-MM
0.08692641,0.441885808,I-MM
0.109990048,0.475981111,I-MM
0.139300294,0.440462122,I-MM
0.133676446,0.423216617,I-MF
0.143328639,0.570939382,I-MF
0.087825229,0.518791774,I-MF
0.087825229,0.518791774,I-MF
0.143328639,0.570939382,I-MF
0.133676446,0.423216617,I-MF
0.141000709,0.42364378,I-MM
0.153132434,0.370251043,I-SE
0.091391869,0.391188264,I-MF
0.091391869,0.391188264,I-MM
0.153132434,0.370251043,I-MM
0.141000709,0.42364378,I-MM
0.151955372,0.632559821,I-MF
0.117470432,0.556437177,I-MF
0.087278986,0.43436716,I-MF
0.087278986,0.43436716,I-MF
0.117470432,0.556437177,I-MF
0.151955372,0.632559821,I-MF
0.128251877,0.6335536,I-MF
0.141281306,0.516410277,I-MM
0.151825492,0.625784067,I-MF
0.114241161,0.540447951,I-SE
0.085111172,0.467158201,I-MM
0.110306134,0.554479133,I-SE
0.110306134,0.554479133,I-SE
0.085111172,0.467158201,I-SE
0.114241161,0.540447951,I-SE
0.175702979,0.536989688,I-MF
0.111977126,0.521575407,I-MF
0.0771703,0.366269279,I-MM
0.0771703,0.366269279,I-MM
0.111977126,0.521575407,I-MF
0.175702979,0.536989688,I-MF
0.077007263,0.457995431,I-MF
0.097444034,0.462963975,I-MF
0.097122661,0.435941275,I-MF
0.097122661,0.435941275,I-MF
0.097444034,0.462963975,I-MF
0.077007263,0.457995431,I-MF
0.165115481,0.512664198,I-MM
0.089898083,0.57274188,I-MM
0.137198167,0.45955304,I-MM
0.137198167,0.45955304,I-MM
0.089898083,0.57274188,I-MM
0.165115481,0.512664198,I-SE
0.155033715,0.396684104,I-MM
0.121968387,0.414503288,I-MM
0.093085774,0.365520119,I-MM
0.093085774,0.365520119,I-MM
0.121968387,0.414503288,I-MM
0.155033715,0.396684104,I-MM
0.069454997,0.266616311,I-SE
0.084822061,0.239853723,I-SE
0.020256255,0.187295649,I-SE
0.020256255,0.187295649,I-SE
0.084822061,0.239853723,I-SE
0.069454997,0.266616311,I-SE
0.102235683,0.573873003,I-MF
0.087412487,0.53921569,I-MF
0.089626015,0.49900383,I-MF
0.089626015,0.49900383,I-MF
0.087412487,0.53921569,I-MF
0.102235683,0.573873003,I-MF
0.075827007,0.519923342,I-MM
0.081157889,0.386800889,I-MM
0.077803794,0.485564605,I-MM
0.077803794,0.485564605,I-SE
0.081157889,0.386800889,I-MM
0.075827007,0.519923342,I-MM
0.090115461,0.50194006,I-SE
0.119760352,0.402719959,I-SE
0.105694795,0.403210602,I-SE
0.105694795,0.403210602,I-SE
0.119760352,0.402719959,I-SE
0.090115461,0.50194006,I-SE
0.094178234,0.429830349,I-MF
0.030505691,0.338596047,I-MM
0.052014446,0.213258677,I-MF
0.052014446,0.213258677,I-MF
0.030505691,0.338596047,I-MM
0.094178234,0.429830349,I-MF
0.068531394,0.261973086,I-MM
0.083469448,0.346685602,I-SE
0.060340679,0.339683815,I-MM
0.060340679,0.339683815,I-MM
0.083469448,0.346685602,I-MM
0.068531394,0.261973086,I-MM
0.163943528,0.612055102,I-MF
0.146690555,0.575284798,I-MF
0.130021508,0.3097408,I-MF
0.130021508,0.3097408,I-MF
0.146690555,0.575284798,I-MF
0.163943528,0.612055102,I-MF
0.051529644,0.265339094,I-MM
0.064381403,0.473093303,I-MM
0.077135989,0.402848679,I-MM
0.077135989,0.402848679,I-MM
0.064381403,0.473093303,I-MM
0.051529644,0.265339094,I-MM
0.009199094,0.099988983,I-NE
0.063835932,0.41615388,I-NE
0.014964461,0.241017596,I-NE
0.014964461,0.241017596,I-NE
0.063835932,0.41615388,I-NE
0.009199094,0.099988983,I-NE
0.119058907,0.449889905,I-MF
0.102270324,0.469618281,I-MF
0.154528978,0.600360246,I-MF
0.115961861,0.453706939,I-MM
0.058916639,0.253813775,I-MM
0.092233509,0.311417933,I-MM
0.092233509,0.311417933,I-MM
0.058916639,0.253813775,I-SE
0.115961861,0.453706939,I-MM
0.162644631,0.56120056,I-MM
0.155128904,0.473605092,I-MM
0.069166942,0.429356462,I-MM
0.069166942,0.429356462,I-SE
0.155128904,0.473605092,I-MM
0.162644631,0.56120056,I-MM
0.057654853,0.381605893,I-MM
0.085256975,0.546788637,I-MM
0.105556856,0.519938436,I-MM
0.105556856,0.519938436,I-MM
0.085256975,0.546788637,I-MM
0.057654853,0.381605893,I-MM
0.147039998,0.474128262,I-MM
0.103403331,0.248793443,I-MM
0.103403331,0.248793443,I-MM
0.147039998,0.474128262,I-MM
0.061706488,0.215886947,I-SE
0.078077246,0.108751243,I-NE
0.03921173,0.119844272,I-NE
0.03921173,0.119844272,I-NE
0.078077246,0.108751243,I-NE
0.061706488,0.215886947,I-SE
0.129973017,0.466840191,I-MM
0.099274356,0.42072872,I-MM
0.078036786,0.287146954,I-MM
0.078036786,0.287146954,I-MM
0.099274356,0.42072872,I-MM
0.129973017,0.466840191,I-MM
0.111853359,0.283992805,I-MM
0.137457484,0.504273825,I-MM
0.071479634,0.386072988,I-MM
0.071479634,0.386072988,I-MM
0.137457484,0.504273825,I-MM
0.111853359,0.283992805,I-MM
0.183976356,0.610430951,I-MF
0.131095032,0.432247694,I-MF
0.124624199,0.606612437,I-MF
0.124624199,0.606612437,I-MF
0.131095032,0.432247694,I-MF
0.183976356,0.610430951,I-MF
0.084130053,0.397407868,I-MM
