,Username,Testid,Version,Response,Score
1528,A2127013,1413752.0,A2,Mi amigos es Jamie.Jamie es en mi amigio porque mi gusta el personalidid.Mi amigo es chase.Mi y chase es amiogos porque we pescado a veces y pescado en bowie nature park.Mi finalmente amigos es dalton.Mi y dalton es amiogos porque tengo eschula y spainsh clase.Mi amigos tengo  eschula y tengo clase.,N-MF
6639,A2292886,1572957.0,A1,"Hola me llamo Reid. Yo like gatos. Yo tengo 2 gatos, Hiro y Tomo. Me Favorito color es verde. Yo tengo ojos verde y pelo amarillo. Yo like Fish n Chips. Gracias.",N-MM
6640,A2292886,1572957.0,A1,"You need 12 lapizs, 2 erasers, a binder, y a notebook ser ready for school. To get them you can buy them from school suplise stores.",N-MM
6641,A2292886,1572957.0,A1,yo want a giftcard el de Fortnite y light up zaptos y a Nerf gun y a gato poster.,N-SE
6642,A2292886,1572957.0,A1,yo want a giftcard el de Fortnite y light up zaptos y a Nerf gun y a gato poster.,N-SE
6643,A2292886,1572957.0,A1,"You need 12 lapizs, 2 erasers, a binder, y a notebook ser ready for school. To get them you can buy them from school suplise stores.",N-SE
6644,A2292886,1572957.0,A1,"Hola me llamo Reid. Yo like gatos. Yo tengo 2 gatos, Hiro y Tomo. Me Favorito color es verde. Yo tengo ojos verde y pelo amarillo. Yo like Fish n Chips. Gracias.",N-MF
8922,A2391044,1667891.0,A1,VIDEO GAMES!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,N-NE
8926,A2391044,1667891.0,A1,¿Hola Como estas? Me Nombera es Jax y espero que te mejores pronto.,N-MM
8927,A2391044,1667891.0,A1,"Liapes, compuerdals y mochla.",N-SE
8928,A2391044,1667891.0,A1,"Liapes, compuerdals y mochla.",N-SE
8929,A2391044,1667891.0,A1,¿Hola Como estas? Me Nombera es Jax y espero que te mejores pronto.,N-MM
8933,A2391044,1667891.0,A1,VIDEO GAMES!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,N-NE
11289,A2543812,1786865.0,A1,hdcbhhsdbchhd,N-NE
11290,A2543812,1786865.0,A1,You need ,N-NE
11291,A2543812,1786865.0,A1,hs,N-NE
11292,A2543812,1786865.0,A1,hs,N-NE
11293,A2543812,1786865.0,A1,You need ,N-NE
11294,A2543812,1786865.0,A1,hdcbhhsdbchhd,N-NE
12087,A2576895,1812339.0,A1,"Hola mi nombre es Anahi  Macdonald, yo megusto jugar futbol y megusto a ciencas y yo tengo 2 hermanos un bebe  y mi mama y mi papa y los nombre de mi hermanos es Liam y kam y pekino bebe nino,y mi mama y papa nombres es Sean y Amanda Macdonald.Adios",N-MF
12088,A2576895,1812339.0,A1,,N-NE
12089,A2576895,1812339.0,A1,Tu nestamos 8 Lapicros 4 Bradores una Jacete para Octono y Inveino y una Mulchla y 3 Macadores y Piceara Blanca y 2 Boligrafo.,N-MM
12090,A2576895,1812339.0,A1,Tu nestamos 8 Lapicros 4 Bradores una Jacete para Octono y Inveino y una Mulchla y 3 Macadores y Piceara Blanca y 2 Boligrafo.,N-MF
12091,A2576895,1812339.0,A1,,N-NE
12092,A2576895,1812339.0,A1,"Hola mi nombre es Anahi  Macdonald, yo megusto jugar futbol y megusto a ciencas y yo tengo 2 hermanos un bebe  y mi mama y mi papa y los nombre de mi hermanos es Liam y kam y pekino bebe nino,y mi mama y papa nombres es Sean y Amanda Macdonald.Adios",N-MF
12980,A2601687,1836007.0,A1,Yo quote un libro pata escrebed. Yo quete mas amigas. Yo quote un libro pata leed.,N-MM
12982,A2601687,1836007.0,A1,Mi nobre es Rachael. Yo me gusta a escrebe estoryas. Yo queto ased una maestra de español. Yo tiene una maestra de espanñol que es mi fobord maetra de español.Yo tiene amigas en mi clase. Yo me gusta el colord azul. Yo tiene uns thres niños y yo y mi mamá y papá en mi familia.,N-MF
12983,A2601687,1836007.0,A1,Una lapis podo comprad en walmart.Una goma de borad podo comprad en walmart. Una begamenta podo comprad en walmart. Un adifonos podo comprad en walmart. Unas papeles podo comprad en walmart.Una tigedas podo comprad en walmart. ,N-MF
12984,A2601687,1836007.0,A1,Una lapis podo comprad en walmart.Una goma de borad podo comprad en walmart. Una begamenta podo comprad en walmart. Un adifonos podo comprad en walmart. Unas papeles podo comprad en walmart.Una tigedas podo comprad en walmart. ,N-MF
12985,A2601687,1836007.0,A1,Mi nobre es Rachael. Yo me gusta a escrebe estoryas. Yo queto ased una maestra de español. Yo tiene una maestra de espanñol que es mi fobord maetra de español.Yo tiene amigas en mi clase. Yo me gusta el colord azul. Yo tiene uns thres niños y yo y mi mamá y papá en mi familia.,N-MF
12987,A2601687,1836007.0,A1,Yo quote un libro pata escrebed. Yo quete mas amigas. Yo quote un libro pata leed.,N-MM
14412,A2672866,1899886.0,A2,En mi comunidad ellos le gustan jugar con las computador en clases y a veces los niños les gustan jugar en clases como estar en los telefonos . pero yo ,N-MF
14413,A2672866,1899886.0,A2," Hola  yo me llamo Yaritzi ,Yo soy  estudiante   de northwood  jr high school , pero a mi gusta  hablar muchos español  pero  a mi gusta  jugar con mis hermanos  y  hermanas. A mi gusta  estar con mis  amigas pero mis  amigas son mexico, gutemala y colomia  pero los  quiero como son mis  hermanas  porque  si yo me siento mal yo  puedo comfiar en mis  amigas  cuando yo puedo. A mi gusta aser  otras cosas como estar cayada pero mi 10 minutos pero a veces soy  un poco penosa porque  me da miedo que boy  aser algo mal como dicer  palabar mala y que  le dicen a mis  padres. Yo soy  una  buena  persona  en todas  mis  clases . FIN ",N-MF
14415,A2672866,1899886.0,A2,mi mejor amiga es Katie  porque  jugar mos  mucho en la  escuela.,N-MF
14661,A2685630,1910031.0,A1,Hola me llamo Calvino yo estoy cansado. Me favorito color es azul. ,N-MF
14662,A2685630,1910031.0,A1,la computadora.,N-SE
14663,A2685630,1910031.0,A1,Tres boligrafoDoce lapizUno libroQuince papel,N-MM
14664,A2685630,1910031.0,A1,Tres boligrafoDoce lapizUno libroQuince papel,N-MF
14665,A2685630,1910031.0,A1,la computadora.,N-SE
14666,A2685630,1910031.0,A1,Hola me llamo Calvino yo estoy cansado. Me favorito color es azul. ,N-MF
14943,A2701773,1924823.0,A2,hola me llamo georgeme gusta footballno me gusta snowme gusta summer,N-SE
14944,A2701773,1924823.0,A2,me gusta sleep at home/me gusta walk in mall/ me gusta drive with sister,N-NE
14945,A2701773,1924823.0,A2,me amigo josh / amigo gusta shoes / me amigo und me gusta talk about shoes,N-SE
14946,A2701773,1924823.0,A2,me amigo josh / amigo gusta shoes / me amigo und me gusta talk about shoes,N-SE
14947,A2701773,1924823.0,A2,me gusta sleep at home/me gusta walk in mall/ me gusta drive with sister,N-SE
14948,A2701773,1924823.0,A2,hola me llamo georgeme gusta footballno me gusta snowme gusta summer,N-MM
15234,A2715985,1936021.0,A2,"ella, es bueno, es alto, ",N-SE
15238,A2715985,1936021.0,A2,"hola llamo jaden, yo soy alto, me gusta  jugar baloncensto. soy trabdo duro",N-MM
15239,A2715985,1936021.0,A2,nostros jugar en el parke ,N-MM
15240,A2715985,1936021.0,A2,nostros jugar en el parke ,N-MM
15241,A2715985,1936021.0,A2,"hola llamo jaden, yo soy alto, me gusta  jugar baloncensto. soy trabdo duro",N-MM
15245,A2715985,1936021.0,A2,"ella, es bueno, es alto, ",N-SE
17259,A2794108,2001352.0,A1,Yo nesesito una IPHONE un MACBOOK y chocalate.,N-MF
17261,A2794108,2001352.0,A1,Hola mi llama Kirby Farmer. Yo tengo dos perros in mi casa. Yo tengo muchos amigos en escuela y un poco en mi casa. Mi favorito colour es negro o azul y rojo.,N-MF
17262,A2794108,2001352.0,A1,.Yo nesesito notebooks .Yo nesesito tjeras.Yo nesesito lapizes.Yo nesesito marcadores.Yo nesesito pega,N-MF
17263,A2794108,2001352.0,A1,.Yo nesesito notebooks .Yo nesesito tjeras.Yo nesesito lapizes.Yo nesesito marcadores.Yo nesesito pega,N-MF
17264,A2794108,2001352.0,A1,Hola mi llama Kirby Farmer. Yo tengo dos perros in mi casa. Yo tengo muchos amigos en escuela y un poco en mi casa. Mi favorito colour es negro o azul y rojo.,N-MM
17266,A2794108,2001352.0,A1,Yo nesesito una IPHONE un MACBOOK y chocalate.,N-MM
22692,B2226407,1509816.0,A1,Puesto.Nueva ropa.,N-SE
22694,B2226407,1509816.0,A1,"Hola mi nombre es Sofia mi cosa favorita es baile, mi oclor favorito es azul, mi comida favorita es  pizza, mi lugar favorito es el sentro de aprendisaje, mi cosa en la escuela es matematicas, donde yo ir a bailar es Arabesque School of Dance.",N-MF
22695,B2226407,1509816.0,A1,1. Lapizes.2. Cuadernos.3. Folderes.4. Expo marcadores.5. Sharpes.6. lapizes macanicas.7. tijeras.8. marcadores.,N-MM
22698,B2226407,1509816.0,A1,1. Lapizes.2. Cuadernos.3. Folderes.4. Expo marcadores.5. Sharpes.6. lapizes macanicas.7. tijeras.8. marcadores.,N-MM
22699,B2226407,1509816.0,A1,"Hola mi nombre es Sofia mi cosa favorita es baile, mi oclor favorito es azul, mi comida favorita es  pizza, mi lugar favorito es el sentro de aprendisaje, mi cosa en la escuela es matematicas, donde yo ir a bailar es Arabesque School of Dance.",N-MF
22701,B2226407,1509816.0,A1,Puesto.Nueva ropa.,N-MM
22941,B2233459,1516160.0,A2,,N-NE
22944,B2233459,1516160.0,A2,,N-NE
23270,B2243319,1525771.0,A2,"HOla me llamo novi. Me muchas amigos y la lily, es muy interestante y divertida.",N-MF
23271,B2243319,1525771.0,A2,"Hola me llamo novi yo tengo muchas clases. Yo tengo la music, el espanol, la historia ",N-MF
23272,B2243319,1525771.0,A2,Yo fui a la interesante ciudad. Fui a la boston y comen en boston ,N-MF
23273,B2243319,1525771.0,A2,Yo fui a la interesante ciudad. Fui a la boston y comen en boston ,N-MM
23274,B2243319,1525771.0,A2,"Hola me llamo novi yo tengo muchas clases. Yo tengo la music, el espanol, la historia ",N-MF
23275,B2243319,1525771.0,A2,"HOla me llamo novi. Me muchas amigos y la lily, es muy interestante y divertida.",N-SE
28389,B2481776,1738079.0,A1,Me gusta es arte.,N-SE
28390,B2481776,1738079.0,A1,Hola. Me llamo Lia. Me gusta los gatos y los perros. Me gusta la escuela. Yo soy diez.,N-MF
28391,B2481776,1738079.0,A1,La lapiz y las papels y rojo lapiz y anaranjado lapiz y amirillo lapiz y verde lapiz y azul lapiz y morado lapiz y cafe lapiz y negro lapiz.  ,N-MM
28392,B2481776,1738079.0,A1,La lapiz y las papels y rojo lapiz y anaranjado lapiz y amirillo lapiz y verde lapiz y azul lapiz y morado lapiz y cafe lapiz y negro lapiz.  ,N-MM
28393,B2481776,1738079.0,A1,Hola. Me llamo Lia. Me gusta los gatos y los perros. Me gusta la escuela. Yo soy diez.,N-MF
28394,B2481776,1738079.0,A1,Me gusta es arte.,N-SE
29669,B2572483,1808085.0,A1,,N-NE
29672,B2572483,1808085.0,A1,,N-NE
30172,B2588032,1822721.0,A1,ME AMIGOS ES NORA ABBY TATI Y MIRANDA. Y ES ME CALSSY ES NORA BRANDON TATI JASMIN KADINCE NATLY NATI COOPER BRIAN ,N-SE
30173,B2588032,1822721.0,A1,CRANS Y UNA PINSUL Y UNA BAKPAK Y  UNA FOLDER Y UNA NOTE BOOK ,N-NE
30174,B2588032,1822721.0,A1,ola me norbre es cambre y me wishlist es 3 gotos y 2 perros ,N-SE
30175,B2588032,1822721.0,A1,ola me norbre es cambre y me wishlist es 3 gotos y 2 perros ,N-MM
30176,B2588032,1822721.0,A1,CRANS Y UNA PINSUL Y UNA BAKPAK Y  UNA FOLDER Y UNA NOTE BOOK ,N-SE
30177,B2588032,1822721.0,A1,ME AMIGOS ES NORA ABBY TATI Y MIRANDA. Y ES ME CALSSY ES NORA BRANDON TATI JASMIN KADINCE NATLY NATI COOPER BRIAN ,N-SE
32227,B2685602,1910003.0,A1,el lapiz  trienteel libro  dos el boligrafo quatroel papel vienteicinco,N-MF
32231,B2685602,1910003.0,A1,Hola me llamo Lupe. Estoy muy bein. Estoy llueve los zappatos.,N-MM
32232,B2685602,1910003.0,A1,la silla el libro el boligrafoel reloj ,N-MM
32233,B2685602,1910003.0,A1,la silla el libro el boligrafoel reloj ,N-MM
32234,B2685602,1910003.0,A1,Hola me llamo Lupe. Estoy muy bein. Estoy llueve los zappatos.,N-MF
32238,B2685602,1910003.0,A1,el lapiz  trienteel libro  dos el boligrafo quatroel papel vienteicinco,N-MM
33880,B2759588,1971253.0,A2,"Holla mi nombre es Madeline seneker.Yo vivi en un casa.Mi favorito sport es futobol tiene uno hermana y dos perros.Tiene un papa y un mama.Mi hermana y yo vamos en un escuela tiene muchos ninas y ninos mi megustos for example Sarahi ,Laurel,Anjali.Mi  escuelas nombre es bruce drysdal elementery escuela.Mi escuela tiene matimaticas,mundo de letras.Escuela es muy muy bien.Tiene muchos libros y un biboteca y tiene un teacher tu nombre es Ms.m",N-MF
33881,B2759588,1971253.0,A2,"Yo juego fotbol.Tiene muchos jugetes para bailar y jugan.Y a la escuela tiene pequenos jugetes for example.libros,papel,lapises.Y a la casa tiene bolas, animales son perros. Y van en town  van a ver las cosas for examele casas ,tienda.",N-MF
33882,B2759588,1971253.0,A2,Mi favorito es mi hermana jugan todo los dias.Pero tiene arguments con mi hermana.Son pequenos.Jugan animales es mi favorito.Y leyen los libros.Muchos dias jugan perros.,N-MF
33883,B2759588,1971253.0,A2,Mi favorito es mi hermana jugan todo los dias.Pero tiene arguments con mi hermana.Son pequenos.Jugan animales es mi favorito.Y leyen los libros.Muchos dias jugan perros.,N-MF
33884,B2759588,1971253.0,A2,"Yo juego fotbol.Tiene muchos jugetes para bailar y jugan.Y a la escuela tiene pequenos jugetes for example.libros,papel,lapises.Y a la casa tiene bolas, animales son perros. Y van en town  van a ver las cosas for examele casas ,tienda.",N-MF
33885,B2759588,1971253.0,A2,"Holla mi nombre es Madeline seneker.Yo vivi en un casa.Mi favorito sport es futobol tiene uno hermana y dos perros.Tiene un papa y un mama.Mi hermana y yo vamos en un escuela tiene muchos ninas y ninos mi megustos for example Sarahi ,Laurel,Anjali.Mi  escuelas nombre es bruce drysdal elementery escuela.Mi escuela tiene matimaticas,mundo de letras.Escuela es muy muy bien.Tiene muchos libros y un biboteca y tiene un teacher tu nombre es Ms.m",N-MF
34401,B2779309,1988730.0,A1,quiero un televisor,N-MF
34403,B2779309,1988730.0,A1,mi nombre es torris mi legusta jugar,N-MF
34404,B2779309,1988730.0,A1,yo se nececita lapieces,N-MF
34405,B2779309,1988730.0,A1,yo se nececita lapieces,N-SE
34406,B2779309,1988730.0,A1,mi nombre es torris mi legusta jugar,N-MM
34408,B2779309,1988730.0,A1,quiero un televisor,N-SE
37365,C2130502,1417170.0,A2,"Me llamo Wyatt. Soy de Spring Hil. Me gusta mucho ejerico, futbol americano, baloncesto, y afurea. No me gusta hockey, y tenisa. Me llamo 2 hermanas Chey y Dani. ",N-MF
37366,C2130502,1417170.0,A2,"Me gusta much con mi amigos, jugar al futbol americano, jugar al baloncesto, jugar al videojuegas. ",N-MF
37367,C2130502,1417170.0,A2,"Mi best friend tengo Blake. Blake gusta much baloncesto, ejercio, jugar al videojuegas. Blake es castano, baja, y guapo. ",N-MF
37368,C2130502,1417170.0,A2,"Mi best friend tengo Blake. Blake gusta much baloncesto, ejercio, jugar al videojuegas. Blake es castano, baja, y guapo. ",N-MF
37369,C2130502,1417170.0,A2,"Me gusta much con mi amigos, jugar al futbol americano, jugar al baloncesto, jugar al videojuegas. ",N-MF
37370,C2130502,1417170.0,A2,"Me llamo Wyatt. Soy de Spring Hil. Me gusta mucho ejerico, futbol americano, baloncesto, y afurea. No me gusta hockey, y tenisa. Me llamo 2 hermanas Chey y Dani. ",N-MF
37404,C2130570,1417238.0,A2,me mojer amigo es skylar. Skylar te gusta jugar fulbol americano y MMA. Skylar es alto y bonita y perro negro. El interesante en militar y policia. Skylar es mucho comico y divertido. que tu mojer amigo?,N-MF
37405,C2130570,1417238.0,A2,yo comir pizza tu amigos el sabado. el domingo iglesia. mucho resterasante en spring hill. el mall es en Franklin. ,N-MF
37406,C2130570,1417238.0,A2,hola me llamo Brandon allen. yo tience diesesices. yo mucho gusto fultbol americano. yo gusto cazar y nadar. yo cazar tu me papdra.,N-MF
37689,C2140120,1426298.0,A2,,N-NE
37694,C2140120,1426298.0,A2,,N-NE
39098,C2191520,1476453.0,A1,"el manos que gamos, roblox, fut bal,el TV.",N-SE
39099,C2191520,1476453.0,A1,"el robux,fornite,rresident evil,el laptop",N-NE
39100,C2191520,1476453.0,A1,"el  note book,el book,el lapez,el back pack.",N-SE
39101,C2191520,1476453.0,A1,"el  note book,el book,el lapez,el back pack.",N-SE
39102,C2191520,1476453.0,A1,"el robux,fornite,rresident evil,el laptop",N-SE
39103,C2191520,1476453.0,A1,"el manos que gamos, roblox, fut bal,el TV.",N-MM
39662,C2211421,1495628.0,A1,,N-NE
39663,C2211421,1495628.0,A1,machadores muchila journal lapiz,N-MM
39664,C2211421,1495628.0,A1,un bolsa flores dinero,N-MM
39665,C2211421,1495628.0,A1,un bolsa flores dinero,N-MM
39666,C2211421,1495628.0,A1,machadores muchila journal lapiz,N-MM
39667,C2211421,1495628.0,A1,,N-NE
39776,C2215354,1499397.0,A2,i,N-NE
39777,C2215354,1499397.0,A2,mi nombere es carmelo,N-MM
39778,C2215354,1499397.0,A2,i,N-NE
39779,C2215354,1499397.0,A2,i,N-NE
39780,C2215354,1499397.0,A2,mi nombere es carmelo,N-MF
39781,C2215354,1499397.0,A2,i,N-NE
43811,C2357514,1635484.0,A2,"Hola mellmo Janice ,Elvevo en Chicago ,Me gusta el color roho",N-MF
43812,C2357514,1635484.0,A2,"Ella is alto,negro,guapo,bonita,felize,intellanta,",N-MF
43813,C2357514,1635484.0,A2,"nosotros gusta el parka, el libiro",N-MF
43814,C2357514,1635484.0,A2,"nosotros gusta el parka, el libiro",N-SE
43815,C2357514,1635484.0,A2,"Ella is alto,negro,guapo,bonita,felize,intellanta,",N-MM
43816,C2357514,1635484.0,A2,"Hola mellmo Janice ,Elvevo en Chicago ,Me gusta el color roho",N-MF
44296,C2374937,1652156.0,A2,Mi best amigo es llamo carla boyer. Carles es baja gusta me. Carla es muy funny y goofy. She gusta field hockey y track like me. She es on a differente team she es on gold y me es on blue. Next yer she es going to cr y me es going toover. We are going to be at different schools whices going to be heard. ,N-SE
44298,C2374937,1652156.0,A2,"Hola. Mi llamo Amiyah Sizer. Me cuerto maroon y muy baja y African Amercian. Me favorito desportes es hockey y yo tengo running. Yo tengo 14. Me birthday, viente nueve febero. ",N-MM
44299,C2374937,1652156.0,A2,Me gusta running y televison y hockey y eating.,N-MM
44300,C2374937,1652156.0,A2,Me gusta running y televison y hockey y eating.,N-MM
44301,C2374937,1652156.0,A2,"Hola. Mi llamo Amiyah Sizer. Me cuerto maroon y muy baja y African Amercian. Me favorito desportes es hockey y yo tengo running. Yo tengo 14. Me birthday, viente nueve febero. ",N-MM
44303,C2374937,1652156.0,A2,Mi best amigo es llamo carla boyer. Carles es baja gusta me. Carla es muy funny y goofy. She gusta field hockey y track like me. She es on a differente team she es on gold y me es on blue. Next yer she es going to cr y me es going toover. We are going to be at different schools whices going to be heard. ,N-SE
44505,C2380631,1657704.0,A2,"Hola Estimada Señora:Me llamo Ajani Martin-Abascal, y estoy feliz que ud. va a visitar me clase. No se precoupe, los estudiantes son buenos, y muy simpáticos. Voy a contar más sobre mis compañeros, pero ahora quiero contar ud. un poquito sobre yo. Yo estoy en el último grado de la escuela secondaria, y tengo dieciocho años. Estoy lista para el futuro de mis estudias, en el otoño que viene, estudiaré en la universidad de Villanova, cerca de la ciudad de Philidelphia en Pennslyvania. Yo he vivido en el estado de Massachussetts todo mi vida, entonces esto es un viaje grande para me. En el presente, me gusta disfrutar en los últimos semanas de escuela hasta las vacaciones del verano: paso tiempo con mis amigos durante las reuniónes de nuestros clúbs, camino a mi casa con mi hermanita (quien tiene dieciseis años), voy a mis clases de baile, y miro mis programas favoritos en la televisión. Tambien, estoy en el equipo de tenís. Me encanta mis clases de escuela, pero mi clase de historia es mi favorita, y eso el uno que ud. va a visitar.En mi clase de historia mis compañeros son muy intelligentes y comportan bien. Estamos aprendiendo de la carrera del preisdente Lyndon B. Johnson. En clase hoy, vamos a terminar mirando una pelicula sobre él que habla de su vida durante el tiempo de derechos civiles y su relaciónes como presidente de Los Estados Unidos. Los otros estudiantes en mi clase les gustan a aprender, y siempre están pensando critícamente. Me gusta la clase, el maestro, y todos mis compañeros. ¡Me alegro mucho que ud. va a conocérnos! ¡Nos vemos pronto!Cordialmente,Ajani Martin-Abascal",N-MF
44506,C2380631,1657704.0,A2,"Cuando no tengo escuela, o después que yo lo tengo, mi gusta pasar tiempo en mi comunidad. Mi gusta ir con mis amigos a las tiendas y los resturantes para disfrutar y relajar después de un día difícil. Juntos, nos bebemos café, comemos galletas, y hablamos de nuestros días. Aveces, nos vamos al cine para mirar una pelicula nueva o a la tienda de helado caundo tiene demasiado calor afuera. Tambien, estoy en el equipo de tenís y participo en los partidos y las practicas. Realmente, paso mucho tiempo en escuela después de mis clases, me gusta hablar con mis profesors, haga preguntas de lo que estamos aprendiendo en clase o ir a una reunión para uno de mis clúbs. Pienso que mi comunidad es muy especial porque es diversa con gente de países diferentes quien hablan idiomas diferentes. Me alegro de ser parte de la comunidad, hay muchas personas interesantes y cosas divertidas para hacer durante tiempo libre. ",N-MF
44509,C2380631,1657704.0,A2,"¡Hola Samuel!¿Qué tal? Estoy feliz que siguimos escribiendo cartas, me gusta nuestra amistad. Las amistades son muy importantes, y hay nivels diferentes de las. Por ejemplo, nosotros somos amigos buenos, pienso que tú me conozca mejor que unos de mis compañeros en escuela. Creo que te gustaría mi mejor amigo, quien se llama Alvaro. Èl es muy amable y simpático, siempre hablamos honestidamente. Alvaro tambien es una persona muy inteligente, habla el español con fluidez y a veces él me ayuda. La cosa que me gusta la mejor de Alvaro es que é l le gusta hablar, siempre. Con él, nunca hay silencio y me gusta esto mucho. Pasamos mucho tiempo juntos, después de escuela, vamos a las reuniónes de nuestros clúbs y caminanos a comprar algo de beber (él con café y yo con chocolate caliente). Tambien caminamos a nuestras casas porque se quedan cercas. Alvaro y yo son mejores amigos, y deseo que esto nunca cambie. Las amistades son muy importantes en la vida, y las mejores van a quedar contigo por el resto de tu vida. Me alegro que nosotros tengamos una amistad fuerte tambien. ¡Hasta luego! Tu amiga,Ajani ",N-MF
45227,C2413856,1688208.0,A2,Mi favorito amigo es Zarria. Zarria es intelligente y comica. Zarria es simpatico. Zarria y yo gusta ir al cine y ir al de compras. ,N-MF
45228,C2413856,1688208.0,A2,"Hola me llamo Jamiah. Tengo catorce anos. Me gusta ir al de compras y hablar mis amigas. Yo soy de Memphis Tennessee. Yo soy mucho bonita, intelligente, y trabajadores. Me gusta comer galletas, pollo, y quesadillas. Tengo dos hermanitas. ",N-MM
45229,C2413856,1688208.0,A2,Me gusta hablar mis amigos por telefono. Me gusta ir al de compras y ir al cine con los amigos.. Me gusta decansar. Me gustar pasar tiempo con los amigos. ,N-MM
45230,C2413856,1688208.0,A2,Me gusta hablar mis amigos por telefono. Me gusta ir al de compras y ir al cine con los amigos.. Me gusta decansar. Me gustar pasar tiempo con los amigos. ,N-MF
45231,C2413856,1688208.0,A2,"Hola me llamo Jamiah. Tengo catorce anos. Me gusta ir al de compras y hablar mis amigas. Yo soy de Memphis Tennessee. Yo soy mucho bonita, intelligente, y trabajadores. Me gusta comer galletas, pollo, y quesadillas. Tengo dos hermanitas. ",N-MF
45232,C2413856,1688208.0,A2,Mi favorito amigo es Zarria. Zarria es intelligente y comica. Zarria es simpatico. Zarria y yo gusta ir al cine y ir al de compras. ,N-MF
48512,C2601732,1836052.0,A1,1=Huver bord2=legos3=pintora,N-MM
48516,C2601732,1836052.0,A1,"Mi nombre es Berkley Dahlin.Mi favorito color es rosa.Yo tango 1 mama,1 papa, 1 pero y 2 ermanas.Mi mamas nombre es Val.Mi papas nombre es Matt.Mi peros nombre es Charlie.1de mi ermanas son un bebe y el nombre es Noelle.Y mi otro ermanas nombre es Cecelia.",N-MF
48517,C2601732,1836052.0,A1,1=Lapises2=Marcadores3=boradores4=craones,N-MF
48518,C2601732,1836052.0,A1,1=Lapises2=Marcadores3=boradores4=craones,N-MM
48519,C2601732,1836052.0,A1,"Mi nombre es Berkley Dahlin.Mi favorito color es rosa.Yo tango 1 mama,1 papa, 1 pero y 2 ermanas.Mi mamas nombre es Val.Mi papas nombre es Matt.Mi peros nombre es Charlie.1de mi ermanas son un bebe y el nombre es Noelle.Y mi otro ermanas nombre es Cecelia.",N-MF
