no, distIMF, distIMM, distISE, distINE, maxSim, predicted, expected,,Correct,10446
86,0.17158717,0.204353176,0.224254666,0.157324626,0.224254666,I-SE,I-SE,,,
87,0.125511298,0.145383985,0.142578517,0.08264583,0.145383985,I-MM,I-SE,,,
88,0.125511298,0.145383985,0.142578517,0.08264583,0.145383985,I-MM,I-SE,,,
89,0.17158717,0.204353176,0.224254666,0.157324626,0.224254666,I-SE,I-SE,,,
90,0.084492442,0.097697713,0.109423482,0.076093905,0.109423482,I-SE,I-SE,,,
91,0.125015137,0.163993805,0.156952815,0.115692615,0.163993805,I-MM,I-SE,,,
92,0.131014673,0.176108026,0.171926665,0.125775447,0.176108026,I-MM,I-NE,,,
93,0.172232289,0.182565353,0.188980855,0.142858849,0.188980855,I-SE,I-NE,,,
94,0.172232289,0.182565353,0.188980855,0.142858849,0.188980855,I-SE,I-NE,,,
95,0.131014673,0.176108026,0.171926665,0.125775447,0.176108026,I-MM,I-NE,,,
96,0.125015137,0.163993805,0.156952815,0.115692615,0.163993805,I-MM,I-NE,,,
97,0.050759387,0.065421062,0.079391001,0.067765894,0.079391001,I-SE,I-SE,,,
98,0.197321682,0.211851369,0.238562967,0.161342862,0.238562967,I-SE,I-SE,,,
99,0.102128609,0.114712542,0.130864836,0.075544928,0.130864836,I-SE,I-SE,,,
100,0.102128609,0.114712542,0.130864836,0.075544928,0.130864836,I-SE,I-SE,,,
101,0.197321682,0.211851369,0.238562967,0.161342862,0.238562967,I-SE,I-SE,,,
102,0.050759387,0.065421062,0.079391001,0.067765894,0.079391001,I-SE,I-SE,,,
103,0.109943954,0.140668104,0.165540707,0.140985001,0.165540707,I-SE,I-SE,,,
104,0.21235577,0.255320292,0.273692097,0.190431105,0.273692097,I-SE,I-SE,,,
105,0.193907747,0.224475607,0.232972904,0.114131499,0.232972904,I-SE,I-MM,,,
106,0.193907747,0.224475607,0.232972904,0.114131499,0.232972904,I-SE,I-SE,,,
107,0.21235577,0.255320292,0.273692097,0.190431105,0.273692097,I-SE,I-SE,,,
108,0.109943954,0.140668104,0.165540707,0.140985001,0.165540707,I-SE,I-SE,,,
109,0.165520051,0.218080557,0.230157137,0.164730693,0.230157137,I-SE,I-SE,,,
110,0.232141418,0.284331843,0.28826546,0.183383028,0.28826546,I-SE,I-SE,,,
111,0.080066429,0.093761989,0.093787458,0.031999076,0.093787458,I-SE,I-MM,,,
112,0.080066429,0.093761989,0.093787458,0.031999076,0.093787458,I-SE,I-MM,,,
113,0.232141418,0.284331843,0.28826546,0.183383028,0.28826546,I-SE,I-SE,,,
114,0.165520051,0.218080557,0.230157137,0.164730693,0.230157137,I-SE,I-SE,,,
115,0.285121428,0.321063044,0.297091602,0.184785643,0.321063044,I-MM,I-MF,,,
116,0.246924684,0.262427084,0.269258282,0.175194591,0.269258282,I-SE,I-MF,,,
117,0.251380633,0.301255618,0.296205238,0.192466423,0.301255618,I-MM,I-MF,,,
118,0.251380633,0.301255618,0.296205238,0.192466423,0.301255618,I-MM,I-MF,,,
119,0.246924684,0.262427084,0.269258282,0.175194591,0.269258282,I-SE,I-MF,,,
120,0.285121428,0.321063044,0.297091602,0.184785643,0.321063044,I-MM,I-MF,,,
121,0.302754696,0.340738894,0.301987874,0.196059187,0.340738894,I-MM,I-MF,,,
122,0.413889249,0.443275429,0.413799601,0.253853336,0.443275429,I-MM,I-MF,,,
123,0.400938246,0.396125397,0.401444544,0.216205459,0.401444544,I-SE,I-MF,,,
124,0.400938246,0.396125397,0.401444544,0.216205459,0.401444544,I-SE,I-MF,,,
125,0.413889249,0.443275429,0.413799601,0.253853336,0.443275429,I-MM,I-MF,,,
126,0.302754696,0.340738894,0.301987874,0.196059187,0.340738894,I-MM,I-MF,,,
127,0.190716506,0.246523811,0.22595677,0.131847131,0.246523811,I-MM,I-MM,,,
128,0.173469205,0.196642658,0.193711365,0.119433104,0.196642658,I-MM,I-SE,,,
129,0.194937236,0.214108202,0.221382811,0.117543138,0.221382811,I-SE,I-SE,,,
130,0.194937236,0.214108202,0.221382811,0.117543138,0.221382811,I-SE,I-SE,,,
131,0.173469205,0.196642658,0.193711365,0.119433104,0.196642658,I-MM,I-SE,,,
132,0.190716506,0.246523811,0.22595677,0.131847131,0.246523811,I-MM,I-MM,,,
133,0.360198114,0.40295942,0.379198312,0.248884321,0.40295942,I-MM,I-MF,,,
134,0.341137213,0.368624206,0.355463975,0.227707077,0.368624206,I-MM,I-MF,,,
135,0.187493049,0.191852079,0.175903384,0.108093101,0.191852079,I-MM,I-MM,,,
136,0.187493049,0.191852079,0.175903384,0.108093101,0.191852079,I-MM,I-MM,,,
137,0.341137213,0.368624206,0.355463975,0.227707077,0.368624206,I-MM,I-MF,,,
138,0.360198114,0.40295942,0.379198312,0.248884321,0.40295942,I-MM,I-MF,,,
139,0.254798947,0.318423491,0.303211871,0.202547728,0.318423491,I-MM,I-MM,,,
140,0.237913996,0.290567225,0.29739254,0.205244794,0.29739254,I-SE,I-MM,,,
141,0.198051254,0.243632849,0.261654514,0.163462558,0.261654514,I-SE,I-MM,,,
142,0.198051254,0.243632849,0.261654514,0.163462558,0.261654514,I-SE,I-SE,,,
143,0.237913996,0.290567225,0.29739254,0.205244794,0.29739254,I-SE,I-MM,,,
144,0.254798947,0.318423491,0.303211871,0.202547728,0.318423491,I-MM,I-MM,,,
145,0.243183467,0.24101721,0.241059397,0.160889232,0.243183467,I-MF,I-MM,,,
146,0.274861166,0.299434257,0.285986754,0.198760218,0.299434257,I-MM,I-NE,,,
147,0.293197104,0.269973732,0.254540517,0.157539763,0.293197104,I-MF,I-MM,,,
148,0.293197104,0.269973732,0.254540517,0.157539763,0.293197104,I-MF,I-MM,,,
149,0.274861166,0.299434257,0.285986754,0.198760218,0.299434257,I-MM,I-NE,,,
150,0.243183467,0.24101721,0.241059397,0.160889232,0.243183467,I-MF,I-MM,,,
151,0.366557214,0.407185884,0.35313674,0.217946388,0.407185884,I-MM,I-MF,,,
152,0.400724227,0.399175888,0.373829363,0.232921183,0.400724227,I-MF,I-MM,,,
153,0.155419753,0.177163537,0.159185195,0.089205915,0.177163537,I-MM,I-MM,,,
154,0.155419753,0.177163537,0.159185195,0.089205915,0.177163537,I-MM,I-MM,,,
155,0.400724227,0.399175888,0.373829363,0.232921183,0.400724227,I-MF,I-MM,,,
156,0.366557214,0.407185884,0.35313674,0.217946388,0.407185884,I-MM,I-MF,,,
157,0.423479194,0.466638934,0.41978489,0.251127946,0.466638934,I-MM,I-MM,,,
158,0.427525381,0.426110572,0.394528024,0.233162749,0.427525381,I-MF,I-MF,,,
159,0.267682217,0.265221789,0.255013509,0.144579788,0.267682217,I-MF,I-MF,,,
160,0.267682217,0.265221789,0.255013509,0.144579788,0.267682217,I-MF,I-MM,,,
161,0.427525381,0.426110572,0.394528024,0.233162749,0.427525381,I-MF,I-MF,,,
162,0.423479194,0.466638934,0.41978489,0.251127946,0.466638934,I-MM,I-MF,,,
163,0.125206775,0.16766115,0.165489116,0.104174834,0.16766115,I-MM,I-SE,,,
164,0.122558972,0.161958094,0.174294231,0.120369615,0.174294231,I-SE,I-SE,,,
165,0.173194284,0.164240218,0.155235911,0.079567293,0.173194284,I-MF,I-SE,,,
166,0.173194284,0.164240218,0.155235911,0.079567293,0.173194284,I-MF,I-SE,,,
167,0.122558972,0.161958094,0.174294231,0.120369615,0.174294231,I-SE,I-SE,,,
168,0.125206775,0.16766115,0.165489116,0.104174834,0.16766115,I-MM,I-SE,,,
169,0.373977906,0.409731812,0.3637772,0.204189112,0.409731812,I-MM,I-MM,,,
170,0.331731966,0.388392208,0.377376299,0.243384309,0.388392208,I-MM,I-MM,,,
171,0.177875807,0.213347964,0.229201239,0.135071933,0.229201239,I-SE,I-MM,,,
172,0.177875807,0.213347964,0.229201239,0.135071933,0.229201239,I-SE,I-MM,,,
173,0.331731966,0.388392208,0.377376299,0.243384309,0.388392208,I-MM,I-MM,,,
174,0.373977906,0.409731812,0.3637772,0.204189112,0.409731812,I-MM,I-MM,,,
175,0.223579149,0.218819709,0.2154807,0.187974794,0.223579149,I-MF,I-MM,,,
176,0.225237633,0.274721801,0.288527913,0.197406877,0.288527913,I-SE,I-SE,,,
177,0.1577541,0.222703088,0.259339729,0.176833105,0.259339729,I-SE,I-MM,,,
178,0.1577541,0.222703088,0.259339729,0.176833105,0.259339729,I-SE,I-MM,,,
179,0.225237633,0.274721801,0.288527913,0.197406877,0.288527913,I-SE,I-MM,,,
180,0.223579149,0.218819709,0.2154807,0.187974794,0.223579149,I-MF,I-MM,,,
181,0.263505288,0.219491292,0.190615914,0.127027586,0.263505288,I-MF,I-MF,,,
182,0.144290794,0.151154805,0.158397808,0.110329152,0.158397808,I-SE,I-MF,,,
183,0.278027058,0.287879903,0.290523519,0.185524469,0.290523519,I-SE,I-MF,,,
184,0.278027058,0.287879903,0.290523519,0.185524469,0.290523519,I-SE,I-MF,,,
185,0.144290794,0.151154805,0.158397808,0.110329152,0.158397808,I-SE,I-MF,,,
186,0.263505288,0.219491292,0.190615914,0.127027586,0.263505288,I-MF,I-MF,,,
187,0.20385645,0.229096991,0.245392422,0.125538507,0.245392422,I-SE,I-MM,,,
188,0.241482022,0.268586793,0.240996215,0.148102935,0.268586793,I-MM,I-MM,,,
189,0.224394871,0.239283087,0.238493286,0.152795796,0.239283087,I-MM,I-MM,,,
190,0.224394871,0.239283087,0.238493286,0.152795796,0.239283087,I-MM,I-MM,,,
191,0.241482022,0.268586793,0.240996215,0.148102935,0.268586793,I-MM,I-MM,,,
192,0.20385645,0.229096991,0.245392422,0.125538507,0.245392422,I-SE,I-MM,,,
193,0.123506137,0.108809589,0.092687835,0.051815923,0.123506137,I-MF,I-MM,,,
194,0.164418481,0.166165195,0.163225158,0.115372267,0.166165195,I-MM,I-MM,,,
195,0.252523157,0.261755336,0.257604872,0.171008856,0.261755336,I-MM,I-MM,,,
196,0.252523157,0.261755336,0.257604872,0.171008856,0.261755336,I-MM,I-MM,,,
197,0.164418481,0.166165195,0.163225158,0.115372267,0.166165195,I-MM,I-MM,,,
198,0.123506137,0.108809589,0.092687835,0.051815923,0.123506137,I-MF,I-MM,,,
199,0.289265256,0.352310671,0.325903335,0.210492801,0.352310671,I-MM,I-MM,,,
200,0.364206191,0.390329563,0.376819329,0.235731824,0.390329563,I-MM,I-MM,,,
201,0.21720691,0.225004827,0.230147093,0.111672283,0.230147093,I-SE,I-SE,,,
202,0.21720691,0.225004827,0.230147093,0.111672283,0.230147093,I-SE,I-MM,,,
203,0.364206191,0.390329563,0.376819329,0.235731824,0.390329563,I-MM,I-MM,,,
204,0.289265256,0.352310671,0.325903335,0.210492801,0.352310671,I-MM,I-SE,,,
205,0.356029454,0.390510744,0.344871124,0.210142771,0.390510744,I-MM,I-MM,,,
206,0.338123387,0.350830868,0.341568979,0.205146197,0.350830868,I-MM,I-MM,,,
207,0.192598188,0.229144786,0.236544976,0.122734732,0.236544976,I-SE,I-MM,,,
208,0.192598188,0.229144786,0.236544976,0.122734732,0.236544976,I-SE,I-SE,,,
209,0.338123387,0.350830868,0.341568979,0.205146197,0.350830868,I-MM,I-MM,,,
210,0.356029454,0.390510744,0.344871124,0.210142771,0.390510744,I-MM,I-MM,,,
211,0.297409008,0.347116508,0.301908687,0.183763492,0.347116508,I-MM,I-MM,,,
212,0.227533143,0.262762975,0.266801352,0.189064454,0.266801352,I-SE,I-MM,,,
213,0.246034774,0.288647339,0.308854299,0.164784643,0.308854299,I-SE,I-SE,,,
214,0.246034774,0.288647339,0.308854299,0.164784643,0.308854299,I-SE,I-SE,,,
215,0.227533143,0.262762975,0.266801352,0.189064454,0.266801352,I-SE,I-MM,,,
216,0.297409008,0.347116508,0.301908687,0.183763492,0.347116508,I-MM,I-MM,,,
217,0.217307719,0.218175772,0.210054039,0.146938422,0.218175772,I-MM,I-MF,,,
218,0.209493222,0.212615472,0.201717919,0.129177457,0.212615472,I-MM,I-MM,,,
219,0.307880644,0.337019022,0.349938389,0.233207113,0.349938389,I-SE,I-MM,,,
220,0.307880644,0.337019022,0.349938389,0.233207113,0.349938389,I-SE,I-MF,,,
221,0.209493222,0.212615472,0.201717919,0.129177457,0.212615472,I-MM,I-SE,,,
222,0.217307719,0.218175772,0.210054039,0.146938422,0.218175772,I-MM,I-MF,,,
223,0.269889213,0.249094364,0.224494491,0.136149836,0.269889213,I-MF,I-MF,,,
224,0.237489015,0.198420595,0.188165056,0.111184681,0.237489015,I-MF,I-MF,,,
225,0.31793662,0.355288198,0.371490188,0.224910452,0.371490188,I-SE,I-MF,,,
226,0.31793662,0.355288198,0.371490188,0.224910452,0.371490188,I-SE,I-MF,,,
227,0.237489015,0.198420595,0.188165056,0.111184681,0.237489015,I-MF,I-MF,,,
228,0.269889213,0.249094364,0.224494491,0.136149836,0.269889213,I-MF,I-MF,,,
229,0.271615717,0.311987675,0.259746821,0.14921296,0.311987675,I-MM,I-MM,,,
230,0.274323375,0.257116991,0.221612204,0.140700819,0.274323375,I-MF,I-MM,,,
231,0.169108859,0.187577342,0.194707953,0.093672272,0.194707953,I-SE,I-MM,,,
232,0.169108859,0.187577342,0.194707953,0.093672272,0.194707953,I-SE,I-MM,,,
233,0.274323375,0.257116991,0.221612204,0.140700819,0.274323375,I-MF,I-MM,,,
234,0.271615717,0.311987675,0.259746821,0.14921296,0.311987675,I-MM,I-MM,,,
235,0.193950768,0.240668114,0.214015878,0.131698584,0.240668114,I-MM,I-MM,,,
236,0.227138249,0.284389401,0.270668239,0.163442067,0.284389401,I-MM,I-MM,,,
237,0.249589403,0.295479771,0.316926854,0.166438766,0.316926854,I-SE,I-MM,,,
238,0.249589403,0.295479771,0.316926854,0.166438766,0.316926854,I-SE,I-MM,,,
239,0.227138249,0.284389401,0.270668239,0.163442067,0.284389401,I-MM,I-MM,,,
240,0.193950768,0.240668114,0.214015878,0.131698584,0.240668114,I-MM,I-MM,,,
241,0.214188541,0.23091782,0.204713154,0.127433568,0.23091782,I-MM,I-MF,,,
242,0.162562549,0.162948617,0.146432332,0.070335605,0.162948617,I-MM,I-MF,,,
243,0.322528779,0.301155287,0.281666551,0.175318686,0.322528779,I-MF,I-MF,,,
244,0.220969334,0.311387342,0.288918656,0.190295987,0.311387342,I-MM,I-MM,,,
245,0.329678987,0.399594494,0.384296592,0.247624703,0.399594494,I-MM,I-MM,,,
246,0.330645728,0.358808792,0.37321539,0.251325787,0.37321539,I-SE,I-MF,,,
247,0.330645728,0.358808792,0.37321539,0.251325787,0.37321539,I-SE,I-MF,,,
248,0.329678987,0.399594494,0.384296592,0.247624703,0.399594494,I-MM,I-MM,,,
249,0.220969334,0.311387342,0.288918656,0.190295987,0.311387342,I-MM,I-MM,,,
250,0.34371341,0.393498437,0.373888452,0.232483455,0.393498437,I-MM,I-MM,,,
251,0.408681862,0.451407936,0.458438067,0.316098983,0.458438067,I-SE,I-MM,,,
252,0.197842327,0.202670516,0.203190267,0.114184023,0.203190267,I-SE,I-SE,,,
253,0.197842327,0.202670516,0.203190267,0.114184023,0.203190267,I-SE,I-SE,,,
254,0.408681862,0.451407936,0.458438067,0.316098983,0.458438067,I-SE,I-MM,,,
255,0.34371341,0.393498437,0.373888452,0.232483455,0.393498437,I-MM,I-MM,,,
256,0.255793237,0.297540105,0.271078218,0.176009045,0.297540105,I-MM,I-MM,,,
257,0.126035882,0.143360545,0.144763015,0.100034222,0.144763015,I-SE,I-MM,,,
258,0.190986968,0.194576132,0.194046018,0.110758818,0.194576132,I-MM,I-SE,,,
259,0.190986968,0.194576132,0.194046018,0.110758818,0.194576132,I-MM,I-MM,,,
260,0.126035882,0.143360545,0.144763015,0.100034222,0.144763015,I-SE,I-MM,,,
261,0.255793237,0.297540105,0.271078218,0.176009045,0.297540105,I-MM,I-MM,,,
262,0.050043695,0.069666351,0.095660066,0.276642071,0.276642071,I-NE,I-NE,,,
263,0.01989801,0.026060445,0.04246408,0.240168957,0.240168957,I-NE,I-NE,,,
264,0.026944552,0.02267465,0.032403331,0.184539301,0.184539301,I-NE,I-NE,,,
265,0.026944552,0.02267465,0.032403331,0.184539301,0.184539301,I-NE,I-NE,,,
266,0.01989801,0.026060445,0.04246408,0.240168957,0.240168957,I-NE,I-NE,,,
267,0.050043695,0.069666351,0.095660066,0.276642071,0.276642071,I-NE,I-NE,,,
268,0.294171722,0.271099267,0.250239734,0.143379782,0.294171722,I-MF,I-MF,,,
269,0.215456314,0.22875197,0.215822246,0.127881366,0.22875197,I-MM,I-MF,,,
270,0.277225233,0.301075487,0.288856336,0.149307927,0.301075487,I-MM,I-MF,,,
271,0.450504509,0.415496432,0.37438226,0.232913508,0.450504509,I-MF,I-MF,,,
272,0.269599634,0.245052801,0.224422818,0.126603337,0.269599634,I-MF,I-MM,,,
273,0.47345404,0.405037689,0.376542795,0.230510772,0.47345404,I-MF,I-MF,,,
274,0.47345404,0.405037689,0.376542795,0.230510772,0.47345404,I-MF,I-MF,,,
275,0.269599634,0.245052801,0.224422818,0.126603337,0.269599634,I-MF,I-MF,,,
276,0.450504509,0.415496432,0.37438226,0.232913508,0.450504509,I-MF,I-MF,,,
277,0.165593627,0.196465538,0.205803189,0.151729733,0.205803189,I-SE,I-MM,,,
278,0.132899529,0.137747567,0.153210974,0.104944491,0.153210974,I-SE,I-SE,,,
279,0.158968587,0.154449649,0.164047723,0.120261386,0.164047723,I-SE,I-SE,,,
280,0.158968587,0.154449649,0.164047723,0.120261386,0.164047723,I-SE,I-SE,,,
281,0.132899529,0.137747567,0.153210974,0.104944491,0.153210974,I-SE,I-SE,,,
282,0.165593627,0.196465538,0.205803189,0.151729733,0.205803189,I-SE,I-SE,,,
283,0.231466828,0.289206688,0.25447914,0.150622838,0.289206688,I-MM,I-MM,,,
284,0.177673677,0.220927314,0.232778485,0.166143629,0.232778485,I-SE,I-MM,,,
285,0.108391126,0.114794521,0.092963328,0.031982428,0.114794521,I-MM,I-SE,,,
286,0.108391126,0.114794521,0.092963328,0.031982428,0.114794521,I-MM,I-SE,,,
287,0.177673677,0.220927314,0.232778485,0.166143629,0.232778485,I-SE,I-MM,,,
288,0.231466828,0.289206688,0.25447914,0.150622838,0.289206688,I-MM,I-MM,,,
289,0.225994835,0.257892269,0.225578022,0.143751608,0.257892269,I-MM,I-MF,,,
290,0.216201626,0.215029868,0.209798127,0.134414414,0.216201626,I-MF,I-MF,,,
291,0.153797392,0.186768297,0.187259009,0.10981447,0.187259009,I-SE,I-MF,,,
292,0.153797392,0.186768297,0.187259009,0.10981447,0.187259009,I-SE,I-MF,,,
293,0.216201626,0.215029868,0.209798127,0.134414414,0.216201626,I-MF,I-MF,,,
294,0.225994835,0.257892269,0.225578022,0.143751608,0.257892269,I-MM,I-MF,,,
295,0.00030086,0.000720485,0.004355079,0.023588489,0.023588489,I-NE,I-NE,,,
296,0.00219528,0.003738219,0.006640244,0.132103339,0.132103339,I-NE,I-NE,,,
297,0.000993849,0.001267678,0.002057876,0.065382419,0.065382419,I-NE,I-NE,,,
298,0.000993849,0.001267678,0.002057876,0.065382419,0.065382419,I-NE,I-NE,,,
299,0.00219528,0.003738219,0.006640244,0.132103339,0.132103339,I-NE,I-NE,,,
300,0.00030086,0.000720485,0.004355079,0.023588489,0.023588489,I-NE,I-NE,,,
301,0.330724818,0.346568576,0.320247682,0.203415524,0.346568576,I-MM,I-MF,,,
302,0.365579435,0.378745862,0.371343857,0.239419809,0.378745862,I-MM,I-MF,,,
303,0.290439694,0.279290878,0.265490992,0.139891514,0.290439694,I-MF,I-MF,,,
304,0.290439694,0.279290878,0.265490992,0.139891514,0.290439694,I-MF,I-MF,,,
305,0.365579435,0.378745862,0.371343857,0.239419809,0.378745862,I-MM,I-MF,,,
306,0.330724818,0.346568576,0.320247682,0.203415524,0.346568576,I-MM,I-MF,,,
307,0.142517861,0.150545041,0.152986715,0.097521142,0.152986715,I-SE,I-MM,,,
308,0.147901228,0.138662074,0.123923222,0.07839742,0.147901228,I-MF,I-MM,,,
309,0.209535722,0.203894133,0.211104119,0.115540634,0.211104119,I-SE,I-MM,,,
