"Username","Gender","Grade","Grade Level","Year of study","Type of instruction","Relationship to language","Rating position","Testid","Test date","Version","FinalRating","R1","Rater1","R2","Rater2","R3","Rater3","R4","Rater4","Score","Topic","Prompt","Response","Totaltime"
"A2872219","female","11.0","Secondary / High School","5","Traditional classroom","Foreign Language","1.0","2076436.0","19:24.6","B2","I4","I4","460.0","I4","3545.0","nan","nan","nan","nan","A-NE","EDUCATION","The students in your partner school in Madrid want to learn more about the education system in your community.Write an email of several paragraphs in length that explains the school system where you live.1. Tell a story about something that happened in your school system. This could be something you or someone you know experienced.2. Describe other schooling options that are available in your community.3. Make sure to explain the pros and the cons of the different schooling options in your community.","<p>Hola amigo,</p><p>Los escuelas en los Estados Unidos son muy diferente que los escuelas en España. Ahora, voy a Soutington Highschool en Southington, CT. Hay muchas personas diferentes en mi escuela, y la majoridad de los maestros son simpaticas. Por ejemplo, yo no comprehendo un tema en mi clase de matematicas y mi maestra aydudame después de escuela un día. También, mi escuela tiene un lab de matematicas para ayuda extra también si su maestro no puede ir después de escuela.</p><p>Mi escuela no es la solo escuela en cerca de mi casa. Hay otros escuelas que estudiantes pueden ir a también. Pero estas escuelas son ¨private schools¨y necesita pagar dinero para ir. Así que, la educacion en estas escuelas son mejor, pero es más dinero.</p><p>Hasta luego,</p><p>Tu amigo.</p>","42.0"
"A2872219","female","11.0","Secondary / High School","5","Traditional classroom","Foreign Language","1.0","2076436.0","19:24.6","B2","I4","I4","460.0","I4","3545.0","nan","nan","nan","nan","A-NE","ENVIRONMENT","Your pen pal in Spain has written an email to you. In her email, she described some of the changes her school is making to be more environmentally friendly. She wants to know what your school does to be green. Write an email, several paragraphs in length, in which you describe programs or initiatives in your school that promote taking care of our planet. Be sure to describe in detail the following:1. What your school and student groups have done in the past.2. What you and your school are currently doing.3. What you think you and your school could do better in the future.","<p>Hola amigo,</p><p>Yo recibí su correo electronico sobre la escuela de tu y ustedes cambios para estar más amable al medio ambiante. </p><p>En el pasado, La escuela tienen donaciónes para la gente menos afortunados. Curentamente mi escuela haz actividades para estar más amable al medio ambiante también. Mi escuela empezé un club después de escuela que llama Key Club. Key Club ayuda la comunidad de mi puebla. También, mi escuela tienen classes de la ciencias del medio ambiente. Todos las personas en la nueve grado de escuela necesitan tomar esta clase.</p><p>En el futuro, mi escuela puede cambio más a ser amable al medio ambiante. Por ejemplo, cambio a electicidad de solar. También, un otro posibilidad es empeza un nuevo club para hacer amable al medio ambiante.</p><p>Gracias por los ideas,</p><p>Tu amiga.</p>","42.0"
"A2873073","Male","9.0","Secondary / High School","2","Traditional Classroom","Foreign Language","1.0","2077288.0","40:51.8","A2","N4","N4","3898.0","N4","3354.0","nan","nan","nan","nan","I-SE","POP_CULTURE","Your pen pal from Barcelona wrote you a letter and describes the toy, ""Fidget Spinner,"" that is very popular in her school at the moment. It is very distracting, but everyone loves it. She asked you to tell her about something that is very popular in your school or community right now.Write an email in Spanish to your pen pal and describe something that is very popular in your school or community at the moment. Describe it with as much detail as you can and explain why you think it is so popular.","<p>OOOOOO yo mi encanta fidget spinners. para mi fidget spinners hace mi focus en mi clase. A mi escuela partido en el telfono es popular y diveritdo. Es popular porque escuela es muy aburrido. fidget spinner no lasto grande tiempo y es muy aburrido</p>","29.0"
"A2873073","Male","9.0","Secondary / High School","2","Traditional Classroom","Foreign Language","1.0","2077288.0","40:51.8","A2","N4","N4","3898.0","N4","3354.0","nan","nan","nan","nan","I-SE","THEATER","The theater club at your school is putting on a play that will be streamed online. Your pen pal from Seville wants to know more about your event.Write an email telling him/her about the performance. Include important information about the show, such as when, where, and how to see it, as well as a brief description of what the show is about.","<p>Mi playa es streame en el internete. y tu mira a la clasa, es a mi escuela y yo es romeo en romeo y juliet. Es a noche a 8:25. Es en mi escuela websito. Tu habla a mi actorar despues</p>","29.0"
"A2873073","Male","9.0","Secondary / High School","2","Traditional Classroom","Foreign Language","1.0","2077288.0","40:51.8","A2","N4","N4","3898.0","N4","3354.0","nan","nan","nan","nan","I-SE","TRAVEL","For your Spanish class, you are preparing a short report on travel.  Your teacher asks you to write about the following topic below for your report. Going on vacation is so much fun, but getting there isnt always easy.  Describe some different ways you can get to a vacation destination.  Then, describe what is positive or negative about each way to travel.","<p>Yo ir de miami para vaciones, pero yo ovilido mi maleta en mi casa. yo saca un taxi tu mi casa para mi maleta. y yo no atttendar mi airplane. yo no fui al vacion por el holidias en el airplane. pero yo sace un autobus de transito fui a la miami</p>","29.0"
"A2876270","Male","12.0","Secondary / High School","Unknown","Traditional classroom","Unknown","1.0","2080410.0","00:52.5","B2","A","A","3252.0","A","3891.0","nan","nan","nan","nan","A-MF","EDUCATION","The students in your partner school in Madrid want to learn more about the education system in your community.Write an email of several paragraphs in length that explains the school system where you live.1. Tell a story about something that happened in your school system. This could be something you or someone you know experienced.2. Describe other schooling options that are available in your community.3. Make sure to explain the pros and the cons of the different schooling options in your community.","<p>Para: Compañero de Madrid</p><p>Asunto: El sistema educativa en mi comunidad</p><p>¡Buenos días amigo! Es un placer recibir su correro electrónico y estoy emocionado a responder a sus preguntas.<br></p><p>Pasan muchas cosas en mi escuela cada día, pero algo interesante me pasó en estos días. A mi escuela le gusta reconocer a los estudiantes que sacan buenos grados. El otro dÍa, mi escuela me mandó una nota en el correo diciendo que cuando me graduo, me voy a poner capa verde. El capa verde significa que he sacado buenos grados durante mi tiempo en la preparatoria. Estoy emocionado y no puedo esperar el dÍa que me ponga el capa y que me vean mis padres y que se sientan orgullosos de mi. Hay muchas opciones que usted participar en si no le gusta la escuela o si se le hace dificil sacer buenos grados. Por ejemplo, hay muchos deportes que ocurren en diferentes partes del año escolar. Es oportunidad hacer amigos con personas desconocidas. Luego, si a uno no le gustan los deportes, hay organizaciónes que uno puede participar en para ser parte de un grupo. Hay organizaciónes para cada tema como: el medio ambiente, escolar, matemáticas, y otras temas. Si uno gusta encontrar un grupo que hace cosas o participa en eventos que le interesa, debe preguntar la escuela. También, si a uno no le gusta los grupos que tenemos en nuestra escuela, puede empezar uno con la ayuda de los maestros.</p><p>Otra opción para ir a escuela en mi comunidad es en la casa. Muchas personas no tienen tiempo para ir a escuela porque trabajan o tienen que hacer otras cosas. La cosa buena de mi comunidad es que ofrecen la escuela en el internet. Estudiantes que participan en la escuela en el internet pueden acceder las clases cuando ellos quieren. Tienen todo el trabajo en la computadora y es oportunidad para avanzar en su educación sin preocuparse sobre el tiempo que toma.</p><p>Solo hay dos opciones para acceder su educación en mi comunidad. Lo bueno de ir a una escuela en persona es que uno tiene a sus amigos allÍ. Si no entiendo algo en clase, le puedo preguntar a mis amigos o maestros y me lo explican en otra manera. Lo malo de ir a escuela en persona es que unas veces toma mucho tiempo y todos tienen que ir al mismo paso. Si entiendo algo, tengo que esperar a los de más. También hay cosas buenas y malas en tener escuela en casa. Lo bueno es que uno puede ir al paso que guste y está más cómodo allí. Lo malo es que si uno tiene preguntas, no le puede preguntar a los maestros o compañeros de escuela. Espero escuchar lo que usted piensa de mis estilos de educación en mi comunidad y quiero aprender más sobre los estilos en Madrid.</p><p>Sinceramente, Jesus</p>","61.0"
"A2876270","Male","12.0","Secondary / High School","Unknown","Traditional classroom","Unknown","1.0","2080410.0","00:52.5","B2","A","A","3252.0","A","3891.0","nan","nan","nan","nan","A-MF","ENVIRONMENT","Your pen pal in Spain has written an email to you. In her email, she described some of the changes her school is making to be more environmentally friendly. She wants to know what your school does to be green. Write an email, several paragraphs in length, in which you describe programs or initiatives in your school that promote taking care of our planet. Be sure to describe in detail the following:1. What your school and student groups have done in the past.2. What you and your school are currently doing.3. What you think you and your school could do better in the future.","<p>Para: Compañera de España</p><p>Asunto: Iniciativa en mi escuela</p><p>¡Buenos dÍas compañera de España! Es un placer recibir tu correo electrónico y estoy emocionado a contestar tus preguntas sobre la iniciativa para cuidar el planeta en mi escuela.<br></p><p>Primero, en el pasado, mi escuela ha participado en actividades para reducir el uso de papel en los salones. Por ejemplo, muchas clases en la escuela han participado en reciclar papeles que no tienen uso. Muchos maestros colecban papeles con el trabajo, y los usaron otra vez para sacar copias. Es una idea muy inteligente, y pienso que reducimos el usa de papel nuevo en mi escuela. Luego, también teniamos botes alrededor de la escuela para reciclar plásticos y papeles. No hicimos mucho en mi escuela en el pasado, pero hicimos nuestra parte.</p><p>Hoy en día, mi escuela está haciendo más cosas para mejorar el mundo. Primero, los salones de clase ya tienen botes para el reciclaje. Antes, estaban fuera de los salones y hoy los maestros tienen botes en su clase. Segundo, los maestros también son más conscientes del uso de papel en el salon. Ellos saben que que importante salvar el planeta y no usar mucho papel. De hecho, han empezado a usar la tecnología para la tarea. Ponen la tarea en el internet y lo completamos en casa. Es una idea muy novedosa. </p><p>En el futuro, pienso que es importante que mi escuela haga más para salvar al planeta. Muchos maestro usan mucho papel para sus clases y pienso que es dañino al planeta. Pienso que sera buena idea usar más tecnología en el salon para salvar el planeta y reducir el gasto de otros recursos.</p>","61.0"
"A2876270","Male","12.0","Secondary / High School","Unknown","Traditional classroom","Unknown","1.0","2080410.0","00:52.5","B2","A","A","3252.0","A","3891.0","nan","nan","nan","nan","A-MF","LANGUAGE ARTS","An international student who is coming to your school would like to know what movies and tv shows students in your school like.Youve been asked to post a blog on your schools website about a movie or television show you recently saw. Make sure your blog post has several paragraphs in which you: 1. Summarize the plot. Make sure you give enough detail that the student will be able to decide if he/she wants to watch the movie or show.2. Describe one of the characters in detail. What makes that person an interesting character?3. Explain what you liked about the movie/ show and what you think could be better. Help the international student decide if this movie/show is worth seeing or not.","<p>¡Buenos días amigos! Hoy les presento la película de ""Findind Nemo."" Esta es una pelÍcula que casi todos han visto y es muy común entre los jóvenes de nuestra edad.<br></p><p>""Finding Nemo"" se trata de un pescado que quiere ser independiente, pero su padre lo protege tanto y no lo deja salir con sus amigos de escuela sin avisarle. Un dÍa, Nemo, el pescado que quiere ser independiente, está hablando con sus amigos de escuela y les quiere enseñar que el puede hacer lo que el quiere sin avisarle a su padre. En hacer esto, se arima con un barco, y el barco lo atrapa con otros pescados. Nemo se escapa y pasa su tiempo en un tanque de agua en la oficina de un dentista. En el tanque, Nemo hace amigos con los otros aquáticos y planean su escapo. Mientras eso, su padre cruza el oceano para encontrarlo con la ayuda de una amiga que hizo. ¿Lo hizo? Van a tener que ver la pelÍcula para respoder a la pregunta.</p><p>Hay muchos personajes muy interesantes en la pelÍcula, pero el más interesante es Nemo. Nemo en un pescado chiquito con un brazo roto. También, Nemo es muy rebelde y amigable. Nemo tiene características muy comunes, pero su personaje los utiliza muy diferentes. Nemo es un personaje muy interesante, porque es como nosotros a nuestra edad. Nemo quiere explorar al mundo sin sus padres y toma riesgos como nosotros. De hecho, Nemo es un personaje muy relevante. </p><p>Me gustó esta pelÍcula, porque uno lo puede ver con otras personas o con la familia. Se trata de un cuento que todos han experimentado en su vida y lo pone en acción. En mi opinion, hicieron la película muy perfecta y no lo pueden mejorar. Si piensas que tienes conección con Nemo, o si haz tomado riesgos en tu vida, debes ver esta pelÍcula.</p>","61.0"
"A2889247","Male","6.0","Middle / Jr High","1","Two-way immersion","Heritage Language","1.0","2092621.0","20:12.5","B1","I1","I1","3389.0","I1","3078.0","nan","nan","nan","nan","I-MM","CAREERS","Your pen pal from Mexico wants to know what you want to do when you grow up. She sent you an email about how she loves school, loves helping people, and wants to teach Spanish.Write an email to your pen pal and describe your dream job. Explain why you want to do this job and how you can prepare yourself for it.  Be as specific as you can.","<p>Mi sueño de trabajo es ser un injenyero para la compania de trabajo de mi papá porque me agararian muy rapido porque casi todos los que trabajan en esa compani conosen a mi papá</p>","30.0"
"A2889247","Male","6.0","Middle / Jr High","1","Two-way immersion","Heritage Language","1.0","2092621.0","20:12.5","B1","I1","I1","3389.0","I1","3078.0","nan","nan","nan","nan","I-SE","DIRECTIONS","You are emailing an exchange student who is new to your school. The student wants to learn more about your town and wants directions to places to visit in your town from your school.Write an email that gives directions to places in your town from your school that will help introduce the exchange student to your town.  Be as specific as you can. Include details about how to get to that place and what you do there.","<p>Ay un HEB sercas the nosotros un lugar the cojines mubles camas i todo de lo que ba adrento de tu casa.</p>","30.0"
"A2889247","Male","6.0","Middle / Jr High","1","Two-way immersion","Heritage Language","1.0","2092621.0","20:12.5","B1","I1","I1","3389.0","I1","3078.0","nan","nan","nan","nan","A-NE","HEALTH","The local elementary school wants to promote a healthy diet and exercise for its students who are learning Spanish. The teachers are seeking information from students.  Write an article of several paragraphs in length in which you:Describe a healthy diet  include important foods to eat or to avoid.Give suggestions of safe and simple ways to incorporate exercise into daily life.Tell a story about what you or someone else did to get healthier. What steps were taken and what was the final result?","<p>Una dieta nutritiva es agua,tomate,awacate,y lechuga,tambien repollo.</p>","30.0"
"A2889247","Male","6.0","Middle / Jr High","1","Two-way immersion","Heritage Language","1.0","2092621.0","20:12.5","B1","I1","I1","3389.0","I1","3078.0","nan","nan","nan","nan","I-MM","SCIENCE","Your school is revising its website. It is going to have a section in Spanish to help learners of Spanish in the community learn about classes at your school.  You have been asked to help out with the section on science. Describe a typical science class in your school.  Explain what you do in class, what you learn about, and give your opinion about science classes in your school.","<p style=""text-align: left:"">Weno nustra escula tiene muy wenas classe de sienciabn i tambien tien wenas maestras pero,mi favorita mastra es mis cowi de siencias tambien tenemos una maestra llamada Ms.villagomes.<br>Tambien tenemos muy pero muy divertidos projectos i nuca te abures para nada.<br>Yo en la otra mano nuca me e aburido nomas una bes pero es que no estaba la maestra.</p>","30.0"
"A2889247","Male","6.0","Middle / Jr High","1","Two-way immersion","Heritage Language","1.0","2092621.0","20:12.5","B1","I1","I1","3389.0","I1","3078.0","nan","nan","nan","nan","A-NE","LANGUAGE ARTS","You have been asked to contribute a book review to the online school newspaper, which will be read by students in Colombia. Write an article in Spanish about your favorite book, or a book you recently read for school. Make sure your article has several paragraphs in which you:1. Summarize the plot. What happened in the book? What did the characters do that was interesting or unexpected?2. Describe one of the characters in detail. What makes that person an interesting character?3. Explain what you liked about the book and what you think could be better. Provide information that will help your classmates decide if this book is worth reading or not.","<p>Diario de Greg la escapada lo que ase al  personaje tan iteresante es que su familia es rara i el se eberwensa el solo i tiene un amigo muy aniñado i es muy suave en su persona de ser.</p>","30.0"
"A2889247","Male","6.0","Middle / Jr High","1","Two-way immersion","Heritage Language","1.0","2092621.0","20:12.5","B1","I1","I1","3389.0","I1","3078.0","nan","nan","nan","nan","A-NE","POP_CULTURE","A group of exchange students from Mexico is coming to your school. They want to understand the trends that are currently popular in your school.Write a blog post in Spanish, several paragraphs in length, about what is popular in your school. The blog post will be shared with the exchange students before they arrive at your school. Include the following topics in your post:1.What are the current clothing trends for both boys and girls? Write about what is popular for students to wear both in and outside of school.2. What are popular places for young people to hang out? Write about something that recently happened at one of the popular places.3. Write about an upcoming event at your school. Explain in detail what will happen at the event, so that the exchange students know what to expect.","<p>los sapatos que andan orita que todos loas niños estan usando son los harachis que bienen de la palabra Mexicana haraches que son chanclas de ay binieron esos zápatos.</p><p><br></p><p><br></p>","30.0"
"A2895987","Female","11.0","Secondary / High School","4","Traditional classroom","Foreign Language","1.0","2098992.0","53:28.6","B2","A","A","4138.0","A","4192.0","nan","nan","nan","nan","A-MF","LANGUAGE ARTS","An international student who is coming to your school would like to know what movies and tv shows students in your school like.Youve been asked to post a blog on your schools website about a movie or television show you recently saw. Make sure your blog post has several paragraphs in which you: 1. Summarize the plot. Make sure you give enough detail that the student will be able to decide if he/she wants to watch the movie or show.2. Describe one of the characters in detail. What makes that person an interesting character?3. Explain what you liked about the movie/ show and what you think could be better. Help the international student decide if this movie/show is worth seeing or not.","<p>Hay muchos estudiantes en mi escuela y muchos de los estudiantes ver televisión y películas. Yo veo mucho televisión. Yo haya visto más que diez programmas en el televisión. Después de mirando muchas programas, es evidente que Friends es mi programa favorita. </p><p>Friends es una programma que es en Nueva York. Hay seis personajes en el programma por los nombres de Rachel, Joey, Chandler, Monica, Phoebe, y Ross. La programma basicamente describe las vidas de los personajes y sus vidas en Nueva York. </p><p>Mi personaje favorito es Joey. Joey es especial porque él está un actór en Nueva York. Es muy interesante ver los trabajos de Joey y el vida de Joey por un actór en el lugar de Nueva York. También, Joey es mi personaje favorito porque tiene un sentido del humor bueno y yo estoy gritando mucho cuando Joey está hablando. </p><p>Me gusta que el programma es en Nueva York y en pienso que la locación es responsible por el éxito de la programma. También, todos los personajes tienen sentidos del humor buenos. Estoy gritando mucho cuando mirar esta programma. Mejorar esta programma, es importante que los personajes ir a otros lugares en el mundo. Por ejemplo, visitando un otro país sería interesante.</p><p>Me recomiendo que todas las personas miren Friends. Es el mejor programma en mi opinion y muchas personas le gustaría mirarla también.</p>","61.0"
"A2895987","Female","11.0","Secondary / High School","4","Traditional classroom","Foreign Language","1.0","2098992.0","53:28.6","B2","A","A","4138.0","A","4192.0","nan","nan","nan","nan","A-MF","EDUCATION","The students in your partner school in Madrid want to learn more about the education system in your community.Write an email of several paragraphs in length that explains the school system where you live.1. Tell a story about something that happened in your school system. This could be something you or someone you know experienced.2. Describe other schooling options that are available in your community.3. Make sure to explain the pros and the cons of the different schooling options in your community.","<p>¡Hola estudiantes en Madrid! </p><p>Mi escuela es un escuela buena. Voy a Trumbull High School in Connecticut y estoy recibiendo una educación buena. Me encanta aprender y quiero aprender más que ciencias en mi futuro. Quiero ser una enferma y me encanta aprender sobre biología. </p><p>Debido a yo quiero hacer una enferma, hago muchas actividades con ciencias. Un día, recibí la opportunidad ir a un laboratorio de una persona con una carrera de quimica. Fue un opportunidad buena y aprender mucho. Puedo ver el mundo real de una persona en ciencias. </p><p>En mi communidad, personas recibieron buenas educaciónes. Estudiantes puedan hacer programmas de Agrisicience si quieren tener una carrera en cienias o si ellos quieren trabajar con animales. Addicionalmente, si un estudiante quiere tener una carrera de un actór o artista, hay una programma por ellos. </p><p>Es muy importante saber que si una persona es en el programa de Agriscience en mi barrio, no puedan tomar otros clases. Es una programma buena, pero ellos tomar clases de Agriscience solamente. ¿Tienes un programma similar a este un tu pueblo?<br></p><p>Escríbamelo.</p><p>Adios, Anna </p>","61.0"
"A2895987","Female","11.0","Secondary / High School","4","Traditional classroom","Foreign Language","1.0","2098992.0","53:28.6","B2","A","A","4138.0","A","4192.0","nan","nan","nan","nan","A-MF","ENVIRONMENT","Your pen pal in Spain has written an email to you. In her email, she described some of the changes her school is making to be more environmentally friendly. She wants to know what your school does to be green. Write an email, several paragraphs in length, in which you describe programs or initiatives in your school that promote taking care of our planet. Be sure to describe in detail the following:1. What your school and student groups have done in the past.2. What you and your school are currently doing.3. What you think you and your school could do better in the future.","<p>Querido Amelia, </p><p>¡Hola! ¿Es escuela buena este año? Estoy en muchas clases difíciles este año pero me encanta escuela. Mi escuela está cambiando muchas cosas mejorar el mundo. </p><p>En el pasado, muchas estudiantes comparon árboles y plantas por la escuela. Ahora, hay muchas plantas bonitas en la escuela debido a estes estudiantes. Es importante tener plantas bonitas en nuestra escuela por estudiantes ser contenta en escuela. </p><p>Ahora, estudiantes están mirando de la basura que ellos usan. Hay muchas personas en el mundo y es muy importante para personas saber el impacto que basura tiene en el mundo. Basura puedan ser en la playa o en los habitatos de animales si personas no están limpiando su basura. Mi escuela está limpiando la basura de otros personas en el barrio. ¿Qué actividades es tú escuela haciendo?</p><p>En el futuro, poderá limpiar basura en otros lugares, no solamente mi barrio. Mi escuela limpiaría basura de todo el mundo si fuera un mundo perfecto. Por ejemplo, estudiantes podería limpiar basura en la playa en un otro parte del mundo. <br></p><p>Mi escuela está ayudando el mundo mucho, pero nosotros podemos hacer más en el futuro.</p><p>Adiós, Anna</p>","61.0"
