,Username,Testid,Version,Response,Score
381,A2071278,1360573.0,A2,¿cual es su trabaja favorito?¿Tu tiene un familia?¿donde tu vive?¿cual es interstante de su trabajar?,I-MM
382,A2071278,1360573.0,A2,"¡Hola!, Mi escuela es muy bien porque los estudianes esta muy sympatico. Tambien los profesors es muy divertido y esta muy intelegente. El secuela es muy symatico y la cafeteria es muy bien.",I-MM
383,A2071278,1360573.0,A2,"¡Hola amigos!,Mi clase favorito es estudias sociales porque es muy interestante tipicos y es muy divertido. Es un estudiante comico el la clase.",I-MM
498,A2086310,1375101.0,A2,"Mi clase favorite es Bluff Staff. En el clase, nosotros escribir el libro de año. Es muy divertido y intersante. Nosotros escribir deportes, vivo de estudiantes, y tambièn escribir muchos estudiantes. Bluff Staff es mi favorito porqué es mucho divertido, el gente a gracioso y simpatico y el maestro es muy inteligente y divertido.",I-SE
499,A2086310,1375101.0,A2,"Me gusta la maestras y maestros a mi escuela. Ellos a muy inteligente, simpatico, y gracioso. El comida es no bueno y neccesitas trabajar. Mucho trabajar!",I-SE
500,A2086310,1375101.0,A2,mucho estudiantes a tú escuela?donde es tú escuela locationes?le gusta tú estudiantes?le gusta meastra?,I-SE
507,A2086310,1375101.0,A2,mucho estudiantes a tú escuela?donde es tú escuela locationes?le gusta tú estudiantes?le gusta meastra?,I-SE
508,A2086310,1375101.0,A2,"Me gusta la maestras y maestros a mi escuela. Ellos a muy inteligente, simpatico, y gracioso. El comida es no bueno y neccesitas trabajar. Mucho trabajar!",I-SE
509,A2086310,1375101.0,A2,"Mi clase favorite es Bluff Staff. En el clase, nosotros escribir el libro de año. Es muy divertido y intersante. Nosotros escribir deportes, vivo de estudiantes, y tambièn escribir muchos estudiantes. Bluff Staff es mi favorito porqué es mucho divertido, el gente a gracioso y simpatico y el maestro es muy inteligente y divertido.",I-SE
630,A2096567,1384482.0,A2,"Mi clase favorita es la clase de ciencias naturales. En la clase yo participe en muhos experimentos con muchos diferentes substancias. La clase also consiste en los partes matimaticas, cual es aburrido sin embargo la clase in general es muy divertido y mis amigos tiene una clase tambien. ",I-MM
631,A2096567,1384482.0,A2,"Yo me gusta mi escuela por que la escuela academicas es excellente. La escuela ademas muchos clubs por todos los diferentes estudiantes. Sin embrago, la escuela necesita el opcion por los clases en la ordenador. Ademas la escuela no es orginizar Porque los estudiantes tiene muchos examenes en un dia todos los semanas. ",I-MM
632,A2096567,1384482.0,A2,"Hola, Mi nombre es Ryan. Los estudiantes en mi escuela tiene muchas preguntas. Que es tu casa en Madrid parace? Es tu casa viejo o nuevo? En tu tiempo libre, que actividades disfrutas? Finalmente que es tu parte favorita acerca de Madrid?",I-MM
639,A2096567,1384482.0,A2,"Hola, Mi nombre es Ryan. Los estudiantes en mi escuela tiene muchas preguntas. Que es tu casa en Madrid parace? Es tu casa viejo o nuevo? En tu tiempo libre, que actividades disfrutas? Finalmente que es tu parte favorita acerca de Madrid?",I-MM
640,A2096567,1384482.0,A2,"Yo me gusta mi escuela por que la escuela academicas es excellente. La escuela ademas muchos clubs por todos los diferentes estudiantes. Sin embrago, la escuela necesita el opcion por los clases en la ordenador. Ademas la escuela no es orginizar Porque los estudiantes tiene muchos examenes en un dia todos los semanas. ",I-SE
641,A2096567,1384482.0,A2,"Mi clase favorita es la clase de ciencias naturales. En la clase yo participe en muhos experimentos con muchos diferentes substancias. La clase also consiste en los partes matimaticas, cual es aburrido sin embargo la clase in general es muy divertido y mis amigos tiene una clase tambien. ",I-MM
666,A2097154,1385069.0,A2,Mi clase favorito es Historia. Yo me gusta Historia mucho. En mi clase de historia tiene una profesor bueno y hay muchos disscusiones de historia con mis amigos. La clase es una clase de AP y es muy dificil pero es mi clase favorito por que la clase es dificil. Yo me gusta la clase por que Historia es muy importante para mi por que nosotros  nesicitamos historia para existen. Historia tiene muchos examenes y el examen de AP pero yo me gustan los examenes y todos son muy interasantes. En clase normamente nosotros leemos el libro de histora y hablamos. Es una systema muy buena y me gusta la clase mucho.,I-MF
667,A2097154,1385069.0,A2,Yo estoy en Barrington high school. Barrington es una buena escuela por que es muy grande y muchos personas estan. Yo me gusta esta escuela por que la escula tienen muchos clases de honores y AP.  Es importante para mi por que en mi opinion los clases de honores y AP son muy importante. Es una buena escuela artistica tambien hay muchos personas en orchestra y las bandas y en el theatro. Yo me gusta los partes artisticas por que me gusta musica. Barrington tiene muchos deportes y son bueno en todos de los deportes. Mi escuela es muy buena pero hay problemas. en mi opinion los problemas es de los requiermentios de los clases de honores en escula para voy a estar en clases honores de siencias nesicitas una nota buena de matematicas. En mi opinion es ridicul por que yo me gusta sciencias y no me gusta matematicas. Yo quiero estar en clases differentes por razones differentes. En conclusion hay muchos partes buenos de mi escuela y tambien partes malos. ,I-MF
668,A2097154,1385069.0,A2,"Hola senor(a),¿Por que tu vayas a mi escuela? ¿Que es tu parte favorito de tu escuela? Mi parte favorito es los actividaes y deportes en mi escuela. ¿ Que es tu comida favorito de españa? Mi comida favorito es pasta. ¿Tu tienes familia de españa? Yo no tiene famila de españa. ¿Que es tu parte favorito de tu trabajo? Yo no tengo un trabajo ahora. Los siento por muchos preguantas. ¡Gracias por viaja a mi escuela!Tori Rebbeck",I-MF
675,A2097154,1385069.0,A2,"Hola senor(a),¿Por que tu vayas a mi escuela? ¿Que es tu parte favorito de tu escuela? Mi parte favorito es los actividaes y deportes en mi escuela. ¿ Que es tu comida favorito de españa? Mi comida favorito es pasta. ¿Tu tienes familia de españa? Yo no tiene famila de españa. ¿Que es tu parte favorito de tu trabajo? Yo no tengo un trabajo ahora. Los siento por muchos preguantas. ¡Gracias por viaja a mi escuela!Tori Rebbeck",I-MF
676,A2097154,1385069.0,A2,Yo estoy en Barrington high school. Barrington es una buena escuela por que es muy grande y muchos personas estan. Yo me gusta esta escuela por que la escula tienen muchos clases de honores y AP.  Es importante para mi por que en mi opinion los clases de honores y AP son muy importante. Es una buena escuela artistica tambien hay muchos personas en orchestra y las bandas y en el theatro. Yo me gusta los partes artisticas por que me gusta musica. Barrington tiene muchos deportes y son bueno en todos de los deportes. Mi escuela es muy buena pero hay problemas. en mi opinion los problemas es de los requiermentios de los clases de honores en escula para voy a estar en clases honores de siencias nesicitas una nota buena de matematicas. En mi opinion es ridicul por que yo me gusta sciencias y no me gusta matematicas. Yo quiero estar en clases differentes por razones differentes. En conclusion hay muchos partes buenos de mi escuela y tambien partes malos. ,I-MF
677,A2097154,1385069.0,A2,Mi clase favorito es Historia. Yo me gusta Historia mucho. En mi clase de historia tiene una profesor bueno y hay muchos disscusiones de historia con mis amigos. La clase es una clase de AP y es muy dificil pero es mi clase favorito por que la clase es dificil. Yo me gusta la clase por que Historia es muy importante para mi por que nosotros  nesicitamos historia para existen. Historia tiene muchos examenes y el examen de AP pero yo me gustan los examenes y todos son muy interasantes. En clase normamente nosotros leemos el libro de histora y hablamos. Es una systema muy buena y me gusta la clase mucho.,I-MF
726,A2098926,1386776.0,A2,Mí classe favorita es el classe del mathematicas porque mí gusta aser los proplemas.  Avezes jugamos juegos del mathematicas.,I-MM
727,A2098926,1386776.0,A2,Mí gusta los maestros y los classes que tienen.  pero necitomos mas mejor comida.,I-MM
728,A2098926,1386776.0,A2,¿cuantos años tienes?  ¿Donde trabajas? ¿Porque querillas aser un masetro? ,I-MM
735,A2098926,1386776.0,A2,¿cuantos años tienes?  ¿Donde trabajas? ¿Porque querillas aser un masetro? ,I-MM
736,A2098926,1386776.0,A2,Mí gusta los maestros y los classes que tienen.  pero necitomos mas mejor comida.,I-MM
737,A2098926,1386776.0,A2,Mí classe favorita es el classe del mathematicas porque mí gusta aser los proplemas.  Avezes jugamos juegos del mathematicas.,I-MM
930,A2111575,1398952.0,A2,en la teimpo de los clasa mucho persona mentir mucho questionas perro no mucho personas tocar la quistionas pero luke girard usar la toca porque muy estupido. mi clasa favorit o es mathamaticos porque to usar mi cabaza en la clasa de mathmaticos,I-SE
931,A2111575,1398952.0,A2,en mi esquela mcuho perosnas usar los zabatos azul no se porque perro muchos perosnas usar lo chanclatas y otra lados ,I-NE
932,A2111575,1398952.0,A2,¿que es perona favorito en lu esquela? ¿en la clasa favorito los perosna te gusta o no?¿ los personas en tu casa bueno o malo porque ne mi casa los personas bueno?,I-SE
939,A2111575,1398952.0,A2,¿que es perona favorito en lu esquela? ¿en la clasa favorito los perosna te gusta o no?¿ los personas en tu casa bueno o malo porque ne mi casa los personas bueno?,I-SE
940,A2111575,1398952.0,A2,en mi esquela mcuho perosnas usar los zabatos azul no se porque perro muchos perosnas usar lo chanclatas y otra lados ,I-NE
941,A2111575,1398952.0,A2,en la teimpo de los clasa mucho persona mentir mucho questionas perro no mucho personas tocar la quistionas pero luke girard usar la toca porque muy estupido. mi clasa favorit o es mathamaticos porque to usar mi cabaza en la clasa de mathmaticos,I-SE
996,A2114874,1402196.0,A2,"Mi classe favorita es historia. Mi profesor de historia es muy chistoso. La classes es divertido y mi profesor hablar muchos cuentos. Pero tiene muchas tarea, la classe es una classes de AP. ",I-SE
997,A2114874,1402196.0,A2,"Mi escuela es muy bien, esta es muchos classes diferencias para todos personas. La escuela es muy grande y tiene cuatro pisos y todos estudiantes tienen MacBooks. Pero, la escuela necesitan mas diferencias de personas. ",I-MM
999,A2114874,1402196.0,A2,"Hola profesor, que es tu parte favorita de tu trabaje? Cuantos hermanos tienes y cuantos niños tienes? donde tu vivas en madrid? Que es tu comida favorita?  ",I-MM
1004,A2114874,1402196.0,A2,"Hola profesor, que es tu parte favorita de tu trabaje? Cuantos hermanos tienes y cuantos niños tienes? donde tu vivas en madrid? Que es tu comida favorita?  ",I-MM
1006,A2114874,1402196.0,A2,"Mi escuela es muy bien, esta es muchos classes diferencias para todos personas. La escuela es muy grande y tiene cuatro pisos y todos estudiantes tienen MacBooks. Pero, la escuela necesitan mas diferencias de personas. ",I-MM
1007,A2114874,1402196.0,A2,"Mi classe favorita es historia. Mi profesor de historia es muy chistoso. La classes es divertido y mi profesor hablar muchos cuentos. Pero tiene muchas tarea, la classe es una classes de AP. ",I-MM
1086,A2120627,1407581.0,A2,Mi favorita clase es espanol porque es divertida. Eli es en la clase. El es graciosa. Mi clase de espanol es simpatica. No mi favorita clase es matimaticas porque es no divertida. Gracias. Adios,I-MM
1087,A2120627,1407581.0,A2,Hola. Me llamo Abby. Tengo trece anos. Me gusta escuela. Mi favorita parta escuela es amigas porque es mi favorita. Mi escuela es grande. No mi escuela es pequeno. Mi escuela could be improved by es el amigos. Gracias. Adios.,I-MM
1088,A2120627,1407581.0,A2,Hola. De donde eres? Que te gusta hacer? Favorita? Que te gusta hablar espanol? Cumpleanos? Adios.,I-MM
1095,A2120627,1407581.0,A2,Hola. De donde eres? Que te gusta hacer? Favorita? Que te gusta hablar espanol? Cumpleanos? Adios.,I-MM
1096,A2120627,1407581.0,A2,Hola. Me llamo Abby. Tengo trece anos. Me gusta escuela. Mi favorita parta escuela es amigas porque es mi favorita. Mi escuela es grande. No mi escuela es pequeno. Mi escuela could be improved by es el amigos. Gracias. Adios.,I-MM
1097,A2120627,1407581.0,A2,Mi favorita clase es espanol porque es divertida. Eli es en la clase. El es graciosa. Mi clase de espanol es simpatica. No mi favorita clase es matimaticas porque es no divertida. Gracias. Adios,I-MM
1182,A2124485,1411262.0,A2,"!Hola! Me llamo Delaney Trushel. Mi favorita clase es español porque es muy interasante. En clase de español yo leo en español y yo hablo en español. Tambíen, a mi me gusta mi espa?ol maestra. Mi maestra es muy divertido y amable. Mi maestra se llama Mrs. Radebaugh. En clase yo observo la cine en español a veces. Yo tengo amigos en la clase. Yo tengo un nota de 95 en español clase. Yo soy en espa?ol uno. A veces clase es aburido porque nosotros leamos en español y mi no me gusta leer. Yo asisto Brentwood High School y yo tengo diesiseis años. ",I-MF
1183,A2124485,1411262.0,A2,!Hola! Me llamo Delaney Trushel y yo tengo diesiseis años. Yo asisto Brentwood High School. Lo que me gusta de mi escuela es que yo tengo muchos amigos y a mi me gusta mis clases. Mis amigos hacen la escuela mejor porque son gracioso y amable. A mi me gusta mis clases porque es muy interesante. Yo necesito mejorar mis notas. Mis clases son defícil pero a mi me gusta mis clases. ,I-MF
1185,A2124485,1411262.0,A2,Cuantas personas hay en tu famlia?Que te gusta hacer?Dónde vive?Dónde trabajas?Qué es lo que te gusta de tu trabaja?Quiénes son las personas en tu familia?De dónde eres?Cómo te llamas?Tienes hijos?Te gusta deportes?,I-MF
1190,A2124485,1411262.0,A2,Cuantas personas hay en tu famlia?Que te gusta hacer?Dónde vive?Dónde trabajas?Qué es lo que te gusta de tu trabaja?Quiénes son las personas en tu familia?De dónde eres?Cómo te llamas?Tienes hijos?Te gusta deportes?,I-MF
1192,A2124485,1411262.0,A2,!Hola! Me llamo Delaney Trushel y yo tengo diesiseis años. Yo asisto Brentwood High School. Lo que me gusta de mi escuela es que yo tengo muchos amigos y a mi me gusta mis clases. Mis amigos hacen la escuela mejor porque son gracioso y amable. A mi me gusta mis clases porque es muy interesante. Yo necesito mejorar mis notas. Mis clases son defícil pero a mi me gusta mis clases. ,I-MF
1193,A2124485,1411262.0,A2,"!Hola! Me llamo Delaney Trushel. Mi favorita clase es español porque es muy interasante. En clase de español yo leo en español y yo hablo en español. Tambíen, a mi me gusta mi espa?ol maestra. Mi maestra es muy divertido y amable. Mi maestra se llama Mrs. Radebaugh. En clase yo observo la cine en español a veces. Yo tengo amigos en la clase. Yo tengo un nota de 95 en español clase. Yo soy en espa?ol uno. A veces clase es aburido porque nosotros leamos en español y mi no me gusta leer. Yo asisto Brentwood High School y yo tengo diesiseis años. ",I-MF
1236,A2125255,1412032.0,A2,"Hola, mi favorita classes en escuela son Mathmaticos, Espanol, y Euro Historico. Mathmaticos es muy difficil y yo trabajador en la classe porque es neccessita tu trabajador en mathmaticos classe. Esplanol classe es mi favortia porque es Espanol es muy divertido y facil. Euro Historico es muy interesante y tutores mi en cultura en Europe especialmente Espana. ¿Cual es tu cultura en Peru? ¿Cual es tu favorita classe?",I-MM
1237,A2125255,1412032.0,A2,"Hola, mi escuela es muy grande y divertido. Nosotros ayudar la communidad con donar, y vollentarios. Mi escuela es muy athletico, estudiantes particpar en deportes. Mi escuela es muy creativo, estudiantes paricipar en theatorico y musico. Escuela es muy abburido en mi opinion, la estudiantes son divertido.",I-MM
1238,A2125255,1412032.0,A2,"Hola, soy quien muchas preguntas. ¿Cual es tu favorita actividades? deportes para mi porque soy yo atletico. ¿De donde es tu casa? ¿Cual es tu favorita comida? Mi favorita comida es lasanga. ",I-MM
1245,A2125255,1412032.0,A2,"Hola, soy quien muchas preguntas. ¿Cual es tu favorita actividades? deportes para mi porque soy yo atletico. ¿De donde es tu casa? ¿Cual es tu favorita comida? Mi favorita comida es lasanga. ",I-MM
1246,A2125255,1412032.0,A2,"Hola, mi escuela es muy grande y divertido. Nosotros ayudar la communidad con donar, y vollentarios. Mi escuela es muy athletico, estudiantes particpar en deportes. Mi escuela es muy creativo, estudiantes paricipar en theatorico y musico. Escuela es muy abburido en mi opinion, la estudiantes son divertido.",I-MM
1247,A2125255,1412032.0,A2,"Hola, mi favorita classes en escuela son Mathmaticos, Espanol, y Euro Historico. Mathmaticos es muy difficil y yo trabajador en la classe porque es neccessita tu trabajador en mathmaticos classe. Esplanol classe es mi favortia porque es Espanol es muy divertido y facil. Euro Historico es muy interesante y tutores mi en cultura en Europe especialmente Espana. ¿Cual es tu cultura en Peru? ¿Cual es tu favorita classe?",I-MM
1320,A2125834,1412607.0,A2,"Hola! Mi clasé favorito es probablemente el cimica, porque ahí tengo mucho de mis mejores amigos, y el maestro es chistoso. El maestro es bueno para enceniar y nos interese en el materio, aunque no nos gusta el subjeto. Siempre hay algo para descubrir. Nosotros hablamos y hacemos problemas de matematicas, y aveces hacémos un lab. Ahí podemos experimentar, y siempre es divertido, especialmente cuando todo eso es con mis mejores amigos!",I-MF
1321,A2125834,1412607.0,A2,"Hola! Queria placticarte de mi escuela, Centennial Highschool. Unas cosas que me gusta es el lonche largo, porque ahí hay mucho tiempo para ser tarea y convivir con mis amigos. Tambien me gusta unos de los programas depues del escuela, hay un grande variedad para clubs en que puedes partecipir. Otro cosa es los programas en el escuela. Puedes hacer muchas clasés como cosmotolojia, clasé de quidar a niños, JROTC, y mas. Los cosas que el escuela puede corejir, es unos de los maestros, el tratamiento de estudiantes y el representacion de estudiantes ethnicos es lugares grandes para el escuela. Si no hay estudiantes felíces que se sienten comodos, no es un escuela bien.",I-MF
1323,A2125834,1412607.0,A2,"Hola! Me llamo Viviana y queria preguntarte unas cosas despue de que llegaras a mi escuela para enformar a los estudientes. ¿Que matería ensenías, y que son unos de tus responsilibadades que tíenes en tu escuela? ¿Que son uno cualidades de tu escuela que gustas en contarme? ¿Como sé llama tu escuela? ¿Que te gusta hacer en tu tiempo libré? ¿Tienés hijos? Si tienes, cuantos, que es/son su edad, es/son niña o niño. ¿Donde te gusta viajar? Porfavor, cuentame cosas que te gustaria compartír.",I-MF
1328,A2125834,1412607.0,A2,"Hola! Me llamo Viviana y queria preguntarte unas cosas despue de que llegaras a mi escuela para enformar a los estudientes. ¿Que matería ensenías, y que son unos de tus responsilibadades que tíenes en tu escuela? ¿Que son uno cualidades de tu escuela que gustas en contarme? ¿Como sé llama tu escuela? ¿Que te gusta hacer en tu tiempo libré? ¿Tienés hijos? Si tienes, cuantos, que es/son su edad, es/son niña o niño. ¿Donde te gusta viajar? Porfavor, cuentame cosas que te gustaria compartír.",I-MF
1330,A2125834,1412607.0,A2,"Hola! Queria placticarte de mi escuela, Centennial Highschool. Unas cosas que me gusta es el lonche largo, porque ahí hay mucho tiempo para ser tarea y convivir con mis amigos. Tambien me gusta unos de los programas depues del escuela, hay un grande variedad para clubs en que puedes partecipir. Otro cosa es los programas en el escuela. Puedes hacer muchas clasés como cosmotolojia, clasé de quidar a niños, JROTC, y mas. Los cosas que el escuela puede corejir, es unos de los maestros, el tratamiento de estudiantes y el representacion de estudiantes ethnicos es lugares grandes para el escuela. Si no hay estudiantes felíces que se sienten comodos, no es un escuela bien.",I-MF
1331,A2125834,1412607.0,A2,"Hola! Mi clasé favorito es probablemente el cimica, porque ahí tengo mucho de mis mejores amigos, y el maestro es chistoso. El maestro es bueno para enceniar y nos interese en el materio, aunque no nos gusta el subjeto. Siempre hay algo para descubrir. Nosotros hablamos y hacemos problemas de matematicas, y aveces hacémos un lab. Ahí podemos experimentar, y siempre es divertido, especialmente cuando todo eso es con mis mejores amigos!",I-MF
1458,A2126593,1413367.0,A2,Mí favrita clasá es mathmaticás porque yo gusta el competativa en el clasá.,I-SE
1459,A2126593,1413367.0,A2,"Yo gusta él fútbol americano partido en mí escuela. Es muy grande campo y escuela, es called Franklin.  Es differente son mi old escuela y yo wish tu could come down here una.",I-SE
1460,A2126593,1413367.0,A2,¿Dondé es tú casa y en que state?¿Tú gusta vemos viestas?¿Con tú a proffesional fútbol fan?¿Quien es tú cumpleanos?¿Que es tú películás?¿Dondé son tú gusta vemos con sabado y domigo?,I-SE
1467,A2126593,1413367.0,A2,¿Dondé es tú casa y en que state?¿Tú gusta vemos viestas?¿Con tú a proffesional fútbol fan?¿Quien es tú cumpleanos?¿Que es tú películás?¿Dondé son tú gusta vemos con sabado y domigo?,I-SE
1468,A2126593,1413367.0,A2,"Yo gusta él fútbol americano partido en mí escuela. Es muy grande campo y escuela, es called Franklin.  Es differente son mi old escuela y yo wish tu could come down here una.",I-SE
1469,A2126593,1413367.0,A2,Mí favrita clasá es mathmaticás porque yo gusta el competativa en el clasá.,I-SE
1518,A2127013,1413752.0,A2,Mi favorite clase es spainsh.Porque yo aperhendor y mi amigos es en mi spainsh clase.Mi spainsh clase aprehendor que spanish culture y es interesting.Finalmente mi spainsh clase es grande y moy perzoso.,I-SE
1520,A2127013,1413752.0,A2,Mi eschula inmortvemente es grande y yo tengo o pase mi clase porque mi padre y madre ,I-NE
1521,A2127013,1413752.0,A2,"Es el, ella interestent en eschula.Mi importente questiones es el,ella en eschula y que hacer el,ella tengo clase es no inportente.",I-NE
1526,A2127013,1413752.0,A2,"Es el, ella interestent en eschula.Mi importente questiones es el,ella en eschula y que hacer el,ella tengo clase es no inportente.",I-NE
1527,A2127013,1413752.0,A2,Mi eschula inmortvemente es grande y yo tengo o pase mi clase porque mi padre y madre ,I-NE
1529,A2127013,1413752.0,A2,Mi favorite clase es spainsh.Porque yo aperhendor y mi amigos es en mi spainsh clase.Mi spainsh clase aprehendor que spanish culture y es interesting.Finalmente mi spainsh clase es grande y moy perzoso.,I-NE
1542,A2127225,1413961.0,A1,El premer blocke es 8:45-10:15El segundo blocke es 10:15-11:50 Almerzo es 11:50- 12:15 Recreo es 12:15-12:40 El trecer blocke es 12:40- 2:25,I-SE
1543,A2127225,1413961.0,A1,Una projecto que es intersetado es el wax mueseme. Por que tu es un persona que no es tu. en el wax muesme yo soy tiger woods y es muy debertido.,I-SE
1544,A2127225,1413961.0,A1,Que es tu interstado? Quntos meberes tiene en tu family?Que trabahan tu family?Quentos anos tiene? ,I-SE
1551,A2127225,1413961.0,A1,Que es tu interstado? Quntos meberes tiene en tu family?Que trabahan tu family?Quentos anos tiene? ,I-SE
1552,A2127225,1413961.0,A1,Una projecto que es intersetado es el wax mueseme. Por que tu es un persona que no es tu. en el wax muesme yo soy tiger woods y es muy debertido.,I-SE
1553,A2127225,1413961.0,A1,El premer blocke es 8:45-10:15El segundo blocke es 10:15-11:50 Almerzo es 11:50- 12:15 Recreo es 12:15-12:40 El trecer blocke es 12:40- 2:25,I-SE
1608,A2128657,1415364.0,A2,"Hola,Yo favorito classe es Spanish. Mi gusta Spanish classe por yo learn about a different language. En Spanish classe, yo leo y trabaja todos los dias.",I-SE
1609,A2128657,1415364.0,A2,"Hola,Yo gustar mi escuela por mi amigos ir aqi. La escuela es grande. ",I-SE
1610,A2128657,1415364.0,A2,"Hola, como estas. Donde trabaja? Como eres? Como es familia? Te que gusta hacer?  ",I-MM
1617,A2128657,1415364.0,A2,"Hola, como estas. Donde trabaja? Como eres? Como es familia? Te que gusta hacer?  ",I-SE
1618,A2128657,1415364.0,A2,"Hola,Yo gustar mi escuela por mi amigos ir aqi. La escuela es grande. ",I-SE
1619,A2128657,1415364.0,A2,"Hola,Yo favorito classe es Spanish. Mi gusta Spanish classe por yo learn about a different language. En Spanish classe, yo leo y trabaja todos los dias.",I-SE
1698,A2128824,1415531.0,A2,   Hola!   Yo clasa de favorita es matmaticas. Es muy interesante.,I-SE
