no, testId,topic, distIMF, distIMM, distISE, distINE, maxSim, predicted, expected
55,1413487,About Me,0.29692430580102486,0.33552575445364624,0.13790046640178172,0.057269748765606414,0.33552575445364624,N-MM,N-MM
56,1413487,Things To Do,0.18175611438326678,0.18804279620624084,0.6775745409189855,0.5553795260075313,0.6775745409189855,N-SE,N-NE
57,1413487,Best Friend,0.14091523220066432,0.14368011005238324,0.612461629458323,0.5700408467648774,0.612461629458323,N-SE,N-NE
58,1589832,Things To Do,0.23684737977776077,0.13640735540602564,0.17867780630315744,0.03272446899321204,0.23684737977776077,N-MF,N-SE
59,1589832,About Me,0.394757975366059,0.34831363981267693,0.24261067189640997,0.1496691850935999,0.394757975366059,N-MF,N-MF
60,1589832,Best Friend,0.3254888033286041,0.4016803363541013,0.19615424141004978,0.11054925534168797,0.4016803363541013,N-MM,N-MM
61,1642809,School Supplies,0.35253572964254504,0.2655575126694324,0.26455954707221707,0.0779862730548663,0.35253572964254504,N-MF,N-SE
62,1642809,Wishlist,0.35253572964254504,0.2655575126694324,0.26455954707221707,0.0779862730548663,0.35253572964254504,N-MF,N-SE
63,1642809,About Me,0.2710749912337913,0.1093411666919867,0.08690480274690747,0.06194802390269341,0.2710749912337913,N-MF,N-NE
64,1722513,Wishlist,0.1776170167207276,0.18307141883142872,0.6305702641568585,0.4962580026405468,0.6305702641568585,N-SE,N-NE
65,1722513,About Me,0.22833698855148707,0.20398595585630225,0.38270806048658523,0.2506045382972316,0.38270806048658523,N-SE,N-NE
66,1722513,School Supplies,0.18175611438326678,0.18804279620624084,0.6775745409189855,0.5553795260075313,0.6775745409189855,N-SE,N-NE
67,1480716,Wishlist,0.11633755761818151,0.061293216799627986,0.0782956756772447,0.005381145992189093,0.11633755761818151,N-MF,N-SE
68,1480716,About Me,0.35253572964254504,0.2655575126694324,0.26455954707221707,0.0779862730548663,0.35253572964254504,N-MF,N-NE
69,1480716,School Supplies,0.344745199203664,0.19231496070514353,0.20859062146092486,0.07643911757751878,0.344745199203664,N-MF,N-SE
70,1524601,About Me,0.5419971852961257,0.3398063363319033,0.37999883161572856,0.21625748117313348,0.5419971852961257,N-MF,N-MF
71,1524601,School Supplies,0.12289918862308795,0.5247003493410689,0.10237109451422,0.06325912644556944,0.5247003493410689,N-MM,N-MM
72,1524601,Wishlist,0.4148220427193584,0.28192348771649717,0.25599533327339064,0.11228675040868558,0.4148220427193584,N-MF,N-MF
73,1640912,About Me,0.5530108931539757,0.34143476973497144,0.37285843216604886,0.18877826051583976,0.5530108931539757,N-MF,N-MF
74,1640912,Best Friend,0.12880121706836675,0.12605301769595373,0.5594977955998716,0.5566615065327298,0.5594977955998716,N-SE,N-NE
75,1640912,Things To Do,0.497286933280414,0.30624127030349124,0.15244777688592753,0.03639368367654348,0.497286933280414,N-MF,N-MF
76,1834044,About Me,0.6677944797963473,0.4725542461627749,0.3935685323265745,0.20752671651367322,0.6677944797963473,N-MF,N-MF
77,1834044,School Supplies,0.38261256330023774,0.2638488834885913,0.1855529182130628,0.09634207889064844,0.38261256330023774,N-MF,N-MF
78,1834044,Wishlist,0.16135446131399678,0.16715296405277355,0.3010393213687427,0.14084769233094852,0.3010393213687427,N-SE,N-SE
79,1415571,Best Friend,0.5854941989557789,0.4888952585704221,0.3921863360206808,0.19092855900192235,0.5854941989557789,N-MF,N-MF
80,1415571,About Me,0.5360187639571957,0.3667096826784487,0.2894398114175049,0.1480328047046584,0.5360187639571957,N-MF,N-MF
81,1415571,Things To Do,0.5190815755420302,0.3408403362658206,0.34028921280162083,0.1721172699389351,0.5190815755420302,N-MF,N-MF
82,1470990,Wishlist,0.32958205358863096,0.21983581242493266,0.26298611422508256,0.10182514581383366,0.32958205358863096,N-MF,N-MF
83,1470990,About Me,0.44992871616266444,0.26345229873900666,0.29346968931708706,0.1441645177123011,0.44992871616266444,N-MF,N-MF
84,1470990,School Supplies,0.2710749912337913,0.1093411666919867,0.08690480274690747,0.06194802390269341,0.2710749912337913,N-MF,N-NE
85,1668029,About Me,0.6327859602272463,0.36314687632872317,0.2580952085187611,0.09087260492388456,0.6327859602272463,N-MF,N-MF
86,1668029,School Supplies,0.5735874199595679,0.32920731450219975,0.26659312754723186,0.11083942078765002,0.5735874199595679,N-MF,N-MF
87,1668029,Wishlist,0.3001698375933735,0.2512075432059828,0.4839322482602233,0.32758095083552163,0.4839322482602233,N-SE,N-NE
88,1679009,About Me,0.37579046958576734,0.21021366291985688,0.11796325585396442,0.05582991535150255,0.37579046958576734,N-MF,N-MF
89,1679009,Things To Do,0.3348234028685598,0.18030765772808993,0.09622709665287582,0.06841641105964588,0.3348234028685598,N-MF,N-MF
90,1679009,Best Friend,0.19819788646930803,0.2071558193521019,0.6520028347711563,0.46660143688611383,0.6520028347711563,N-SE,N-NE
91,1941964,Wishlist,0.47010693444849405,0.264229347518658,0.15981202506698303,0.04579447666042526,0.47010693444849405,N-MF,N-MF
92,1941964,About Me,0.6944594006323914,0.3893266463325804,0.31661411113238125,0.16206142317320552,0.6944594006323914,N-MF,N-MF
93,1941964,School Supplies,0.3819012501993154,0.31900588177539274,0.3548948265851305,0.1872898558753815,0.3819012501993154,N-MF,N-MF
94,1352749,Things To Do,0.2710749912337913,0.1093411666919867,0.08690480274690747,0.06194802390269341,0.2710749912337913,N-MF,N-NE
95,1417092,About Me,0.5018732263874057,0.3738498997071015,0.2963925363828081,0.15127349196873688,0.5018732263874057,N-MF,N-MF
96,1417092,Things To Do,0.48568971221576784,0.29251205492897703,0.17166802284530078,0.09279844144891197,0.48568971221576784,N-MF,N-MF
97,1417092,Best Friend,0.28098538854244604,0.1751784149412939,0.11786744984722407,0.06959615591251832,0.28098538854244604,N-MF,N-MF
98,1808501,School Supplies,0.2710749912337913,0.1093411666919867,0.08690480274690747,0.06194802390269341,0.2710749912337913,N-MF,N-NE
99,1416131,Best Friend,0.5313214562099107,0.3013341540780946,0.22274466380219926,0.10032922935952981,0.5313214562099107,N-MF,N-MF
100,1416131,About Me,0.45010682524946344,0.31507345894111427,0.2528859169689717,0.14990425617784076,0.45010682524946344,N-MF,N-MF
101,1416131,Things To Do,0.5331513615947365,0.3191165623949075,0.15168883037309333,0.06734518240965753,0.5331513615947365,N-MF,N-MF
102,1722534,About Me,0.3287076254221308,0.23979474979315785,0.31620342721805156,0.16762028752794864,0.3287076254221308,N-MF,N-MF
103,1722534,School Supplies,0.2710749912337913,0.1093411666919867,0.08690480274690747,0.06194802390269341,0.2710749912337913,N-MF,N-NE
104,1722534,Wishlist,0.2666480536238776,0.1786331348544593,0.20298673274792173,0.07477923967980694,0.2666480536238776,N-MF,N-MF
105,1499102,Wishlist,0.37575988617590395,0.2406060641211759,0.22929855317814477,0.11385571904650457,0.37575988617590395,N-MF,N-MF
106,1499102,About Me,0.48371302523255355,0.3423062612964473,0.24124785319709174,0.21966843726324453,0.48371302523255355,N-MF,N-MF
107,1499102,School Supplies,0.19638006573115097,0.25155992622320933,0.17918142945926863,0.08870120553577815,0.25155992622320933,N-MM,N-MM
108,1511783,About Me,0.2710749912337913,0.1093411666919867,0.08690480274690747,0.06194802390269341,0.2710749912337913,N-MF,N-NE
109,1678840,About Me,0.4648934529856301,0.29058211861491967,0.2443983269258185,0.11397199216146617,0.4648934529856301,N-MF,N-MF
110,1678840,Things To Do,0.26057792444872346,0.37568376699486317,0.27130568357595664,0.16923960096498247,0.37568376699486317,N-MM,N-MM
111,1678840,Best Friend,0.15786740009776534,0.10042095527526068,0.16060048279437214,0.08540019431062192,0.16060048279437214,N-SE,N-NE
112,1572364,About Me,0.459104197750533,0.32782409623733183,0.44266177235176396,0.2643190038273018,0.459104197750533,N-MF,N-MF
113,1572364,School Supplies,0.34175555743460323,0.3609655989360173,0.19476197114807808,0.07209805168254899,0.3609655989360173,N-MM,N-MM
114,1572364,Wishlist,0.29364833855133643,0.35492884727242924,0.2190176550374801,0.14295229438485244,0.35492884727242924,N-MM,N-MM
115,1948503,About Me,0.5342746227041453,0.32379547473389475,0.28919635623163853,0.1408180461058115,0.5342746227041453,N-MF,N-MF
116,1948503,School Supplies,0.2710749912337913,0.1093411666919867,0.08690480274690747,0.06194802390269341,0.2710749912337913,N-MF,N-NE
117,1948503,Wishlist,0.4177929583190943,0.3157051371638578,0.18393229746784687,0.09852833281573598,0.4177929583190943,N-MF,N-MF
118,1471146,About Me,0.3171583745225701,0.29878960963602363,0.801234285012274,0.4708711393896578,0.801234285012274,N-SE,N-SE
119,1471146,School Supplies,0.2929598568806721,0.24210024023160315,0.2564925269327406,0.08697938279351285,0.2929598568806721,N-MF,N-SE
120,1471146,Wishlist,0.129820584291459,0.18344026530845214,0.12258824559240672,0.08744771625636505,0.18344026530845214,N-MM,N-NE
121,1677823,About Me,0.6504612134498701,0.410623505799501,0.29542789627183935,0.11672402987272684,0.6504612134498701,N-MF,N-MF
122,1677823,Things To Do,0.5771795804285544,0.34070657070265464,0.18925307465852714,0.060744537592436074,0.5771795804285544,N-MF,N-MF
123,1677823,Best Friend,0.5877746144182223,0.3371150431148106,0.2456471006142491,0.12287666981424032,0.5877746144182223,N-MF,N-MF
124,1808516,About Me,0.6020800312401628,0.35549593987083605,0.23504074001652048,0.07862535702202758,0.6020800312401628,N-MF,N-MF
125,1808516,School Supplies,0.36269253779487465,0.23223924348066388,0.17184613012922245,0.08361346723348015,0.36269253779487465,N-MF,N-MF
126,1808516,Wishlist,0.2710749912337913,0.1093411666919867,0.08690480274690747,0.06194802390269341,0.2710749912337913,N-MF,N-NE
127,1795431,Best Friend,0.4236192311787814,0.2674515802427865,0.2093476694025948,0.08072736854698997,0.4236192311787814,N-MF,N-MF
128,1795431,About Me,0.4829325039772213,0.5195235898355698,0.22117620691145182,0.1124739927450193,0.5195235898355698,N-MM,N-MM
129,1795431,Things To Do,0.4972460853120986,0.258631393350661,0.15518695100889746,0.06326750591902165,0.4972460853120986,N-MF,N-MF
130,1959012,About Me,0.2710749912337913,0.1093411666919867,0.08690480274690747,0.06194802390269341,0.2710749912337913,N-MF,N-NE
131,1959012,Things To Do,0.2710749912337913,0.1093411666919867,0.08690480274690747,0.06194802390269341,0.2710749912337913,N-MF,N-NE
132,1959012,Best Friend,0.26874552344050734,0.37552443822306736,0.28044309970712067,0.13195573378766529,0.37552443822306736,N-MM,N-MM
133,1910858,About Me,0.45259585051145884,0.30793552763887766,0.2150606615442271,0.09002561140843572,0.45259585051145884,N-MF,N-MF
134,1910858,School Supplies,0.39427959395815454,0.28404503820455024,0.27281344218689885,0.13341017975395367,0.39427959395815454,N-MF,N-MF
135,1910858,Wishlist,0.3987319792641409,0.30237277554169156,0.19686168250186933,0.08445002260673459,0.3987319792641409,N-MF,N-MF
