Username,Gender,Grade,Grade Level,Year of study,Type of instruction,Relationship to language,Rating position,Testid,Test date,Version,FinalRating,R1,Rater1,R2,Rater2,R3,Rater3,R4,Rater4,Score,Topic,Prompt,Response,Totaltime
A2097154,F,10,3,nan,nan,nan,1,1385069,40:34.1,A2,I4,I4,3928,I4,3389,nan,nan,nan,nan,I-MF,School Improvement,"Situation: Your partner class in a school overseas wants to know about your school. Your task: Write a note to your partner class telling what you like about your school and why. Then, also write about some things that need to be improved and why.",Yo estoy en Barrington high school. Barrington es una buena escuela por que es muy grande y muchos personas estan. Yo me gusta esta escuela por que la escula tienen muchos clases de honores y AP.  Es importante para mi por que en mi opinion los clases de honores y AP son muy importante. Es una buena escuela artistica tambien hay muchos personas en orchestra y las bandas y en el theatro. Yo me gusta los partes artisticas por que me gusta musica. Barrington tiene muchos deportes y son bueno en todos de los deportes. Mi escuela es muy buena pero hay problemas. en mi opinion los problemas es de los requiermentios de los clases de honores en escula para voy a estar en clases honores de siencias nesicitas una nota buena de matematicas. En mi opinion es ridicul por que yo me gusta sciencias y no me gusta matematicas. Yo quiero estar en clases differentes por razones differentes. En conclusion hay muchos partes buenos de mi escuela y tambien partes malos. ,82
A2097154,F,10,3,nan,nan,nan,1,1385069,40:34.1,A2,I4,I4,3928,I4,3389,nan,nan,nan,nan,I-MF,Questions ,"Situation: A teacher from Madrid. is coming to visit your school. You will be introducing him/her to the members of the Spanishculture club. You decide to write a letter to the teacher before the visit. Your task: Write the part of the letter in which you ask a number of questions to help you to learn more about his/her job, interests, family, home, etc. in order to better prepare your introduction. ","Hola senor(a),¿Por que tu vayas a mi escuela? ¿Que es tu parte favorito de tu escuela? Mi parte favorito es los actividaes y deportes en mi escuela. ¿ Que es tu comida favorito de españa? Mi comida favorito es pasta. ¿Tu tienes familia de españa? Yo no tiene famila de españa. ¿Que es tu parte favorito de tu trabajo? Yo no tengo un trabajo ahora. Los siento por muchos preguantas. ¡Gracias por viaja a mi escuela!Tori Rebbeck",82
A2098926,M,12,0,nan,nan,nan,1,1386776,08:21.3,A2,I1,I1,3545,I1,3389,nan,nan,nan,nan,I-MM,Favorite Class,"Situation: Students in your partner school in Lima, Peru are interested in knowing more about favorite classes in your school. You and your classmates each respond by telling about your own favorite class. Your task: Write about your favorite class. Tell what kinds of things happen in class, and why it is your favorite class.",Mí classe favorita es el classe del mathematicas porque mí gusta aser los proplemas.  Avezes jugamos juegos del mathematicas.,50
A2098926,M,12,0,nan,nan,nan,1,1386776,08:21.3,A2,I1,I1,3545,I1,3389,nan,nan,nan,nan,I-MM,School Improvement,"Situation: Your partner class in a school overseas wants to know about your school. Your task: Write a note to your partner class telling what you like about your school and why. Then, also write about some things that need to be improved and why.",Mí gusta los maestros y los classes que tienen.  pero necitomos mas mejor comida.,50
A2098926,M,12,0,nan,nan,nan,1,1386776,08:21.3,A2,I1,I1,3545,I1,3389,nan,nan,nan,nan,I-MM,Questions ,"Situation: A teacher from Madrid. is coming to visit your school. You will be introducing him/her to the members of the Spanishculture club. You decide to write a letter to the teacher before the visit. Your task: Write the part of the letter in which you ask a number of questions to help you to learn more about his/her job, interests, family, home, etc. in order to better prepare your introduction. ",¿cuantos años tienes?  ¿Donde trabajas? ¿Porque querillas aser un masetro? ,50
A2120627,Female,8,Middle / Jr High,2,Traditional classroom,Foreign Language,1,1407581,46:35.9,A2,I1,I1,3969,I1,3932,nan,nan,nan,nan,I-MM,Favorite Class,"Situation: Students in your partner school in Lima, Peru are interested in knowing more about favorite classes in your school. You and your classmates each respond by telling about your own favorite class. Your task: Write about your favorite class. Tell what kinds of things happen in class, and why it is your favorite class.",Mi favorita clase es espanol porque es divertida. Eli es en la clase. El es graciosa. Mi clase de espanol es simpatica. No mi favorita clase es matimaticas porque es no divertida. Gracias. Adios,14
A2120627,Female,8,Middle / Jr High,2,Traditional classroom,Foreign Language,1,1407581,46:35.9,A2,I1,I1,3969,I1,3932,nan,nan,nan,nan,I-MM,School Improvement,"Situation: Your partner class in a school overseas wants to know about your school. Your task: Write a note to your partner class telling what you like about your school and why. Then, also write about some things that need to be improved and why.",Hola. Me llamo Abby. Tengo trece anos. Me gusta escuela. Mi favorita parta escuela es amigas porque es mi favorita. Mi escuela es grande. No mi escuela es pequeno. Mi escuela could be improved by es el amigos. Gracias. Adios.,14
A2120627,Female,8,Middle / Jr High,2,Traditional classroom,Foreign Language,1,1407581,46:35.9,A2,I1,I1,3969,I1,3932,nan,nan,nan,nan,I-MM,Questions ,"Situation: A teacher from Madrid. is coming to visit your school. You will be introducing him/her to the members of the Spanishculture club. You decide to write a letter to the teacher before the visit. Your task: Write the part of the letter in which you ask a number of questions to help you to learn more about his/her job, interests, family, home, etc. in order to better prepare your introduction. ",Hola. De donde eres? Que te gusta hacer? Favorita? Que te gusta hablar espanol? Cumpleanos? Adios.,14
A2124485,Female,10,Secondary,1,Traditional classroom,Foreign Language,1,1411262,15:20.2,A2,I4,I4,3354,I4,3400,nan,nan,nan,nan,I-MF,Favorite Class,"Situation: Students in your partner school in Lima, Peru are interested in knowing more about favorite classes in your school. You and your classmates each respond by telling about your own favorite class. Your task: Write about your favorite class. Tell what kinds of things happen in class, and why it is your favorite class.","!Hola! Me llamo Delaney Trushel. Mi favorita clase es español porque es muy interasante. En clase de español yo leo en español y yo hablo en español. Tambíen, a mi me gusta mi espa?ol maestra. Mi maestra es muy divertido y amable. Mi maestra se llama Mrs. Radebaugh. En clase yo observo la cine en español a veces. Yo tengo amigos en la clase. Yo tengo un nota de 95 en español clase. Yo soy en espa?ol uno. A veces clase es aburido porque nosotros leamos en español y mi no me gusta leer. Yo asisto Brentwood High School y yo tengo diesiseis años. ",54
A2124485,Female,10,Secondary,1,Traditional classroom,Foreign Language,1,1411262,15:20.2,A2,I4,I4,3354,I4,3400,nan,nan,nan,nan,I-MF,School Improvement,"Situation: Your partner class in a school overseas wants to know about your school. Your task: Write a note to your partner class telling what you like about your school and why. Then, also write about some things that need to be improved and why.",!Hola! Me llamo Delaney Trushel y yo tengo diesiseis años. Yo asisto Brentwood High School. Lo que me gusta de mi escuela es que yo tengo muchos amigos y a mi me gusta mis clases. Mis amigos hacen la escuela mejor porque son gracioso y amable. A mi me gusta mis clases porque es muy interesante. Yo necesito mejorar mis notas. Mis clases son defícil pero a mi me gusta mis clases. ,54
A2124485,Female,10,Secondary,1,Traditional classroom,Foreign Language,1,1411262,15:20.2,A2,I4,I4,3354,I4,3400,nan,nan,nan,nan,I-MF,Questions ,"Situation: A teacher from Madrid. is coming to visit your school. You will be introducing him/her to the members of the Spanishculture club. You decide to write a letter to the teacher before the visit. Your task: Write the part of the letter in which you ask a number of questions to help you to learn more about his/her job, interests, family, home, etc. in order to better prepare your introduction. ",Cuantas personas hay en tu famlia?Que te gusta hacer?Dónde vive?Dónde trabajas?Qué es lo que te gusta de tu trabaja?Quiénes son las personas en tu familia?De dónde eres?Cómo te llamas?Tienes hijos?Te gusta deportes?,54
A2125255,Male,10,Secondary,2,Traditional classroom,Foreign Language,1,1412032,11:08.1,A2,I1,I1,3888,I1,3389,nan,nan,nan,nan,I-MM,Favorite Class,"Situation: Students in your partner school in Lima, Peru are interested in knowing more about favorite classes in your school. You and your classmates each respond by telling about your own favorite class. Your task: Write about your favorite class. Tell what kinds of things happen in class, and why it is your favorite class.","Hola, mi favorita classes en escuela son Mathmaticos, Espanol, y Euro Historico. Mathmaticos es muy difficil y yo trabajador en la classe porque es neccessita tu trabajador en mathmaticos classe. Esplanol classe es mi favortia porque es Espanol es muy divertido y facil. Euro Historico es muy interesante y tutores mi en cultura en Europe especialmente Espana. ¿Cual es tu cultura en Peru? ¿Cual es tu favorita classe?",48
A2125255,Male,10,Secondary,2,Traditional classroom,Foreign Language,1,1412032,11:08.1,A2,I1,I1,3888,I1,3389,nan,nan,nan,nan,I-MM,School Improvement,"Situation: Your partner class in a school overseas wants to know about your school. Your task: Write a note to your partner class telling what you like about your school and why. Then, also write about some things that need to be improved and why.","Hola, mi escuela es muy grande y divertido. Nosotros ayudar la communidad con donar, y vollentarios. Mi escuela es muy athletico, estudiantes particpar en deportes. Mi escuela es muy creativo, estudiantes paricipar en theatorico y musico. Escuela es muy abburido en mi opinion, la estudiantes son divertido.",48
A2125255,Male,10,Secondary,2,Traditional classroom,Foreign Language,1,1412032,11:08.1,A2,I1,I1,3888,I1,3389,nan,nan,nan,nan,I-MM,Questions ,"Situation: A teacher from Madrid. is coming to visit your school. You will be introducing him/her to the members of the Spanishculture club. You decide to write a letter to the teacher before the visit. Your task: Write the part of the letter in which you ask a number of questions to help you to learn more about his/her job, interests, family, home, etc. in order to better prepare your introduction. ","Hola, soy quien muchas preguntas. ¿Cual es tu favorita actividades? deportes para mi porque soy yo atletico. ¿De donde es tu casa? ¿Cual es tu favorita comida? Mi favorita comida es lasanga. ",48
A2125834,Female,10,Secondary,3,Traditional classroom,Foreign Language,1,1412607,01:34.8,A2,I4,I4,249,I4,3389,nan,nan,nan,nan,I-MF,Favorite Class,"Situation: Students in your partner school in Lima, Peru are interested in knowing more about favorite classes in your school. You and your classmates each respond by telling about your own favorite class. Your task: Write about your favorite class. Tell what kinds of things happen in class, and why it is your favorite class.","Hola! Mi clasé favorito es probablemente el cimica, porque ahí tengo mucho de mis mejores amigos, y el maestro es chistoso. El maestro es bueno para enceniar y nos interese en el materio, aunque no nos gusta el subjeto. Siempre hay algo para descubrir. Nosotros hablamos y hacemos problemas de matematicas, y aveces hacémos un lab. Ahí podemos experimentar, y siempre es divertido, especialmente cuando todo eso es con mis mejores amigos!",61
A2125834,Female,10,Secondary,3,Traditional classroom,Foreign Language,1,1412607,01:34.8,A2,I4,I4,249,I4,3389,nan,nan,nan,nan,I-MF,School Improvement,"Situation: Your partner class in a school overseas wants to know about your school. Your task: Write a note to your partner class telling what you like about your school and why. Then, also write about some things that need to be improved and why.","Hola! Queria placticarte de mi escuela, Centennial Highschool. Unas cosas que me gusta es el lonche largo, porque ahí hay mucho tiempo para ser tarea y convivir con mis amigos. Tambien me gusta unos de los programas depues del escuela, hay un grande variedad para clubs en que puedes partecipir. Otro cosa es los programas en el escuela. Puedes hacer muchas clasés como cosmotolojia, clasé de quidar a niños, JROTC, y mas. Los cosas que el escuela puede corejir, es unos de los maestros, el tratamiento de estudiantes y el representacion de estudiantes ethnicos es lugares grandes para el escuela. Si no hay estudiantes felíces que se sienten comodos, no es un escuela bien.",61
A2125834,Female,10,Secondary,3,Traditional classroom,Foreign Language,1,1412607,01:34.8,A2,I4,I4,249,I4,3389,nan,nan,nan,nan,I-MF,Questions ,"Situation: A teacher from Madrid. is coming to visit your school. You will be introducing him/her to the members of the Spanishculture club. You decide to write a letter to the teacher before the visit. Your task: Write the part of the letter in which you ask a number of questions to help you to learn more about his/her job, interests, family, home, etc. in order to better prepare your introduction. ","Hola! Me llamo Viviana y queria preguntarte unas cosas despue de que llegaras a mi escuela para enformar a los estudientes. ¿Que matería ensenías, y que son unos de tus responsilibadades que tíenes en tu escuela? ¿Que son uno cualidades de tu escuela que gustas en contarme? ¿Como sé llama tu escuela? ¿Que te gusta hacer en tu tiempo libré? ¿Tienés hijos? Si tienes, cuantos, que es/son su edad, es/son niña o niño. ¿Donde te gusta viajar? Porfavor, cuentame cosas que te gustaria compartír.",61
A2126593,Male,11,Secondary,2,Traditional classroom,Foreign Language,1,1413367,03:10.5,A2,N4,N4,3631,N4,171,nan,nan,nan,nan,I-SE,Favorite Class,"Situation: Students in your partner school in Lima, Peru are interested in knowing more about favorite classes in your school. You and your classmates each respond by telling about your own favorite class. Your task: Write about your favorite class. Tell what kinds of things happen in class, and why it is your favorite class.",Mí favrita clasá es mathmaticás porque yo gusta el competativa en el clasá.,47
A2126593,Male,11,Secondary,2,Traditional classroom,Foreign Language,1,1413367,03:10.5,A2,N4,N4,3631,N4,171,nan,nan,nan,nan,I-SE,School Improvement,"Situation: Your partner class in a school overseas wants to know about your school. Your task: Write a note to your partner class telling what you like about your school and why. Then, also write about some things that need to be improved and why.","Yo gusta él fútbol americano partido en mí escuela. Es muy grande campo y escuela, es called Franklin.  Es differente son mi old escuela y yo wish tu could come down here una.",47
A2126593,Male,11,Secondary,2,Traditional classroom,Foreign Language,1,1413367,03:10.5,A2,N4,N4,3631,N4,171,nan,nan,nan,nan,I-SE,Questions ,"Situation: A teacher from Madrid. is coming to visit your school. You will be introducing him/her to the members of the Spanishculture club. You decide to write a letter to the teacher before the visit. Your task: Write the part of the letter in which you ask a number of questions to help you to learn more about his/her job, interests, family, home, etc. in order to better prepare your introduction. ",¿Dondé es tú casa y en que state?¿Tú gusta vemos viestas?¿Con tú a proffesional fútbol fan?¿Quien es tú cumpleanos?¿Que es tú películás?¿Dondé son tú gusta vemos con sabado y domigo?,47
A2127225,Male,5,Elementary,6,Other,Unknown,1,1413961,40:12.2,A1,N4,N4,3252,N4,460,nan,nan,nan,nan,I-SE,School Routine,Situation: A friend from Mexico City is curious about what happens during a typical day at your school. Your task: Write about what you do during a typical day at school.  Write about your routine from the start of the day in the morning until the time you go home at the end of the school day.,El premer blocke es 8:45-10:15El segundo blocke es 10:15-11:50 Almerzo es 11:50- 12:15 Recreo es 12:15-12:40 El trecer blocke es 12:40- 2:25,46
A2127225,Male,5,Elementary,6,Other,Unknown,1,1413961,40:12.2,A1,N4,N4,3252,N4,460,nan,nan,nan,nan,I-SE,Project,Situation: You are keeping a journal in which you document interesting school projects. Projects might include a science or art project or a book report that you are working on. Your task: Write as much as you can about a project at school and why you find it interesting.,Una projecto que es intersetado es el wax mueseme. Por que tu es un persona que no es tu. en el wax muesme yo soy tiger woods y es muy debertido.,46
A2127225,Male,5,Elementary,6,Other,Unknown,1,1413961,40:12.2,A1,N4,N4,3252,N4,460,nan,nan,nan,nan,I-SE,Questions ,"Situation: A teacher from Madrid is coming to visit your school. You will be introducing him/her to the members of the Spanish culture club. You decide to write a letter to the teacher before the visit. Your task: Write the part of the letter in which you ask a number of questions to help you to learn more about his/her job, interests, family, home, etc. in order to better prepare your introduction. ",Que es tu interstado? Quntos meberes tiene en tu family?Que trabahan tu family?Quentos anos tiene? ,46
A2128824,Male,10,Secondary,1,Traditional classroom,Foreign Language,1,1415531,56:37.5,A2,N4,N4,460,N4,3389,nan,nan,nan,nan,I-SE,Favorite Class,"Situation: Students in your partner school in Lima, Peru are interested in knowing more about favorite classes in your school. You and your classmates each respond by telling about your own favorite class. Your task: Write about your favorite class. Tell what kinds of things happen in class, and why it is your favorite class.",   Hola!   Yo clasa de favorita es matmaticas. Es muy interesante.,19
A2128824,Male,10,Secondary,1,Traditional classroom,Foreign Language,1,1415531,56:37.5,A2,N4,N4,460,N4,3389,nan,nan,nan,nan,I-SE,School Improvement,"Situation: Your partner class in a school overseas wants to know about your school. Your task: Write a note to your partner class telling what you like about your school and why. Then, also write about some things that need to be improved and why.",  Me gusta como en cafe. Es muy delicioso. No me gusta hacer la tarea. Es muy difficult.,19
A2128824,Male,10,Secondary,1,Traditional classroom,Foreign Language,1,1415531,56:37.5,A2,N4,N4,460,N4,3389,nan,nan,nan,nan,I-MM,Questions ,"Situation: A teacher from Madrid. is coming to visit your school. You will be introducing him/her to the members of the Spanishculture club. You decide to write a letter to the teacher before the visit. Your task: Write the part of the letter in which you ask a number of questions to help you to learn more about his/her job, interests, family, home, etc. in order to better prepare your introduction. ",        Como eres? Tienes hermanos? Como estas?,19
A2129749,Male,12,Secondary,3,Traditional classroom,Foreign Language,1,1416460,36:52.7,A2,I4,I4,3947,I4,3389,nan,nan,nan,nan,I-MF,Favorite Class,"Situation: Students in your partner school in Lima, Peru are interested in knowing more about favorite classes in your school. You and your classmates each respond by telling about your own favorite class. Your task: Write about your favorite class. Tell what kinds of things happen in class, and why it is your favorite class.","Hola Liima,Mi clase favorito es historia porque aprendemos sobre el pasado. Nosotros vemos pelìculas por mes negro de la historia. Historia es muy divertido porque todos chistoso. Lo hago bien en el clase y me gusta historia mucho. Fuimos a Madrid el verano pasado para historia. Aprendimos sobre la cultura y personas en Madrid. Madrid es muy divertido porque era prima vez en otro pais.¿Cual es tu clase favorito? Adios Liima",68
A2129749,Male,12,Secondary,3,Traditional classroom,Foreign Language,1,1416460,36:52.7,A2,I4,I4,3947,I4,3389,nan,nan,nan,nan,I-MF,School Improvement,"Situation: Your partner class in a school overseas wants to know about your school. Your task: Write a note to your partner class telling what you like about your school and why. Then, also write about some things that need to be improved and why.","Hola,Yo voy a Ravenwood en Brentwood y mi cosa favortio es la fuente de agua porque siempre está limpio y frio. La escuela ahorra mucho plastico porque no eliminamos las botellas. Es necessario que mejoremos el almuerzo porque nuestro almuerzo es malo, la comida es malo, todos malo. ¿Cual es tu cosa favorito sobre escuela?Adios!",68
A2129749,Male,12,Secondary,3,Traditional classroom,Foreign Language,1,1416460,36:52.7,A2,I4,I4,3947,I4,3389,nan,nan,nan,nan,I-MF,Questions ,"Situation: A teacher from Madrid. is coming to visit your school. You will be introducing him/her to the members of the Spanishculture club. You decide to write a letter to the teacher before the visit. Your task: Write the part of the letter in which you ask a number of questions to help you to learn more about his/her job, interests, family, home, etc. in order to better prepare your introduction. ","Hola,¿Como estas? ¿Cual es tu nombre? Mi llamo Gabe y soy el club español.¿Que puedo ayudarte a buscar?¿El baño?¿Cual es tu clase favorito? Mi clase favorito es español! ¿Que te interesa? ¿Donde vives? ¿Madrid, Portugal, España? Yo vivo en Brentwood.Adios!",68
A2130246,Male,9,Secondary,2,Traditional classroom,Foreign Language,1,1416958,26:18.7,A2,I4,I4,3631,I4,3389,nan,nan,nan,nan,I-MF,Favorite Class,"Situation: Students in your partner school in Lima, Peru are interested in knowing more about favorite classes in your school. You and your classmates each respond by telling about your own favorite class. Your task: Write about your favorite class. Tell what kinds of things happen in class, and why it is your favorite class.","Mi clase favorito es la clase de espanol, porque mi profesora es muy bien y comico. En la clase de espanol, mi profesora habla muchas historias. Las historias son muy bien. Tambien, practico mi espanol mucho y mi profesora ayuda. Mis amigos hemos ayudaba tambien. Mi profesora no dio la tarea mucho.  Voy a coger la clase de espanol en el universidad.",57
A2130246,Male,9,Secondary,2,Traditional classroom,Foreign Language,1,1416958,26:18.7,A2,I4,I4,3631,I4,3389,nan,nan,nan,nan,I-MF,School Improvement,"Situation: Your partner class in a school overseas wants to know about your school. Your task: Write a note to your partner class telling what you like about your school and why. Then, also write about some things that need to be improved and why.","Me gusta mi escuela mucho, porque los personas son amables y los profesoras son bien. Los deportes son muy bien y divertido. Me gusta el gymnasio mucho, porque juego baloncesto. Tambien, me gusta las computadoras y las portatils. En la escuela mi actividad favorito es jugar futbol americano. No me gusta la comida, porque es muy mal, y los clases son muy grande. Los clases muy grande son aburrido.",57
A2130246,Male,9,Secondary,2,Traditional classroom,Foreign Language,1,1416958,26:18.7,A2,I4,I4,3631,I4,3389,nan,nan,nan,nan,I-MF,Questions ,"Situation: A teacher from Madrid. is coming to visit your school. You will be introducing him/her to the members of the Spanishculture club. You decide to write a letter to the teacher before the visit. Your task: Write the part of the letter in which you ask a number of questions to help you to learn more about his/her job, interests, family, home, etc. in order to better prepare your introduction. ","Me llamo Trevor, y tengo muchas preguntas. Como eres? Que es tu actividad favorito, y por que? Te gusta ser una profesora, y por que o por que no? Que es tu restaurante favorito vas en Madrid? Por que? En mi familia tengo un padre, una madre, dos hermanas y un hermano. Y tu? Cuantos personas tienes en tu familia? Quien es tu persona favorito, y por que? Donde vas a vivir? Por que? A que hora te llevantas en la manana? Por que? Que te gusta comer, y por que? Cual es tu deporte favorito, y por que? Te gusta jugar el deporte, o te gusta  ver el deporte?",57
A2130596,Male,10,Secondary,1,Traditional classroom,Foreign Language,1,1417264,18:23.6,A2,N4,N4,3389,N4,3400,nan,nan,nan,nan,I-MM,Favorite Class,"Situation: Students in your partner school in Lima, Peru are interested in knowing more about favorite classes in your school. You and your classmates each respond by telling about your own favorite class. Your task: Write about your favorite class. Tell what kinds of things happen in class, and why it is your favorite class.",Me clase favorito en geometria porque es meno dificale que otro clases. Me geometria clase es comico y divertido. Me geometria profesora es muy amable. Con es tu clase favorito? Porque?,24
A2130596,Male,10,Secondary,1,Traditional classroom,Foreign Language,1,1417264,18:23.6,A2,N4,N4,3389,N4,3400,nan,nan,nan,nan,I-SE,School Improvement,"Situation: Your partner class in a school overseas wants to know about your school. Your task: Write a note to your partner class telling what you like about your school and why. Then, also write about some things that need to be improved and why.","Me escuelo es muy limpiar. De profesors es amable y muy bien. De estudiantes es comico y divertido, pero meno amable que profesors.",24
A2130596,Male,10,Secondary,1,Traditional classroom,Foreign Language,1,1417264,18:23.6,A2,N4,N4,3389,N4,3400,nan,nan,nan,nan,I-SE,Questions ,"Situation: A teacher from Madrid. is coming to visit your school. You will be introducing him/her to the members of the Spanishculture club. You decide to write a letter to the teacher before the visit. Your task: Write the part of the letter in which you ask a number of questions to help you to learn more about his/her job, interests, family, home, etc. in order to better prepare your introduction. ",Hola! Me llamo Trevor. Como estas y su estudiantes? Porque su profesor? Te gusta? Con tu familia?  ,24
