no,username,testId,topic,Summer Break,Self Recommnedation,Social media,POP_CULTURE,LANGUAGE ARTS,EDUCATION,ENVIRONMENT,HEALTH,
15,A2069988,1359621,Social media,0.0860034170768531,0.08114852746989995,0.19614143423547037,0.0774204151253301,0.0903612969249503,0.08104476309701864,0.07004256639670296,0.05138908125354018,
16,A2073088,1362349,Summer Break,0.20823637842660686,0.13859851728696798,0.12150929872057553,0.09137405060175335,0.11308729542280102,0.09873347561373522,0.09097099914251622,0.06931814629714621,
17,A2073088,1362349,Self Recommnedation,0.1452996178879133,0.2602244954631308,0.125552998810864,0.08945942699045847,0.10741992834355972,0.1118817254154079,0.12482701163867577,0.06223495748732755,
18,A2073088,1362349,Social media,0.14005562303705008,0.12247057843610498,0.1794716594085794,0.07894533792695446,0.10638369204200562,0.08958655995873929,0.08386632422898932,0.06168605412020188,
19,A2089850,1378265,Summer Break,0.174294833106596,0.09687966710579526,0.10061209360735884,0.0708167343473742,0.07899211377732616,0.07419339739117359,0.07165284170181387,0.05347416703592344,
20,A2089850,1378265,Self Recommnedation,0.14375406507187471,0.21657743628365672,0.11596114428724719,0.08092274422314062,0.10974133389850728,0.10771668215001654,0.09897002676852436,0.0609271458726162,
21,A2089850,1378265,Social media,0.1259298394807338,0.11597279898674462,0.21874225224544935,0.11701699625019626,0.12044576947757644,0.1099329491950711,0.09905588956935295,0.08008660966374964,
22,A2089874,1378289,Summer Break,0.1449095339793965,0.08504713768315185,0.08286556381332241,0.06675209738922491,0.08598939750289908,0.0677443721017859,0.06094001767455838,0.05006907025001419,
23,A2089874,1378289,Self Recommnedation,0.12425939570928352,0.17846121617274818,0.11425549143029362,0.08256771103634986,0.11099531074176122,0.10160098394916242,0.08324764714486407,0.07515155960141585,
24,A2089874,1378289,Social media,0.1051025843847096,0.10818823463164261,0.1658609351321719,0.07075041752198974,0.09623651412153372,0.0789581722367016,0.07536080444147461,0.05674208283033177,
25,A2096893,1384809,Summer Break,0.13867852132725322,0.08960428717045871,0.08285811262694871,0.06471723549300373,0.07574508441573,0.06630105656746296,0.06140214072206536,0.056138234250827146,
26,A2096893,1384809,Self Recommnedation,0.1293871030881631,0.1788662531789582,0.12575745461995402,0.09441361060676634,0.1273187227507958,0.11166570434332804,0.092984027492024,0.07986741839789081,
27,A2096893,1384809,Social media,0.09041139118741834,0.07693128716493355,0.1510793659628758,0.07628631587842855,0.0834576306660196,0.07152777039219238,0.06648194857104778,0.0612854274055903,
28,A2097448,1385362,Summer Break,0.2041651651049236,0.11143916382755503,0.10599695927371444,0.07791158932805792,0.0883099054378516,0.07785277529788458,0.07168774602651772,0.05242663421145405,
29,A2097448,1385362,Self Recommnedation,0.12324756120396416,0.23193558680910237,0.10438107551982952,0.0706689079348449,0.07982604733595604,0.08930461914908823,0.08169590810462363,0.05091641339704195,
30,A2097448,1385362,Social media,0.09489477644779687,0.09738576920799949,0.20327838009120125,0.0919727829177165,0.10353015956003836,0.09224799599157582,0.0838005828971673,0.060494188732884514,
31,A2097508,1385422,Summer Break,0.16089396842329026,0.09207142513701189,0.09343196741729926,0.07637362617910076,0.08180589029370505,0.07224485353598514,0.07199841355751482,0.06874734828438529,
32,A2097508,1385422,Self Recommnedation,0.11508984511130615,0.16895655174021484,0.11573296796560317,0.08867458675686558,0.10268667463196107,0.10077067845075245,0.08804525104345436,0.07107046088592908,
33,A2097508,1385422,Social media,0.08457528899169903,0.08964073044492958,0.1175472606808169,0.06574112614568804,0.09218550611809656,0.068414491294987,0.058848372415244335,0.054196034433728855,
34,A2099207,1387055,Summer Break,0.08860228706187763,0.04844977603591641,0.04974040786934073,0.045444226736671964,0.053424327386917214,0.04083870963306533,0.04047618262455536,0.030504170269152482,
35,A2099207,1387055,Self Recommnedation,0.07929324775699202,0.1332419944464826,0.07588365644347694,0.045641543663048956,0.063807636181995,0.056041130446496515,0.050541936777938064,0.040922070016252976,
36,A2099207,1387055,Social media,0.046795403754374396,0.043557218516957166,0.06922711461108058,0.03805335761854055,0.04916042145034086,0.03822634122499427,0.03144842608385214,0.0345512156199971,
37,A2101339,1389014,Summer Break,0.13130699495566212,0.07719282141118197,0.06775059646092647,0.06093683665117324,0.07010638820541089,0.05853601885971835,0.05650882090563447,0.04473583711859903,
38,A2101339,1389014,Self Recommnedation,0.0777172481278921,0.19406513333130587,0.08768272593066716,0.05127662637507521,0.07055514039875216,0.06629868536902206,0.06380694877634357,0.05229223776554788,
39,A2101339,1389014,Social media,0.05802337178285958,0.053896727765533226,0.09037940546620837,0.029845823493444664,0.03217620878500867,0.026961445469523778,0.02493111826513844,0.020585443685788584,
40,A2105700,1393337,Summer Break,0.1683363664977247,0.12641528551577008,0.1299995903474254,0.11626936430868558,0.13496373372082782,0.11552479329034876,0.10863139471832092,0.09234354444736095,
41,A2105700,1393337,Self Recommnedation,0.11566574376804759,0.1761996940288197,0.11066711270292347,0.079882592984313,0.10932473281954497,0.08856391435073041,0.08315539484955731,0.0665919678429242,
42,A2105700,1393337,Social media,0.11819962264190736,0.10512548803526686,0.1875634741650012,0.10314674951748747,0.1236231340790872,0.10055313767217539,0.09639383078298312,0.08058041559422251,
43,A2105916,1393553,Summer Break,0.16517968598694394,0.10865725251116021,0.1065043812088098,0.08671095925944126,0.1038841731118039,0.08416205635915253,0.07353838166497537,0.08619708191724729,
44,A2105916,1393553,Self Recommnedation,0.13304722785117318,0.15871977043739025,0.11364464307071276,0.08071987592316197,0.10194058435339144,0.09237452236301454,0.08620258392375574,0.06523528419790817,
45,A2105916,1393553,Social media,0.1108126250005015,0.10046991907836206,0.1375560788080427,0.08097094294293736,0.09414097588520631,0.07993495672014936,0.07728207855838236,0.07512239403078187,
46,A2108432,1395993,Summer Break,0.1818960828949564,0.11469596412475881,0.10199219428811139,0.08872408971163337,0.08982790955628071,0.09184312857307923,0.08033605563362387,0.0716949511357417,
47,A2108432,1395993,Self Recommnedation,0.1060353455502714,0.18794500807912043,0.09198303548363249,0.0661678539349696,0.0835641075408012,0.07409025010960169,0.06729849173515445,0.057632594200172076,
48,A2108432,1395993,Social media,0.0956186733217645,0.07600318905834537,0.10829091929893117,0.05619564790871723,0.0688200446986325,0.0554523760522955,0.05560130004775689,0.046965487552144275,
49,A2110632,1398193,Summer Break,0.04520783395954053,0.031069324294017903,0.03184063640122531,0.023598591309941113,0.027793548477219165,0.02062203149799764,0.02607983422782182,0.011572684737507612,
50,A2110632,1398193,Self Recommnedation,0.01668561195409575,0.06119541151246376,0.012543273490473787,0.006085579197309253,0.017195431263274073,0.008347114223271971,0.004401627661953486,0.005959146609349859,
51,A2110632,1398193,Social media,0.015638569290083778,0.020706471618004874,0.04526070608375016,0.002998362897038087,0.005229504723656852,0.004559263676167429,0.0027810249347920654,0.004556437528196961,
52,A2121279,1408167,Summer Break,0.13897071209589926,0.06860004421697918,0.06932301661475844,0.05300059427271473,0.05929449428540966,0.04877979950312342,0.051445076151201564,0.04145962274867436,
53,A2121279,1408167,Self Recommnedation,0.10400732650078692,0.18555459758417203,0.09350206112009424,0.06801716055005791,0.0899876488806754,0.08767502314296002,0.07790816144938975,0.044609169868229104,
54,A2121279,1408167,Social media,0.07731237041244643,0.07123791410885841,0.11191816486956957,0.05708220665326112,0.07366614319629698,0.05579554704947962,0.05102966640459515,0.03991882484035246,
55,A2134021,1420290,Summer Break,0.21237753377969926,0.12106232817981862,0.12734725123381263,0.10773876265807679,0.1208583563117322,0.09803542729727505,0.0996100838800031,0.07265134021988462,
56,A2134021,1420290,Self Recommnedation,0.14413856574292205,0.19002455964313988,0.12195912456768263,0.0937345751748957,0.11717601816583983,0.11092744897796394,0.09617261245008282,0.07378777239586393,
57,A2134021,1420290,Social media,0.11861269277382949,0.11172111002240426,0.18875570682409332,0.08950386401912386,0.11370777533590228,0.09110836877911813,0.08814998602541783,0.08020653851988913,
58,A2137820,1424039,Summer Break,0.033155532410430906,0.02497633062337909,0.01836856278798435,0.012089641788170468,0.012761386001655533,0.014878988526311381,0.013306841241359946,0.015585391008754949,
59,A2137820,1424039,Self Recommnedation,0.04514412466945458,0.07091844314931639,0.04843667411175241,0.03351719194999024,0.045527034356124,0.037033289809242545,0.03974551055477068,0.02700652351342944,
60,A2137820,1424039,Social media,0.03735221287900903,0.033905164732964024,0.04878275923289741,0.03967988108588816,0.04834693066855192,0.03775102307647231,0.031177097465042304,0.04228695647297305,
61,A2138009,1424227,Summer Break,0.08226862099818559,0.0636047064564372,0.06321071490369966,0.04859934183847085,0.06299818828722208,0.05031345868068966,0.04616878924975942,0.04544580800805331,
62,A2138009,1424227,Self Recommnedation,0.0714593934659299,0.10400535367885569,0.06796839732942303,0.04593671893473954,0.06872470974753,0.0567188627927714,0.045420009521202474,0.042599056936986575,
63,A2138009,1424227,Social media,0.051436783800027516,0.05391111818916074,0.07638008597044646,0.05271496800752617,0.06505644386530876,0.0583722535399349,0.04802132563148652,0.06515718723286473,
64,A2139449,1425648,Summer Break,0.16755528208924123,0.10267536490082779,0.08734894614886103,0.06432726676865178,0.08464351427351552,0.07134266922488008,0.0700695506601616,0.05251005191503158,
65,A2139449,1425648,Self Recommnedation,0.1300559820033289,0.183936382379663,0.11833246530135541,0.09847214411338129,0.10618697856877221,0.13118502242775118,0.12127257174116095,0.06885193536093784,
66,A2139449,1425648,Social media,0.0895493321707394,0.09281085508779649,0.16105612089808022,0.0827488024485349,0.11073930167276147,0.09933537905553819,0.08301088039581724,0.07528869928864262,
67,A2142840,1428842,Summer Break,0.20912265876988412,0.12887524048537288,0.1142041170778437,0.08444669529970625,0.11124299653132298,0.09822948861822345,0.09076566503701289,0.061969095686262715,
68,A2142840,1428842,Self Recommnedation,0.12615778214620138,0.18468833479239427,0.11272810927983687,0.07655512141225836,0.10021579311514495,0.08224135627823788,0.08508120852110919,0.053964128729898975,
69,A2142840,1428842,Social media,0.0904249921665442,0.08950552569242665,0.16363207927557843,0.06462637050787687,0.08284277449279973,0.07413412710601774,0.06712210998292695,0.049021639839355834,
70,A2147688,1433607,Summer Break,0.18300770130618926,0.09493227393086277,0.08270118009331064,0.06476792131807779,0.08041391323684827,0.06773342321206086,0.06592129787353801,0.05885767152143608,
71,A2147688,1433607,Self Recommnedation,0.08814232760618414,0.17865396591646737,0.07873488086257066,0.06067832809152839,0.11023073955842827,0.07594165578733006,0.0687956290255826,0.04832772562848592,
72,A2147688,1433607,Social media,0.07841082593863266,0.07066752096153478,0.11798134784586811,0.049234246212427404,0.06147721218944085,0.051033683911682726,0.05080592229085278,0.03756845177207857,
73,A2149105,1434999,Summer Break,0.0021278256342238413,0.004898322593635775,0.0045623217705572155,0.012390813236305736,0.002250876125469924,0.005284514278885409,0.004043148510033011,0.0022896003673873407,
74,A2149105,1434999,Self Recommnedation,0.0021278256342238413,0.004898322593635775,0.0045623217705572155,0.012390813236305736,0.002250876125469924,0.005284514278885409,0.004043148510033011,0.0022896003673873407,
75,A2149105,1434999,Social media,0.020293380963621755,0.016475649568385226,0.025935619500019318,0.00997805172733291,0.019012167079438994,0.011793416334405006,0.007818667128627494,0.008801282133860094,
76,A2152865,1438641,Summer Break,0.20469809834985725,0.12627278215704563,0.13167598215750737,0.09939537605804044,0.10734052249870861,0.09368792188400717,0.09175466629754882,0.07685024359887213,
77,A2152865,1438641,Self Recommnedation,0.11880430078699421,0.17545816359755223,0.11128845322608777,0.0695040933102098,0.09672370761415064,0.07891759095314245,0.07776791975631327,0.07198966481558819,
78,A2152865,1438641,Social media,0.13091834727097273,0.12444387627138792,0.1977887752947231,0.10710574301440312,0.13480298078995478,0.10301507547885212,0.10544488827574247,0.08309319593116395,
79,A2164612,1450062,Summer Break,0.11901082803580962,0.06472254935204308,0.0639907412034034,0.044940994502692344,0.058232582618410814,0.046821086722743585,0.03893061402310029,0.03888520443979754,
80,A2164612,1450062,Self Recommnedation,0.12110210229470988,0.1807392846355567,0.12186401734941427,0.08414599814117611,0.11535022306301272,0.09691900400472114,0.09111466464251664,0.07323459756163983,
81,A2164612,1450062,Social media,0.10108101626585275,0.09606434233672814,0.1771203068452183,0.08060098026370216,0.10830764461147689,0.09090386503733451,0.08034882448469188,0.07012997681064712,
82,A2165113,1450562,Summer Break,0.10966230184036717,0.07334970997885693,0.06761191650631404,0.049209600435090595,0.06773028959550788,0.05432972703516874,0.04559350816729831,0.04387770606892619,
83,A2165113,1450562,Self Recommnedation,0.06256945481690604,0.10624901937481314,0.057398364986412084,0.03974392528819648,0.05449971339429155,0.0484762648608299,0.045488962415039046,0.04125869950202353,
84,A2165113,1450562,Social media,0.08539958963861909,0.08720572567957001,0.16141053808695485,0.06832885471113179,0.08865003774736274,0.07022428121395768,0.08519692106802557,0.062011312949846666,
85,A2165785,1451234,Summer Break,0.12056692645686093,0.07433144521644913,0.07481261089080489,0.051078087385073495,0.07139810201729611,0.05220291411231184,0.04378993223550807,0.03776709184252533,
86,A2165785,1451234,Self Recommnedation,0.11322873178989594,0.17598904975297247,0.10013492312850275,0.0689211825861614,0.10948887933825725,0.08858280259490373,0.07833874526372726,0.04719311020138843,
87,A2165785,1451234,Social media,0.07128066627625318,0.06177917253419661,0.1436605167673235,0.06402364908837103,0.07812565761704199,0.053825084491645685,0.0480161101395959,0.04215528700250068,
88,A2165995,1451430,Summer Break,0.19373792166187484,0.10661729342088458,0.09835986009920368,0.07311741394866389,0.08935264657322328,0.08793634399513847,0.07391435096660093,0.05194799815771884,
89,A2165995,1451430,Self Recommnedation,0.08558815977227364,0.14632145767742272,0.07695750840478882,0.05297270433224092,0.0649110410900363,0.054694180755816044,0.06268308954208837,0.04206776280037165,
90,A2165995,1451430,Social media,0.06332373521988674,0.04950379083167493,0.114887764241488,0.0471708799764362,0.06613563200262274,0.04480748237868694,0.04210046840606376,0.031125168725969057,
91,A2184975,1469955,Summer Break,0.135096493626637,0.06022826911471955,0.06356304203993773,0.05250033078368178,0.055629145710724845,0.049784087671282645,0.042756458293712066,0.04670144176220349,
92,A2184975,1469955,Self Recommnedation,0.09361745759926891,0.18164578801234812,0.0883355452681999,0.0639013479280792,0.0851699341427721,0.077703238948101,0.0729438343302271,0.04304686363185994,
93,A2184975,1469955,Social media,0.06520529160556668,0.06422013620992456,0.14818583595689755,0.06967281562148775,0.08217960698040899,0.06888202859061264,0.056616821107641595,0.05676409885578983,
94,A2186586,1471603,Summer Break,0.1970702464150196,0.10915515343373615,0.11045670405531782,0.08243246905995183,0.09246793443281096,0.08466226947934742,0.07518060001381739,0.05486724897339127,
95,A2186586,1471603,Self Recommnedation,0.13832730821803582,0.22231817801097248,0.13910587612942327,0.10064281512110025,0.13784517759668463,0.12269804511280613,0.10889727160091701,0.088147689601212,
96,A2186586,1471603,Social media,0.08326678601780899,0.08653603625925467,0.1890814223770962,0.07916201250388034,0.0923325038031273,0.08636373203350085,0.08450246775252437,0.05060170281019784,
97,A2187554,1472587,Summer Break,0.16139816763104992,0.0963680708134326,0.09703647850636665,0.07833113453647898,0.09026389768844986,0.08745916332101689,0.08087540261997736,0.05744850410109963,
98,A2187554,1472587,Self Recommnedation,0.10798605325245508,0.17999506687735028,0.11141191862770958,0.07684639591131828,0.09816198005759748,0.08910889888947196,0.08228022414303222,0.06333984769160383,
99,A2187554,1472587,Social media,0.09399604282437958,0.09299760621428402,0.16733769262798032,0.08614380727937171,0.10834960314191623,0.08715693734124652,0.08535057062322413,0.06734599173923039,
100,A2190132,1475088,Summer Break,0.13782723701179755,0.08431501164513465,0.07083334128373722,0.048807616587825,0.0645899792249011,0.054345506374434964,0.0640164637717782,0.039830294903036426,
101,A2190132,1475088,Self Recommnedation,0.10543690638488429,0.12942136068689908,0.056811838418383484,0.038691193904732135,0.045120849951263094,0.05533575574495806,0.050618076830425886,0.02458928282623757,
102,A2190132,1475088,Social media,0.0579812383806407,0.05109024896999159,0.10488030995296313,0.038420218531364785,0.04665731134710924,0.05057972328897383,0.045711865907833125,0.031013119804792464,
103,A2196453,1481281,Summer Break,0.15760605253746876,0.09878715325680404,0.08758390284275594,0.06401154824921035,0.07992944992611958,0.07575566425154776,0.07867790362756395,0.049749886836140414,
104,A2196453,1481281,Self Recommnedation,0.09243603048845643,0.1431438443919392,0.08601630287077039,0.06609427244270134,0.07462701796323196,0.07239900351846223,0.07085942145098056,0.04950392457705404,
105,A2196453,1481281,Social media,0.11083240038617287,0.11843085170767269,0.22730613910220454,0.09459148687533786,0.10259959706672794,0.10215383505550925,0.09621275429042703,0.06792801334885169,
106,A2203409,1487974,Summer Break,0.20885172866494622,0.1252271321852064,0.11823818708065802,0.09303308932269239,0.1119871795565827,0.09464936037954431,0.08989403216694043,0.0747893572710396,
107,A2203409,1487974,Self Recommnedation,0.12756141412738822,0.20085546852394803,0.12842018403695193,0.07745298377917038,0.11061014104845404,0.09335496229343003,0.0922119387734168,0.07717066431195349,
108,A2203409,1487974,Social media,0.13252821643399243,0.1301743460172508,0.19174823938183466,0.09918411523095283,0.125886541880438,0.10530716513297458,0.09951691117723087,0.0849887051113861,
109,A2204065,1488568,Summer Break,0.15307305272540866,0.0937963641035218,0.08305760178211327,0.061634835662486016,0.07041731292697934,0.06996433579497639,0.06225773462886304,0.046895595186271004,
110,A2204065,1488568,Self Recommnedation,0.0809901523575925,0.15036988032370754,0.08458269549746086,0.061011390836076165,0.06468029085746173,0.07038643955364926,0.0688163746808782,0.03637567980272455,
111,A2204065,1488568,Social media,0.08206313821967466,0.07828742240840268,0.12411722322443164,0.06930292569941132,0.08388125695806019,0.07015074813917424,0.059716999305595625,0.045013003691667317,
112,A2204201,1488704,Summer Break,0.09168603942159202,0.06785978856415491,0.06152068836224482,0.04576115166961951,0.0568257955256347,0.051818785684998744,0.04096010877461448,0.0402975299055656,
113,A2204201,1488704,Self Recommnedation,0.06015209850379476,0.11879794415330924,0.05649067316558228,0.03455258377215976,0.04184827169007179,0.04621779813686113,0.04049632760976684,0.026169379004076492,
114,A2204201,1488704,Social media,0.06185538571068329,0.06229142051162726,0.12046131208253917,0.062373104958139254,0.06941759532457799,0.06872865515309885,0.058588924067741466,0.05015926880625804,
115,A2210770,1495040,Summer Break,0.19064809753623402,0.10718357727961016,0.08732711145211558,0.07359253048906893,0.09294971862768149,0.07630123798115154,0.07400939414577562,0.04997973855257612,
116,A2210770,1495040,Self Recommnedation,0.1145573834516126,0.17019667923544912,0.09454407893780999,0.062417070915667415,0.09711187062909804,0.08080743605624488,0.06225415528271418,0.05717451386372087,
117,A2210770,1495040,Social media,0.058165085020446636,0.051481958837102645,0.07778126200530218,0.03792464475585397,0.04964826145494179,0.038444125934453774,0.04218974764027606,0.027288018265051138,
118,A2212691,1496913,Summer Break,0.11184282369151792,0.07028273177462466,0.07290791894540474,0.06546880739326219,0.0687637338539861,0.06523864430431878,0.06055899227912718,0.0476288377020639,
119,A2212691,1496913,Self Recommnedation,0.07934132285221906,0.1352791431052957,0.08366935125740568,0.059044802458782075,0.07393417476462483,0.0668853037757026,0.05754942695525192,0.05333573337976594,
120,A2212691,1496913,Social media,0.06344018008830588,0.0718302122803983,0.11968484793231535,0.05494791594586932,0.08125377545529947,0.05953194276637369,0.056691299350145295,0.048795939201941904,
121,A2219827,1503652,Summer Break,0.19448645873427978,0.11281429675515392,0.1167803916996741,0.09727592727323989,0.10305049582752708,0.09323311805931808,0.08130501972357124,0.09397583872140507,
122,A2219827,1503652,Self Recommnedation,0.10983998220812632,0.1499429823298642,0.1027286231435893,0.06205584491247037,0.08013796799494242,0.07193644217256658,0.06709155258518651,0.0523279277548323,
123,A2219827,1503652,Social media,0.09702723471216709,0.0875879214086061,0.17298047687317342,0.10251823269342589,0.1160743529704354,0.09611620483534852,0.07770678044938475,0.0861375554896387,
124,A2231027,1513791,Summer Break,0.14882104971446064,0.09056641214951464,0.09454152577030676,0.07142219267503612,0.08463365410223886,0.06561240300539195,0.057839822369166724,0.057022770941975345,
125,A2231027,1513791,Self Recommnedation,0.11368918286849464,0.18439307171899996,0.11867038712307604,0.07737313506525702,0.1129555420416628,0.08805779129388638,0.08821130935121993,0.07664173581092813,
126,A2231027,1513791,Social media,0.09165043475834059,0.09477079443702163,0.13700707851678695,0.07163819843468403,0.09821385338998581,0.08025221048247336,0.07410872599392188,0.06395363395384847,
127,A2236501,1519029,Summer Break,0.14667786290202242,0.10289153160741739,0.09194227688848322,0.06488921442572165,0.08600236245910439,0.07072012727560942,0.06169997081025554,0.045142891251007775,
128,A2236501,1519029,Self Recommnedation,0.11312558794861645,0.21676936832274327,0.09789105445975135,0.06886758506300981,0.09661768118296976,0.08842987002914983,0.08395457676462682,0.04968552837526788,
129,A2236501,1519029,Social media,0.0861862384517703,0.08483808112044965,0.22504292728850864,0.07821067162626477,0.09569195385653798,0.07681940932692585,0.06783115787606202,0.05022446680562782,
130,A2243177,1525629,Summer Break,0.14473978431653842,0.08672634194071965,0.0841803967755202,0.06757242765108111,0.08922568229772823,0.06972113352549937,0.07247696893920197,0.06288264224409267,
131,A2243177,1525629,Self Recommnedation,0.08606720494318348,0.1507247378785636,0.0730005714720843,0.046223045662353086,0.05981505719342983,0.05622332506982279,0.055523592839490585,0.044446390018561044,
132,A2243177,1525629,Social media,0.08748719545500255,0.07456559021532959,0.1473255863306071,0.07166843279711908,0.07436038289111653,0.08054214452043096,0.07584143485070716,0.05298789475208664,
133,A2243875,1526786,Summer Break,0.09203560575640432,0.053496010619137835,0.05372336765419784,0.03076490057906385,0.0322024800899403,0.02774215930654513,0.041858967213921947,0.03834728357594679,
134,A2243875,1526786,Self Recommnedation,0.052897142117528384,0.1281081978943539,0.05748460738547981,0.03950821766091528,0.042469356051695425,0.05376185080461191,0.0529175645926932,0.02231204909782524,
135,A2243875,1526786,Social media,0.04010235500462215,0.026637649130334153,0.07551293725307459,0.022949479390841594,0.03031832394753626,0.02323818610412646,0.01948678994163871,0.02044821307818693,
136,A2246985,1529795,Summer Break,0.14128837416353746,0.10189610440306836,0.0971436247435363,0.0862053251788898,0.1109736919282979,0.09216822270534053,0.08091624010989823,0.05238877849754912,
137,A2246985,1529795,Self Recommnedation,0.13528602747561067,0.17679365288237145,0.1121618803526238,0.09603691529748183,0.11571993162433813,0.12732096736077844,0.10336918820181229,0.0673505007836268,
138,A2246985,1529795,Social media,0.09403257313640062,0.09521023509309935,0.12996262237872655,0.06603357544701857,0.09495981176349189,0.07514799788737792,0.07452512293952268,0.05066838253207928,
139,A2247001,1529811,Summer Break,0.11488889034149008,0.0735670050021648,0.07688998820022536,0.07702960553574009,0.08251110116338094,0.0651289149409352,0.05991407181345916,0.05028857936889389,
140,A2247001,1529811,Self Recommnedation,0.09625600564788044,0.13783124396826668,0.09025923009373227,0.0626089237864302,0.08808853676190041,0.07344265641755499,0.06704575201919842,0.05520457000371056,
141,A2247001,1529811,Social media,0.08670365131316864,0.08258726230886461,0.16545984706831315,0.0635570581585932,0.08256254225698151,0.06957107841306098,0.05961090557302012,0.054028461292565506,
142,A2257847,1540014,Summer Break,0.18834479348658378,0.12470078626636566,0.13243635509359583,0.1131640281571627,0.1235763578747755,0.11139215068927355,0.10833064543916515,0.09484355328101708,
143,A2257847,1540014,Self Recommnedation,0.1272308168252083,0.203254366849887,0.11740230001420153,0.07489850522381354,0.11805139769952913,0.09612186292296648,0.09364229161442172,0.06541592838198453,
144,A2257847,1540014,Social media,0.10468634229306353,0.10678504069036351,0.17186933641970614,0.08646418132891691,0.09739451137921903,0.09722219818040173,0.09556985982770982,0.06102631775066106,
145,A2268154,1549603,Summer Break,0.0624253607311394,0.031186042392604467,0.031219040178155782,0.027774119728785743,0.028032010116222174,0.0295641247376444,0.030068595878936972,0.03075950043959625,
146,A2268154,1549603,Self Recommnedation,0.055192195824811385,0.08042156527421945,0.05341352152208962,0.036487535391920595,0.0493695620246489,0.04102632704916255,0.04140016704046255,0.03331759710995452,
147,A2268154,1549603,Social media,0.03446809255466793,0.03892777963820283,0.10827289608727195,0.036170372652155176,0.04193901793084495,0.03555849651450983,0.028312513671448564,0.03476533510283514,
148,A2268625,1550050,Summer Break,0.11506368213566417,0.07096092416205882,0.0706950292443476,0.05324600275165644,0.06732404310306811,0.05795492366719271,0.053690002310008526,0.046527216101927046,
149,A2268625,1550050,Self Recommnedation,0.10886330958285549,0.17180746317088869,0.10755455520882971,0.07535246141860337,0.1078134191168644,0.08409255290728918,0.07716123580528904,0.06384957464135643,
150,A2268625,1550050,Social media,0.1154871882117022,0.11602903592757953,0.21415774746190985,0.09911024337531721,0.1231087109038973,0.11608875154973347,0.10116082119029995,0.07620165871258569,
151,A2268629,1550054,Summer Break,0.18868230672604175,0.11029872956585614,0.11578492837424537,0.0986254678999548,0.11183607850587497,0.09548153260227718,0.08376408593488467,0.06218257569583388,
152,A2268629,1550054,Self Recommnedation,0.1106742387379867,0.1849769533889475,0.1071254238557973,0.08053496397076756,0.1107956785888126,0.09427569354267554,0.08400068515337597,0.05419692341810925,
153,A2268629,1550054,Social media,0.10595995358781765,0.09332208653436924,0.14221728480458962,0.0667262966412554,0.09148542350853518,0.08265128487600977,0.06874789574893306,0.0565975328620681,
